year,mes_DET ans_NOUN,mes_DET bancs_NOUN
1800,1.2262241444460642e-07,0.0
1801,2.809795489611133e-07,2.3811825844433088e-09
1802,9.622712582313397e-08,4.475680270843441e-09
1803,1.1897068930011301e-07,3.900678446910888e-09
1804,2.0269178335752258e-07,0.0
1805,1.336152555264647e-07,0.0
1806,1.3832011802605848e-07,5.76333825108577e-09
1807,1.0533733885154106e-07,0.0
1808,1.3143229082857033e-07,0.0
1809,1.1746958961111886e-07,0.0
1810,2.1763179169909108e-07,0.0
1811,8.524061279047146e-08,0.0
1812,1.1468995486652034e-07,0.0
1813,2.875741715868685e-07,0.0
1814,1.3530711440168375e-07,0.0
1815,7.282503844407984e-08,0.0
1816,1.0197456923322079e-07,2.7811246638975717e-08
1817,2.459860013459547e-07,0.0
1818,1.1563542257064796e-07,3.5763532135746345e-09
1819,2.111614219035829e-07,0.0
1820,2.4563615674821904e-07,7.119888678630559e-09
1821,1.4397773084873222e-07,4.930744257336528e-09
1822,1.87479017199621e-07,0.0
1823,2.1445430964384116e-07,9.882686891060644e-10
1824,3.065284950309888e-07,0.0
1825,1.717061417494392e-07,0.0
1826,9.336463135944939e-08,0.0
1827,9.032927539287527e-08,0.0
1828,1.2290883910637262e-07,0.0
1829,8.74463982336593e-08,0.0
1830,1.544651753171422e-07,0.0
1831,1.4811645598911127e-07,0.0
1832,1.434176764014694e-07,0.0
1833,1.1699465085612815e-07,0.0
1834,1.0734710209625575e-07,0.0
1835,9.302598158456021e-08,0.0
1836,9.879502327336809e-08,6.720750067579218e-10
1837,6.888311654407175e-08,0.0
1838,8.268932338850732e-08,0.0
1839,6.711816002979987e-08,6.9914751765765e-10
1840,5.0320539179971036e-08,1.2739377330817092e-09
1841,8.346712876416973e-08,0.0
1842,7.91575285319368e-08,0.0
1843,7.324569972766426e-08,2.3627644285539873e-09
1844,6.421616838281352e-08,0.0
1845,7.031086912689943e-08,1.1160455892778032e-09
1846,4.6836011513562426e-08,0.0
1847,4.853901458545806e-08,0.0
1848,4.98803736093123e-08,0.0
1849,1.5250535856381475e-07,0.0
1850,9.708264059327121e-08,6.788996032014438e-10
1851,4.4501126561513615e-08,1.2898877521649865e-09
1852,5.664174484998341e-08,6.510545436100301e-10
1853,5.613615816635331e-08,5.971931837933653e-10
1854,6.182840839308312e-08,0.0
1855,8.278821894691646e-08,0.0
1856,7.558696424325717e-08,0.0
1857,9.616573248827365e-08,0.0
1858,7.683071689967846e-08,0.0
1859,9.573285764119532e-08,0.0
1860,6.224969983925632e-08,7.781213007262977e-09
1861,8.866011791397455e-08,3.3011746669586728e-09
1862,8.764893544288554e-08,3.6143890103090826e-09
1863,6.84263046224487e-08,1.4983863039219614e-09
1864,6.13725177345259e-08,1.4384183844029508e-09
1865,5.2245974213604995e-08,0.0
1866,7.347075592356589e-08,9.731225825149181e-10
1867,4.124889763090778e-08,1.455843445796745e-09
1868,4.643481643640257e-08,4.93987406535723e-10
1869,6.690421416877257e-08,2.9301114867763545e-09
1870,6.135432029097387e-08,8.601073631098188e-09
1871,3.9298356568906456e-08,7.434824311758348e-09
1872,4.535504372071841e-08,3.628403577593531e-09
1873,5.6268441461782004e-08,4.190203295451056e-09
1874,4.600448944014346e-08,0.0
1875,7.037478400029329e-08,1.716458086775674e-09
1876,5.985554496490408e-08,2.418405919968336e-09
1877,1.1441909597564859e-07,3.0924081073635534e-09
1878,6.642997307793053e-08,4.831270938865373e-09
1879,5.315112849846315e-08,0.0
1880,6.802917074111292e-08,1.2835692508872398e-09
1881,2.998178288970976e-08,9.761510710859511e-09
1882,4.392554342480537e-08,6.655385131892899e-10
1883,5.940178687824371e-08,1.8958017378167824e-09
1884,4.8192386969958534e-08,2.6406787867472303e-09
1885,3.8673812818856845e-08,1.2891271383708158e-09
1886,4.646494078386354e-08,1.936039106809062e-09
1887,4.047933110928881e-08,6.528924623161458e-10
1888,3.614150267949867e-08,3.1703073499755874e-09
1889,4.63620102308937e-08,1.8795409673089125e-09
1890,2.6217545023854427e-08,0.0
1891,3.6970476458009216e-08,5.099376032546843e-09
1892,4.638699313552763e-08,1.2537024751679837e-09
1893,2.8328715429015716e-08,1.2316833108982905e-09
1894,4.852185342407722e-08,0.0
1895,2.768562623600701e-08,1.2037228991346183e-09
1896,4.540712200684638e-08,4.1279202278587945e-09
1897,2.6802883135168543e-08,2.330685422435863e-09
1898,3.225262235062587e-08,2.8291773368493978e-09
1899,5.085372123403431e-08,5.527578395003729e-10
1900,4.360484651133589e-08,3.114631885736685e-09
1901,2.51493244007861e-08,1.676621730339889e-09
1902,3.093478850857423e-08,1.9641135384773634e-09
1903,2.106085861264262e-08,1.0800440541913758e-09
1904,2.042357571951925e-08,2.6873125946735854e-09
1905,4.02539197530416e-08,5.160759042333041e-10
1906,3.5494874317532066e-08,2.572092316910357e-09
1907,6.274269059858284e-08,5.142843373384665e-10
1908,5.206072462016209e-08,1.964555629285769e-09
1909,3.740668841345496e-08,0.0
1910,5.557916771259386e-08,0.0
1911,3.77746552926439e-08,3.1922244847493175e-09
1912,5.365703970028335e-08,1.0418842455450772e-09
1913,4.0302722548180014e-08,3.181793939432964e-09
1914,4.2859158888575166e-08,0.0
1915,1.5314990164938536e-08,1.1780761921542648e-09
1916,1.9777431248257926e-08,1.0987462051303964e-09
1917,2.5222776423028392e-08,0.0
1918,5.972915850804839e-08,1.1486376294556067e-09
1919,6.997964874244644e-08,9.207848372660976e-10
1920,4.0890050456710014e-08,0.0
1921,6.285380305115496e-08,0.0
1922,8.779743332354428e-08,5.164555005876537e-09
1923,1.252681860464122e-07,1.5923921736771263e-08
1924,6.832561139091808e-08,1.0313299547703991e-08
1925,4.5092530598367375e-08,1.2097995494286806e-08
1926,5.907453304310195e-08,1.3375366592072169e-08
1927,5.797596847045838e-08,1.1149224876660924e-09
1928,3.9991142619655307e-08,3.4278122562625413e-09
1929,5.570203187588163e-08,3.342121912552898e-09
1930,3.571225359877417e-08,2.100720708497761e-09
1931,5.47457119637329e-08,0.0
1932,6.466126656334836e-08,0.0
1933,3.555905236929391e-08,3.4411986593596566e-09
1934,3.9539216345474415e-08,0.0
