year,mes_DET ans_NOUN,mes_DET bancs_NOUN
1935,3.351119648442591e-08,1.196828414151696e-09
1936,4.849885826274658e-08,3.6374143697059935e-09
1937,3.399601800069263e-08,7.554670666820584e-09
1938,7.779128363694099e-08,1.2965214457594243e-09
1939,5.6587986740908036e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,7.083605924051994e-08,0.0
1942,5.158160121254696e-08,0.0
1943,6.967764676346633e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.921307367704685e-08,0.0
1946,5.0115975369635635e-08,4.1763312808029696e-09
1947,6.556479115182867e-08,3.5762612871081956e-09
1948,7.392884038281977e-08,5.435944139264848e-09
1949,3.926803215925645e-08,2.945102384188658e-09
1950,8.295581910289229e-08,1.0635361480382244e-09
1951,5.117472801074996e-08,0.0
1952,4.5342655408120436e-08,0.0
1953,2.9089333830611963e-08,0.0
1954,4.104465189946893e-08,0.0
1955,2.3464019616170617e-08,0.0
1956,6.45364459650466e-08,0.0
1957,2.2971097746182778e-08,0.0
1958,6.700517385382909e-08,8.272243445794913e-10
1959,4.417926346977907e-08,1.5501495642666896e-09
1960,6.021124887567453e-08,0.0
1961,7.156603948343943e-08,0.0
1962,5.2638239544933185e-08,5.0735651235811474e-09
1963,5.496145316641332e-08,0.0
1964,5.779770062552814e-08,6.083968329129164e-10
1965,8.043903410026587e-08,5.472043373977442e-10
1966,6.536108188015533e-08,5.539074754423723e-10
1967,7.148986402860658e-08,1.9721342336964653e-09
1968,9.027746100676026e-08,4.4914158503495116e-10
1969,4.859680741153838e-08,4.5417578031781147e-10
1970,6.990062084710758e-08,1.3796175313274261e-09
1971,5.6522371449929665e-08,0.0
1972,4.052815893995643e-08,5.130146862875051e-10
1973,3.804110765281976e-08,0.0
1974,4.5004571680440364e-08,5.625571675160757e-10
1975,4.283610222088896e-08,1.7134440533084216e-09
1976,3.4852513541849817e-08,2.285410749536254e-09
1977,3.0559267116814226e-08,1.1753563677885381e-09
1978,4.8712848088605654e-08,1.1881182704343018e-09
1979,3.101546042216796e-08,5.851973350345929e-10
1980,4.2070113837056056e-08,5.685150683554241e-10
1981,2.84649726012276e-08,3.1627747087981106e-09
1982,2.545075850068912e-08,0.0
1983,2.5261265079734585e-08,1.2630632095778083e-09
1984,2.5515636714601442e-08,5.799008495621649e-10
1985,2.7070011343610645e-08,1.2031116103372597e-09
1986,4.2560845514572065e-08,0.0
1987,3.910922785621551e-08,1.2221633705067347e-09
1988,2.3986215624827167e-08,3.597932174415064e-09
1989,3.2379922076941625e-08,1.6464366536794728e-09
1990,2.8877850832831342e-08,1.6345953479657283e-09
1991,3.458264485889373e-08,5.861465202094962e-10
1992,3.4712649255030925e-08,1.1019888335184191e-09
1993,3.3789166409281535e-08,5.539207426075166e-10
1994,3.164955936219016e-08,1.5824779264761446e-09
1995,3.904164591617132e-08,2.1689803286761844e-09
1996,3.5765218342476146e-08,1.067618438099771e-09
1997,2.8289877107567918e-08,4.79489448146353e-10
1998,2.5271084558298185e-08,1.9072516899143466e-09
1999,4.067479020264386e-08,2.285100553223174e-09
2000,4.0204088058715115e-08,4.4180314962005696e-10
2001,2.5411029003219454e-08,4.3812117822561447e-10
2002,4.600282615951912e-08,4.38122149670761e-10
2003,2.7918383604941255e-08,1.2500769308587678e-09
2004,2.7309704941913537e-08,1.3214374039449694e-09
2005,2.38698731891418e-08,9.007499190971657e-10
2006,2.5942706427528606e-08,0.0
2007,2.876025217979361e-08,1.1983438685803094e-09
2008,1.660401513503551e-08,0.0
2009,2.5271420511785436e-08,4.291373478793048e-09
2010,2.3146586702882388e-08,1.4171379625338432e-09
2011,1.797266777070483e-08,3.823971805871906e-09
2012,2.7234022259570168e-08,2.382976926895708e-09
2013,3.0122549399269616e-08,3.904775169871755e-09
2014,2.988314290464089e-08,3.031623174720721e-09
2015,3.635183642991535e-08,1.329945265027277e-09
2016,3.728412201198239e-08,2.4856081637381067e-09
2017,2.6917040429896844e-08,1.2578056374223934e-09
2018,2.71054010347882e-08,1.290733298020541e-09
2019,2.4234384055077385e-08,2.04079020349468e-09
