year,plus_ADV anal_ADJ,plus_ADV banal_ADJ
1800,0.0,0.0
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,9.315945348475907e-09
1820,0.0,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,0.0,0.0
1823,0.0,1.680056804787e-08
1824,0.0,1.0105335235266466e-08
1825,1.7610886082763955e-09,1.937197424695114e-08
1826,8.807984341885344e-10,3.5231937367541377e-09
1827,9.217273055917019e-10,2.7651818612639545e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,6.858540846366168e-09
1830,0.0,4.174734336004349e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,0.0
1833,0.0,2.3167257001688313e-09
1834,0.0,5.600718555598405e-09
1835,0.0,1.0588323107185715e-08
1836,6.720750067579218e-10,3.293167694096155e-08
1837,0.0,1.1132625488130543e-08
1838,0.0,1.0730675015224733e-08
1839,0.0,1.3283802502428443e-08
1840,6.369688665408546e-10,1.2739377552861697e-08
1841,0.0,2.1829865914924085e-08
1842,6.708265054555795e-10,2.2808102073668124e-08
1843,0.0,1.5357969118667825e-08
1844,0.0,1.701453911095996e-08
1845,0.0,2.4553003186156275e-08
1846,5.854501328173001e-10,1.8148954339380907e-08
1847,5.393223645455691e-10,1.6179670936367074e-08
1848,0.0,8.04522137798358e-09
1849,0.0,1.5920887719289567e-08
1850,6.788996032014438e-10,2.5119284430275002e-08
1851,6.449438760824933e-10,1.805842941848823e-08
1852,0.0,1.8229528109259263e-08
1853,0.0,2.269334054005867e-08
1854,0.0,1.558699302961486e-08
1855,0.0,2.1227748447927297e-08
1856,0.0,1.346069211649592e-08
1857,0.0,1.5620829074691756e-08
1858,0.0,2.7404585267731818e-08
1859,0.0,3.3099126994784456e-08
1860,0.0,2.746310379109218e-08
1861,0.0,4.0557289082698844e-08
1862,0.0,2.6656119089807362e-08
1863,0.0,4.345320192555846e-08
1864,0.0,3.931677028390368e-08
1865,0.0,7.38974534897352e-08
1866,0.0,3.795178216137174e-08
1867,0.0,4.076361648230886e-08
1868,4.93987406535723e-10,4.2482916740027576e-08
1869,0.0,5.4207063726607885e-08
1870,0.0,3.4404294524392753e-08
1871,0.0,3.823623728749226e-08
1872,0.0,4.233137573805834e-08
1873,0.0,5.5071240012694034e-08
1874,5.974609140757536e-10,3.764003864148435e-08
1875,0.0,6.236464855646773e-08
1876,0.0,7.738898943898675e-08
1877,0.0,6.061119961486838e-08
1878,0.0,4.287753085918666e-08
1879,6.10932526790009e-10,5.1318330918093125e-08
1880,0.0,5.198455355071019e-08
1881,0.0,1.0110135661989261e-07
1882,0.0,1.0515508819253228e-07
1883,0.0,9.984555759956493e-08
1884,0.0,9.374409870588352e-08
1885,0.0,9.797366118391437e-08
1886,0.0,6.582533274013258e-08
1887,6.528924623161458e-10,1.4951237403693085e-07
1888,0.0,1.4646819579411385e-07
1889,0.0,1.196641079559413e-07
1890,0.0,1.750021141333491e-07
1891,0.0,1.3959541433905542e-07
1892,0.0,1.7802575769110263e-07
1893,0.0,1.4287526539646933e-07
1894,0.0,1.669907874202181e-07
1895,0.0,1.8958635905619303e-07
1896,0.0,1.568609775404184e-07
1897,0.0,1.8878552054957254e-07
1898,0.0,1.5730226721188956e-07
1899,0.0,1.6527459933968203e-07
1900,1.038210628578895e-09,1.8064865514588746e-07
1901,0.0,1.9951798435613455e-07
1902,0.0,1.811894776437839e-07
1903,0.0,1.9116779981231957e-07
1904,0.0,1.8703696014199522e-07
1905,1.0321518084666081e-09,1.8217478725546243e-07
1906,0.0,2.0370970332805882e-07
1907,0.0,2.180565559228853e-07
1908,0.0,2.0234922715189896e-07
1909,0.0,2.5249514123970584e-07
1910,2.137660271017694e-09,2.2338549854339362e-07
1911,5.320374141248863e-10,2.218596080183488e-07
1912,0.0,2.5890824417729164e-07
1913,0.0,2.640888965288468e-07
1914,0.0,2.203228746111563e-07
1915,0.0,1.4019106231444312e-07
1916,0.0,1.5492321381316287e-07
1917,0.0,2.3139155302942527e-07
1918,0.0,2.2283569478531717e-07
1919,0.0,2.0349344254100288e-07
1920,7.572231730534895e-10,2.438258661641157e-07
1921,7.572747429129834e-10,2.6428887167639914e-07
1922,0.0,3.010197815456195e-07
1923,0.0,3.1635525488127314e-07
1924,0.0,2.6943496322928695e-07
1925,0.0,3.5414132071309723e-07
1926,0.0,3.098626564224105e-07
1927,0.0,2.9099476250848966e-07
1928,0.0,2.7536759716895176e-07
1929,0.0,2.8296631171542685e-07
1930,1.0503603542488804e-09,2.58388638485485e-07
1931,0.0,2.725880108300771e-07
1932,2.1919073223131136e-09,2.6741270175989484e-07
1933,1.1470662197865522e-09,2.5235456746486307e-07
1934,1.1981580172459871e-09,2.7078371545030677e-07
1935,0.0,2.561212681939651e-07
1936,0.0,2.6553124143902096e-07
1937,0.0,2.3167658014244807e-07
1938,1.2965214457594243e-09,2.774555980522564e-07
1939,0.0,2.8905756721542275e-07
1940,0.0,2.6625721716300177e-07
1941,0.0,2.597322179553885e-07
1942,0.0,2.6094221539096907e-07
1943,2.9032352077962287e-09,3.7161410659791727e-07
1944,0.0,4.434196796410106e-07
1945,0.0,4.2480829165469913e-07
1946,0.0,3.494197073905525e-07
1947,1.1920870957027319e-09,4.24383017616492e-07
1948,0.0,4.27265177904701e-07
1949,0.0,3.5733910408453085e-07
1950,0.0,3.616023036556726e-07
1951,0.0,3.592892312553886e-07
1952,0.0,3.912122394922335e-07
1953,0.0,3.39375560542976e-07
1954,0.0,4.114237697194767e-07
1955,0.0,3.9794977624296735e-07
1956,0.0,3.846023446385516e-07
1957,0.0,3.675375808143144e-07
1958,0.0,4.1443939835517085e-07
1959,3.100299128533379e-09,4.076893276305782e-07
1960,0.0,3.7580124967462325e-07
1961,0.0,4.141103033816762e-07
1962,0.0,3.741754142083664e-07
1963,0.0,3.847301570658601e-07
1964,0.0,3.589541393012041e-07
1965,1.0944086747954884e-09,3.026040076292702e-07
1966,5.539074754423723e-10,4.2318529835938534e-07
1967,2.465167847631733e-09,3.8604528640462377e-07
1968,4.4914158503495116e-10,4.29379355182391e-07
1969,4.5417578031781147e-10,3.592530504192837e-07
1970,4.5987250119061684e-10,3.623795237217564e-07
1971,5.138397485282553e-10,3.941150907849078e-07
1972,0.0,3.637274232914933e-07
1973,0.0,3.6056351859770075e-07
1974,5.625571675160757e-10,3.3809686783570214e-07
1975,5.711480177694739e-10,4.095131203030178e-07
1976,0.0,3.650943654065486e-07
1977,1.1753563677885381e-09,3.6083440591028193e-07
1978,5.940591352171509e-10,4.1524734228914895e-07
1979,5.851973350345929e-10,4.230976742292114e-07
1980,1.1370301367108482e-09,4.258177739302482e-07
1981,0.0,4.08630512538366e-07
1982,0.0,4.643211752863863e-07
1983,2.5261264191556165e-09,4.4838745338893204e-07
1984,0.0,3.833144717191317e-07
1985,0.0,4.4876063043375325e-07
1986,1.7983456945813714e-09,4.1541784412402194e-07
1987,1.2221633705067347e-09,3.9353659531116136e-07
1988,5.996553809062277e-10,4.629339400707977e-07
1989,5.488122178931576e-10,4.2642710695872665e-07
1990,0.0,4.5278289917405345e-07
1991,0.0,4.6481417825816607e-07
1992,0.0,4.5291741912478756e-07
1993,0.0,4.3704346808226546e-07
1994,5.274926606624319e-10,4.193566667254345e-07
1995,0.0,4.1427523456150084e-07
1996,0.0,4.564068945001054e-07
1997,4.79489448146353e-10,4.320199877838604e-07
1998,0.0,4.567867790683522e-07
1999,4.570201161957499e-10,3.870960370022658e-07
2000,0.0,4.303162768337643e-07
2001,0.0,4.1314825693916646e-07
2002,0.0,4.078917186234321e-07
2003,0.0,3.8919060330044886e-07
2004,0.0,4.153718293764541e-07
2005,9.007499190971657e-10,4.1074196133195073e-07
2006,4.1178899179428186e-10,4.1384794258192414e-07
2007,7.988958938831558e-10,4.186214539458888e-07
2008,0.0,4.023280553155928e-07
2009,0.0,3.790713094531384e-07
2010,4.723793023408973e-10,4.1427665564697236e-07
2011,1.1471915639660324e-09,3.7742603353763116e-07
2012,6.808505426114664e-10,3.9319118627645366e-07
2013,2.789125042035323e-10,3.826679630947183e-07
2014,6.496335691608124e-10,4.683857923737378e-07
2015,6.649726325136385e-10,3.564253177046339e-07
2016,4.1426800878596737e-10,3.5026360478696006e-07
2017,0.0,3.7834794852642517e-07
2018,0.0,3.730219475528429e-07
2019,2.55098775436835e-10,3.7091362514729553e-07
