year,aux_ADP watts_NOUN,aux_ADP boîtes_NOUN
1951,1.0661401761424827e-09,6.716683031982029e-08
1952,0.0,9.279427248820582e-08
1953,0.0,4.3095308654983455e-08
1954,0.0,7.427127468595529e-08
1955,0.0,5.162084448784299e-08
1956,0.0,4.534993536253751e-08
1957,1.7670075402875796e-09,4.859270746893074e-08
1958,0.0,5.7905705119765116e-08
1959,1.5501495642666896e-09,5.2705086517335076e-08
1960,0.0,4.014083287984249e-08
1961,6.948159270159238e-10,8.198827783356677e-08
1962,1.2683912808952869e-09,6.785893313931979e-08
1963,1.2932106496776896e-09,4.590897972889252e-08
1964,0.0,5.840609762497451e-08
1965,5.472043373977442e-10,4.7059572239049885e-08
1966,3.323444963676536e-09,5.705247119180967e-08
1967,4.930335584241163e-10,4.240088746776394e-08
1968,0.0,3.5931325470528463e-08
1969,0.0,5.5409444976728395e-08
1970,0.0,6.162291232847394e-08
1971,0.0,5.5494691952873154e-08
1972,0.0,6.104874755719081e-08
1973,3.3079223804577396e-09,4.9618833486420044e-08
1974,2.2502286700643026e-09,6.075617708933834e-08
1975,0.0,5.0832174025572385e-08
1976,0.0,3.94233339306993e-08
1977,0.0,4.9364967225074e-08
1978,1.1881182704343018e-09,3.9801963613861346e-08
1979,1.7555920051037788e-09,4.8571379807071935e-08
1980,5.685150683554241e-10,3.6384963542079873e-08
1981,0.0,5.37671709377463e-08
1982,6.207502289967692e-10,5.524676893742253e-08
1983,0.0,5.7469375036589554e-08
1984,0.0,4.697196792635694e-08
1985,6.015558051686298e-10,5.5343132743246315e-08
1986,5.994485463567401e-10,4.3759742607285546e-08
1987,6.110816852533674e-10,5.6830597117141224e-08
1988,1.1993107618124554e-09,5.9365880988870856e-08
1989,0.0,4.44537910926357e-08
1990,1.6345953479657283e-09,5.230705035774719e-08
1991,5.861465202094962e-10,4.689172278249387e-08
1992,0.0,4.1324579813650786e-08
1993,0.0,6.314696321396696e-08
1994,1.5824779819872958e-09,4.8529326335255973e-08
1995,0.0,5.476675468685244e-08
1996,0.0,4.697521283070216e-08
1997,9.58978896292706e-10,5.274383951814343e-08
1998,0.0,5.244942191673374e-08
1999,0.0,5.2557312724133e-08
2000,2.2090157481002848e-09,5.301637906462986e-08
2001,8.762423564512289e-10,6.221320614230308e-08
2002,0.0,5.607963604603583e-08
2003,1.2500769308587678e-09,5.250322809846608e-08
2004,4.404791253964646e-10,7.488144859735257e-08
2005,1.8014998381943315e-09,6.350286696488183e-08
2006,3.7061009261485367e-09,7.4945596395537e-08
2007,0.0,7.190062878414949e-08
2008,0.0,8.855474220581527e-08
2009,4.76819250749827e-10,7.819835445843637e-08
2010,1.8895172093635892e-09,9.022444996675816e-08
2011,7.64794394481072e-10,1.0401203875964882e-07
2012,3.404252713057332e-10,1.2425522855075144e-07
2013,5.578250084070646e-10,8.283701347089334e-08
2014,6.496335691608124e-10,1.0935498107045305e-07
2015,4.433150790905671e-10,8.666809865609526e-08
2016,4.1426800878596737e-10,9.424597013918401e-08
2017,1.0062445598979508e-09,8.553078245654433e-08
2018,1.8070266949443692e-09,8.854430960658632e-08
2019,0.0,1.0050891946500329e-07
