year,aux_ADP watts_NOUN,aux_ADP boîtes_NOUN
1800,0.0,3.458580977167003e-08
1801,0.0,4.7623650800687756e-08
1802,0.0,1.7902721083373763e-08
1803,0.0,1.5602713787643552e-08
1804,0.0,2.7190360185613827e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,2.881669125542885e-09
1807,0.0,8.540865792383556e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,1.581321384946932e-08
1810,0.0,3.2761775514700275e-08
1811,0.0,1.2535383575595915e-07
1812,0.0,8.268345652595599e-08
1813,0.0,4.3136125782439194e-08
1814,0.0,6.293354282149721e-09
1815,0.0,1.8880564667256294e-08
1816,0.0,6.489290882427667e-08
1817,0.0,3.580808893843823e-08
1818,0.0,1.3113295338484932e-08
1819,0.0,2.5877625375869684e-08
1820,0.0,2.1359666035891678e-08
1821,0.0,2.6626018723163725e-08
1822,0.0,2.3058916553964082e-08
1823,0.0,3.4589405117912975e-08
1824,0.0,4.29476756380609e-08
1825,0.0,2.905796137042671e-08
1826,0.0,4.315912249808207e-08
1827,0.0,3.7790819362726324e-08
1828,0.0,3.485474309172787e-08
1829,0.0,6.344150449422159e-08
1830,0.0,7.514521627172144e-08
1831,0.0,7.795603274018958e-09
1832,0.0,1.7588960066206027e-08
1833,0.0,1.7375443306377747e-08
1834,0.0,3.640467038934503e-08
1835,0.0,1.9664028627630614e-08
1836,0.0,1.9490174807401672e-08
1837,0.0,2.922314124020886e-08
1838,0.0,7.069621421607053e-08
1839,0.0,6.851645517613747e-08
1840,0.0,2.6752692505738196e-08
1841,0.0,3.4028907691663335e-08
1842,0.0,3.3541326160957396e-08
1843,0.0,4.312045037702106e-08
1844,0.0,3.45779343491337e-08
1845,0.0,3.1807299905040054e-08
1846,0.0,5.503231137460318e-08
1847,0.0,5.98647833527366e-08
1848,0.0,3.620349886546137e-08
1849,0.0,3.016589289472904e-08
1850,0.0,3.2587180953669304e-08
1851,0.0,5.93348374877678e-08
1852,0.0,7.161599957505871e-08
1853,0.0,4.18035241978032e-08
1854,0.0,5.299577665596189e-08
1855,0.0,5.519214596461097e-08
1856,0.0,5.332504926514048e-08
1857,0.0,4.5886185517929334e-08
1858,0.0,5.2851699905431815e-08
1859,0.0,6.314294864750991e-08
1860,0.0,6.820004250229772e-08
1861,0.0,6.413710451624866e-08
1862,0.0,4.201727321628823e-08
1863,0.0,3.995696629122136e-08
1864,4.794727948009836e-10,4.315255175413313e-08
1865,4.706844358715045e-10,7.38974534897352e-08
1866,0.0,5.352174170525359e-08
1867,0.0,7.23068893648815e-08
1868,0.0,1.1954494993915432e-07
1869,0.0,5.030024752272766e-08
1870,0.0,4.9886224928741285e-08
1871,0.0,6.054071377548098e-08
1872,0.0,4.5959778094406545e-08
1873,0.0,8.440266102693883e-08
1874,0.0,6.631815807622843e-08
1875,0.0,7.437985516389745e-08
1876,0.0,5.2600327649088285e-08
1877,0.0,4.9478526498170083e-08
1878,0.0,4.589707458535486e-08
1879,0.0,6.536978247595471e-08
1880,0.0,8.920806493506461e-08
1881,0.0,4.9504802035471585e-08
1882,0.0,5.856738893861291e-08
1883,0.0,3.9811834384728684e-08
1884,0.0,6.535680086017237e-08
1885,5.156508553483263e-09,8.443782761879959e-08
1886,1.936039106809062e-09,8.066829643160744e-08
1887,0.0,8.87933779836203e-08
1888,6.340614699951175e-10,8.559829933751928e-08
1889,1.8795409673089125e-09,6.703696442400542e-08
1890,6.554386478008212e-10,1.2322246289997452e-07
1891,9.561330394092238e-09,1.1409853684085647e-07
1892,1.002961980134387e-08,1.1408692301984047e-07
1893,3.510297474917934e-08,9.791882171761301e-08
1894,1.7014155417882648e-08,7.624862408128763e-08
1895,7.824199066419624e-09,8.60661870660806e-08
1896,2.5357223876198987e-08,6.899524152004233e-08
1897,9.905413378419325e-09,6.992056356125431e-08
1898,9.05336783318944e-09,1.0411372952656706e-07
1899,1.3818945987509323e-08,6.301439547939935e-08
1900,6.748368974740515e-09,7.682758584870442e-08
1901,1.5089595351014395e-08,6.594711976504186e-08
1902,1.4730851205513318e-08,4.875911701063274e-07
1903,1.0800440541913758e-09,5.994244389739833e-08
1904,4.299700151477737e-09,5.8045952933127865e-08
1905,8.773290538499623e-09,5.212366716023098e-08
1906,2.572092316910357e-09,8.127811668146023e-08
1907,9.771402353919711e-09,8.588548494614656e-08
1908,9.331639461152008e-09,9.036956072350222e-08
1909,1.5402754627302784e-08,6.601180313481336e-08
1910,1.068830179917768e-08,7.428369197537421e-08
1911,6.916486494645824e-09,5.3203741412488625e-08
1912,9.897900277167082e-09,8.022508524163641e-08
1913,4.242391771214216e-09,8.113574445633986e-08
1914,2.678697486047099e-09,9.375441178960386e-08
1915,8.246533123035249e-09,4.5944971827083236e-08
1916,9.888715624128963e-09,7.361599330124591e-08
1917,3.289927441585405e-09,8.773139659190576e-08
1918,0.0,8.729645895044769e-08
1919,9.207848705727883e-09,6.905886351660229e-08
1920,7.572231730534895e-10,9.313845117375763e-08
1921,3.0290989716519334e-09,7.799929552243512e-08
1922,3.6889677978990676e-09,7.230377008227151e-08
1923,8.492758496458919e-09,6.157249998750558e-08
1924,1.289162443462999e-09,5.4144823513624374e-08
1925,4.399271169575059e-09,9.128487477028102e-08
1926,1.1146138456652466e-09,1.2818058792163356e-07
1927,1.1149224876660924e-09,5.797597069090443e-08
1928,1.1426041224282812e-09,4.570416578530967e-08
1929,0.0,5.458799279267623e-08
1930,0.0,6.932378227020308e-08
1931,2.2810713318222042e-09,7.641588695150858e-08
1932,2.1919073223131136e-09,5.698959171240858e-08
1933,3.4411986593596566e-09,6.882397229901471e-08
1934,0.0,5.03226385006883e-08
1935,0.0,7.180970840181544e-08
1936,1.2124714565686645e-09,7.39607570743317e-08
1937,8.813782481631449e-09,9.191516336937156e-08
1938,0.0,7.519824407609121e-08
1939,0.0,6.576441791139587e-08
1940,0.0,8.114505334333444e-08
1941,0.0,1.0035108743977617e-07
1942,0.0,3.944475324146879e-08
1943,0.0,7.83873517207212e-08
1944,0.0,8.354284375400312e-08
1945,0.0,6.535512397931598e-08
1946,1.3921104269343232e-09,7.238973953604955e-08
1947,1.1920870957027319e-09,9.775114540033769e-08
1948,2.174377566888097e-09,5.7621006410712994e-08
1949,9.817008317369869e-10,6.675565422664675e-08
1950,0.0,5.636741562398129e-08
