year,vieux_ADJ ans_NOUN,vieux_ADJ bancs_NOUN
1867,1.2083501133020036e-07,1.94112459439566e-09
1868,1.1756900164527906e-07,3.951899252285784e-09
1869,1.0108884396231588e-07,1.0743741896135361e-08
1870,1.2500225921030506e-07,6.880858549607183e-09
1871,1.317025919433945e-07,2.1242354542039266e-09
1872,1.088521059955383e-07,1.8142017887967654e-09
1873,8.260686001904105e-08,2.3944017879529156e-09
1874,9.14115219075029e-08,2.3898436563030145e-09
1875,1.2701789842139988e-07,8.010138330405425e-09
1876,6.892457093954363e-08,3.627608879952504e-09
1877,1.4534317926973017e-07,9.895705588292003e-09
1878,1.2863259257756e-07,1.5701630218245555e-08
1879,1.0508039594014917e-07,1.3440515367335593e-08
1880,1.2386443870582298e-07,5.134277003548959e-09
1881,9.831235558976914e-08,2.7890030285249168e-09
1882,9.716862336972554e-08,1.0648616211028639e-08
1883,1.371296605157113e-07,2.401348808689363e-08
1884,6.667713847718915e-08,1.5183903911974994e-08
1885,5.414333870135124e-08,1.6114089618213256e-08
1886,1.0196472999268735e-07,1.097088819790315e-08
1887,5.027272109714431e-08,1.1099172247952538e-08
1888,1.2998259535379475e-07,1.268122939990235e-08
1889,1.0086870361192268e-07,1.2530273707511697e-08
1890,7.537544632896243e-08,9.831579994568074e-09
1891,5.5455714687013824e-08,1.5935549768641977e-08
1892,9.089342967172342e-08,1.3163876211308434e-08
1893,9.545545509581643e-08,1.4164357686752282e-08
1894,6.679631781025819e-08,1.2603078580752936e-08
1895,5.838056083007359e-08,1.6852119699706236e-08
1896,5.366296207398591e-08,2.0639602027472392e-08
1897,6.5259193604561e-08,4.603103676004139e-08
1898,6.846609323929442e-08,2.6028432742464247e-08
1899,4.366786754417262e-08,2.3215829259015663e-08
1900,7.527027179321522e-08,5.19105292084987e-09
1901,5.86817598957623e-08,1.2854099118442264e-08
1902,4.959386856739911e-08,1.4239823542538943e-08
1903,5.022204874194358e-08,2.3220946943069976e-08
1904,5.0521478556220245e-08,2.1498500757388683e-08
1905,5.934872859825191e-08,2.5287718585786934e-08
1906,4.2696733260072506e-08,2.3148830408104004e-08
1907,8.279977947722728e-08,2.3657079850636364e-08
1908,5.746325371092098e-08,2.504808449543816e-08
1909,6.161101850921114e-08,3.025541062129378e-08
1910,6.733630186772643e-08,2.7255168788542505e-08
1911,5.001151848205154e-08,2.0217422402879492e-08
1912,6.042928646365908e-08,1.9795800554334164e-08
1913,5.3560196278112926e-08,3.7651226136858895e-08
1914,6.562808607668558e-08,1.4063162190325329e-08
1915,4.947920118070215e-08,3.887651445211304e-08
1916,2.966614687238689e-08,1.8678685265172135e-08
1917,5.483212106582869e-08,1.315970976634162e-08
1918,5.513460621386912e-08,2.986458014220261e-08
1919,8.379142002468143e-08,3.867296172188617e-08
1920,3.9375606775138294e-08,2.7260034229925623e-08
1921,7.118382683302116e-08,1.817459427400081e-08
1922,4.0578644444622114e-08,2.1396012073182646e-08
1923,9.129715294875496e-08,1.6985516992917837e-08
1924,7.34822620529485e-08,4.2542360745301266e-08
1925,8.248633776020142e-08,1.6497267552040284e-08
1926,5.127223801082437e-08,2.8979959765251806e-08
1927,6.243566019747959e-08,2.6758140592164636e-08
1928,5.255979118601317e-08,2.170947865920425e-08
1929,5.904415445456834e-08,1.7824650200282122e-08
1930,3.676261073337628e-08,2.3107928015519974e-08
1931,3.9918749195066994e-08,1.3686427990933225e-08
1932,4.055028668403793e-08,1.2055489939655217e-08
1933,3.9000251916831985e-08,2.6382522833046096e-08
1934,5.6313425034204556e-08,1.9170528275935794e-08
1935,3.351119559624749e-08,2.5133395809007197e-08
1936,5.33487423126644e-08,1.4549657478823974e-08
1937,3.1477796369472344e-08,2.7700460591972842e-08
1938,3.5006078036303734e-08,5.186085783037697e-09
1939,2.7529290846928234e-08,2.5999884911698246e-08
1940,3.296517903095264e-08,5.0715658339584024e-09
1941,3.836953510472085e-08,1.4757512545315876e-08
1942,2.730790527039062e-08,1.8205270180260413e-08
1943,5.516146828199453e-08,1.4516175816936538e-08
1944,4.819779064746399e-08,1.927911696952833e-08
1945,3.921307367704685e-08,1.5249527862692958e-08
1946,4.733175273941015e-08,1.5313215584455975e-08
1947,3.814678706248742e-08,2.0265479960812627e-08
1948,4.566192757238241e-08,5.435944139264848e-09
1949,3.337782672474532e-08,1.3743811422273211e-08
1950,4.679559140186029e-08,8.508289184305795e-09
1951,3.731490494374157e-08,1.3859822622919182e-08
1952,2.5307528517259925e-08,1.2653764258629963e-08
1953,2.5857186614075545e-08,8.619061908632375e-09
1954,4.397641362174909e-08,1.6613311615287785e-08
1955,2.7218263198847126e-08,1.0324168187025862e-08
1956,3.9245136917998025e-08,7.849027205963921e-09
1957,2.47381048978923e-08,6.184526224473075e-09
1958,4.715178647529683e-08,1.2408365002158916e-08
1959,3.5653439312000046e-08,1.7826719656000023e-08
1960,2.6991250123842292e-08,1.1073333361366622e-08
1961,4.168895628708924e-08,2.084447814354462e-08
1962,3.9320131151043825e-08,9.512934440181198e-09
1963,4.978861056770256e-08,1.2285501505004959e-08
1964,5.2322128851756133e-08,2.3727476872181796e-08
1965,5.1984411442163037e-08,1.3132904541635071e-08
1966,2.99110034518435e-08,1.495550172592175e-08
1967,7.346199737412462e-08,1.7256175155466735e-08
1968,8.66843237190551e-08,1.6169096284102125e-08
1969,5.313856732414024e-08,1.2262746373892242e-08
1970,4.828661204214768e-08,1.3796174869185052e-08
1971,6.217460679636133e-08,2.723350611688602e-08
1972,4.3093233870195036e-08,1.539044092169206e-08
1973,2.0398854161385316e-08,1.7642252103655665e-08
1974,2.025205780853412e-08,4.500457340128605e-09
1975,2.627280792921738e-08,2.341706917263764e-08
1976,1.9425991482080462e-08,1.199840671262109e-08
1977,3.290997696581144e-08,1.2928920156696222e-08
1978,3.089107636355948e-08,1.3663360221016774e-08
1979,2.808947208166046e-08,1.7555919384903973e-08
1980,3.467942022439274e-08,8.527726080842513e-09
1981,3.226030287351023e-08,1.0753434587229549e-08
1982,2.855450986771757e-08,8.690503427999374e-09
1983,2.0209011353244932e-08,1.4525227243211702e-08
1984,2.2616132966390978e-08,1.1018116197192285e-08
1985,2.5265343595037848e-08,1.5038894574104233e-08
1986,2.997242631863628e-08,8.392279760016663e-09
1987,1.8943532964499354e-08,9.777306964053878e-09
1988,3.358070088665954e-08,4.797243047249822e-09
1989,2.6342986458871565e-08,7.683371272548811e-09
1990,1.5801088437683575e-08,1.0352437129768077e-08
1991,2.8721180100887977e-08,9.37834432335194e-09
1992,2.589673719910479e-08,1.2672871640972971e-08
1993,1.661762283333701e-08,1.2740176913439427e-08
1994,1.793475057354499e-08,1.318731612798274e-08
1995,1.8978578708583882e-08,9.760411145975922e-09
1996,1.7615704450690828e-08,1.4946657245218375e-08
1997,1.5823152565985765e-08,1.1507746755512471e-08
1998,3.2900093316357015e-08,1.4304387896402204e-08
1999,1.690974471557638e-08,1.416762351880152e-08
2000,2.9159007652879154e-08,9.277866475088103e-09
2001,2.2782300490575835e-08,1.095302959441824e-08
2002,1.927737436346888e-08,7.886198361006791e-09
2003,1.5417615628621206e-08,1.583430631058036e-08
2004,1.5416770082765652e-08,1.6738207264666016e-08
2005,2.2068373795036678e-08,9.908249332113428e-09
2006,1.2765458912156191e-08,1.729513776638214e-08
2007,2.2768533725070483e-08,1.2782334302130494e-08
2008,1.7881246705542253e-08,1.8732734474724566e-08
2009,2.813233557219519e-08,1.3827758493789588e-08
2010,1.7005655550406118e-08,1.5116137674908714e-08
2011,7.647943611743813e-09,1.7972668686638826e-08
2012,2.0765941854961056e-08,2.8255296768975313e-08
2013,2.5938863501551168e-08,2.621777461797592e-08
2014,3.572984397237633e-08,2.5985341878254076e-08
2015,5.14245499516619e-08,2.4160671685535817e-08
2016,6.338300551078646e-08,2.4441812129794016e-08
2017,1.1320251402935355e-08,1.861552334503358e-08
2018,2.090988004965766e-08,3.975458895411066e-08
2019,5.30605461790401e-08,3.3417940414892655e-08
