year,six_DET eaux_NOUN,six_DET beaux_ADJ
1972,1.744249916724172e-08,9.747279428040656e-09
1973,1.4885650267970618e-08,9.923766808306311e-09
1974,1.1813700795393345e-08,1.0688586016271984e-08
1975,1.484984890609553e-08,8.567220266542108e-09
1976,5.7135269293517865e-09,1.0284348428424295e-08
1977,8.22749468554207e-09,8.815172813925187e-09
1978,6.53465048738866e-09,8.910887139279566e-09
1979,8.192762801506603e-09,1.053355236368958e-08
1980,1.0233271230397634e-08,1.0801786187730755e-08
1981,1.6446428885430464e-08,1.012087885721158e-08
1982,4.966001942996456e-09,6.20750217894539e-09
1983,1.1367569219267182e-08,5.052252727288931e-09
1984,8.118611838359158e-09,4.059305891424003e-09
1985,2.1054452403745927e-08,8.421781494405423e-09
1986,1.1389522436289212e-08,8.991728306373403e-09
1987,7.944061797271473e-09,7.944062296871834e-09
1988,8.395175166153734e-09,8.395175221664886e-09
1989,1.0427431806903087e-08,8.780995375268219e-09
1990,5.993515961311147e-09,1.0352436741190019e-08
1991,1.1136783939491579e-08,2.930732601047481e-09
1992,3.3059665005552574e-09,4.4079553340736766e-09
1993,6.09312805766038e-09,5.539207315052863e-09
1994,8.967375231261343e-09,4.2199412852994556e-09
1995,1.1929391696696712e-08,7.049185846152994e-09
1996,4.804283193493575e-09,4.270473752399084e-09
1997,6.712852163026639e-09,4.794894592485832e-09
1998,1.239713587342095e-08,7.152193948201102e-09
1999,1.0054442306506317e-08,5.941261482789173e-09
2000,6.185244316725402e-09,7.510653765585573e-09
2001,1.2705513752209185e-08,1.007678718245586e-08
2002,3.9430991805033955e-09,7.009954394732176e-09
2003,5.41700001521761e-09,5.000307723435071e-09
2004,1.1011977829600283e-08,5.285749504757575e-09
2005,4.9541245550344115e-09,7.205999241755023e-09
2006,6.58862386870851e-09,4.11788997345397e-09
2007,6.391166984531793e-09,8.388407080062166e-09
2008,3.831695738476526e-09,6.811903263681529e-09
2009,6.198650037703146e-09,1.0966842545201416e-08
2010,2.3618964561933353e-09,8.9752067999882e-09
2011,1.1471915639660324e-09,6.883149494818497e-09
2012,2.0425516833455504e-09,1.1914884412433935e-08
2013,2.789125042035323e-10,1.3945625321198918e-08
2014,4.114345891759186e-09,1.0394136884528393e-08
2015,3.324863190323768e-09,1.1969506941156283e-08
2016,2.4856081637381067e-09,1.7399256257988327e-08
2017,7.546833991067814e-10,8.804639350934451e-09
2018,3.3559066636712487e-09,1.9102853521246743e-08
2019,2.806086474294034e-09,9.183556248792968e-09
