year,ces_DET os_NOUN,ces_DET bosses_NOUN
1968,2.3669760906841475e-07,1.886394573880068e-08
1969,4.1375414738809013e-07,1.8621207464875056e-08
1970,1.5497703209632618e-07,1.0577067943717822e-08
1971,1.8087159503465955e-07,2.003975030362426e-08
1972,1.55443444782577e-07,1.7442499222752872e-08
1973,1.2404708904512063e-07,2.370677543162003e-08
1974,1.6201646602098663e-07,1.2376257574331362e-08
1975,1.6163489569009926e-07,1.5420996035686585e-08
1976,1.7254851414350014e-07,9.712995630017929e-09
1977,1.2870152410471292e-07,9.40285116435291e-09
1978,1.6990090756507925e-07,6.534650376366358e-09
1979,1.3518058317174564e-07,8.777960247563499e-09
1980,2.3365968715438612e-07,8.527726191864815e-09
1981,1.4422252903045774e-07,1.6446428885430464e-08
1982,1.396688027455184e-07,1.1173504343986451e-08
1983,1.2504325574980157e-07,1.3893695083311286e-08
1984,1.6005264136254027e-07,1.6237224009785223e-08
1985,1.762558579088136e-07,1.564045115642898e-08
1986,1.624505507891172e-07,1.0190625343575732e-08
1987,1.2099417112665378e-07,9.166224945733603e-09
1988,1.4511659962579415e-07,6.596209356501959e-09
1989,1.9373071324935154e-07,9.329807371116772e-09
1990,1.1660112875233608e-07,1.580108821563897e-08
1991,1.254353563240329e-07,8.79219763660899e-09
1992,1.438095402761519e-07,7.713922056673539e-09
1993,1.390341015650165e-07,1.9941146789381747e-08
1994,1.4769794454139173e-07,1.4242301560329906e-08
1995,1.4369494749644218e-07,8.675921647771645e-09
1996,1.2491135947811927e-07,5.871901187504136e-09
1997,1.2226981027652073e-07,8.630810066634353e-09
1998,1.1824960388651107e-07,8.582632715636862e-09
1999,1.93776521939526e-07,7.769341614505265e-09
2000,1.6302536920420607e-07,1.1045078629479121e-08
2001,1.3099823092943552e-07,1.22673927682726e-08
2002,1.4063721209822688e-07,1.4019908567419748e-08
2003,1.3334153692312611e-07,1.4167537809584019e-08
2004,1.0923882065583257e-07,7.047666006343434e-09
2005,1.0673886663425947e-07,9.908248888024218e-09
2006,1.7748105562986893e-07,9.882935692040462e-09
2007,1.5179022305744638e-07,1.4779574453172017e-08
2008,1.1154492263187876e-07,9.36636732062901e-09
2009,1.316021158714875e-07,8.582746291452281e-09
2010,1.8658982625652243e-07,1.889517148301323e-08
2011,1.430165550431184e-07,1.1854312975678738e-08
2012,1.8961687331398025e-07,1.1914884301411632e-08
2013,1.6874206387740287e-07,1.8966049841750987e-08
2014,1.4876608034342098e-07,1.8189739936502747e-08
2015,2.221008479352804e-07,2.482564498418327e-08
2016,2.2204766025879508e-07,2.4648947105632146e-08
2017,2.1760037505202945e-07,1.4087423672037858e-08
2018,1.6263240887326447e-07,2.116802644280824e-08
2019,2.0739529738023066e-07,1.9387507155244066e-08
