year,petites_ADJ ailes_NOUN,petites_ADJ belles_NOUN
1955,9.197895733947803e-08,0.0
1956,6.802490393198468e-08,3.488456634670456e-09
1957,1.272245420125273e-07,0.0
1958,7.85863161212319e-08,0.0
1959,7.905762600124433e-08,0.0
1960,9.343125256799922e-08,2.076250060767393e-09
1961,1.4382690061154335e-07,0.0
1962,1.2683913164224236e-07,6.341956404476434e-10
1963,8.793832106945842e-08,0.0
1964,1.0646944281766935e-07,1.2167936658258327e-09
1965,1.0615764445276454e-07,1.0944086747954884e-09
1966,9.194864203365682e-08,0.0
1967,1.0994648436124521e-07,0.0
1968,9.881114948484537e-08,4.4914158503495116e-10
1969,1.1626899665273527e-07,0.0
1970,7.863819773135106e-08,4.5987250119061684e-10
1971,8.529739570217743e-08,5.138397485282553e-10
1972,6.566587851253303e-08,5.130146862875051e-10
1973,1.0861011667806508e-07,5.513203782392395e-10
1974,7.87580041183844e-08,0.0
1975,7.482039299233634e-08,1.1422960355389478e-09
1976,7.256179201942103e-08,0.0
1977,6.934602581054605e-08,0.0
1978,8.198016221427906e-08,5.940591352171509e-10
1979,8.836479892249116e-08,1.1703946700691858e-09
1980,8.1297655274426e-08,1.1370301367108482e-09
1981,8.223214226221742e-08,0.0
1982,7.200702545340221e-08,6.207502289967692e-10
1983,8.715136168291338e-08,6.315316047889041e-10
1984,8.176602089848828e-08,4.059305780401701e-09
1985,9.263959022121071e-08,0.0
1986,1.1209687589275319e-07,1.7983456390702202e-09
1987,6.294141519092022e-08,1.2221633705067347e-09
1988,5.936588398647302e-08,0.0
1989,1.3336137216768407e-07,5.488122178931576e-10
1990,9.099247355592865e-08,0.0
1991,7.092372850125983e-08,0.0
1992,1.0744391154560162e-07,0.0
1993,1.645144636630569e-07,0.0
1994,1.0708101028100714e-07,0.0
1995,1.306810668566527e-07,0.0
1996,1.1797184029660457e-07,5.338092190498855e-10
1997,1.0117227533523732e-07,4.79489448146353e-10
1998,9.011764223743057e-08,0.0
1999,1.0237250647193719e-07,0.0
2000,7.245571875813539e-08,3.97622823555821e-09
2001,6.703253915829599e-08,0.0
2002,8.017635444446114e-08,4.38122149670761e-10
2003,1.2917460567862804e-07,0.0
2004,1.0791738747073509e-07,8.809582507929292e-10
2005,9.818174229181409e-08,9.007499190971657e-10
2006,1.0541798223240306e-07,8.235779835885637e-10
2007,8.787854466341116e-08,3.994479469415779e-10
2008,1.3283212074721717e-07,4.257439678578834e-10
2009,9.488702890081413e-08,4.76819250749827e-10
2010,1.407690279897622e-07,4.723793023408973e-10
2011,1.3498621020957557e-07,3.82397197240536e-10
2012,1.4944669324279403e-07,0.0
2013,1.4587124053111467e-07,5.578250084070646e-10
2014,1.4183665708600302e-07,4.330890368553497e-10
2015,1.6646480582860335e-07,2.2165753954528356e-10
2016,1.5721470847385177e-07,2.0713400439298368e-10
2017,1.3886174343724633e-07,0.0
2018,1.4972507222932308e-07,1.0325866828253538e-09
2019,1.484674863605484e-07,5.1019755087367e-10
