year,petites_ADJ ailes_NOUN,petites_ADJ belles_NOUN
1800,2.5153315164061496e-07,0.0
1801,5.952956638743956e-08,0.0
1802,4.900870180790662e-07,0.0
1803,2.574447819370107e-07,0.0
1804,2.9415025437629083e-07,0.0
1805,2.50173229687789e-07,0.0
1806,2.305335300434308e-08,0.0
1807,1.708173016368164e-07,0.0
1808,1.0877155176558517e-07,0.0
1809,6.777091243748146e-08,0.0
1810,1.3572734758326988e-07,0.0
1811,1.1532553401139012e-07,0.0
1812,2.3204711396829225e-07,0.0
1813,3.163315653864629e-08,0.0
1814,1.7306724942045548e-07,0.0
1815,9.440282155992463e-08,0.0
1816,7.648093003354006e-08,0.0
1817,1.5724421587037796e-07,0.0
1818,2.7895555376744596e-07,0.0
1819,7.866798057420965e-08,0.0
1820,1.3053129066520341e-07,0.0
1821,1.143932671920922e-07,0.0
1822,2.0853281057497952e-07,0.0
1823,1.5318164514610544e-07,0.0
1824,9.347435447892849e-08,0.0
1825,2.139722727889648e-07,0.0
1826,1.2595416931659997e-07,8.807984341885344e-10
1827,1.1337245808817897e-07,0.0
1828,9.539193257523948e-08,0.0
1829,1.7489278614224446e-07,0.0
1830,1.2837307705737544e-07,0.0
1831,7.795603096383275e-08,0.0
1832,1.0959275442701255e-07,0.0
1833,1.5985407220142633e-07,0.0
1834,2.156276650566724e-07,0.0
1835,1.9588397748293573e-07,0.0
1836,1.357591465911412e-07,0.0
1837,2.0386620191992222e-07,0.0
1838,8.8370269546445e-08,0.0
1839,8.739343826391632e-08,0.0
1840,9.554532737210408e-08,0.0
1841,1.3097918838411715e-07,0.0
1842,4.8970333565989677e-08,6.708265054555795e-10
1843,2.3214160416173968e-07,8.269675610961258e-09
1844,6.476502534269457e-08,0.0
1845,8.370341930685754e-08,0.0
1846,1.0538102501733704e-07,0.0
1847,5.8786138623645456e-08,0.0
1848,6.194820656446609e-08,0.0
1849,1.248532868203256e-07,0.0
1850,9.979824255879066e-08,0.0
1851,8.835731168943539e-08,1.096404567135778e-08
1852,9.114763344086896e-08,0.0
1853,1.7975514765566913e-07,0.0
1854,1.0443285702876892e-07,0.0
1855,7.748128183493463e-08,0.0
1856,1.3046517410852942e-07,2.0708756931497874e-09
1857,1.4156376787477498e-07,0.0
1858,5.774537825686821e-08,0.0
1859,9.165911762920587e-08,0.0
1860,9.840945414119062e-08,2.288591982591015e-09
1861,5.14040046084574e-08,0.0
1862,1.3237699669765846e-07,4.517986262886353e-10
1863,6.393114659886123e-08,0.0
1864,1.9274806950519974e-07,0.0
1865,1.0355057533661949e-07,2.3534221238463715e-09
1866,1.2747906491528127e-07,0.0
1867,2.2274404010147464e-07,0.0
1868,1.556060260643477e-07,0.0
1869,1.1280928902124288e-07,0.0
1870,1.2500226898026767e-07,0.0
1871,1.8374636567841662e-07,1.0621177271019633e-09
1872,7.438227100919903e-08,0.0
1873,1.2450889419479694e-07,0.0
1874,1.505601545659374e-07,5.974608974224083e-09
1875,1.069925540941874e-07,0.0
1876,1.4268594905608722e-07,0.0
1877,1.2864416798485934e-07,0.0
1878,1.509772191155001e-07,6.039088673581716e-10
1879,2.0588425775347474e-07,0.0
1880,1.5017759680269194e-07,0.0
1881,1.0040410813871858e-07,6.972507571312292e-10
1882,1.510772464907717e-07,4.6587693702804245e-09
1883,9.163041170268116e-08,6.319338941018771e-10
1884,1.0694748908690599e-07,0.0
1885,1.4631593014957645e-07,6.445635691854079e-10
1886,1.1680769673727553e-07,6.453463874400711e-10
1887,9.597518868531552e-08,0.0
1888,1.1603325189568636e-07,0.0
1889,1.165315453022231e-07,0.0
1890,9.962667490981403e-08,0.0
1891,9.816298651710298e-08,6.374220040683554e-10
1892,1.0531100591570919e-07,3.761107425503951e-09
1893,1.2316833425396467e-07,0.0
1894,1.0838647712674288e-07,3.150769645188234e-09
1895,1.1375181685480129e-07,0.0
1896,1.161714728303842e-07,5.89702897624278e-10
1897,1.0662885829848534e-07,1.1653427112179315e-09
1898,1.1316709891406873e-07,0.0
1899,1.359784356225191e-07,0.0
1900,8.046132649042192e-08,5.191053142894475e-10
1901,1.2686436795528166e-07,7.824234649067563e-09
1902,1.2472121185824747e-07,1.4730851538580225e-09
1903,1.1340462680031749e-07,5.400220270956879e-10
1904,1.1931668097986403e-07,1.0749250378694342e-09
1905,1.0837594288659602e-07,5.160759042333041e-10
1906,8.333579160080262e-08,1.5432553568395235e-09
1907,8.948547502996007e-08,1.028568674676933e-09
1908,1.0068347444658343e-07,9.822778146428846e-10
1909,1.0891947255231571e-07,0.0
1910,1.2986285469196446e-07,5.344150677544235e-10
1911,1.1917637765535005e-07,7.448523575703803e-09
1912,8.074602919627694e-08,0.0
1913,1.1613547379329958e-07,0.0
1914,9.643311216223083e-08,6.696743715117748e-10
1915,8.010918151057922e-08,0.0
1916,7.910972343871947e-08,0.0
1917,1.1734073979141613e-07,0.0
1918,9.878283702136059e-08,1.1486376294556067e-09
1919,8.471220525052559e-08,0.0
1920,1.2872794519225295e-07,3.786115865267448e-09
1921,1.8477503793690175e-07,0.0
1922,1.069800633635154e-07,0.0
1923,1.242065934548009e-07,0.0
1924,1.418078702242198e-07,1.289162443462999e-09
1925,1.1328123572518223e-07,1.0998177923937646e-09
1926,1.2372213087363804e-07,0.0
1927,7.91594941818019e-08,1.1149224876660924e-09
1928,1.2225863510462176e-07,1.1426041224282812e-09
1929,9.469345063628509e-08,0.0
1930,1.0188495735974357e-07,0.0
1931,1.5283177479119558e-07,1.1405356659111021e-09
1932,1.0630750324480687e-07,0.0
1933,1.2273608795965174e-07,0.0
1934,9.345632712154384e-08,0.0
1935,8.736847156853855e-08,0.0
1936,1.1639725983059179e-07,0.0
1937,9.69516101845258e-08,0.0
1938,1.1020432566510863e-07,0.0
1939,7.035263571708583e-08,0.0
1940,6.085878978545622e-08,0.0
1941,7.378756272657938e-08,2.9515025978810172e-09
1942,1.0316320042669247e-07,0.0
1943,1.9741999501832197e-07,0.0
1944,1.0603514333240582e-07,0.0
1945,1.3071024440591827e-07,0.0
1946,8.770295600868394e-08,2.7842208538686464e-09
1947,1.0967201102829449e-07,0.0
1948,1.4350892030279283e-07,3.2615663503321457e-09
1949,1.0798709215720237e-07,0.0
1950,1.3506909368743436e-07,0.0
1951,1.300691025996059e-07,0.0
1952,9.91211592804575e-08,1.0544803918932644e-09
1953,9.265491784926638e-08,0.0
1954,1.4463353359417397e-07,9.772536113672459e-10
