year,premières_ADJ ailes_NOUN,premières_ADJ belles_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,9.39303390623536e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,1.1588019432906549e-08,0.0
1817,2.1796227045456362e-08,0.0
1818,8.583247534943439e-08,0.0
1819,2.0391568966715568e-07,0.0
1820,2.3732962262101864e-09,0.0
1821,6.252183535337963e-07,0.0
1822,7.900185039488861e-07,0.0
1823,7.906149657177508e-08,0.0
1824,4.320030768667493e-07,0.0
1825,6.630498887716385e-07,0.0
1826,7.0463874735082754e-09,0.0
1827,5.438191053031005e-08,0.0
1828,3.760643352279658e-08,0.0
1829,2.3747698207898793e-07,0.0
1830,1.575962187416735e-07,0.0
1831,2.104812852898874e-07,0.0
1832,5.100798716739519e-07,0.0
1833,4.5871169618294516e-07,0.0
1834,1.6690141144692916e-06,0.0
1835,2.609265266073635e-07,0.0
1836,2.288415419382517e-06,0.0
1837,1.3985361135837593e-07,0.0
1838,5.788252193106302e-07,0.0
1839,3.041291752881037e-07,0.0
1840,4.2039946634986336e-08,0.0
1841,8.218302127716015e-08,0.0
1842,6.419809497337781e-07,0.0
1843,6.320394874137492e-08,0.0
1844,6.805815833121898e-08,0.0
1845,2.578065334546409e-07,1.1160455892778032e-09
1846,8.020666886210392e-08,0.0
1847,4.638172157456211e-08,0.0
1848,6.194820656446609e-08,0.0
1849,1.2820504480259842e-07,0.0
1850,6.924776130290411e-08,0.0
1851,4.901573547044791e-08,6.449438760824933e-10
1852,3.971432818161702e-07,0.0
1853,6.569125332589465e-08,0.0
1854,1.3508727247923957e-07,0.0
1855,3.237231638308913e-08,0.0
1856,2.2779632402603056e-08,0.0
1857,2.9191425188201947e-07,0.0
1858,9.885225704664435e-08,0.0
1859,8.809460094738597e-08,0.0
1860,1.1488731388453743e-07,0.0
1861,7.309743943473279e-08,0.0
1862,4.472806486299774e-08,0.0
1863,2.18264933238288e-07,0.0
1864,2.7809423386315757e-07,0.0
1865,1.5156039157027124e-07,0.0
1866,1.1385534293140154e-07,0.0
1867,9.268870115874961e-08,0.0
1868,1.126291309105909e-07,0.0
1869,1.2062292631398464e-07,0.0
1870,5.045962936378601e-08,0.0
1871,7.965883241922711e-08,0.0
1872,1.245751946044038e-07,0.0
1873,5.686704129814757e-08,0.0
1874,5.084392569187912e-07,0.0
1875,9.497735220520553e-08,0.0
1876,9.129482236858166e-08,0.0
1877,9.833857550489711e-08,0.0
1878,6.703388777395958e-08,0.0
1879,3.482315313885209e-08,0.0
1880,3.273101611966922e-08,0.0
1881,4.8807553554297556e-08,6.972507571312292e-10
1882,1.1979693681496428e-08,6.655385131892899e-10
1883,2.780509005262388e-07,0.0
1884,3.1688145440966764e-08,1.9805090900604227e-09
1885,2.513797880965285e-08,0.0
1886,4.969167122226281e-08,0.0
1887,7.116528166761782e-08,5.223139698529167e-09
1888,1.775372027168487e-08,0.0
1889,2.944614330147033e-08,0.0
1890,5.767859995176039e-08,0.0
1891,2.0270019085444346e-07,0.0
1892,2.0686091062316336e-08,1.2537024751679837e-09
1893,1.200891262542747e-07,0.0
1894,1.959778694882175e-07,0.0
1895,1.0893691881896927e-07,0.0
1896,8.845543275626255e-08,0.0
1897,2.2316312708881014e-07,0.0
1898,4.130599151608294e-08,1.13167097914868e-09
1899,9.23105556438486e-08,2.7637891975018647e-09
1900,3.4676234150765595e-07,0.0
1901,2.6993609480996383e-07,5.588738916095792e-10
1902,1.6793171253581818e-07,9.820567692386817e-10
1903,6.086048358611151e-07,0.0
1904,2.160599388290052e-07,0.0
1905,1.1972961000417115e-07,0.0
1906,1.6718600193144084e-07,5.144184522798412e-10
1907,1.7434238941405056e-07,0.0
1908,2.0136694889316686e-07,0.0
1909,2.0298628911064043e-07,5.500983557560346e-10
1910,8.588050235402989e-07,5.344150677544235e-10
1911,1.3300936041460432e-07,0.0
1912,1.807669098852216e-07,0.0
1913,1.521957990746614e-07,1.060597942803554e-09
1914,9.174538995182502e-08,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,4.504859463239086e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,8.27019102089821e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,3.028892692213958e-09,0.0
1921,1.5145494858259667e-09,0.0
1922,1.8444838545406128e-08,0.0
1923,2.441668023323018e-08,0.0
1924,6.445812328337297e-09,0.0
1925,2.1996356736053713e-08,0.0
1926,7.802296586589819e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,3.313552077166548e-08,0.0
1929,1.1140406375176326e-09,0.0
1930,1.2604324362008867e-08,0.0
1931,1.2545892325022123e-08,3.4216069977333063e-09
1932,0.0,1.0959536611565568e-09
1933,4.588264879146209e-09,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,0.0,0.0
1939,1.5294050470515685e-08,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,4.498460803858961e-08,0.0
1945,2.178504088234945e-08,0.0
1946,4.1763312808029696e-09,0.0
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,0.0
1949,2.945102384188658e-09,9.817008317369869e-10
1950,5.317680518146517e-09,0.0
1951,4.264560704569931e-09,0.0
1952,1.265376459169687e-08,0.0
1953,0.0,0.0
1954,1.9545072227344917e-09,0.0
1955,6.569925492527773e-09,0.0
1956,3.488456634670456e-09,0.0
1957,5.301022731885041e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,3.100299128533379e-09,0.0
1960,6.920833350854139e-10,0.0
1961,1.3896318540318475e-09,0.0
1962,1.9025869213429303e-09,0.0
1963,1.939815863494232e-09,0.0
1964,2.4335873316516654e-09,0.0
1965,6.5664522708175355e-09,0.0
1966,6.092982118843793e-09,0.0
1967,1.9721342336964653e-09,0.0
1968,1.7965663401398047e-09,0.0
1969,4.995933444718048e-09,0.0
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,4.624557736754298e-09,0.0
1972,6.156176013405457e-09,0.0
1973,6.615844760915479e-09,0.0
1974,1.6876715580593782e-09,0.0
1975,1.7134440533084216e-09,0.0
1976,1.085570122683066e-08,0.0
1977,0.0,0.0
1978,1.1881182704343018e-09,0.0
1979,2.925986564150662e-09,0.0
1980,0.0,0.0
1981,6.325549528618524e-10,6.325549528618524e-10
1982,1.8622506869903077e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,1.8046674155058895e-09,0.0
1986,3.5966913891627428e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,3.597932174415064e-09,0.0
1989,2.7440609784434855e-09,0.0
1990,1.089730194969718e-09,0.0
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,3.856960972825618e-09,0.0
1993,1.661762283333701e-09,0.0
1994,4.747434001473039e-09,0.0
1995,1.0844901643380922e-09,0.0
1996,0.0,5.338092190498855e-10
1997,4.794894259418925e-09,0.0
1998,9.536258449571733e-10,0.0
1999,5.0272213059088244e-09,0.0
2000,8.83606254831193e-09,0.0
2001,2.628727069353687e-09,0.0
2002,1.752488598683044e-09,1.0953053575235572e-08
2003,1.6667691671301554e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,0.0
2005,3.1526248278623825e-09,0.0
2006,4.529678854225949e-09,0.0
2007,1.997239706952314e-09,0.0
2008,4.257439678578834e-10,4.257439678578834e-10
2009,1.907277002999308e-09,0.0
2010,4.2514138876015295e-09,0.0
2011,1.529588788962144e-09,3.82397197240536e-10
2012,6.808505426114664e-10,3.404252713057332e-10
2013,1.9523875849358774e-09,0.0
2014,1.5158115873603606e-09,6.496335691608124e-10
2015,1.994917786518613e-09,0.0
2016,3.5212781579474495e-09,0.0
2017,1.7609279590047322e-09,0.0
2018,2.581466596041082e-09,5.162933414126769e-10
2019,1.2754939326953263e-09,5.1019755087367e-10
