year,ses_DET watts_NOUN,ses_DET boîtes_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,1.4287095950749062e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,2.7304748684287006e-08
1804,0.0,7.4155526164076946e-09
1805,0.0,2.842877711017877e-09
1806,0.0,1.152667650217154e-08
1807,0.0,5.4092147649953404e-08
1808,0.0,0.0
1809,0.0,2.25903047379461e-08
1810,0.0,4.680253518074551e-09
1811,0.0,4.512738271955641e-08
1812,0.0,4.5342538612658245e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-08
1817,0.0,7.784366928831332e-09
1818,0.0,2.384235475716423e-09
1819,0.0,2.4842520929269085e-08
1820,0.0,8.306536791735653e-09
1821,0.0,1.3806083387635226e-08
1822,0.0,1.7043547018147365e-08
1823,0.0,1.8777104315859106e-08
1824,0.0,2.5263338088166165e-09
1825,0.0,1.7610886970942374e-08
1826,0.0,1.0569580766173203e-08
1827,0.0,9.217273166939322e-09
1828,0.0,1.4675682002973645e-08
1829,0.0,1.8860987438529264e-08
1830,0.0,4.5922076807869416e-08
1831,0.0,6.236482441579483e-09
1832,0.0,3.6530916958099624e-08
1833,0.0,1.1583628278799551e-08
1834,0.0,3.267085801894609e-08
1835,0.0,1.5126175867408165e-08
1836,0.0,2.2850549896702432e-08
1837,0.0,2.922314124020886e-08
1838,0.0,2.398621568033832e-08
1839,0.0,2.23727205650448e-08
1840,0.0,2.229391071750797e-08
1841,0.0,1.733548060656176e-08
1842,0.0,2.2137275124123335e-08
1843,0.0,1.063243981747064e-08
1844,0.0,3.1284798751585186e-08
1845,0.0,1.1718478298838875e-08
1846,0.0,3.102885770545072e-08
1847,0.0,3.128069891999985e-08
1848,0.0,2.333114323960217e-08
1849,0.0,1.3407063903514427e-08
1850,0.0,3.59816780814981e-08
1851,6.449438760824933e-10,1.1608989325395669e-08
1852,0.0,2.8646400807019745e-08
1853,0.0,1.3138249599364826e-08
1854,0.0,3.740878540270387e-08
1855,0.0,1.6982198758341838e-08
1856,0.0,1.7084724746041502e-08
1857,0.0,5.41847520185712e-08
1858,0.0,3.719193747420135e-08
1859,0.0,4.073738657517367e-08
1860,0.0,3.020941297116053e-08
1861,0.0,3.961409444919184e-08
1862,0.0,5.3764037222236993e-08
1863,0.0,3.49623441309177e-08
1864,0.0,2.9247840371837697e-08
1865,0.0,2.0710114512212385e-08
1866,0.0,3.405929049904444e-08
1867,0.0,5.143980352784183e-08
1868,0.0,5.186867857442934e-08
1869,0.0,3.8091449106048e-08
1870,0.0,2.1789386295267832e-08
1871,0.0,2.8677177965619194e-08
1872,0.0,3.8702971050241786e-08
1873,0.0,4.250063073696353e-08
1874,0.0,3.1067965977626955e-08
1875,0.0,4.4627910256167524e-08
1876,0.0,3.9903696347209916e-08
1877,0.0,6.122968121413663e-08
1878,0.0,4.106580298035567e-08
1879,0.0,4.704180622816523e-08
1880,0.0,5.711883233061599e-08
1881,0.0,3.974329487732575e-08
1882,0.0,2.928369524646257e-08
1883,6.319338941018771e-10,3.349249766415596e-08
1884,0.0,3.1027977520636796e-08
1885,0.0,5.1565084757676516e-08
1886,0.0,3.226731948302586e-08
1887,0.0,3.852065688647599e-08
1888,0.0,3.360525724360741e-08
1889,0.0,4.6988524793345476e-08
1890,0.0,4.063719782898545e-08
1891,0.0,5.8005402703287245e-08
1892,0.0,8.14906591095621e-08
1893,0.0,4.4340598970293854e-08
1894,6.301539290376468e-10,4.537108355684438e-08
1895,0.0,3.912099355574128e-08
1896,0.0,4.0689499769541726e-08
1897,0.0,3.729096675897381e-08
1898,5.6583548957434e-10,3.8476814734345055e-08
1899,0.0,6.909473171390346e-08
1900,0.0,2.699347678714048e-08
1901,0.0,2.9620316976952665e-08
1902,0.0,4.8120781359628495e-08
1903,0.0,4.2661739252380926e-08
1904,0.0,2.9022976910653142e-08
1905,0.0,4.902721234545382e-08
1906,0.0,3.8066964413996374e-08
1907,0.0,3.80570401858904e-08
1908,0.0,2.8486056180554442e-08
1909,0.0,4.180747426030251e-08
1910,0.0,4.0081131191804786e-08
1911,0.0,4.415910481725405e-08
1912,0.0,4.8447618083979904e-08
1913,0.0,3.340883480973389e-08
1914,0.0,3.9510787530616653e-08
1915,0.0,5.654765544704787e-08
1916,0.0,3.5159878564172686e-08
1917,0.0,4.934890984742424e-08
1918,0.0,7.351280473244515e-08
1919,0.0,4.327688746252889e-08
1920,0.0,9.162400438356144e-08
1921,0.0,4.99801330322569e-08
1922,0.0,5.976127831486266e-08
1923,0.0,6.369568694708505e-08
1924,0.0,5.285566118118368e-08
1925,0.0,6.598906732158127e-08
1926,0.0,5.127223801082437e-08
1927,0.0,5.574612615966146e-08
1928,0.0,6.741364066975564e-08
1929,0.0,7.352668007776231e-08
1930,0.0,5.5669098886212964e-08
1931,0.0,5.1324104077821175e-08
1932,0.0,5.260577418120249e-08
1933,0.0,4.702971678760548e-08
1934,0.0,5.152079296522061e-08
1935,0.0,5.146362269670135e-08
1936,0.0,4.486144344895138e-08
1937,0.0,5.0364473480613015e-08
1938,0.0,5.8343463393839556e-08
1939,0.0,4.129393449403551e-08
1940,0.0,3.803674530900025e-08
1941,0.0,6.198155277914452e-08
1942,0.0,8.49579322448335e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,7.84261429132016e-08
1946,0.0,1.0301616981678308e-07
1947,0.0,1.4424253969025358e-07
1948,0.0,7.392883905055214e-08
1949,0.0,7.068245677643858e-08
1950,0.0,5.53038810302553e-08
1951,0.0,6.183612866195176e-08
1952,0.0,5.9050902834201224e-08
1953,0.0,5.171437322815109e-08
1954,0.0,6.449873524161376e-08
1955,0.0,5.349796472486901e-08
1956,1.744228317335228e-09,8.372296256276002e-08
1957,0.0,7.156380521511352e-08
1958,0.0,6.865962004498627e-08
1959,0.0,4.960478716675709e-08
1960,0.0,6.713208478004162e-08
1961,0.0,4.029932298976746e-08
1962,0.0,6.785893669203347e-08
1963,0.0,8.535190409997284e-08
1964,0.0,5.6580905183345465e-08
1965,0.0,6.34757040818279e-08
1966,0.0,5.8160286475761325e-08
1967,0.0,4.240088746776394e-08
1968,0.0,4.491415717122749e-08
1969,0.0,5.8134501546014405e-08
1970,0.0,5.6104445200766406e-08
1971,0.0,5.035629535576902e-08
1972,0.0,4.771036471451495e-08
1973,0.0,7.112032718303851e-08
1974,0.0,5.40054898579001e-08
1975,0.0,4.96898762136766e-08
1976,5.713526873840635e-10,6.39914982669687e-08
1977,0.0,5.8180140538599545e-08
1978,0.0,5.16831433206022e-08
1979,0.0,5.7934536834558514e-08
1980,1.0801786132219604e-08,6.765329407798504e-08
1981,0.0,6.262294216519138e-08
1982,0.0,5.400526836840669e-08
1983,6.315316047889041e-10,5.8100907862623785e-08
1984,0.0,7.30675081550558e-08
1985,0.0,6.256180218322527e-08
1986,0.0,9.351397278756224e-08
1987,0.0,7.516304378896166e-08
1988,0.0,7.25583007010755e-08
1989,5.488122178931576e-10,7.683370872868522e-08
1990,0.0,1.0733842770171975e-07
1991,0.0,6.09592376576984e-08
1992,0.0,7.383325084653336e-08
