year,quelles_DET ailes_NOUN,quelles_DET belles_NOUN
1909,2.200393367512987e-09,4.400786735025974e-09
1910,4.809735720812114e-09,1.1757131712641922e-08
1911,1.5961122423746588e-09,1.2236860413850081e-08
1912,2.604710613862693e-09,8.856016142644307e-09
1913,4.242391826725367e-09,1.0605979872124749e-08
1914,0.0,6.027069510139427e-09
1915,0.0,8.246533456102156e-09
1916,7.69122365795738e-09,2.307367052978293e-08
1917,2.1932848870420685e-09,1.3159709100207806e-08
1918,5.743188147278033e-09,3.101321510712296e-08
1919,1.1970203050992723e-08,8.287063701928332e-09
1920,5.300562211374427e-09,3.786115865267448e-09
1921,5.300923255902035e-09,7.572747429129834e-10
1922,5.164555005876537e-09,3.6889677978990676e-09
1923,7.431163684401554e-09,7.431163684401554e-09
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,5.499088961968823e-09,2.1996355847875293e-09
1926,8.916910432255065e-09,7.802296808634424e-09
1927,5.574612438330462e-09,7.804457524684949e-09
1928,3.4278123672848437e-09,3.4278123672848437e-09
1929,4.4561625500705304e-09,6.684243603061191e-09
1930,6.302162347537887e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,1.1405356659111021e-08
1932,1.2055489939655217e-08,1.643930525041526e-08
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,0.0,7.188948103475923e-09
1935,0.0,3.590485242455088e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,0.0
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,1.161294105322952e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,1.089252066321933e-08
1946,9.744772988540262e-09,9.744772988540262e-09
1947,3.5762612871081956e-09,5.960435478513659e-09
1948,5.435944139264848e-09,1.3046265401328583e-08
1949,4.908504047662632e-09,6.871905600114303e-09
1950,1.0635361480382244e-09,9.571825110299415e-09
1951,0.0,2.1322803522849654e-09
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,0.0,0.0
1954,0.0,3.9090144454689835e-09
1955,5.631364707880948e-09,1.220129064449793e-08
1956,2.616342476002842e-09,4.360570571293465e-09
1957,6.184526335495377e-09,8.835037701437898e-10
1958,6.617794756635931e-09,8.272243445794913e-10
1959,3.1002992395556817e-09,9.300897385600138e-09
1960,5.536666736194462e-09,6.2287499602575735e-09
1961,6.948159270159238e-10,4.16889545107324e-09
1962,1.9025869768540815e-09,5.7077609305622445e-09
1963,9.69907976156037e-09,2.5864212993553792e-09
1964,4.258777719368112e-09,3.650380997477498e-09
1965,4.377634699181954e-09,2.73602163147757e-09
1966,3.8773522170743036e-09,4.431259803538978e-09
1967,6.902469928959931e-09,6.409436315024664e-09
1968,3.593132569257307e-09,8.084548364095667e-09
1969,3.6334062425424918e-09,5.904285005353671e-09
1970,3.219107563845469e-09,5.978342487722443e-09
1971,6.6799168418896215e-09,4.624557736754298e-09
1972,3.078088173236182e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,2.2052815684681093e-09
1974,4.500457451150908e-09,5.625571675160757e-10
1975,4.569184142155791e-09,4.569184142155791e-09
1976,1.7140580621521906e-09,5.713526873840635e-10
1977,5.876781838942691e-10,3.526069047854463e-09
1978,2.9702956760857546e-09,5.346532105932056e-09
1979,5.851973350345929e-09,5.266776015311336e-09
1980,5.116635670709968e-09,1.7055452050662723e-09
1981,1.2651099057237047e-09,7.590659323319926e-09
1982,3.1037510339615437e-09,6.828252629986764e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,2.3196033982486597e-09,2.899504303321976e-09
1985,5.414002135495366e-09,3.007779025843149e-09
1986,1.1988970927134801e-09,4.196139768986029e-09
1987,1.8332451112712533e-09,3.055408481777988e-09
1988,2.3986214681137596e-09,4.1975875553212916e-09
1989,4.390497632122958e-09,4.390497632122958e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,6.060938528840154e-09,3.30596661157756e-09
1993,3.877445253763767e-09,3.877445142741465e-09
1994,4.747433779428434e-09,8.439882459576609e-09
1995,1.0844901643380922e-09,1.6267352465071383e-09
1996,5.338092190498855e-10,8.007138285748283e-09
1997,3.3564260260021683e-09,1.438468344439059e-09
1998,3.337690568372409e-09,2.3840645013706308e-09
1999,2.2851005809787495e-09,2.7421206971744994e-09
2000,2.6508188977203417e-09,2.2090156370779823e-09
2001,5.695575122643959e-09,1.7524846851468823e-09
2002,4.381221607729913e-09,1.752488598683044e-09
2003,3.333538334260311e-09,3.7502307925763034e-09
2004,2.2023955992267474e-09,5.726228602398464e-09
2005,0.0,2.702249757291497e-09
2006,2.4707340062768424e-09,2.058944903460258e-09
2007,2.396687653893892e-09,1.9972397347078896e-09
2008,2.554463834902876e-09,3.8316956274542235e-09
2009,2.860915504498962e-09,4.76819250749827e-09
2010,4.723793023408973e-10,2.3618965117044866e-09
2011,7.64794394481072e-10,4.206369030868018e-09
2012,3.0638275250183256e-09,2.0425516833455504e-09
2013,5.857162532763027e-09,3.90477494782715e-09
2014,5.846702011425009e-09,5.413613002325235e-09
2015,2.4382329072425435e-09,5.319781060109108e-09
2016,4.556948152156792e-09,7.456824269169715e-09
2017,3.2702947017071438e-09,3.5218559735206156e-09
2018,4.64663996169179e-09,5.162933303104467e-09
2019,7.14276571223138e-09,5.612173170632673e-09
