year,premiers_ADJ ans_NOUN,premiers_ADJ bancs_NOUN
1926,6.464760105018286e-08,6.687682940764716e-08
1927,1.1818178080602593e-07,4.2367055641534535e-08
1928,6.170062505361784e-08,5.484499610020066e-08
1929,6.572840050012019e-08,3.8991423423340166e-08
1930,5.671945757512731e-08,5.04172987803031e-08
1931,7.413481739604322e-08,5.7026781519198266e-08
1932,6.02774505864545e-08,9.096415709564099e-08
1933,7.11181087353907e-08,8.602996359741155e-08
1934,5.751158482780738e-08,4.672816089623666e-08
1935,7.89906735576551e-08,6.103825000991492e-08
1936,8.608547119592913e-08,7.1535815493462e-08
1937,7.428759829508635e-08,8.939694140508436e-08
1938,4.2785206488815675e-08,9.334954143014329e-08
1939,8.411727492330101e-08,5.352917753498332e-08
1940,3.550096039361961e-08,8.875240098404902e-08
1941,7.083606590185809e-08,8.264207451702532e-08
1942,4.8547388331598995e-08,8.49579322448335e-08
1943,8.709705667797607e-08,3.4838823381733164e-08
1944,8.675602458652065e-08,1.285274464635222e-07
1945,6.971212940243277e-08,5.8819608739213436e-08
1946,7.238973864787113e-08,5.150808490839154e-08
1947,5.4836007734593295e-08,5.006765846360395e-08
1948,6.84928949112873e-08,6.305695166020087e-08
1949,3.6322930441201606e-08,4.417653798327592e-08
1950,5.636741562398129e-08,5.9558026066497405e-08
1951,6.503454841322309e-08,5.330700858507953e-08
1952,6.010538555756284e-08,1.455182996323856e-07
1953,3.016671712430252e-08,6.356557946674002e-08
1954,4.9839933069506515e-08,7.231676590890856e-08
1955,4.035811329572425e-08,7.320774386698758e-08
1956,3.401245152190313e-08,6.45364508500279e-08
1957,3.710716001137371e-08,7.421432002274742e-08
1958,6.204182767532984e-08,8.520410688106494e-08
1959,5.735553543217975e-08,9.920957211306813e-08
1960,6.021124931976374e-08,1.4326124642138893e-07
1961,5.558527504945232e-08,1.0213793899538359e-07
1962,4.94672605100277e-08,8.942158302716052e-08
1963,4.4615767080813384e-08,6.53071410283701e-08
1964,6.38816644027429e-08,8.700074971557115e-08
1965,6.019247678068496e-08,8.426946607187347e-08
1966,5.206730335771681e-08,8.640956394856403e-08
1967,7.29689659806354e-08,6.162919419239188e-08
1968,8.893003666798904e-08,4.311759127517689e-08
1969,4.723428048691858e-08,5.223021304345821e-08
1970,6.438214938953024e-08,5.2425466634531404e-08
1971,7.347908592691965e-08,4.881477622120656e-08
1972,3.5911028817281476e-08,5.284051241005727e-08
1973,4.3554308604143444e-08,7.167164994825725e-08
1974,2.418995848074701e-08,4.444201451292429e-08
1975,2.6843956391076063e-08,2.3988217634496323e-08
1976,4.1137393935741784e-08,3.485251554025126e-08
1977,3.2322301279918975e-08,2.2331770210826107e-08
1978,3.9207904478644195e-08,4.455443658457625e-08
1979,3.5111838769807946e-08,5.851973483572692e-08
1980,3.865902442612423e-08,6.765329629843109e-08
1981,3.28928564385933e-08,4.554395616196416e-08
1982,2.9175261317959666e-08,5.090151944386889e-08
1983,2.5892795463278162e-08,5.5574780333245144e-08
1984,2.7835241667162336e-08,3.76935567203418e-08
1985,2.8874678648094232e-08,4.571824163690508e-08
1986,2.8773531113301942e-08,2.577628777089558e-08
1987,3.238733015109574e-08,3.299841111470414e-08
1988,2.878345739532051e-08,5.037105310634615e-08
1989,3.457516939420202e-08,4.280735410588932e-08
1990,3.596109721115681e-08,4.086488303300939e-08
1991,3.106576684785978e-08,3.692722927439718e-08
1992,2.7549720726938176e-08,3.361066092111287e-08
1993,2.8803878393546256e-08,4.154405530698568e-08
1994,3.3759530282395644e-08,2.0572214154412904e-08
1995,5.476675468685244e-08,1.7351842629409475e-08
1996,3.096093337262573e-08,3.25623616959092e-08
1997,3.5002731380018304e-08,3.308477047880842e-08
1998,2.6701524546979272e-08,2.860877579280441e-08
1999,3.0163327835452947e-08,2.4679085441903226e-08
2000,2.2531960297555997e-08,2.5624583344097118e-08
2001,2.2344179839706158e-08,1.840108865280854e-08
2002,3.1544793444027164e-08,3.986911423226047e-08
2003,3.2918691772465536e-08,2.875176896566245e-08
2004,2.5988267537968568e-08,2.026203915761471e-08
2005,2.296912349208924e-08,2.34194974524371e-08
2006,2.5530917824312382e-08,1.8530505130343045e-08
2007,2.6363563776499177e-08,1.677681460421354e-08
2008,2.5118893631770334e-08,2.2564430324223395e-08
2009,2.574823909640145e-08,1.8119131084404216e-08
2010,2.0784689525044087e-08,1.4643758206034363e-08
2011,1.5678285336662157e-08,1.7590270573464295e-08
2012,2.2127641940983267e-08,2.9616998631354363e-08
2013,3.0680375573410856e-08,3.0122549787847674e-08
2014,3.009968807532459e-08,3.724565544871439e-08
2015,4.3888192635677115e-08,3.214034194343185e-08
2016,6.193306489876704e-08,3.7491254545329866e-08
2017,1.5848351964109497e-08,3.018733707449428e-08
2018,3.8205708818850326e-08,3.149389371515099e-08
2019,3.1122048937959335e-08,3.90301124753023e-08
