year,petits_ADJ oeufs_NOUN,petits_ADJ boeufs_NOUN
1884,6.601696966868076e-10,0.0
1885,0.0,6.445635691854079e-10
1886,6.453463874400711e-10,0.0
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,6.340614699951175e-10
1889,6.265136742733546e-10,1.2530273485467092e-09
1890,6.554386478008212e-10,0.0
1891,0.0,1.2748440081367107e-09
1892,1.2537024751679837e-09,6.268512375839919e-10
1893,6.158416554491453e-10,0.0
1894,1.2603078580752936e-09,1.2603078580752936e-09
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,0.0,5.89702897624278e-10
1897,1.7480140668268973e-09,1.1653427112179315e-09
1898,3.960848538042683e-09,5.6583548957434e-10
1899,3.3165470370022376e-09,0.0
1900,1.5573159428683425e-09,2.595526460424935e-09
1901,3.353243460679778e-09,0.0
1902,2.9461704187383475e-09,1.9641135384773634e-09
1903,1.0800440541913758e-09,1.6200660812870638e-09
1904,3.7622376325430196e-09,5.374625189347171e-10
1905,3.6125313851442797e-09,5.160759042333041e-10
1906,1.0288369045596824e-09,5.144184522798412e-10
1907,3.599990305858114e-09,5.142843373384665e-10
1908,1.4734167219643268e-09,2.4556945366072114e-09
1909,3.300590023513905e-09,2.2003934230241384e-09
1910,1.6032452032632705e-09,5.344150677544235e-10
1911,1.0640748282497725e-09,2.6601871816467337e-09
1912,3.646594803896619e-09,1.5628263128064646e-09
1913,5.833288518886093e-09,5.30298971401777e-10
1914,6.027069510139427e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,6.592477230782379e-09,2.197492410260793e-09
1917,6.57985488317081e-09,0.0
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,8.287063479883727e-09,9.207848372660976e-10
1920,5.300562211374427e-09,0.0
1921,7.572747429129834e-10,7.572747429129834e-10
1922,2.2133805899215986e-09,1.4755870969551665e-09
1923,1.0615948120573648e-09,0.0
1924,2.578324886925998e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,8.919379901328739e-09,0.0
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,3.287861094491973e-09,0.0
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,2.5357829169792012e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,3.3376331032286544e-08,0.0
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,0.0,1.1920870957027319e-09
1948,2.5005341797168512e-08,0.0
1949,3.9268033269479474e-09,0.0
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,5.330700769690111e-09,0.0
1952,6.326882129314981e-09,0.0
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,8.447047505910632e-09,0.0
1956,3.488456634670456e-09,1.744228317335228e-09
1957,4.417518795207798e-09,0.0
1958,7.445019267748876e-09,0.0
1959,7.750747599288843e-09,0.0
1960,6.2287499602575735e-09,6.920833350854139e-10
1961,5.55852741612739e-09,0.0
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,7.759263453976928e-09,6.466053248388448e-10
1964,9.734349326606662e-09,2.4335873316516654e-09
1965,1.6416130677043839e-09,1.6416130677043839e-09
1966,2.215629901769489e-09,2.215629901769489e-09
1967,2.465167847631733e-09,1.4791006197611978e-09
1968,4.042274071025531e-09,1.3474247273492779e-09
1969,2.7250546263957176e-09,0.0
1970,8.277704743875347e-09,9.197450023812337e-10
1971,5.138397263237948e-09,5.138397485282553e-10
1972,1.4364410994005539e-08,0.0
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,2.812785782069227e-09,1.1251143350321513e-09
1975,1.028066431985053e-08,1.1422960355389478e-09
1976,9.712995741040231e-09,5.713526873840635e-10
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,1.1881182260253809e-08,1.7821774056514528e-09
1979,2.3407893401383717e-09,0.0
1980,3.411090521154847e-09,2.2740602734216964e-09
1981,6.325549417596221e-09,3.1627747087981106e-09
1982,3.1037510339615437e-09,0.0
1983,3.157658134966823e-09,0.0
1984,8.69851302098823e-09,4.059305780401701e-09
1985,1.0828004270990732e-08,3.0077789148208467e-09
1986,5.994485352545098e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,1.798966087207532e-09
1989,1.0976243913773942e-08,1.6464366536794728e-09
1990,9.262707045820662e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,2.344586080837985e-09
1992,5.509944056569793e-09,5.509944167592096e-10
1993,4.985286850001103e-09,2.2156829704300662e-09
1994,5.802419433820205e-09,0.0
1995,4.337960657352369e-09,2.1689803286761844e-09
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,4.794894259418925e-09,1.917957792585412e-09
1998,0.0,2.3840645013706308e-09
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,3.97622823555821e-09,1.3254094488601709e-09
2001,1.7524847129024579e-09,8.762423564512289e-10
2002,3.066854992184176e-09,8.76244299341522e-10
2003,1.6667691671301554e-09,0.0
2004,5.726228824443069e-09,4.404791253964646e-10
2005,2.702249757291497e-09,0.0
2006,1.6471559671771274e-09,4.1178899179428186e-10
2007,1.997239706952314e-09,3.994479469415779e-10
2008,2.1287198670449925e-09,4.257439678578834e-10
2009,1.430457752249481e-09,0.0
2010,9.447586046817946e-10,0.0
2011,1.1471915639660324e-09,0.0
2012,2.0425516833455504e-09,0.0
2013,8.367375126105969e-10,5.578250084070646e-10
2014,1.5158115873603606e-09,1.0827225782605865e-09
2015,1.10828768384863e-09,0.0
2016,1.2428040818690533e-09,4.1426800878596737e-10
2017,7.54683426862357e-10,2.515611330355938e-10
2018,3.3559066636712487e-09,5.162933414126769e-10
2019,2.2958890344426663e-09,1.2754939326953263e-09
