year,aux_ADP ailes_NOUN,aux_ADP belles_ADJ
1800,1.0155650898013846e-06,5.596612808744794e-07
1801,5.738650088460417e-07,8.167456080343527e-07
1802,6.646384917985415e-07,8.391900223614357e-07
1803,1.7045964568751515e-06,5.773003977083135e-07
1804,8.280700711793543e-07,7.95936003994413e-07
1805,7.192480744322438e-07,7.817913569851953e-07
1806,7.146539608982039e-07,5.503987949850853e-07
1807,3.843389322355506e-07,6.035544579674479e-07
1808,5.121327149026911e-07,9.92540433841782e-07
1809,1.549694939484425e-06,5.150589572622266e-07
1810,4.844062466702326e-07,9.992340892495122e-07
1811,8.950263961082783e-07,8.875052017742746e-07
1812,8.001624749454095e-07,8.588410764787113e-07
1813,5.521424046861512e-07,9.489947530028076e-07
1814,4.940283133691992e-07,6.293354277708829e-07
1815,3.803085348863533e-07,6.230586677702377e-07
1816,1.3627510337954618e-06,4.496151415622762e-07
1817,1.782620030699178e-06,8.765197119231516e-07
1818,9.715759921036238e-07,7.617632507006533e-07
1819,6.29343835711893e-07,6.22098102809332e-07
1820,7.440283944504245e-07,7.820011092007917e-07
1821,5.828139575392299e-07,1.0729299056988495e-06
1822,6.456496350892849e-07,8.271132969639439e-07
1823,8.726412743520484e-07,7.817205558424689e-07
1824,5.81056774251465e-07,6.981102540493112e-07
1825,9.210493430167332e-07,7.863260518270465e-07
1826,7.980033958077115e-07,7.204931193882658e-07
1827,5.428974076404636e-07,5.742361159910558e-07
1828,7.007637954359325e-07,5.053938139099046e-07
1829,7.398650723189348e-07,9.72198180626549e-07
1830,6.71088552950394e-07,7.911121444603708e-07
1831,8.107427404979717e-07,6.813356969725959e-07
1832,1.148694348973578e-06,8.537410478570706e-07
1833,8.988895814354692e-07,7.714696798055698e-07
1834,1.3255034332360083e-06,6.67418953881338e-07
1835,9.332850510190838e-07,7.805106534419792e-07
1836,1.0786803619211582e-06,7.285292897840634e-07
1837,8.913058202608681e-07,7.80675364797645e-07
1838,9.878533031582037e-07,7.561969965763637e-07
1839,9.669210536689121e-07,7.341048822162577e-07
1840,9.242418399502128e-07,7.407947721915775e-07
1841,1.0221512800612231e-06,6.81862228901764e-07
1842,8.821368764344584e-07,8.103584447916035e-07
1843,8.358279046660755e-07,8.494138201697865e-07
1844,8.123070762700024e-07,7.211969395015672e-07
1845,8.102491011463542e-07,7.896022760078836e-07
1846,8.969095937061411e-07,7.341544909778008e-07
1847,6.768495559583698e-07,7.415682743427965e-07
1848,7.667096042496269e-07,7.240699710919785e-07
1849,7.524714522588738e-07,6.024799228399047e-07
1850,1.1079642057154615e-06,6.374867176361931e-07
1851,8.132742395083881e-07,7.268517290270893e-07
1852,1.2532799686937324e-06,7.994949968725962e-07
1853,1.0701701667059638e-06,7.458942794524859e-07
1854,1.049524215090969e-06,7.964953379069328e-07
1855,1.1240093016340325e-06,7.519929887678245e-07
1856,9.173979309551328e-07,8.355983511787457e-07
1857,1.3243533629747617e-06,8.835531275508401e-07
1858,9.694372007373886e-07,9.273515999552728e-07
1859,1.0606997644657667e-06,8.37662496255831e-07
1860,1.265133627192938e-06,8.93008571978271e-07
1861,1.0422279688171443e-06,9.743181363930375e-07
1862,1.0788951039231165e-06,8.656461449874087e-07
1863,9.864376591117718e-07,8.116259095913847e-07
1864,1.0543606840940356e-06,8.409952751975425e-07
1865,1.0053820034272576e-06,8.830039961438274e-07
1866,1.016426519839797e-06,7.541699869051399e-07
1867,1.2685249561883438e-06,9.128138227509908e-07
1868,9.701912162540793e-07,1.0245298867062047e-06
1869,1.2760635605957305e-06,9.517978591944143e-07
1870,1.0040319584625479e-06,8.211157735971142e-07
1871,1.4572255366829268e-06,5.841647459092769e-07
1872,8.94401498641173e-07,6.990724346067623e-07
1873,1.0738892459727367e-06,6.596577128981096e-07
1874,1.160269141209369e-06,8.005976210867516e-07
1875,1.1088319098462307e-06,8.250442204982278e-07
1876,1.2382237954966513e-06,8.663938966257945e-07
1877,1.3829248892704982e-06,8.565969926710437e-07
1878,1.1794340579740492e-06,7.8206200626596e-07
1879,1.169935790912291e-06,7.948232128018873e-07
1880,1.0127361917966482e-06,8.612749677894271e-07
1881,1.2187943490005182e-06,8.806277278505803e-07
1882,9.630341977207024e-07,7.853354677678226e-07
1883,1.2689232455898036e-06,7.640080852411302e-07
1884,1.24508009236024e-06,7.717383745386996e-07
1885,1.1569915621123528e-06,6.871047877332614e-07
1886,1.3558727545159854e-06,7.118170852749017e-07
1887,1.1458263173835803e-06,7.018594185836946e-07
1888,1.2243727454119835e-06,8.293523841018668e-07
1889,1.1114352993502052e-06,8.050700834871805e-07
1890,1.2505769717563453e-06,7.268814545824398e-07
1891,1.4431234234280055e-06,7.540702053887571e-07
1892,1.1095266465588338e-06,7.917131119583587e-07
1893,9.896575656753726e-07,7.833505728527257e-07
1894,1.2577871864039025e-06,8.280222676404492e-07
1895,1.135712562216895e-06,6.95149979357268e-07
1896,1.078566633339051e-06,7.902018861472015e-07
1897,1.3092624939758934e-06,7.195991091890619e-07
1898,1.1328026392476431e-06,6.88621774713738e-07
1899,1.0513454231642072e-06,7.722027053347347e-07
1900,1.0740289475563713e-06,7.459543276411296e-07
1901,1.0657724880402952e-06,8.008662963909785e-07
1902,1.5948601408410923e-06,7.399797610219139e-07
1903,1.1178455689986322e-06,8.057128884075837e-07
1904,1.1157722035193274e-06,7.545973730316291e-07
1905,9.738352204635703e-07,7.472778889017206e-07
1906,1.1898498719631334e-06,8.271848583873975e-07
1907,1.202396827437724e-06,8.094835219907281e-07
1908,1.1600700560165933e-06,8.874880155218534e-07
1909,1.246522870701483e-06,9.021612843440607e-07
1910,1.3563454785980866e-06,8.208615236426908e-07
1911,1.4545903219698175e-06,8.204016772594969e-07
1912,1.423734850902747e-06,8.366330739306704e-07
1913,1.3596865429121863e-06,8.389329737568119e-07
1914,1.275729729854902e-06,7.761525777638667e-07
1915,1.212240440473522e-06,6.078873076020841e-07
1916,1.7909563680973406e-06,5.944216947550984e-07
1917,1.5342027346321174e-06,7.797127672404258e-07
1918,1.4886343535636115e-06,7.190471578155666e-07
1919,1.5634926704422014e-06,7.94637341261506e-07
1920,1.2107998497157269e-06,9.12453913315403e-07
1921,1.2956970891764286e-06,8.473904182793035e-07
1922,1.623883548518279e-06,9.104372229451485e-07
1923,1.5722218762448392e-06,9.543737595762991e-07
1924,1.2105235374093581e-06,9.204619697555927e-07
1925,1.5760388905050604e-06,8.259631716356353e-07
1926,1.3408804484527082e-06,8.471065164883385e-07
1927,1.4248709305775265e-06,9.365349020740155e-07
1928,1.5105226225387014e-06,8.775199855648452e-07
1929,1.350217242901408e-06,8.243900477822308e-07
1930,1.308748981188046e-06,8.381875780116843e-07
1931,1.6013121211244652e-06,7.812669267082128e-07
1932,1.2603467496319354e-06,7.375768271700167e-07
1933,1.1883606134688307e-06,7.467401026417519e-07
1934,1.3515222434534735e-06,7.380653315181007e-07
1935,1.4278162723257992e-06,6.917668216033235e-07
1936,1.2706701113529562e-06,7.517322906380741e-07
1937,1.4832337598136291e-06,7.730946478545775e-07
1938,1.2718874913275613e-06,7.00121584706892e-07
1939,1.2525827060017036e-06,6.836440826774037e-07
1940,1.3769301290267322e-06,5.832300677965918e-07
1941,1.1038620080228156e-06,7.201666543110719e-07
1942,1.8539033845854647e-06,7.009029161508806e-07
1943,1.5387146206080615e-06,7.577443614792401e-07
1944,2.1046368630095458e-06,7.390328207179664e-07
1945,1.941047102604898e-06,7.602979081866579e-07
1946,1.2877021973167757e-06,7.155447629969558e-07
1947,1.2481151756560394e-06,7.06907648861943e-07
1948,1.2426567508327935e-06,6.588363872239711e-07
1949,1.0808525985339656e-06,5.664414084449731e-07
1950,1.6676246161750896e-06,6.923620219367876e-07
1951,1.2239289759463645e-06,6.108983345853858e-07
1952,1.3065012467450288e-06,5.746918225746356e-07
1953,1.2670021334315607e-06,5.289949212006206e-07
1954,1.908576280129637e-06,6.244650450071276e-07
1955,1.4801103844774843e-06,5.565665341933368e-07
1956,1.3369510298844034e-06,5.39838650226443e-07
1957,1.2907990054600305e-06,4.841600578231464e-07
1958,1.1672135755702584e-06,5.343869045049132e-07
1959,1.103706445348962e-06,4.944977352039359e-07
1960,9.253154331645419e-07,5.543587704437414e-07
1961,1.1256018410676916e-06,5.426512608153189e-07
1962,1.4110852504245486e-06,5.282849864229888e-07
1963,9.084804943881863e-07,4.985326782502852e-07
1964,1.2192272436095664e-06,4.6968234634903183e-07
1965,1.0665012872834723e-06,4.722373470045227e-07
1966,1.0319295746796797e-06,5.383980932194277e-07
1967,1.0107188224139918e-06,4.797216552887562e-07
1968,1.2122331440878042e-06,6.696701007058437e-07
1969,8.411335450375645e-07,4.846055570162378e-07
1970,8.061565175410124e-07,5.109183383034122e-07
1971,9.500896887004728e-07,5.297687559746578e-07
1972,1.0583492837668018e-06,5.068584867373715e-07
1973,9.736317636566127e-07,4.5042874052825255e-07
1974,7.842046780837109e-07,3.9491512060507716e-07
1975,7.310694556394992e-07,3.472580036856243e-07
1976,8.8388258490113e-07,4.1251662974417513e-07
1977,9.044367459409841e-07,3.966827764045888e-07
1978,8.334649663765958e-07,4.5683147398278834e-07
1979,8.380026041976407e-07,4.61720691902201e-07
1980,8.180932109524974e-07,4.2070116013093184e-07
1981,7.97019252374298e-07,4.061002867317143e-07
1982,9.354705952091535e-07,4.140403997432429e-07
1983,8.721451472126773e-07,4.048117565602638e-07
1984,7.347343782271309e-07,3.7925516771508683e-07
1985,8.848885979517718e-07,4.066517131917635e-07
1986,9.045678659447276e-07,4.3819689299340325e-07
1987,7.77907006366263e-07,4.1309122345012383e-07
1988,9.20470981213839e-07,4.42545683210227e-07
1989,1.1673235746911814e-06,3.9075428759360875e-07
1990,9.022965947735884e-07,3.481688004569605e-07
1991,7.713688248145445e-07,3.5520478069983596e-07
1992,8.094107926126526e-07,4.0883784979683924e-07
1993,8.186948576849318e-07,4.353816995816828e-07
1994,7.701392643610916e-07,4.1671921557906444e-07
1995,7.352843152119704e-07,3.969233990375187e-07
1996,7.051619750342297e-07,3.928835958788568e-07
1997,7.532779147112478e-07,3.8263258406168177e-07
1998,7.457354254114534e-07,4.10059116440209e-07
1999,7.449428078842857e-07,3.761275495506311e-07
2000,6.887711307967948e-07,3.4239745083652906e-07
2001,7.018701193572952e-07,3.7284110998569986e-07
2002,7.553225662704222e-07,4.0526298716869746e-07
2003,7.104603305663204e-07,4.2460944449373983e-07
2004,6.157898071457168e-07,3.8585971684490517e-07
2005,6.354790480500583e-07,3.3597970849896797e-07
2006,7.523385043839426e-07,4.4514389241356866e-07
2007,7.381798337036116e-07,4.106324844599385e-07
2008,7.420717382800035e-07,4.913085627222813e-07
2009,6.975865449732055e-07,4.486869054076692e-07
2010,7.435250175547026e-07,4.530117525547439e-07
2011,8.756895653050378e-07,5.16236233316647e-07
2012,1.0280843065757495e-06,6.410207653573252e-07
2013,1.0445272975445619e-06,4.986955639552093e-07
2014,1.129063106120043e-06,5.456921980950824e-07
2015,1.0431203394389854e-06,6.494566049397577e-07
2016,1.1696857313836517e-06,6.572361881396205e-07
2017,8.809670801745995e-07,4.943176059590826e-07
2018,1.0651131527872337e-06,5.384939649744069e-07
2019,9.77283363567949e-07,6.104513534666012e-07
