year,quelques_DET arrières_NOUN,quelques_DET barrières_NOUN
1800,0.0,3.144164484325529e-09
1801,7.143547975374531e-09,1.1905912700171939e-08
1802,0.0,2.2378401354217203e-08
1803,0.0,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,3.1698359492793315e-08
1807,0.0,5.693910232196231e-08
1808,2.2660739951163578e-09,6.798221985349073e-09
1809,0.0,4.518061036407062e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,2.400487453257938e-08
1813,0.0,0.0
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,0.0,9.270415546325239e-09
1817,0.0,1.2454987263765815e-08
1818,0.0,2.7418708414828075e-08
1819,0.0,1.0351049795076506e-08
1820,0.0,3.5599443393152796e-09
1821,0.0,2.070912508145284e-08
1822,0.0,1.804610860745015e-08
1823,9.882686891060644e-10,1.3835761536462599e-08
1824,0.0,1.8526447931321854e-08
1825,0.0,3.258013947515792e-08
1826,0.0,4.6682315679724695e-08
1827,0.0,2.119972880576526e-08
1828,0.0,1.3758451711254338e-08
1829,5.143905745796928e-09,6.858540846366168e-09
1830,0.0,9.393152256009785e-09
1831,1.5591206103948707e-09,6.236482219534878e-09
1832,0.0,4.194290348369378e-08
1833,0.0,1.505871738416431e-08
1834,0.0,3.733812370398937e-09
1835,0.0,1.4369867074037757e-08
1836,0.0,4.704524991794301e-09
1837,0.0,1.4611571286238245e-08
1838,0.0,3.787297142565649e-09
1839,1.3982950353153e-09,1.188550780018005e-08
1840,0.0,1.2102408297742784e-08
1841,0.0,1.9903700021473014e-08
1842,0.0,1.341653010911159e-08
1843,0.0,8.269675666472409e-09
1844,0.0,1.3172547053130756e-08
1845,0.0,1.1160455670733427e-08
1846,0.0,1.9905304515788202e-08
1847,0.0,1.4561703842730367e-08
1848,0.0,1.045878850192139e-08
1849,0.0,4.1897072478036534e-09
1850,0.0,5.431196825611551e-09
1851,0.0,2.192809134271556e-08
1852,0.0,1.4974254947119903e-08
1853,0.0,2.269334009596946e-08
1854,5.195664454227256e-10,5.195664343204953e-09
1855,1.0613874223963649e-09,2.388121700391821e-08
1856,2.0708756931497874e-09,1.7602443946884705e-08
1857,1.9526036343364694e-09,1.4156376515472857e-08
1858,4.893676019968041e-10,1.2234190327475858e-08
1859,0.0,1.2221216039165483e-08
1860,0.0,1.2816115280145368e-08
1861,0.0,1.886385503357957e-08
1862,0.0,1.0391368876483398e-08
1863,0.0,4.495158911765884e-09
1864,0.0,8.630510306417705e-09
1865,0.0,1.0355057256106193e-08
1866,0.0,1.1190909532388105e-08
1867,0.0,1.7955402498159856e-08
1868,4.93987406535723e-10,3.2603168165223906e-08
1869,0.0,1.660396531377728e-08
1870,0.0,1.6628741050794815e-08
1871,7.434824311758348e-09,1.911811864374613e-08
1872,0.0,1.4513614310374123e-08
1873,0.0,1.5563611732716254e-08
1874,1.1949218281515073e-09,1.1949218503559678e-08
1875,0.0,1.0298748520654044e-08
1876,0.0,2.0556449653597042e-08
1877,0.0,1.422507656112515e-08
1878,0.0,2.5968081684979438e-08
1879,6.10932526790009e-10,1.0996785704264767e-08
1880,0.0,1.2835692508872398e-08
1881,0.0,1.1853262815719745e-08
1882,3.9932310791357395e-09,1.4641846846075168e-08
1883,0.0,5.687405213450347e-09
1884,0.0,1.5183903911974994e-08
1885,0.0,1.2246707647989297e-08
1886,0.0,5.808117542471791e-09
1887,0.0,7.1818169189441505e-09
1888,0.0,2.53624587998047e-09
1889,0.0,8.14467782106476e-09
1890,6.554386478008212e-10,7.209825181320184e-09
1891,0.0,1.529812720946211e-08
1892,6.268512375839919e-10,1.3163875989263829e-08
1893,0.0,1.7859408174558666e-08
1894,0.0,1.449354058991048e-08
1895,0.0,1.5648398132839247e-08
1896,0.0,1.120435544343934e-08
1897,0.0,8.740070001067579e-09
1898,0.0,1.1316709347397591e-08
1899,0.0,1.8241008703512307e-08
1900,0.0,2.595526460424935e-09
1901,0.0,8.941982265753268e-09
1902,0.0,4.419255628107521e-09
1903,1.0800440541913758e-09,7.020286352243943e-09
1904,5.374625189347171e-10,2.418581246388385e-08
1905,3.096455536422127e-09,4.64468330463319e-09
1906,0.0,9.259531807970234e-09
1907,0.0,8.742834012309686e-09
1908,0.0,1.5716445034286153e-08
1909,0.0,4.400786846048277e-09
1910,0.0,2.137660271017694e-09
1911,1.0640748282497725e-09,4.2562992019767876e-09
1912,0.0,7.293189607793238e-09
1913,0.0,7.954484182448596e-09
1914,0.0,5.357395083116501e-09
1915,0.0,1.767114321538088e-08
1916,0.0,1.4283700444650549e-08
1917,0.0,6.57985488317081e-09
1918,1.1486376294556067e-09,6.89182577673364e-09
1919,0.0,2.762354567309444e-09
1920,0.0,6.057785384427916e-09
1921,0.0,9.844571380313027e-09
1922,2.2133805899215986e-09,5.902348387820666e-09
1923,0.0,1.3800733000834953e-08
1924,2.578324886925998e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,5.499089184013428e-09
1926,0.0,6.687682962969177e-09
1927,0.0,8.919379901328739e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,1.1140406153131721e-08
1930,1.0503603542488804e-09,1.05036033204442e-08
1931,0.0,1.596749932275543e-08
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,0.0,7.188948103475923e-09
1935,0.0,1.196828414151696e-09
1936,0.0,9.699771652549316e-09
1937,2.5182236296217297e-09,1.1332006444320086e-08
1938,0.0,7.779128452511941e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,1.5249527862692958e-08
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,1.0871887834440486e-09,1.9569398546082084e-08
1949,9.817008317369869e-10,8.835307596655184e-09
1950,0.0,6.381216888229346e-09
1951,0.0,1.2793682557799002e-08
1952,2.1089607837865287e-09,1.0544804140977249e-08
1953,3.232148326759443e-09,7.54167928107563e-09
1954,9.772536113672459e-10,7.818028890937967e-09
1955,0.0,8.447047505910632e-09
1956,8.72114158667614e-10,8.72114114258693e-09
1957,8.835037701437898e-10,5.301022731885041e-09
1958,0.0,6.617794590102477e-09
1959,0.0,1.3176271629333769e-08
1960,0.0,2.7683333403416555e-09
1961,6.948159270159238e-10,9.72742286720063e-09
1962,0.0,6.976151933901775e-09
1963,2.5864212993553792e-09,3.2330265131719216e-09
1964,1.8251904432275978e-09,1.5818317211646615e-08
1965,5.472043373977442e-10,6.5664522708175355e-09
1966,0.0,7.754704767215514e-09
1967,4.930335584241163e-10,2.9582014060558492e-09
1968,0.0,1.2126822629410228e-08
1969,1.3625273131978588e-09,9.083515689622956e-09
1970,1.8394900047624674e-09,6.898087434592526e-09
1971,0.0,1.490135304038631e-08
1972,0.0,6.156176013405457e-09
1973,5.513203782392395e-10,1.598829157956061e-08
1974,1.1251143350321513e-09,9.563471792262135e-09
1975,1.1422960355389478e-09,1.7134440533084216e-09
1976,0.0,1.1998406657109939e-08
1977,2.938390863960194e-09,9.402850775774851e-09
