year,quelques_DET arrières_NOUN,quelques_DET barrières_NOUN
1978,1.1881182704343018e-09,1.0099005187669263e-08
1979,1.7555920051037788e-09,9.94835469558808e-09
1980,1.1370301367108482e-09,6.253665585376211e-09
1981,2.5302198114474095e-09,1.3283654176632353e-08
1982,6.207502289967692e-10,9.311253101884631e-09
1983,1.2630632095778083e-09,1.8314416649900522e-08
1984,1.1598016991243298e-09,1.565732282715615e-08
1985,4.210890747202711e-09,1.2031115659283387e-08
1986,3.5966913891627428e-09,1.1389522214244607e-08
1987,6.110816852533674e-10,9.166225667378569e-09
1988,5.996553809062277e-10,1.3192418657492766e-08
1989,2.7440609784434855e-09,1.5366742101008413e-08
1990,1.6345953479657283e-09,9.807571754727462e-09
1991,2.9307325455363298e-09,1.582595565707834e-08
1992,2.7549720282848966e-09,9.91789939064347e-09
1993,0.0,1.0524493831987058e-08
1994,1.0549853213248639e-09,6.85740436656701e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,2.6690460952494277e-09,1.014237538399243e-08
1997,9.58978896292706e-10,5.274384040632185e-09
1998,3.814503379828693e-09,1.5734826330771057e-08
1999,7.312321859131998e-09,8.683382013430219e-09
2000,8.836062992401139e-10,7.068850615965516e-09
2001,2.6287270138425356e-09,1.0076787404500465e-08
2002,1.3143663935011318e-09,1.5772396722013582e-08
2003,2.5001538617175356e-09,1.583430631058036e-08
2004,8.809582507929292e-10,1.013102030045232e-08
2005,9.007499190971657e-10,1.170974872621855e-08
2006,2.4707338397433887e-09,1.647155989381588e-08
2007,3.1955835755326234e-09,1.5977918016440995e-08
2008,5.960415716543821e-09,1.277231942431456e-08
2009,9.53638501499654e-10,1.2397300963584712e-08
2010,1.4171379625338432e-09,1.3698999989930627e-08
2011,1.1471915639660324e-09,1.988465458957478e-08
2012,3.404252713057332e-10,2.042551583425478e-08
2013,5.578250084070646e-10,1.6455837192896894e-08
2014,1.9489005964601347e-09,2.1437906783106087e-08
2015,8.866301581811342e-10,1.6845973282997306e-08
2016,1.2428040818690533e-09,2.4234679374401935e-08
2017,1.2578056374223934e-09,1.962176848779862e-08
2018,1.290733298020541e-09,2.0651734489174345e-08
2019,1.02039510174734e-09,1.9642605542102842e-08
