year,mes_DET eaux_NOUN,mes_DET beaux_ADJ
1991,3.985796337424574e-08,8.557739406001019e-08
1992,3.25086699781707e-08,7.383325417720243e-08
1993,4.98528672787657e-08,1.0801454308762004e-07
1994,3.217705202285259e-08,1.0180608533971736e-07
1995,2.114755781601474e-08,8.621697134003625e-08
1996,4.85766395996734e-08,1.3238468810072845e-07
1997,1.9659066707866657e-08,7.863626905191268e-08
1998,2.5271085557498907e-08,1.0919016091293088e-07
1999,2.3308026536605908e-08,1.0511462633644442e-07
2000,3.1368023178934834e-08,9.719669513685858e-08
2001,3.7240301065111225e-08,1.1040653546956491e-07
2002,3.3735407134471984e-08,1.2617918265789285e-07
2003,4.916968965318347e-08,1.2334091614718545e-07
2004,2.4666830578112808e-08,1.510843432583897e-07
2005,3.2426996643408756e-08,1.1349448847397525e-07
2006,1.976587160612553e-08,1.1447733783143121e-07
2007,2.316798167201206e-08,1.3141837484909047e-07
2008,3.27822856638349e-08,1.251687233860821e-07
2009,2.527142117791925e-08,1.5353579563281983e-07
2010,3.0232275183283974e-08,1.8375555299599e-07
2011,4.206369164094781e-08,2.175840023710407e-07
2012,3.404252724159562e-08,2.103828151689413e-07
2013,3.904775103258373e-08,2.457219103746411e-07
2014,4.48247139406277e-08,2.6353467319495394e-07
2015,4.5439795703927643e-08,2.584526868076864e-07
2016,5.551191417652035e-08,2.5808897063939185e-07
2017,4.251383289854971e-08,2.613720191391167e-07
2018,3.9238295279631075e-08,2.5453261898178425e-07
2019,2.984655633753164e-08,2.6581291834304466e-07
