year,mes_DET eaux_NOUN,mes_DET beaux_ADJ
1800,4.4018303668735825e-08,5.0306631749208464e-08
1801,8.334139067756041e-08,9.286612123737825e-08
1802,5.818384352096473e-08,2.4616241489638924e-08
1803,4.095712213825209e-08,1.2677204952460386e-07
1804,9.145848345326613e-08,7.662737822045074e-08
1805,2.2743021688143017e-08,7.391482248486625e-08
1806,2.939302561344448e-07,1.2967510709671615e-07
1807,1.0818429707626365e-07,9.964342950752325e-08
1808,1.291662137248295e-07,1.5409302678293102e-07
1809,2.710836577435316e-07,1.8072244367672852e-08
1810,2.9251584621192706e-07,1.2168658791722464e-07
1811,3.008492077682945e-08,1.4541045345595194e-07
1812,6.934741492159446e-08,8.268345652595599e-08
1813,7.189353823378042e-08,1.0640243885973177e-07
1814,9.440031245588898e-08,5.349351139827263e-08
1815,2.4275012222574333e-08,4.5852800667489646e-08
1816,2.3176038865813098e-08,5.0987285504788815e-08
1817,2.9580595417577626e-08,5.60474440192138e-08
1818,9.65615354342475e-08,8.821671526604291e-08
1819,4.45095160728215e-08,9.937007927618424e-08
1820,9.967844061264941e-08,1.127315680804486e-07
1821,5.226588806195309e-08,6.607197000629839e-08
1822,9.023054303725075e-08,7.819980396561732e-08
1823,1.561464593180517e-07,1.15627439734034e-07
1824,5.81056784909606e-08,1.162113569819212e-07
1825,4.781355640304241e-07,1.1799293631042929e-07
1826,4.4039921487382117e-08,8.984143740065065e-08
1827,4.147772969531616e-08,8.295545939063231e-08
1828,2.2013522782415862e-08,1.0364700120391035e-07
1829,4.4580514835246277e-08,1.1402323840670192e-07
1830,4.0703659553997795e-08,1.471593904511792e-07
1831,5.4569221807909685e-08,6.080570447153377e-08
1832,2.4353944638733083e-08,1.0012177087403984e-07
1833,4.40177885252524e-08,1.899715140751823e-07
1834,8.121042216480134e-08,8.494422965021897e-08
1835,7.865611451052246e-08,7.638718813041123e-08
1836,5.3765998930810355e-08,7.325617801257067e-08
1837,7.375364274864182e-08,6.192523116510529e-08
1838,1.6916594525184792e-07,1.3003053744853332e-07
1839,3.495737765923934e-08,5.942753755761032e-08
1840,3.1848443160509277e-08,8.344292012907317e-08
1841,4.558589550285319e-08,8.34671318727942e-08
1842,5.0982814414624045e-08,7.64742229542037e-08
1843,5.6706348061652534e-08,7.738053264816358e-08
1844,3.787107349939589e-08,7.629100018391455e-08
1845,5.412821302286375e-08,8.649353189227327e-08
1846,2.3418005756781213e-08,9.659926991645307e-08
1847,2.8584085320915165e-08,4.530307951000623e-08
1848,3.459445302445019e-08,6.033916211123369e-08
1849,3.016589378290746e-08,6.20076692214866e-08
1850,5.4311967367937086e-08,6.856885814698899e-08
1851,5.095056665460618e-08,7.287865777527713e-08
1852,4.492276350909208e-08,7.487127362537649e-08
1853,5.195580832229041e-08,7.464914908439368e-08
1854,6.026970889028149e-08,7.066103613340147e-08
1855,4.192480318465641e-08,1.0720012610931917e-07
1856,6.41971462655988e-08,6.523258266888377e-08
1857,6.63885206808601e-08,9.177236925950183e-08
1858,9.004363876741195e-08,9.591605287795346e-08
1859,6.823512332942983e-08,8.402085960312888e-08
1860,2.8378539518314483e-08,1.1214100759104895e-07
1861,5.989273965667508e-08,7.309743921268819e-08
1862,1.265036155828625e-07,8.71971375104863e-08
1863,6.193329782355761e-08,6.542953201460477e-08
1864,6.808513419720441e-08,1.289781828006653e-07
1865,1.4120533142758518e-07,7.389745615427046e-08
1866,7.249762967731499e-08,5.98470384360894e-08
1867,4.416058452250127e-08,5.774845668327089e-08
1868,4.544684018004119e-08,7.360412457302346e-08
1869,7.129938239813782e-08,8.204312251791634e-08
1870,6.192772739055386e-08,9.919904719879469e-08
1871,4.0360473185785395e-08,8.60315392259281e-08
1872,3.567930095815797e-08,7.256807244004904e-08
1873,3.471882425998274e-08,6.64446471176916e-08
1874,2.7483201492373155e-08,8.005976148695026e-08
1875,5.092159111041994e-08,8.696721032208643e-08
1876,2.7207067265777596e-08,8.162119691235148e-08
1877,4.143826648483895e-08,9.957553714912137e-08
1878,3.019544392302009e-08,6.582606637550725e-08
1879,3.482315313885209e-08,6.842444211230259e-08
1880,4.1074214696124045e-08,9.690948044038805e-08
1881,6.623881887435346e-08,5.647731171620762e-08
1882,4.8584313239175e-08,7.520585487696962e-08
1883,3.4756364897248204e-08,6.824885989686891e-08
1884,3.1688144552788344e-08,8.516189087259818e-08
1885,1.8047779493102212e-08,7.734763096678421e-08
1886,5.291840321497432e-08,5.743582986994511e-08
1887,2.7421483528300428e-08,7.181817274215518e-08
1888,4.2482117379449846e-08,5.5163347667530616e-08
1889,2.5687060034584874e-08,7.142256031045235e-08
1890,4.4569826496143605e-08,5.571228456346944e-08
1891,3.187109842706093e-08,8.541454832311501e-08
1892,3.19694137829174e-08,6.70730813112641e-08
1893,2.7097032173628577e-08,5.788911483506354e-08
1894,1.4493540811955086e-08,4.285046628638156e-08
1895,1.9259565942064683e-08,6.379731454231319e-08
1896,2.4177819246684606e-08,7.13540515562272e-08
1897,2.7968225846386474e-08,6.467652013952829e-08
1898,3.508180057565369e-08,7.01636020394858e-08
1899,1.492446166651007e-08,5.859233276339637e-08
1900,2.2840633606691085e-08,4.152842381088817e-08
1901,2.5708198236884527e-08,4.5827658556873985e-08
1902,2.3078334632220532e-08,5.695929239379893e-08
1903,2.7001101798873606e-08,6.372259875320196e-08
1904,1.1824175416563776e-08,6.503296390292235e-08
1905,2.2191263937543226e-08,3.61253138514428e-08
1906,2.3148830130548248e-08,6.018695897225257e-08
1907,1.8514236699296305e-08,7.5599796645065e-08
1908,2.8977195087875884e-08,6.777717143080508e-08
1909,2.7504917898824033e-08,7.756386555257677e-08
1910,1.6566866878342523e-08,8.443757870679747e-08
1911,3.245428215059576e-08,7.235708743280611e-08
1912,5.157326832261333e-08,8.595545342160449e-08
1913,4.2423916379874527e-08,7.689335124183572e-08
1914,3.8841114324839054e-08,6.696743781731129e-08
1915,2.4739600590351074e-08,2.4739599702172654e-08
1916,9.888715624128963e-09,7.471474106068854e-08
1917,2.4126133979507358e-08,3.289927352767563e-08
1918,3.790504177203502e-08,5.743188324913717e-08
1919,2.3940405213807026e-08,4.511845741461684e-08
1920,1.665891025126598e-08,8.329454459499175e-08
1921,2.423279099605935e-08,7.799929591101318e-08
1922,1.623145884366295e-08,1.0698006747134059e-07
1923,2.7601465557580696e-08,8.174280274886314e-08
1924,1.804827398643738e-08,1.1086796725123804e-07
1925,2.3096173862313663e-08,6.598906709953667e-08
1926,3.566764306128789e-08,7.913758182098718e-08
1927,3.0102906389828377e-08,8.13893397122456e-08
1928,3.0850310528407476e-08,9.826395341860916e-08
1929,3.787738211968872e-08,1.1697426494094998e-07
1930,2.1007207751111423e-08,7.457558659496044e-08
1931,1.710803587684495e-08,1.0036713860017699e-07
1932,1.753525902259412e-08,6.90450816520638e-08
1933,1.0323596200123575e-08,5.964744431707913e-08
1934,2.2765002327673756e-08,4.912448048344231e-08
1935,2.2739740757060645e-08,9.215578700150218e-08
1936,4.122403041151301e-08,7.396075529797486e-08
1937,1.7627565185307503e-08,9.317427318578098e-08
1938,2.463390735840676e-08,5.8343463393839556e-08
1939,1.6823455517567254e-08,5.199977071157491e-08
1940,7.607348750937604e-09,2.282204625281281e-08
1941,5.9030051957620344e-09,6.493305537702554e-08
1942,6.371844563091145e-08,6.068423408223111e-08
1943,2.6129116870166058e-08,1.0451646836884265e-07
1944,2.8918675454292497e-08,7.069009377858038e-08
1945,2.6142048081823077e-08,9.803267975172503e-08
1946,4.454753366189834e-08,8.909506643561826e-08
1947,4.649139762058496e-08,9.894322872128214e-08
1948,3.696441863709765e-08,9.784698828951832e-08
1949,2.2579119018928395e-08,1.2369430812952942e-07
1950,4.78591268837647e-08,1.0848069109670178e-07
1951,2.2388944032059044e-08,1.1620928219713278e-07
1952,1.7926167217297007e-08,1.0966596342143475e-07
1953,3.663101211248687e-08,7.86489389170697e-08
1954,2.5408594339637602e-08,8.795282546714134e-08
1955,3.2849628350817284e-08,7.977766403044484e-08
1956,1.9186510602509088e-08,8.110661831040034e-08
1957,2.1204090927540165e-08,8.216585101195051e-08
1958,1.9026160202884057e-08,7.114129374485856e-08
1959,2.1702094343822864e-08,7.750747688106685e-08
1960,1.7994166157109248e-08,1.1696208268574537e-07
1961,3.1266716493671964e-08,7.712456540076573e-08
1962,3.234397782936327e-08,1.1161843183060682e-07
1963,3.23302644655854e-08,1.1056950910415253e-07
1964,3.467861903194702e-08,9.24763190468525e-08
1965,3.3926667697414814e-08,7.496699616638125e-08
1966,4.098915407091397e-08,7.699313897546745e-08
1967,2.5144711590652236e-08,9.071817608230504e-08
1968,4.0422742708656756e-08,1.149802457689475e-07
1969,2.497966811176866e-08,6.812636765829438e-08
1970,2.3453498365633152e-08,8.64560316671259e-08
1971,4.4704056456623675e-08,8.99219569916454e-08
1972,3.2319926623891604e-08,7.028301141076554e-08
1973,2.370677543162003e-08,8.435202136780617e-08
1974,2.5315073148846068e-08,6.300640187362205e-08
1975,1.6563292959403952e-08,9.138368106675898e-08
1976,2.1140049599743804e-08,7.427584947095056e-08
1977,1.9393379790955123e-08,7.345977603989695e-08
1978,3.4455430730773173e-08,7.188115525025296e-08
1979,2.925986608559583e-08,1.0650591519834052e-07
1980,4.8892296433677984e-08,1.0233271119375331e-07
1981,2.909752794266751e-08,8.982279986469166e-08
1982,3.3520510811513304e-08,8.069753221207066e-08
1983,3.220811262139023e-08,1.1241262320993428e-07
1984,4.929157376709625e-08,7.596701223633318e-08
1985,5.59446911019279e-08,7.579603167329196e-08
1986,2.1580148390487608e-08,1.1269633048982541e-07
1987,2.810975807676641e-08,6.844114786019873e-08
1988,2.6384837426007834e-08,6.776105987427172e-08
1989,4.500260253337274e-08,1.0701837993565277e-07
1990,2.2884334038852927e-08,8.445409171997653e-08
