year,grandes_ADJ ailes_NOUN,grandes_ADJ belles_NOUN
1955,2.3276307103969884e-07,2.815682353940474e-09
1956,2.2064487836814806e-07,0.0
1957,2.1469141131547076e-07,0.0
1958,1.7619878178720683e-07,0.0
1959,1.8369271970186674e-07,0.0
1960,1.9101500470242172e-07,0.0
1961,2.2998406734586752e-07,0.0
1962,2.2006588551448658e-07,0.0
1963,2.282516788909561e-07,0.0
1964,1.8677782520626351e-07,0.0
1965,2.177873312803058e-07,5.472043373977442e-10
1966,2.1990126697346568e-07,0.0
1967,2.53419244700126e-07,0.0
1968,2.119948305789876e-07,4.4914158503495116e-10
1969,2.034707478060227e-07,2.7250546263957176e-09
1970,1.673935940971205e-07,4.5987250119061684e-10
1971,2.1632654068071133e-07,0.0
1972,1.985366822054857e-07,0.0
1973,2.0453985882795678e-07,5.513203782392395e-10
1974,1.6932970936522906e-07,5.625571675160757e-10
1975,1.5306767409128952e-07,0.0
1976,1.4912305346115318e-07,0.0
1977,1.4280580273862142e-07,0.0
1978,1.788118026979646e-07,0.0
1979,1.825815729716851e-07,0.0
1980,1.6600640151409607e-07,5.685150683554241e-10
1981,1.60036407237385e-07,0.0
1982,1.874665684908905e-07,0.0
1983,1.6798740887224994e-07,0.0
1984,1.4381541291186295e-07,5.799008495621649e-10
1985,1.377562739435234e-07,0.0
1986,1.9362188652394252e-07,5.994485463567401e-10
1987,1.5399258757042844e-07,0.0
1988,1.5710971013049857e-07,0.0
1989,1.4159354577714112e-07,0.0
1990,1.7490170023393148e-07,5.44865097484859e-10
1991,1.3774443630154565e-07,0.0
1992,1.4325854635899304e-07,0.0
1993,1.434654706145011e-07,0.0
1994,1.6035777150591457e-07,5.274926606624319e-10
1995,1.4911739754097653e-07,0.0
1996,1.5907514239188458e-07,0.0
1997,1.6158794835519075e-07,0.0
1998,1.339844288850145e-07,0.0
1999,1.4578941431864223e-07,0.0
2000,1.391679944617863e-07,4.4180314962005696e-10
2001,1.4939932668767142e-07,0.0
2002,1.6035271244163596e-07,4.38122149670761e-10
2003,1.4792576052968798e-07,0.0
2004,1.3522709707558533e-07,0.0
2005,1.5537936803866614e-07,4.5037495954858286e-10
2006,1.6883348052942893e-07,0.0
2007,1.841455059548025e-07,0.0
2008,1.9499073289352964e-07,0.0
2009,2.093236446398805e-07,0.0
2010,1.9887168889454188e-07,0.0
2011,3.487462549855991e-07,3.82397197240536e-10
2012,3.234040093502699e-07,6.808505426114664e-10
2013,3.494773750389868e-07,0.0
2014,3.3347856742693693e-07,2.1654451842767486e-10
2015,3.896739428910223e-07,2.2165753954528356e-10
2016,3.7698387700402236e-07,4.1426800878596737e-10
2017,3.3759505413399893e-07,0.0
2018,3.8489667986141285e-07,2.5814667070633845e-10
2019,3.5662807817971043e-07,1.02039510174734e-09
