year,grandes_ADJ ailes_NOUN,grandes_ADJ belles_NOUN
1800,3.364255860560661e-07,0.0
1801,1.619204113012529e-07,0.0
1802,2.64065135979763e-07,0.0
1803,5.051378479947743e-07,0.0
1804,4.202146612897195e-07,0.0
1805,4.150601569108403e-07,0.0
1806,3.659719709503406e-07,0.0
1807,2.733077053562738e-07,0.0
1808,2.1754310353117035e-07,0.0
1809,2.1460789412230952e-07,0.0
1810,3.416585059312638e-07,0.0
1811,3.1087751040104195e-07,0.0
1812,1.7336853375127248e-07,0.0
1813,1.581657897986588e-07,0.0
1814,1.8565394555025705e-07,0.0
1815,2.454473531088297e-07,0.0
1816,2.062667476820934e-07,0.0
1817,4.779601567861391e-07,0.0
1818,4.363151049346925e-07,0.0
1819,2.0288058522055508e-07,0.0
1820,2.2427649071232736e-07,0.0
1821,3.7375039596554416e-07,0.0
1822,2.7971469762633205e-07,4.010246357211145e-09
1823,2.1247777226562903e-07,9.882686891060644e-10
1824,2.0379093257361092e-07,0.0
1825,3.7247025375108933e-07,0.0
1826,3.558425589744729e-07,0.0
1827,1.7973682986394124e-07,9.217273055917019e-10
1828,2.2747306616111018e-07,0.0
1829,2.426208709493949e-07,0.0
1830,1.6907674194044375e-07,0.0
1831,1.7618063452573551e-07,0.0
1832,2.3948047100930125e-07,0.0
1833,2.9769924481115595e-07,0.0
1834,2.8283628239478276e-07,1.8669061851994684e-09
1835,2.6546439357844065e-07,0.0
1836,4.3483254330567433e-07,0.0
1837,5.260165494291869e-07,1.3915782304252389e-08
1838,2.486991661498905e-07,2.5248647617104325e-09
1839,1.7338858526727563e-07,0.0
1840,1.961864057875573e-07,0.0
1841,3.178171539275354e-07,3.852329122366882e-09
1842,1.8179397898165917e-07,0.0
1843,3.502798335830448e-07,0.0
1844,2.3436156482148363e-07,0.0
1845,2.1762889446108602e-07,5.580227946389016e-10
1846,2.0666389843881916e-07,0.0
1847,1.736618031600301e-07,0.0
1848,1.3194163273055892e-07,0.0
1849,2.430030292543961e-07,0.0
1850,2.566240482337889e-07,0.0
1851,2.2186068804330716e-07,0.0
1852,3.0339143108903954e-07,0.0
1853,2.47237977646364e-07,0.0
1854,2.2705053481786308e-07,5.195664454227256e-10
1855,1.714140722697266e-07,0.0
1856,2.0967615910194581e-07,0.0
1857,2.1429825380891998e-07,0.0
1858,2.5202430720128177e-07,1.468102750479261e-09
1859,2.85161718238669e-07,0.0
1860,2.970592447582021e-07,0.0
1861,2.3532659554348356e-07,0.0
1862,2.8960292297597334e-07,0.0
1863,2.672122150215728e-07,5.494082966350788e-09
1864,3.332336007133563e-07,0.0
1865,2.885295486976247e-07,6.118897832863013e-09
1866,2.4522688590877806e-07,0.0
1867,4.6344348447746597e-07,7.279217228983725e-09
1868,3.3788739983720006e-07,0.0
1869,2.7152367465532734e-07,0.0
1870,2.740875402196252e-07,0.0
1871,3.834244921563368e-07,0.0
1872,2.5640719059083494e-07,0.0
1873,3.884916850438458e-07,0.0
1874,3.6445115370042913e-07,0.0
1875,2.900814308759436e-07,0.0
1876,4.0568758663539484e-07,6.04601479992084e-10
1877,3.7912923289695755e-07,0.0
1878,3.079935311234294e-07,0.0
1879,4.074919957020029e-07,0.0
1880,3.9662290873820893e-07,0.0
1881,3.221298356947955e-07,0.0
1882,4.3193449528189376e-07,6.655385131892899e-10
1883,3.6020230709254974e-07,6.319338941018771e-10
1884,3.1160010394160054e-07,1.9805090900604227e-09
1885,3.480643329112354e-07,6.445635691854079e-10
1886,3.12347651743039e-07,0.0
1887,2.768263982488861e-07,0.0
1888,3.512700459396001e-07,0.0
1889,3.195219733242993e-07,1.8795409673089125e-09
1890,3.460716015979415e-07,0.0
1891,2.874773201710923e-07,0.0
1892,2.820830502514582e-07,0.0
1893,2.900614219925046e-07,0.0
1894,3.2389911552854755e-07,0.0
1895,3.1657913268645643e-07,0.0
1896,2.966205556731438e-07,1.179405795248556e-09
1897,3.1405986078425485e-07,0.0
1898,2.800885567921796e-07,5.6583548957434e-10
1899,3.0291130315163173e-07,0.0
1900,2.953709099529078e-07,5.191053142894475e-10
1901,3.146460016978381e-07,0.0
1902,2.6270018338436785e-07,0.0
1903,3.369737555658503e-07,0.0
1904,2.526073785702465e-07,5.374625189347171e-10
1905,2.91582892941733e-07,0.0
1906,2.7109851430395793e-07,1.0288369045596824e-09
1907,3.023992007911147e-07,0.0
1908,3.3200990401383024e-07,0.0
1909,4.103733601823478e-07,0.0
1910,4.2753205775625247e-07,0.0
1911,3.3624763773332234e-07,1.0640748282497725e-09
1912,3.0787680316279875e-07,0.0
1913,2.566646912782744e-07,0.0
1914,3.033624977888394e-07,0.0
1915,3.487105573185545e-07,0.0
1916,3.5599376246864267e-07,0.0
1917,4.123375560993736e-07,1.0966424435210342e-09
1918,3.583749332847219e-07,0.0
1919,2.836017358731624e-07,0.0
1920,3.286348544406792e-07,0.0
1921,3.4607455745572224e-07,0.0
1922,3.770124976654188e-07,0.0
1923,3.2272481576001155e-07,0.0
1924,3.31314737422872e-07,0.0
1925,3.299453510408057e-07,1.0998177923937646e-09
1926,3.009457429925533e-07,0.0
1927,3.422811971631745e-07,1.1149224876660924e-09
1928,2.1709477948661515e-07,0.0
1929,2.941067407391529e-07,0.0
1930,2.646908114911639e-07,0.0
1931,2.4407464138676005e-07,0.0
1932,2.4878147542040097e-07,4.383814644626227e-09
1933,2.4547216526116244e-07,0.0
1934,2.911523893089907e-07,0.0
1935,2.3936567572491185e-07,1.196828414151696e-09
1936,2.897806723467511e-07,1.2124714565686645e-09
1937,2.2538101518421172e-07,3.777335333410292e-09
1938,2.618973269363778e-07,1.2965214457594243e-09
1939,2.0952849411060015e-07,1.5294050470515685e-09
1940,2.611856473322405e-07,0.0
1941,2.508777185994404e-07,5.9030051957620344e-09
1942,3.064553766307654e-07,0.0
1943,6.067761546546535e-07,2.9032352077962287e-09
1944,3.3417137501601246e-07,0.0
1945,2.461709698309278e-07,0.0
1946,2.519719828342204e-07,0.0
1947,2.706037776079029e-07,1.1920870957027319e-09
1948,3.022384760242858e-07,0.0
1949,1.9830356734473753e-07,0.0
1950,2.4993099145831366e-07,0.0
1951,2.420138116576709e-07,1.0661401761424827e-09
1952,2.6362010885350173e-07,0.0
1953,2.0685749291260436e-07,1.0773827385790469e-09
1954,2.2183657222285547e-07,0.0
