year,dix_DET ailes_NOUN,dix_DET belles_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,1.3427040812530322e-08,8.951360541686881e-09
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,3.980028751016107e-08
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,1.6183340889597275e-08,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,3.099506074022429e-08,3.5763532135746345e-09
1819,0.0,0.0
1820,2.3732962262101864e-09,1.1866481131050932e-09
1821,1.1833785507064931e-08,2.9584463767662328e-09
1822,1.604098542884458e-08,0.0
1823,1.087095569118901e-08,9.882686891060644e-10
1824,8.421112696055388e-10,0.0
1825,0.0,0.0
1826,0.0,5.284790383086602e-09
1827,8.295545583791863e-09,1.566936447261469e-08
1828,0.0,9.172301140836225e-09
1829,8.573175946935407e-09,8.57317605795771e-10
1830,1.0436835840010872e-09,9.39315203396518e-09
1831,7.795603274018958e-09,0.0
1832,1.3529969367098715e-09,2.705993873419743e-09
1833,1.0425265983826648e-08,0.0
1834,6.534171426153534e-09,8.401078055442213e-09
1835,2.2689263801112247e-09,0.0
1836,2.688300027031687e-09,0.0
1837,0.0,2.7831563720326358e-09
1838,3.1560809521380406e-09,5.049729523420865e-09
1839,6.9914749545318955e-09,5.593180252283503e-09
1840,6.369688665408546e-10,3.1848443882154243e-09
1841,3.2102742686390684e-09,1.2841097074556274e-09
1842,1.1404051036834062e-08,0.0
1843,5.906911071384968e-10,5.906911071384968e-10
1844,0.0,9.879410178825765e-09
1845,2.2320911785556063e-09,2.790114028705659e-09
1846,0.0,8.196302303531411e-09
1847,2.6966118227278457e-09,1.0247124926365814e-08
1848,1.287235473768078e-08,1.6090443422100975e-09
1849,3.1841775438579134e-08,4.1897072478036534e-09
1850,7.467895635215882e-09,1.3577992064028876e-09
1851,9.029214709244116e-09,1.096404567135778e-08
1852,0.0,1.9531636308300904e-09
1853,7.763511611358354e-09,4.180352064508952e-09
1854,1.0391328908454511e-09,3.63696517347023e-09
1855,1.2736649068756378e-08,1.0613874223963649e-09
1856,5.177189232874468e-10,0.0
1857,3.905207268672939e-09,4.881509085841174e-10
1858,1.468102750479261e-09,0.0
1859,2.036869339860914e-09,5.092173349652285e-10
1860,4.577183909670879e-10,4.577183909670879e-10
1861,8.488735048217677e-09,4.715963730639317e-10
1862,0.0,1.1294965851504912e-08
1863,0.0,2.4973103585068657e-09
1864,1.4384183844029508e-09,2.8768367688059016e-09
1865,9.41368871743009e-10,5.177528628053096e-09
1866,2.432806400776144e-09,3.4059290943133647e-09
1867,9.7056229719783e-10,1.455843445796745e-09
1868,2.9639244392143382e-09,4.93987406535723e-10
1869,6.8369265804335555e-09,2.9301114867763545e-09
1870,4.587239033071455e-09,3.4404292748035914e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,4.23313739617015e-09,2.4189357183956872e-09
1873,5.986004469882289e-10,0.0
1874,5.974609251779839e-09,0.0
1875,1.1443054503956773e-08,4.005069165202713e-09
1876,4.836811839936672e-09,0.0
1877,5.566334504436554e-09,1.2369631985365004e-09
1878,9.662541877730746e-09,3.6234530931267273e-09
1879,4.27652757650776e-09,4.27652757650776e-09
1880,5.134277003548959e-09,5.134277003548959e-09
1881,0.0,4.880755244407453e-09
1882,1.3310770263785798e-09,2.6621540527571597e-09
1883,2.5277355764075082e-09,3.1596694705093853e-09
1884,1.1883054540362536e-08,4.621187876807653e-09
1885,3.2228177904158883e-09,2.5782542767416317e-09
1886,0.0,2.5813855497602844e-09
1887,5.876032105334161e-09,1.3057849246322917e-09
1888,2.53624587998047e-09,1.1413106904001324e-08
1889,2.5060546970934183e-09,1.2530273485467092e-09
1890,6.554386478008212e-10,6.554386366985909e-09
1891,6.3742202627281586e-09,6.374220040683554e-10
1892,6.268512375839919e-10,3.1342561879199593e-09
1893,0.0,1.2316833108982905e-09
1894,1.8904617871129403e-09,1.8904617871129403e-09
1895,3.0093072478365457e-09,0.0
1896,0.0,1.2383760683576384e-08
1897,0.0,1.1653427112179315e-09
1898,0.0,1.13167097914868e-09
1899,3.3165470370022376e-09,0.0
1900,1.038210628578895e-09,3.114631885736685e-09
1901,1.676621730339889e-09,3.353243294146324e-09
1902,0.0,0.0
1903,0.0,3.2401321625741275e-09
1904,5.374625189347171e-10,4.299700151477737e-09
1905,1.0321518084666081e-09,1.0321518084666081e-09
1906,4.115347618238729e-09,0.0
1907,0.0,2.057137349353866e-09
1908,0.0,4.4202499438483756e-09
1909,5.500983557560346e-10,2.2003934230241384e-09
1910,1.6032452032632705e-09,2.137660271017694e-09
1911,0.0,1.5961122423746588e-09
1912,0.0,5.209421227725386e-10
1913,0.0,2.121195885607108e-09
1914,6.696743715117748e-10,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,1.1486376294556067e-09
1919,4.603924352863942e-09,5.524709134618888e-09
1920,0.0,0.0
1921,6.815472630705699e-09,7.572747429129834e-10
1922,0.0,4.426761179843197e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,5.156649773851996e-09
1925,0.0,5.499089184013428e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,0.0
1929,0.0,0.0
1930,0.0,2.100720708497761e-09
1931,0.0,2.2810713318222042e-09
1932,0.0,4.383814644626227e-09
1933,3.4411986593596566e-09,5.735331098932761e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,0.0,7.180970484910176e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,0.0
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,0.0
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,0.0,0.0
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,2.815682353940474e-09,0.0
1956,1.744228317335228e-09,0.0
1957,0.0,0.0
1958,8.272243445794913e-10,0.0
1959,0.0,7.750747821333448e-10
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,6.341956404476434e-10
1963,6.466053248388448e-10,0.0
1964,0.0,6.083968329129164e-10
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,1.6617224263271169e-09,3.877352328096606e-09
1967,1.9721342336964653e-09,0.0
1968,1.7965663401398047e-09,2.6948494546985557e-09
1969,0.0,9.083515606356229e-10
1970,0.0,9.197450023812337e-10
1971,1.0276794970565106e-09,1.541519245584766e-09
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,5.513203782392395e-10,1.102640756478479e-09
1974,0.0,0.0
1975,0.0,0.0
1976,5.713526873840635e-10,0.0
1977,5.876781838942691e-10,0.0
1978,0.0,5.940591352171509e-10
1979,1.7555920051037788e-09,2.3407893401383717e-09
1980,0.0,5.685150683554241e-10
1981,1.2651099057237047e-09,0.0
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,1.0104505454577861e-08,1.89459470334441e-09
1984,0.0,0.0
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,1.7983456390702202e-09,3.5966913891627428e-09
1987,1.2221633705067347e-09,0.0
1988,1.1993107618124554e-09,4.7972429917386705e-09
1989,3.841685414229801e-09,3.841685636274406e-09
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,0.0,0.0
1992,0.0,2.2039776670368383e-09
1993,1.661762283333701e-09,2.2156829704300662e-09
1994,0.0,1.5824779264761446e-09
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,1.067618438099771e-09,0.0
1997,9.58978896292706e-10,9.58978896292706e-10
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,4.570201161957499e-10,4.570201161957499e-10
2000,8.394259620736477e-09,8.836062992401139e-10
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,3.066854992184176e-09,4.38122149670761e-10
2003,1.2500769308587678e-09,8.333845835650777e-10
2004,0.0,3.523833003171717e-09
2005,9.007499190971657e-10,4.5037495954858286e-10
2006,2.0589450144825605e-09,0.0
2007,9.187303029456473e-09,7.988958938831558e-10
2008,0.0,4.257439678578834e-10
2009,5.245011758248097e-09,1.430457752249481e-09
2010,2.3618965117044866e-09,4.723793023408973e-10
2011,1.147191591721608e-09,0.0
2012,1.0212758139171996e-09,6.808505426114664e-10
2013,2.7891249310130206e-09,1.6734750252211938e-09
2014,2.598534165620947e-09,8.661780737106994e-10
2015,4.876465786729511e-09,6.649726325136385e-10
2016,1.449938086262037e-09,1.86420612280358e-09
2017,1.0062445321423752e-09,2.515611330355938e-10
2018,7.228107001822082e-09,2.5814667070633845e-10
2019,4.081580295967058e-09,1.2754939326953263e-09
