year,autres_ADJ os_NOUN,autres_ADJ bosses_NOUN
1800,2.5153315164061496e-07,3.144164484325529e-09
1801,6.691122962365625e-07,4.7623651688866175e-09
1802,1.9245425164626795e-07,2.2378401354217203e-09
1803,6.494629474218527e-07,1.950339223455444e-09
1804,7.143649440877198e-07,0.0
1805,6.02690079176682e-07,0.0
1806,5.907421609663288e-07,0.0
1807,5.039110533289204e-07,0.0
1808,3.013878426827432e-07,0.0
1809,3.140052342587296e-07,0.0
1810,2.737948250342015e-07,0.0
1811,1.6546707115594472e-07,0.0
1812,1.416287545907835e-06,3.467370746079723e-08
1813,6.470418725257332e-07,1.1502966579257645e-08
1814,3.5242783269495703e-07,0.0
1815,5.906919682274747e-07,0.0
1816,3.383701709935849e-07,0.0
1817,3.144884317407559e-07,0.0
1818,5.185711984267982e-07,1.1921177378582115e-09
1819,4.0162075265470776e-07,0.0
1820,3.76167463400634e-07,0.0
1821,3.6290276739237015e-07,0.0
1822,5.84493420774379e-07,0.0
1823,4.852399229093862e-07,0.0
1824,2.930547111645865e-07,0.0
1825,7.026743560345494e-07,8.805443041381977e-10
1826,2.4750434590714576e-07,0.0
1827,2.50709831561835e-07,0.0
1828,6.558195195793814e-07,9.172301251858528e-10
1829,5.12675910613325e-07,1.714635211591542e-09
1830,3.037119142845768e-07,0.0
1831,2.556957667820825e-07,1.5591206103948707e-09
1832,3.0171833031999995e-07,0.0
1833,5.479056426338502e-07,1.1583628278799551e-08
1834,7.038236162770772e-07,0.0
1835,6.012654694131925e-07,0.0
1836,5.282509505377675e-07,0.0
1837,5.009681558476586e-07,1.3915781860163179e-09
1838,3.4464403597667115e-07,1.2624323808552163e-09
1839,3.104214840732311e-07,0.0
1840,2.45233024998015e-07,0.0
1841,3.39004969873713e-07,1.926164561183441e-09
1842,1.636816620020909e-07,0.0
1843,3.3196840831806185e-07,1.1813822142769936e-09
1844,1.9155078234689427e-07,9.879410178825765e-09
1845,3.297914759059495e-07,2.7901139176833567e-09
1846,2.3183825703654293e-07,5.854501328173001e-10
1847,2.443130426854623e-07,4.853901280910122e-09
1848,1.8021296455117408e-07,2.413566457803995e-09
1849,1.9188860278518405e-07,0.0
1850,2.661286373495386e-07,6.788996032014438e-10
1851,2.199258659629777e-07,0.0
1852,2.0508218767645303e-07,1.3021090872200602e-09
1853,2.974022095258988e-07,2.388772735173461e-09
1854,1.9847438181841426e-07,5.195664454227256e-10
1855,3.1947760703587846e-07,0.0
1856,1.5945742859457823e-07,3.1063134287023786e-09
1857,1.2252587566763395e-07,3.905207268672939e-09
1858,8.270312434888183e-08,0.0
1859,1.1050016013314234e-07,0.0
1860,1.7347527148103836e-07,5.034902272882391e-09
1861,1.6364394639367674e-07,1.4147891747029462e-09
1862,1.48641746022804e-07,9.035972525772706e-10
1863,1.2886121680821816e-07,6.493007020935693e-09
1864,4.1714133658388164e-07,0.0
1865,2.5652300905676384e-07,0.0
1866,1.430490215170721e-07,0.0
1867,3.0378600968106184e-07,9.7056229719783e-10
1868,3.6308074413682334e-07,4.93987406535723e-10
1869,2.9105774501658743e-07,1.953407657850903e-09
1870,3.1250564802576264e-07,2.2936195165357276e-09
1871,2.8995813750043453e-07,1.0621177271019633e-09
1872,2.527787898998213e-07,6.047339295989218e-10
1873,3.3880786531881313e-07,2.3944017879529156e-09
1874,3.46527343708658e-07,0.0
1875,2.2313956549169234e-07,0.0
1876,1.910540703420338e-07,2.418405919968336e-09
1877,1.8183358463375043e-07,5.566334504436554e-09
1878,2.0714074366878776e-07,5.435179861734696e-09
1879,2.6575565925668343e-07,6.10932526790009e-10
1880,1.918936050060438e-07,0.0
1881,1.2829413265080802e-07,2.091752326904839e-09
1882,2.342695495372027e-07,0.0
1883,1.4092125866227434e-07,0.0
1884,1.954102231138677e-07,0.0
1885,2.681384501102002e-07,1.2891271383708158e-09
1886,2.1812708439483686e-07,0.0
1887,1.55388406142265e-07,0.0
1888,1.490044496677001e-07,6.340614699951175e-10
1889,1.7730336310251005e-07,6.265136742733546e-10
1890,1.5664983266105992e-07,4.5880703680722945e-09
1891,1.434199532468483e-07,0.0
1892,1.0781841552898186e-07,6.268512375839919e-09
1893,1.558079389951672e-07,1.2316833108982905e-09
1894,1.5375755424429371e-07,0.0
1895,1.2458532694381574e-07,6.018614495673091e-10
1896,1.2206849930862518e-07,2.948514543632541e-09
1897,1.299357137440893e-07,0.0
1898,1.1316709702668959e-07,5.6583548957434e-10
1899,1.1829017410036613e-07,0.0
1900,9.759180130686218e-08,3.633737311048435e-09
1901,9.27730638977664e-08,5.588738916095792e-10
1902,1.2177504515875626e-07,4.419255628107521e-09
1903,1.425658098241911e-07,1.0800440541913758e-09
1904,1.289910045443321e-07,1.6123875568041512e-09
1905,1.0785986148675875e-07,5.160759042333041e-10
1906,1.1008555134139897e-07,3.600929110447737e-09
1907,1.1057112914159006e-07,2.057137349353866e-09
1908,1.11488532184012e-07,4.911389073214423e-10
1909,1.1111986708556287e-07,0.0
1910,9.40570501484217e-08,0.0
1911,8.565802289695057e-08,5.320374141248863e-10
1912,1.0106277414934084e-07,5.209421227725386e-10
1913,1.283323456391372e-07,2.6514948014977335e-09
1914,1.9420556895966e-07,4.018046340092951e-09
1915,1.5197183245163615e-07,1.5314990164938536e-08
1916,5.493730981243061e-08,7.69122365795738e-09
1917,9.760118047097421e-08,0.0
1918,9.074237539152818e-08,0.0
1919,7.918749389546065e-08,0.0
1920,1.226701584755574e-07,4.543339038320937e-09
1921,1.0450391130234493e-07,1.5145494858259667e-09
1922,9.07486068513208e-08,2.951174193910333e-09
1923,1.0509788950230359e-07,2.1231896241147297e-09
1924,7.477142105472012e-08,6.445812328337297e-09
1925,1.0448268739082778e-07,0.0
1926,9.028372005559504e-08,1.1146138456652466e-09
1927,1.3825038536197098e-07,1.0034302277972529e-08
1928,6.741364444451392e-08,1.1426041224282812e-09
1929,4.790374674712439e-08,1.1140406375176326e-09
1930,6.722306267192835e-08,0.0
1931,1.243183902488454e-07,1.1405356659111021e-09
1932,7.890866271509367e-08,3.287861094491973e-09
1933,7.570636739728798e-08,2.2941324395731044e-09
1934,1.066360653112497e-07,1.1981580172459871e-09
1935,1.1489552775856282e-07,0.0
1936,7.274828561776303e-08,0.0
1937,8.310137644684801e-08,0.0
1938,8.168085230408906e-08,0.0
1939,7.188203454688846e-08,0.0
1940,4.81798743123818e-08,2.2822046474857416e-08
1941,1.9479917057196872e-07,0.0
1942,1.0012898599143227e-07,0.0
1943,1.451617634984359e-07,0.0
1944,7.711646787811333e-08,0.0
1945,8.714016530575464e-08,0.0
1946,7.517396483081029e-08,0.0
1947,7.033313664805974e-08,2.3841741914054637e-09
1948,1.0437012321062866e-07,0.0
1949,4.319483792869505e-08,0.0
1950,1.0209947021166954e-07,0.0
1951,1.0554787621686046e-07,1.0661401761424827e-09
1952,1.6449894246761687e-07,0.0
1953,1.3144070010184805e-07,0.0
1954,8.502106396690579e-08,0.0
1955,1.3139850807419862e-07,3.754243138587299e-09
1956,1.0727003996180429e-07,7.849027205963921e-09
1957,7.598132611974506e-08,1.7670075402875796e-09
1958,1.3152866529253515e-07,2.4816730892496253e-09
1959,6.278105502133258e-08,1.5501495642666896e-09
1960,6.574791910907152e-08,3.460416619915918e-09
1961,5.83645380913822e-08,1.3896318540318475e-09
1962,7.54692806026469e-08,1.9025869768540815e-09
1963,4.590897972889252e-08,1.2932106496776896e-09
1964,4.319617374903828e-08,3.041984220075733e-09
1965,5.307882133820385e-08,5.472043373977442e-10
1966,6.813061759203265e-08,3.8773522170743036e-09
1967,5.916402656680475e-08,9.860671168482327e-10
1968,6.108325578679796e-08,2.245707841908029e-09
1969,1.326193341810722e-07,1.8167031212712459e-09
1970,4.966623023960892e-08,0.0
1971,4.8300936583700604e-08,3.5968783507200897e-09
1972,4.2580218462262565e-08,1.5390440033513642e-09
1973,3.583582497412863e-08,4.410563025913916e-09
1974,6.300640364997889e-08,5.625571675160757e-10
1975,4.9118728639996334e-08,5.711480177694739e-10
1976,6.856232204199841e-08,2.285410749536254e-09
1977,5.818014159331142e-08,1.1753563677885381e-09
1978,6.059403290237242e-08,1.1881182704343018e-09
1979,4.271940667877061e-08,5.851973350345929e-10
1980,6.196814439363152e-08,1.1370301367108482e-09
1981,5.819505588533502e-08,1.8976649140967083e-09
1982,4.6556266397601576e-08,1.2415004579935385e-09
1983,4.673333720006667e-08,3.157658134966823e-09
1984,3.7113654371978555e-08,1.1598016991243298e-09
1985,3.9702683807263384e-08,6.015558051686298e-10
1986,6.474044056403727e-08,0.0
1987,3.422057304192094e-08,6.110816852533674e-10
1988,5.157036397918091e-08,2.99827696004229e-09
1989,3.5123981945162086e-08,5.488122178931576e-10
1990,3.0512445903241314e-08,0.0
1991,3.3996499837485317e-08,0.0
1992,3.250866953408149e-08,1.1019888335184191e-09
1993,3.822053074031828e-08,1.661762283333701e-09
1994,2.5847139539791897e-08,5.274926606624319e-10
1995,3.036572593373421e-08,1.0844901643380922e-09
1996,3.790045610685411e-08,1.067618438099771e-09
1997,3.5961708277909565e-08,0.0
1998,3.5284156041370807e-08,9.536258449571733e-10
1999,6.306877509132391e-08,0.0
2000,2.7391795498488136e-08,4.4180314962005696e-10
2001,3.7240301509200435e-08,3.066848330846028e-09
2002,3.680225901803169e-08,8.76244299341522e-10
2003,4.750292248445476e-08,2.083461403401543e-09
2004,2.070251881036711e-08,1.7619165015858584e-09
2005,4.68389949048742e-08,1.3511248786457486e-09
2006,4.200247616381603e-08,1.6471559671771274e-09
2007,4.2740929018236784e-08,1.5977917877663117e-09
2008,4.0871420026178384e-08,8.514879357157668e-10
2009,4.196009228962794e-08,9.53638501499654e-10
2010,3.920748170571642e-08,1.4171379625338432e-09
2011,6.080115610984649e-08,1.911985902935953e-09
2012,5.27659160809435e-08,3.744677901096338e-09
2013,4.016339971713023e-08,2.7891249310130206e-09
2014,3.39974910446017e-08,5.630157673408576e-09
2015,3.56868632422902e-08,3.768178213903184e-09
2016,4.0391132216655024e-08,2.0713399884186856e-09
2017,3.270294612889302e-08,3.2702947017071438e-09
2018,2.9945013579890656e-08,4.904786798931582e-09
2019,3.061185438468783e-08,3.06118530524202e-09
