year,dix_DET ailes_NOUN,dix_DET belles_ADJ
1966,1.6617224263271169e-09,3.877352328096606e-09
1967,1.9721342336964653e-09,7.888536934785861e-09
1968,1.7965663401398047e-09,1.0779397818794223e-08
1969,0.0,2.2708788738334817e-09
1970,0.0,5.518469958776251e-09
1971,1.0276794970565106e-09,4.1107179882260425e-09
1972,5.130146862875051e-10,3.5911027485013847e-09
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,0.0,4.500457340128605e-09
1975,0.0,2.2845920710778955e-09
1976,5.713526873840635e-10,3.428116124304381e-09
1977,5.876781838942691e-10,5.289103821581875e-09
1978,0.0,4.752473081737207e-09
1979,1.7555920051037788e-09,3.5111840102075575e-09
1980,0.0,3.411090521154847e-09
1981,1.2651099057237047e-09,6.958104370458074e-09
1982,6.207502289967692e-10,9.932003441903703e-09
1983,1.0104505454577861e-08,7.578379479511455e-09
1984,0.0,1.507742219963859e-08
1985,1.8046674155058895e-09,3.609334831011779e-09
1986,1.7983456390702202e-09,9.591176741707841e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,8.395175110642583e-09
1989,3.841685414229801e-09,8.232182935330457e-09
1990,1.6345953479657283e-09,1.634595292454577e-09
1991,0.0,3.516879065745826e-09
1992,0.0,6.61193322315512e-09
1993,1.661762283333701e-09,2.2156830259412175e-09
1994,0.0,3.164956019485743e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,9.58978896292706e-10,2.876936688878118e-09
1998,9.536258449571733e-10,3.814503490850996e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,8.394259620736477e-09,6.185243983658495e-09
2001,4.3812117822561447e-10,4.381211837767296e-09
2002,3.066854992184176e-09,3.943099347036849e-09
2003,1.2500769308587678e-09,3.7502305705316985e-09
2004,0.0,2.2023955992267474e-09
2005,9.007499190971657e-10,7.205999352777326e-09
2006,2.0589450144825605e-09,4.11788997345397e-09
2007,9.187303029456473e-09,1.9972397624634652e-09
2008,0.0,4.257439817356712e-09
2009,5.245011758248097e-09,6.198650259747751e-09
2010,2.3618965117044866e-09,5.668551517068465e-09
2011,1.147191591721608e-09,5.3535606503452016e-09
2012,1.0212758139171996e-09,1.0553183105166397e-08
2013,2.7891249310130206e-09,1.1156499724052082e-08
2014,2.598534165620947e-09,5.8467021224473115e-09
2015,4.876465786729511e-09,8.201329393386914e-09
2016,1.449938086262037e-09,8.69962796246071e-09
2017,1.0062445321423752e-09,5.0312225496895735e-09
2018,7.228107001822082e-09,6.453666767658461e-09
2019,4.081580295967058e-09,6.632567994824257e-09
