year,dix_DET ailes_NOUN,dix_DET belles_ADJ
1800,0.0,1.5720822865716855e-08
1801,0.0,0.0
1802,1.3427040812530322e-08,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,2.2743021688143017e-08
1806,2.881669125542885e-09,2.881669125542885e-09
1807,0.0,1.1387820464392462e-08
1808,0.0,2.2660739062985158e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,0.0
1811,0.0,2.0056614147279106e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,2.4275012222574333e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,0.0
1818,3.099506074022429e-08,4.768470773797162e-08
1819,0.0,1.7596784473994376e-08
1820,2.3732962262101864e-09,3.5599443393152796e-09
1821,1.1833785507064931e-08,1.4792232327920374e-08
1822,1.604098542884458e-08,1.5038423839541792e-08
1823,1.087095569118901e-08,6.917880934764753e-09
1824,8.421112696055388e-10,2.5263338088166165e-09
1825,0.0,7.924898959288385e-09
1826,0.0,8.807984452907647e-09
1827,8.295545583791863e-09,9.217272889383565e-09
1828,0.0,1.7427371545863934e-08
1829,8.573175946935407e-09,6.858540846366168e-09
1830,1.0436835840010872e-09,2.0873670791843324e-08
1831,7.795603274018958e-09,1.4032085715598441e-08
1832,1.3529969367098715e-09,1.7588959622116818e-08
1833,1.0425265983826648e-08,3.4750886612755494e-09
1834,6.534171426153534e-09,1.0267983796552471e-08
1835,2.2689263801112247e-09,8.31939672707449e-09
1836,2.688300027031687e-09,3.49478987970997e-08
1837,0.0,2.2265250976261086e-08
1838,3.1560809521380406e-09,2.2723781967215473e-08
1839,6.9914749545318955e-09,1.3283802613450746e-08
1840,6.369688665408546e-10,2.2930879195470766e-08
1841,3.2102742686390684e-09,2.632424944692957e-08
1842,1.1404051036834062e-08,4.695785538189057e-09
1843,5.906911071384968e-10,1.2995204023980023e-08
1844,0.0,7.135129875823765e-09
1845,2.2320911785556063e-09,2.17628883802945e-08
1846,0.0,1.9905304737832807e-08
1847,2.6966118227278457e-09,1.833696039454935e-08
1848,1.287235473768078e-08,1.609044275596716e-08
1849,3.1841775438579134e-08,9.217356655710773e-09
1850,7.467895635215882e-09,1.2899092460827433e-08
1851,9.029214709244116e-09,7.739326512989919e-09
1852,0.0,1.9531636752390114e-08
1853,7.763511611358354e-09,5.971931837933653e-09
1854,1.0391328908454511e-09,8.313063126763609e-09
1855,1.2736649068756378e-08,2.600399184871094e-08
1856,5.177189232874468e-10,5.694908100650764e-09
1857,3.905207268672939e-09,1.952603612132009e-08
1858,1.468102750479261e-09,2.0553439838977283e-08
1859,2.036869339860914e-09,1.6804172275897145e-08
1860,4.577183909670879e-10,2.059732762127453e-08
1861,8.488735048217677e-09,1.650587277968185e-08
1862,0.0,2.5752521920496818e-08
1863,0.0,2.2975255697943453e-08
1864,1.4384183844029508e-09,1.4384184066074113e-08
1865,9.41368871743009e-10,6.589582213223366e-09
1866,2.432806400776144e-09,1.751620715140234e-08
1867,9.7056229719783e-10,2.0867089389753346e-08
1868,2.9639244392143382e-09,1.9265509632049316e-08
1869,6.8369265804335555e-09,2.5394300218195553e-08
1870,4.587239033071455e-09,2.2362790730312554e-08
1871,1.0621177271019633e-09,5.310588635509816e-09
1872,4.23313739617015e-09,8.4662747923403e-09
1873,5.986004469882289e-10,5.9860045809045914e-09
1874,5.974609251779839e-09,1.0754296286830112e-08
1875,1.1443054503956773e-08,1.2587359599081083e-08
1876,4.836811839936672e-09,1.8138043733628706e-08
1877,5.566334504436554e-09,1.9172929910382663e-08
1878,9.662541877730746e-09,1.147426842429411e-08
1879,4.27652757650776e-09,1.0996785593242464e-08
1880,5.134277003548959e-09,1.7328184442888528e-08
1881,0.0,1.324776466304911e-08
1882,1.3310770263785798e-09,1.9966156061812512e-08
1883,2.5277355764075082e-09,1.8326083317532493e-08
1884,1.1883054540362536e-08,7.2618666635548834e-09
1885,3.2228177904158883e-09,1.3535834730848961e-08
1886,0.0,9.680195700578764e-09
1887,5.876032105334161e-09,5.8760321608453125e-09
1888,2.53624587998047e-09,2.53624587998047e-09
1889,2.5060546970934183e-09,8.771191550849267e-09
1890,6.554386478008212e-10,1.3108772733971819e-08
1891,6.3742202627281586e-09,1.976008279225283e-08
1892,6.268512375839919e-10,6.8953633913793055e-09
1893,0.0,1.662772508570498e-08
1894,1.8904617871129403e-09,1.1342770278588432e-08
1895,3.0093072478365457e-09,7.824198622330414e-09
1896,0.0,2.240870999870026e-08
1897,0.0,8.157398756480916e-09
1898,0.0,1.1316709791486801e-08
1899,3.3165470370022376e-09,5.527578395003729e-09
1900,1.038210628578895e-09,6.22926377147337e-09
1901,1.676621730339889e-09,5.58873880507349e-09
1902,0.0,1.2275709337927765e-08
1903,0.0,4.860198465905796e-09
1904,5.374625189347171e-10,1.0211787859759625e-08
1905,1.0321518084666081e-09,3.6125313851442797e-09
1906,4.115347618238729e-09,3.6009292214700395e-09
1907,0.0,7.71426478252124e-09
1908,0.0,2.9468334439286537e-09
1909,5.500983557560346e-10,9.901770681164379e-09
1910,1.6032452032632705e-09,7.481810726517324e-09
1911,0.0,1.2236860191805476e-08
1912,0.0,1.1981668990301841e-08
1913,0.0,1.2196876397752021e-08
1914,6.696743715117748e-10,1.6741859454327823e-08
1915,0.0,4.712304657594757e-09
1916,0.0,0.0
1917,0.0,8.773139548168274e-09
1918,0.0,4.594550517822427e-09
1919,4.603924352863942e-09,1.012863348748283e-08
1920,0.0,1.0601124422748853e-08
1921,6.815472630705699e-09,1.741731914250977e-08
1922,0.0,9.591315908163978e-09
1923,0.0,5.307974060286824e-09
1924,0.0,7.734974438733389e-09
1925,0.0,1.9796720707176974e-08
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,4.4596899506643695e-09,2.118352704361115e-08
1928,1.1426041224282812e-09,2.2852082892654835e-08
1929,0.0,8.912325100141061e-09
1930,0.0,1.470504518152893e-08
1931,0.0,7.983749661377715e-09
1932,0.0,1.4247397928102146e-08
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,4.588215141154706e-09,9.176430282309411e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252021913012e-08
1946,4.1763312808029696e-09,1.6705325123211878e-08
1947,3.5762612871081956e-09,5.960435478513659e-09
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,0.0,2.7651939404904624e-08
1951,0.0,1.0661401761424827e-09
1952,0.0,4.2179215675730575e-09
1953,0.0,9.69644453618912e-09
1954,2.9317608341017376e-09,6.840775057526116e-09
1955,2.815682353940474e-09,6.569925492527773e-09
1956,1.744228317335228e-09,6.976913269340912e-09
1957,0.0,9.718541527092839e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,0.0,4.650448914844674e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,4.16889545107324e-09
1962,0.0,5.07356523460345e-09
1963,6.466053248388448e-10,6.466053470433053e-09
1964,0.0,4.258777885901566e-09
1965,1.0944086747954884e-09,3.830430195250756e-09
