year,étiez_VERB au_ADP,étiez_VERB beau_ADV,etiez_VERB au_ADP
1924,9.281969681751434e-08,2.578324886925998e-09,0.0
1925,9.568415038074818e-08,3.299453377181294e-09,0.0
1926,8.805449169813073e-08,1.1146138456652466e-09,0.0
1927,9.588333682586381e-08,0.0,1.1149224876660924e-09
1928,6.741364444451392e-08,1.1426041224282812e-09,0.0
1929,1.0137770090068443e-07,1.1140406375176326e-09,0.0
1930,7.352522146675255e-08,9.453243521306831e-09,0.0
1931,6.84321435073798e-08,1.1405356659111021e-08,0.0
1932,6.794912366103745e-08,2.1919073223131136e-09,1.0959536611565568e-09
1933,6.53827711971644e-08,2.2941324395731044e-09,0.0
1934,7.7880272897346e-08,1.1981580172459871e-09,0.0
1935,6.223507398317452e-08,2.393656828303392e-09,0.0
1936,6.183604739362636e-08,2.424942913137329e-09,0.0
1937,6.799204044227736e-08,1.2591118148108649e-09,1.2591118148108649e-09
1938,5.575042294481136e-08,3.8895642262559704e-09,0.0
1939,6.117620188206274e-08,3.058810094103137e-09,0.0
1940,6.085878823114399e-08,0.0,0.0
1941,5.9030050181263505e-08,0.0,0.0
1942,5.461581054078124e-08,6.068423541449874e-09,0.0
1943,5.516146828199453e-08,1.1612940831184915e-08,0.0
1944,8.675602458652065e-08,0.0,0.0
1945,1.0674669681520754e-07,4.357008087652048e-09,0.0
1946,9.187928640130849e-08,1.3921104269343232e-09,0.0
1947,1.573555010736527e-07,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.1959076573475613e-07,6.523132700664291e-09,0.0
1949,8.344456858822014e-08,2.945102384188658e-09,0.0
1950,9.89088633218671e-08,0.0,0.0
1951,1.0874629907675626e-07,2.1322803522849654e-09,0.0
1952,9.384875454543362e-08,2.1089607837865287e-09,0.0
1953,6.356557946674002e-08,6.464296653518886e-09,0.0
1954,1.1629317953065765e-07,0.0,0.0
1955,7.883910768669011e-08,8.447047505910632e-09,0.0
1956,7.761816078755146e-08,5.232684952005684e-09,0.0
1957,8.039884136223918e-08,5.301022731885041e-09,0.0
1958,1.1250251219507845e-07,4.9633461784992505e-09,0.0
1959,8.525822892124779e-08,3.8753737996444215e-09,0.0
1960,1.0381250348245885e-07,3.460416619915918e-09,6.920833350854139e-10
1961,8.963125708305597e-08,2.779263708063695e-09,0.0
1962,8.751899827075249e-08,6.341956404476434e-10,0.0
1963,8.858492606123036e-08,3.879631726988464e-09,0.0
1964,1.0768624036927577e-07,7.300761772910391e-09,6.083968329129164e-10
1965,6.238129657276659e-08,2.188817349590977e-09,0.0
1966,8.751737823331496e-08,2.215629901769489e-09,0.0
1967,8.677390894717973e-08,2.9582012395223956e-09,0.0
1968,8.713346488775642e-08,8.982831700699023e-10,0.0
1969,7.266812218631458e-08,1.8167031212712459e-09,0.0
1970,7.128024037683645e-08,3.6789800095249348e-09,0.0
1971,5.241165368374823e-08,4.624557625731995e-09,0.0
1972,5.130146973897354e-08,2.565073486948677e-09,0.0
1973,6.285052478460784e-08,3.859242703185828e-09,0.0
1974,8.26959052346865e-08,1.6876715580593782e-09,5.625571675160757e-10
1975,7.367809473635134e-08,1.1422960355389478e-09,0.0
1976,6.970503108050252e-08,1.142705374768127e-09,0.0
1977,6.405691976851813e-08,1.7630346071939584e-09,0.0
1978,5.0495025050167897e-08,5.940591130126904e-09,0.0
1979,8.075723201272922e-08,4.681578680276743e-09,0.0
1980,8.357171310535705e-08,5.685150683554241e-10,0.0
1981,9.108791232392832e-08,2.5302198114474095e-09,1.2651099057237047e-09
1982,1.0366528613303672e-07,1.8622506869903077e-09,1.8622506869903077e-09
1983,7.515225775023282e-08,1.89459470334441e-09,0.0
1984,7.712681338034599e-08,2.3196033982486597e-09,1.1598016991243298e-09
1985,6.31633625403083e-08,4.210890747202711e-09,6.015558051686298e-10
1986,1.0490349211522698e-07,5.994485463567401e-10,0.0
1987,7.088547704370285e-08,1.8332451112712533e-09,1.2221633705067347e-09
1988,8.814934204792735e-08,5.996553809062277e-10,0.0
1989,8.616351721002502e-08,2.1952488715726304e-09,0.0
1990,8.445409349633337e-08,1.6345953479657283e-09,0.0
1991,1.0785095838627967e-07,4.10302547493302e-09,5.861465202094962e-10
1992,9.091407804362461e-08,1.65298330578878e-09,5.509944167592096e-10
1993,7.256361556073898e-08,2.2156829704300662e-09,5.539207426075166e-10
1994,8.176136390147803e-08,1.0549853213248639e-09,0.0
1995,8.730145850677218e-08,1.0844901643380922e-09,0.0
1996,8.861233169454863e-08,1.6014276571496566e-09,0.0
1997,6.473107561077995e-08,9.58978896292706e-10,4.79489448146353e-10
1998,8.153500630214694e-08,4.768129224785866e-10,0.0
1999,6.535387342410104e-08,3.1991407301035224e-09,0.0
2000,7.422293180070483e-08,4.4180314962005696e-10,0.0
2001,5.695575211461801e-08,8.762423564512289e-10,4.3812117822561447e-10
2002,7.360451803606338e-08,1.3143663935011318e-09,0.0
2003,9.167230530238157e-08,4.166922806803086e-09,4.1669229178253886e-10
2004,9.602445061318576e-08,4.404791198453495e-09,0.0
2005,1.0493736368744067e-07,3.1526248278623825e-09,0.0
2006,9.059358063723266e-08,3.706100981659688e-09,0.0
2007,1.3940733367689973e-07,0.0,0.0
2008,1.4347571664075076e-07,2.1287198670449925e-09,4.257439678578834e-10
2009,1.6927083379414398e-07,5.245011536203492e-09,2.860915504498962e-09
2010,2.2910396069164563e-07,3.3066551718974324e-09,4.723793023408973e-10
2011,2.7494357368595956e-07,1.529588788962144e-09,0.0
2012,3.428082493428519e-07,5.7872298064864935e-09,0.0
2013,3.874094716138643e-07,7.80955033974351e-09,0.0
2014,3.646609627594444e-07,8.012147389990787e-09,0.0
2015,3.9654534589317336e-07,7.093041265449074e-09,0.0
2016,3.6642006762122037e-07,6.8354220061905835e-09,0.0
2017,3.730651485511771e-07,4.779661555431858e-09,0.0
2018,4.0761358377494616e-07,2.581466596041082e-09,0.0
2019,3.8443386074504815e-07,4.591778068885333e-09,0.0
