year,étiez_VERB au_ADP,étiez_VERB beau_ADV,etiez_VERB au_ADP
1800,1.1947824418712116e-07,0.0,0.0
1801,5.714838380299625e-08,0.0,0.0
1802,7.608656460433849e-08,8.951360541686881e-09,0.0
1803,5.655983770225248e-08,5.851017448321727e-09,0.0
1804,2.7190360185613827e-08,4.2021465418429216e-08,0.0
1805,6.538618890772341e-08,0.0,0.0
1806,1.4696512096179504e-07,2.881669125542885e-09,0.0
1807,4.839823830593559e-08,0.0,0.0
1808,7.251436784372345e-08,9.064295980465431e-09,0.0
1809,6.09938268780752e-08,0.0,2.259030518203531e-09
1810,1.2402671245581587e-07,0.0,0.0
1811,7.019814773912003e-08,2.5070767684098882e-09,0.0
1812,2.1337665856435706e-08,0.0,0.0
1813,5.176335093892703e-08,2.8757416448144113e-09,2.8757416448144113e-09
1814,8.496028414128887e-08,3.1466771410748606e-09,3.1466771410748606e-09
1815,1.4565007688815967e-07,0.0,0.0
1816,7.879853569647821e-08,2.3176038865813098e-09,2.3176038865813098e-09
1817,9.808302792180257e-08,0.0,0.0
1818,1.0490636270787945e-07,7.152706427149269e-09,0.0
1819,7.14222423425781e-08,0.0,0.0
1820,1.1391821885808895e-07,0.0,0.0
1821,1.4003313708599308e-07,1.97229765852569e-09,0.0
1822,1.4837911521681235e-07,1.0025615893027862e-09,1.0025615893027862e-09
1823,1.0080340473450633e-07,0.0,0.0
1824,1.0863235644364977e-07,0.0,0.0
1825,9.862095851076447e-08,4.402721387464226e-08,0.0
1826,8.896063974361823e-08,3.5231937367541377e-09,0.0
1827,9.585964022562621e-08,1.8434546111834038e-09,0.0
1828,1.2932945026022935e-07,9.172301251858528e-10,0.0
1829,9.944884027390799e-08,2.571952872898464e-09,0.0
1830,1.0123730476152559e-07,0.0,0.0
1831,9.510635834431014e-08,0.0,0.0
1832,8.659180394943178e-08,0.0,0.0
1833,8.108539617524002e-08,0.0,0.0
1834,8.307732457524253e-08,6.534171426153534e-09,0.0
1835,1.4067343556689593e-07,7.563087933704082e-10,7.563087933704082e-10
1836,1.0484369994401277e-07,6.720750067579218e-10,0.0
1837,6.95789097449051e-08,0.0,0.0
1838,9.973215497893761e-08,1.2624323808552163e-09,0.0
1839,7.550793412747225e-08,6.9914751765765e-10,0.0
1840,1.1274349276391149e-07,3.1848443882154243e-09,0.0
1841,6.934192242624704e-08,2.5682194149112547e-09,0.0
1842,8.049917710195587e-08,1.0733224087289273e-08,0.0
1843,7.619915010081968e-08,2.953455480181333e-09,0.0
1844,5.872760411307354e-08,5.488561272137815e-10,0.0
1845,7.14269177137794e-08,2.7901139176833567e-09,0.0
1846,8.723206690319785e-08,1.7563503984519002e-09,0.0
1847,5.177494699637464e-08,3.235934187273415e-09,5.393223645455691e-10
1848,6.838438793010937e-08,0.0,8.045221711050488e-10
1849,8.128032646936845e-08,0.0,0.0
1850,9.911934029105396e-08,6.788996032014438e-10,6.788996032014438e-10
1851,5.93348374877678e-08,1.2898877521649865e-09,6.449438760824933e-10
1852,8.724131106419009e-08,5.208436348880241e-09,0.0
1853,7.823230419035099e-08,5.971931837933653e-09,0.0
1854,5.0397943596180994e-08,1.558699391779328e-09,0.0
1855,8.331890910540096e-08,2.653468555990912e-09,0.0
1856,8.387046790403474e-08,1.5531567143511893e-09,5.177189232874468e-10
1857,6.980557998303993e-08,1.0251168802710708e-08,0.0
1858,9.39585760306727e-08,5.3830437884982985e-09,4.893676019968041e-10
1859,7.281808223069675e-08,1.018434669930457e-09,0.0
1860,8.37624654081992e-08,1.0069804545764782e-08,0.0
1861,1.0941035810674293e-07,7.545541969022906e-09,0.0
1862,5.647482836934614e-08,9.035972525772706e-10,0.0
1863,7.392038980924553e-08,1.2986014041871385e-08,0.0
1864,1.0260718141807956e-07,3.3563094525845827e-09,0.0
1865,8.990073041559299e-08,2.3534221238463715e-09,0.0
1866,5.741423336758089e-08,4.865612801552288e-09,0.0
1867,6.26012663929032e-08,3.396968040192405e-09,0.0
1868,7.360412013213136e-08,0.0,0.0
1869,9.620532637200085e-08,4.395167341186834e-09,0.0
1870,9.289158953151855e-08,5.160643912205387e-09,0.0
1871,5.8416475212652585e-08,3.18635318130589e-09,0.0
1872,1.015952975080836e-07,7.861540751719076e-09,6.047339295989218e-10
1873,9.996627170494321e-08,1.1972008939764578e-09,2.3944017879529156e-09
1874,8.364452952491774e-08,2.9873046258899194e-09,0.0
1875,1.0985331755364314e-07,5.149374260327022e-09,0.0
1876,8.222580305528027e-08,0.0,0.0
1877,6.679601227688181e-08,4.329371083855449e-09,0.0
1878,6.03908887342186e-08,1.8117265465633636e-09,0.0
1879,8.797428563411813e-08,6.10932526790009e-10,0.0
1880,4.55667077403632e-08,5.134277003548959e-09,0.0
1881,9.343160201069622e-08,2.091752326904839e-09,2.091752326904839e-09
1882,5.657077295495583e-08,1.3310770263785798e-09,0.0
1883,7.267239965358385e-08,1.2638677882037541e-09,0.0
1884,5.743476449993068e-08,1.9805090900604227e-09,0.0
1885,4.576401479994274e-08,1.2891271383708158e-09,0.0
1886,7.615087582735214e-08,6.453463874400711e-10,0.0
1887,5.941321390423582e-08,1.9586774424595887e-09,0.0
1888,5.960177773545183e-08,1.268122939990235e-09,0.0
1889,8.08202642588185e-08,3.759081934617825e-09,0.0
1890,5.636772471007134e-08,0.0,0.0
1891,4.9081492647928826e-08,1.2748440081367107e-09,0.0
1892,5.5162907131034444e-08,3.761107425503951e-09,0.0
1893,7.636436549773862e-08,1.2316833108982905e-09,0.0
1894,5.230277722034771e-08,0.0,0.0
1895,5.2963805785566365e-08,6.018614495673091e-10,0.0
1896,5.7201180680976904e-08,5.89702897624278e-10,0.0
1897,8.448734689636694e-08,5.826713334045053e-09,0.0
1898,5.6583548513344795e-08,1.6975064687230201e-09,0.0
1899,9.286331703606265e-08,2.2110313580014918e-09,0.0
1900,8.14995360087778e-08,2.595526460424935e-09,0.0
1901,5.47696430430733e-08,5.588738916095792e-10,5.588738916095792e-10
1902,4.713872669981356e-08,1.9641135384773634e-09,0.0
1903,4.3201762167655033e-08,4.320176216765503e-09,0.0
1904,3.654745128756076e-08,2.6873125946735854e-09,0.0
1905,8.102392001774206e-08,5.160759042333041e-10,0.0
1906,4.5268823356536814e-08,0.0,0.0
1907,3.188563013623025e-08,0.0,0.0
1908,7.759994957723393e-08,1.964555629285769e-09,0.0
1909,5.666013080940502e-08,1.6502950117569526e-09,5.500983557560346e-10
1910,4.649411167179096e-08,2.137660271017694e-09,0.0
1911,3.6710581241550244e-08,2.6601871816467337e-09,0.0
1912,5.3136098188133474e-08,3.646594803896619e-09,0.0
1913,3.7651226136858895e-08,2.121195885607108e-09,1.590896969716482e-09
1914,5.357394883276356e-08,0.0,0.0
1915,4.7123048574349014e-08,0.0,0.0
1916,5.273981784625903e-08,4.394984820521586e-09,0.0
1917,3.728584374584898e-08,2.1932848870420685e-09,0.0
1918,5.858051821405752e-08,9.189101035644853e-09,0.0
1919,7.182121919413476e-08,1.8415696745321952e-09,0.0
1920,8.178010091342003e-08,3.786115865267448e-09,0.0
1921,7.799929591101318e-08,2.2718242842501013e-09,0.0
1922,7.009038682781465e-08,7.377935484775833e-10,0.0
1923,5.944930947521243e-08,1.0615948120573648e-09,0.0
