year,trois_DET ailes_NOUN,trois_DET belles_NOUN
1800,2.829747991484055e-08,4.7162465932615305e-08
1801,4.524246932646747e-08,4.7623651688866175e-08
1802,1.2979472785445978e-07,5.147032311469957e-08
1803,3.21805970315836e-07,4.290746247193056e-08
1804,8.898663206302615e-08,4.69651695311768e-08
1805,1.2224374312808095e-07,2.842877755426798e-08
1806,2.1036184705280903e-07,5.76333825108577e-08
1807,2.8469551160981155e-09,0.0
1808,6.798222074166915e-08,7.251436784372345e-08
1809,1.8072244145628247e-08,6.325285539787728e-08
1810,3.042164919975221e-08,4.680253340438867e-08
1811,1.1281845502253418e-07,4.512738271955641e-08
1812,1.8670457180292033e-08,2.400487453257938e-08
1813,0.0,1.4378708446116661e-08
1814,2.5173417128598885e-08,3.1466771410748606e-09
1815,7.821948599939788e-08,3.776112933451259e-08
1816,1.0892738089296472e-07,2.7811246638975717e-08
1817,7.628679554727569e-08,6.227493543065066e-08
1818,6.556647491606782e-08,2.5034472717067047e-08
1819,1.1386155307491208e-07,2.2772310259711048e-08
1820,5.933240565525466e-09,4.746592274784689e-08
1821,5.0293590514449704e-08,2.2681422962023134e-08
1822,3.8097340393505874e-08,7.318699601910339e-08
1823,2.7671523739059012e-08,3.854247987433723e-08
1824,3.789500624407083e-08,2.4421225930382207e-08
1825,4.754939197937347e-08,3.0819051310970735e-08
1826,1.6735169472426037e-08,2.7304752237000685e-08
1827,1.2904182500328432e-07,3.7790821139083164e-08
1828,1.7885987801946612e-07,2.476521321348457e-08
1829,8.573175946935407e-09,2.2290258527846163e-08
1830,3.757260813586072e-08,3.1310506187764986e-08
1831,2.494593065449635e-08,1.870944643656003e-08
1832,2.841293600397421e-08,1.352996914505411e-08
1833,2.3167256557599103e-08,4.749287541017111e-08
1834,1.9602515166639023e-08,5.600718377962721e-08
1835,2.4958190181223472e-08,4.689114518896531e-08
1836,3.76361994902652e-08,5.443807643557008e-08
1837,2.5048406460115302e-08,2.574419588619037e-08
1838,2.8404729457420785e-08,5.807188974138455e-08
1839,4.4046294167543465e-08,3.216078447998427e-08
1840,2.8663598772293852e-08,3.375934837235306e-08
1841,4.8154113585496816e-08,5.6500827128047604e-08
1842,1.2074877542289641e-08,2.951636579595629e-08
1843,2.4218335115122613e-08,4.4892523032302734e-08
1844,2.5796237201891614e-08,1.3172547497219966e-08
1845,4.631589334280761e-08,3.2923345827384765e-08
1846,2.751615646445771e-08,1.6978054739880122e-08
1847,1.9954927488186058e-08,1.1865092020002521e-08
1848,2.976732055293141e-08,3.539897619475596e-08
1849,3.6869426622843093e-08,3.854530739033635e-08
1850,2.4440385715251978e-08,3.2587180953669304e-08
1851,2.96674187438839e-08,1.870337174025849e-08
1852,5.4688582773465555e-08,3.2552727624590716e-08
1853,5.01642281047765e-08,3.642878243503844e-08
1854,2.6497888327980945e-08,3.948704918599333e-08
1855,2.600399184871094e-08,5.253867740862006e-08
1856,4.400610875698874e-08,4.504154826889817e-08
1857,4.3445432140742923e-08,4.100467743128888e-08
1858,3.670256892851498e-08,5.13835968773968e-08
1859,4.1246604132183506e-08,3.2080691658720184e-08
1860,2.0139609091529564e-08,4.3025527141082875e-08
1861,3.536972875695099e-08,4.197207736922337e-08
1862,3.614389165740306e-08,4.9697849835439456e-08
1863,2.447364266799923e-08,3.1965572411252197e-08
1864,3.2604148714199255e-08,3.1165732217175446e-08
1865,3.0594488331647796e-08,4.14202303566924e-08
1866,2.8220554781910323e-08,2.77339928800302e-08
1867,3.34843974769683e-08,4.70722731904516e-08
1868,2.420538258718352e-08,3.21091815358443e-08
1869,4.3463320054115684e-08,3.7603097524652185e-08
1870,4.472558146062511e-08,6.422134513073274e-08
1871,2.6552942955504477e-08,2.230447138096281e-08
1872,2.2979889990892843e-08,4.23313739617015e-08
1873,3.052862140862089e-08,4.1303431785877365e-08
1874,4.899179595341252e-08,4.361464878144261e-08
1875,3.318485752856759e-08,3.146840010792573e-08
1876,6.106474947920049e-08,3.083467436937326e-08
1877,4.3293710283442977e-08,2.6594708213423246e-08
1878,2.4760263173106978e-08,3.200717069162806e-08
1879,2.077170657699412e-08,4.3376211067425174e-08
1880,2.9522093214495726e-08,3.0163876951760926e-08
1881,2.5798277292210514e-08,4.741305048572286e-08
1882,2.994923242738423e-08,2.861815673327328e-08
1883,3.5388296737437486e-08,5.497825039668669e-08
1884,5.41339142401398e-08,3.9610182689386875e-08
1885,4.769770578505472e-08,5.478790265911471e-08
1886,6.195325141788999e-08,2.065108417603767e-08
1887,3.852065688647599e-08,2.7421482973188915e-08
1888,5.706553252160518e-08,4.4384302455569014e-08
1889,4.1976415676714396e-08,3.759081979026746e-08
1890,3.9326319978272295e-08,2.5562107985876992e-08
1891,3.952016447428264e-08,2.5496880162734215e-08
1892,5.578975859066304e-08,3.573052076433214e-08
1893,6.343169189904074e-08,3.6334658393144537e-08
1894,5.797416080532969e-08,2.8987081401865566e-08
1895,4.2130302579934664e-08,2.4074458426781575e-08
1896,9.081424895418522e-08,1.7101383420481397e-08
1897,6.176316347250577e-08,3.9038981602956824e-08
1898,6.054439438685222e-08,2.8857610079313645e-08
1899,5.140648084989152e-08,3.537650172802387e-08
1900,5.8139793979172794e-08,2.9589003247565415e-08
1901,9.277306434185562e-08,2.3472702892490815e-08
1902,7.26722014232628e-08,1.5712909029463873e-08
1903,2.6461078661554893e-08,2.8081145408975772e-08
1904,6.180818878931404e-08,2.9022976910653142e-08
1905,3.973784501454247e-08,2.580379554473211e-08
1906,4.629765992802959e-08,2.829301459783551e-08
1907,4.731416031189539e-08,4.16570298256147e-08
1908,4.2237945585554826e-08,2.5539224068893418e-08
1909,4.125737590454648e-08,2.5854623053600534e-08
1910,3.794347047669788e-08,2.8323999035073655e-08
1911,3.724261965487585e-08,2.3409646221494995e-08
1912,3.438217888174222e-08,2.187956960053583e-08
1913,5.886318477088537e-08,2.916644370465349e-08
1914,2.343860217024485e-08,2.209925487051123e-08
1915,2.0027295377644805e-08,1.6493066468115103e-08
1916,1.538244731591476e-08,2.4172417179002537e-08
1917,8.773139548168274e-09,4.0575770299255964e-08
1918,4.2499593178035866e-08,2.5270028736201766e-08
1919,1.9336480860943084e-08,2.301962137574165e-08
1920,3.9375606775138294e-08,2.877448146421102e-08
1921,1.9689142760626055e-08,1.5902769878728407e-08
1922,3.9103056792555435e-08,2.5822774751826927e-08
1923,4.0340601970001444e-08,2.9724654737606215e-08
1924,3.9964035636330664e-08,1.9337436318878076e-08
1925,1.5397448649423495e-08,2.749544503188872e-08
1926,4.458455293843144e-08,3.789687008648457e-08
1927,3.9022287179335535e-08,2.6758140148075427e-08
1928,3.085031208271971e-08,2.399468712610542e-08
1929,2.785101571589621e-08,2.562293377472713e-08
1930,3.4661891690213054e-08,3.2561171536826805e-08
1931,2.5091784650044247e-08,2.3951248984133144e-08
1932,1.6439305028370654e-08,2.4110979990332737e-08
1933,3.785318369864399e-08,4.24414485777902e-08
1934,2.875579241390369e-08,2.6359476379411717e-08
1935,2.5133395809007197e-08,3.351119648442591e-08
1936,3.273672799508631e-08,2.3036958562983045e-08
1937,2.6441348666139675e-08,3.147779614742774e-08
1938,2.3337385357535823e-08,1.8151300351654243e-08
1939,2.141167065872196e-08,1.5294050470515685e-08
1940,5.325144059042941e-08,1.2678914806940611e-08
1941,4.132103725851266e-08,3.8369532440185594e-08
1942,2.1239483061208375e-08,4.2478965012193726e-08
1943,3.1935586841669306e-08,3.774205858952939e-08
1944,3.855823393905666e-08,3.534504777746861e-08
1945,1.74280327946974e-08,1.9606536394434215e-08
1946,2.227376771912759e-08,2.9234319853799207e-08
1947,1.3112957830685446e-08,1.4305045148432782e-08
1948,5.65338156288675e-08,2.0656587107481528e-08
1949,2.9451024730065e-08,2.35608206278215e-08
1950,2.6588403478911005e-08,3.08425480710639e-08
1951,1.5992102864181845e-08,1.7058242041123606e-08
1952,3.0579932142060784e-08,2.9525450084832983e-08
1953,2.2625037843226892e-08,2.1547653883402518e-08
1954,3.5181128898997827e-08,1.1727043114362345e-08
1955,2.4402580400817442e-08,2.2525458831523792e-08
1956,1.744228228517386e-08,1.9186511046598298e-08
1957,2.0320586824329467e-08,1.590306802912167e-08
1958,2.9780076182817083e-08,3.1434525205042974e-08
1959,1.7051645984089703e-08,8.525822714489095e-09
1960,2.6991250123842292e-08,1.3841666257619067e-08
1961,1.5980766210343944e-08,8.337791068679934e-09
1962,2.6002021535909137e-08,2.7904608068674008e-08
1963,3.2330266463986845e-08,2.392439624188114e-08
1964,3.589541280879516e-08,2.3119079761713124e-08
1965,2.6813013420667886e-08,3.283226135408768e-08
1966,3.821961513938987e-08,1.4401594583546284e-08
1967,3.3033247026637014e-08,2.9088980557645527e-08
1968,2.155879605392208e-08,2.1558795637588446e-08
1969,3.1338128952951294e-08,1.3625273576067798e-08
1970,2.6672605901723045e-08,2.0234390163409444e-08
1971,3.1858063742618015e-08,1.3873672877195986e-08
1972,4.052815893995643e-08,1.539044047760285e-08
1973,3.30792239155997e-08,2.4809417631388442e-08
1974,2.1377172976233538e-08,1.350137179834121e-08
1975,2.8557401776652114e-08,2.1703624231150798e-08
1976,2.171140245366132e-08,1.7711933697484028e-08
1977,2.5270162185009326e-08,1.586731068758951e-08
1978,3.623760613802318e-08,1.6039596317796168e-08
1979,1.9311512389208474e-08,1.931151172307466e-08
1980,4.3775660651945714e-08,1.4212877152974812e-08
1981,3.4790523462113754e-08,2.277197763689287e-08
1982,1.8001757084995518e-08,2.2967758028791252e-08
1983,2.715585867285597e-08,2.1472075228956555e-08
1984,2.7835240168361253e-08,1.6237224009785223e-08
1985,3.849957019852468e-08,1.804667348892508e-08
1986,3.237022050406324e-08,8.392279760016663e-09
1987,4.827545296848257e-08,1.7721368927858805e-08
1988,2.6384837426007834e-08,1.2592763054541933e-08
1989,4.939309894425037e-08,1.9208428403416633e-08
1990,3.3781636821217376e-08,1.8525413314485206e-08
1991,3.634108436401107e-08,1.2895223111542009e-08
1992,3.361066092111287e-08,1.708082664197974e-08
1993,3.157348393845183e-08,9.970573255912996e-09
1994,4.11444278647366e-08,1.8462243067673967e-08
1995,3.795715630694474e-08,1.9520823790752928e-08
1996,3.896807143632941e-08,2.028475121207407e-08
1997,2.8289877107567918e-08,1.246672576282748e-08
1998,3.051602637249573e-08,1.621163958631655e-08
1999,4.707307321716314e-08,2.467908624681492e-08
2000,2.2090157703047453e-08,2.6508189643337232e-08
2001,3.329721010025821e-08,1.971545290913035e-08
2002,2.6287329091267964e-08,1.4896153421872782e-08
2003,3.79189990518114e-08,1.50009225041714e-08
2004,2.6428746663365033e-08,1.1452457315819231e-08
2005,2.972474733020647e-08,1.6663873392275264e-08
2006,2.800165077587735e-08,1.8530504242164625e-08
2007,3.23552832581786e-08,1.3181782443361101e-08
