year,des_DET arts_NOUN,des_DET bars_NOUN
1884,1.6900344306236548e-06,1.9144920315739e-08
1885,1.677154427781602e-06,1.0313017106966527e-08
1886,1.684999411111221e-06,9.680196089156823e-09
1887,1.7249418924336624e-06,2.415702127223085e-08
1888,1.5743746288876537e-06,1.2047168373996442e-08
1889,1.637706779078485e-06,4.3229443469350315e-08
1890,1.5737082366129584e-06,1.3108773289083331e-08
1891,1.5623213585058693e-06,2.8046567734918426e-08
1892,1.4793689473435734e-06,2.507405016949349e-08
1893,1.4798675076477252e-06,1.97069330298838e-08
1894,1.533794662833543e-06,3.150769734006076e-08
1895,1.4336339413389965e-06,3.5509824414248214e-08
1896,1.4530279415225777e-06,2.5357223876198987e-08
1897,1.7439353028336768e-06,2.6802883135168543e-08
1898,1.454197253725198e-06,2.3199254295391825e-08
1899,1.3072723259455188e-06,4.643165674167449e-08
1900,1.6585414570613466e-06,2.8550792396941915e-08
1901,1.5000174871104832e-06,2.2913829056392387e-08
1902,1.2359184502486187e-06,1.9641134940684424e-08
1903,1.5082814863731642e-06,2.3760968970165663e-08
1904,1.4146013516125322e-06,2.7948050984605288e-08
1905,1.5440990992487968e-06,2.631987205958808e-08
1906,1.4799818419675148e-06,2.6749758852417926e-08
1907,1.5557101438190557e-06,2.622850026057222e-08
1908,1.4650673616500853e-06,3.3888585937447147e-08
1909,1.5028687272433672e-06,3.795678615858833e-08
1910,1.347260415673901e-06,3.366814826932796e-08
1911,1.388085669518091e-06,4.2562992907946295e-08
1912,1.4211300936040061e-06,3.854971808436858e-08
1913,1.5771091064209486e-06,4.030272143795699e-08
1914,1.661462101676392e-06,5.424362525818793e-08
1915,1.3571437839088318e-06,4.2410743361642744e-08
1916,1.8403998949256817e-06,6.372728322823207e-08
1917,1.1021256476340113e-06,5.2638837844121156e-08
1918,1.2393800083998485e-06,9.533692235663693e-08
1919,1.310276865673643e-06,7.27419990909084e-08
1920,1.4917296802252622e-06,7.875121044165212e-08
1921,1.3744536286885989e-06,6.133925251061711e-08
1922,1.3029434011713192e-06,8.18950839365229e-08
1923,1.3737036916872114e-06,6.900366100737187e-08
1924,1.311078245080921e-06,5.8012311066057975e-08
1925,1.4671569310564792e-06,6.708888711237648e-08
1926,1.4389665299319176e-06,8.471065415793788e-08
1927,1.549742258077913e-06,8.25042627550232e-08
1928,1.2888574563163502e-06,6.741364577678155e-08
1929,1.3011994823841633e-06,9.357941310739193e-08
1930,1.3402598320055858e-06,6.722306322703986e-08
1931,1.2762593923909549e-06,6.158892595919951e-08
1932,1.3403513063892092e-06,7.014103486913115e-08
1933,1.4040090672295946e-06,8.144170005053297e-08
1934,1.2173285366401387e-06,4.553000465534751e-08
1935,1.3943051371256843e-06,4.906996586839796e-08
1936,1.2815823176026697e-06,5.456121598967911e-08
1937,1.4933066383449045e-06,4.155068988875854e-08
1938,1.306893590680147e-06,5.056433616257294e-08
1939,1.2449357100763336e-06,8.105846749373313e-08
1940,1.4555394005633104e-06,2.5357829613881222e-08
1941,1.5583933796747829e-06,4.132103725851266e-08
1942,1.565653240831466e-06,7.888950426249153e-08
1943,1.3500043820613428e-06,6.67744117777147e-08
1944,1.2884876365859554e-06,7.390327994016843e-08
1945,1.6404135081415916e-06,6.753362669087437e-08
1946,1.7888619101569248e-06,6.264496654750928e-08
1947,3.712159195146114e-06,7.390940037765859e-08
1948,1.6699219917981623e-06,8.806229145896793e-08
1949,1.8122197236181137e-06,1.0504199110528134e-07
1950,1.6080666576101521e-06,1.031630034731279e-07
1951,1.9830207822479906e-06,1.0128331651149125e-07
1952,1.623899786196148e-06,8.014050711935283e-08
1953,1.6160740932136264e-06,9.804182843353715e-08
1954,1.6085594201076248e-06,9.381634757943402e-08
1955,1.608693179555587e-06,7.226918175007313e-08
1956,1.4756171555774245e-06,8.459506961600027e-08
1957,1.616811895921444e-06,7.951533975703029e-08
1958,1.4650142619032636e-06,1.0257582083728067e-07
1959,1.5346480868316803e-06,9.223389874080112e-08
1960,1.5191229092437197e-06,7.889750058831524e-08
1961,1.6230899646529906e-06,8.546236002215934e-08
1962,1.8169704629755756e-06,9.512934751043645e-08
1963,1.7671723195888944e-06,1.3061427928118263e-07
1964,1.7710431476913868e-06,1.0646944254011359e-07
1965,1.750506719133682e-06,9.794957600561816e-08
1966,1.590268341900014e-06,1.1798229138104688e-07
1967,1.7749208200967814e-06,1.0550918488894112e-07
1968,1.676196325739454e-06,1.0464998795312042e-07
1969,1.787635831362877e-06,1.0400625446993494e-07
1970,1.6261091015934426e-06,8.875539547759104e-08
1971,1.6602162329348857e-06,1.0276794626395969e-07
1972,1.654472344903013e-06,8.362139558570902e-08
1973,1.5718143835385945e-06,1.0640483105728293e-07
1974,1.5340934469421086e-06,1.1138631644813657e-07
1975,1.6334833037312535e-06,1.0109320269791056e-07
1976,1.6072151138857294e-06,9.712995507893396e-08
1977,1.5973093114851622e-06,1.0166832620228661e-07
1978,1.6199992547427655e-06,8.495045977774396e-08
1979,1.768466381779632e-06,1.1411348033174562e-07
1980,1.905093951037884e-06,1.2393628590068317e-07
1981,1.7496469819633376e-06,1.1765522123230454e-07
1982,1.916876746221874e-06,1.5084230708950486e-07
1983,1.8207055791918947e-06,1.2062253584854687e-07
1984,2.040091191979343e-06,1.4729480968256325e-07
1985,2.4182544162698605e-06,1.2993604681099669e-07
1986,1.857091625367957e-06,1.228869533909105e-07
1987,2.0727891083538452e-06,1.3993770420217544e-07
1988,1.8949109512611528e-06,1.6370591948700053e-07
1989,1.953771523233172e-06,1.5750910231648874e-07
1990,1.8519964974927916e-06,1.6182492967864448e-07
1991,1.7725070708962676e-06,1.436058960635478e-07
1992,1.8513412936016493e-06,2.022149478975166e-07
1993,1.7326641028603262e-06,1.8445560795443683e-07
1994,1.7549680384476574e-06,1.4769794609570397e-07
1995,1.92388549002942e-06,1.9303924714275666e-07
1996,1.7183319229729932e-06,1.782922804949294e-07
1997,1.6494437318215205e-06,1.716572156640339e-07
1998,1.8538486274977117e-06,1.8118891065288523e-07
1999,1.838591868974504e-06,1.681833960986978e-07
2000,1.6576453667482838e-06,2.4387534303116354e-07
2001,1.743722320313168e-06,2.4710034007835446e-07
2002,1.6284999801996491e-06,2.40967187259411e-07
2003,1.6592686939986834e-06,2.2501384205897423e-07
2004,1.6218441896143077e-06,2.3213250024967103e-07
2005,1.7578134166029713e-06,2.765302351548371e-07
2006,1.7554565090449614e-06,3.0842994558355485e-07
2007,1.6872681491975072e-06,3.403296629511665e-07
2008,1.6327280736305738e-06,3.933874373751589e-07
2009,1.5067488732256606e-06,4.3056777299099736e-07
2010,1.302349771137301e-06,4.766307027392891e-07
2011,1.0661233513786783e-06,8.301843239244544e-07
2012,9.661269100291747e-07,8.973610228224516e-07
2013,8.651865837094874e-07,6.771995456622548e-07
2014,9.272436471974288e-07,7.050689604659599e-07
2015,9.939124137048339e-07,7.372329736965444e-07
2016,9.830580012248902e-07,6.98870106813354e-07
2017,8.51282863756353e-07,7.49400626887109e-07
2018,8.366533847947721e-07,7.930265717992491e-07
2019,8.813662422113566e-07,7.599392576329578e-07
