year,tes_DET ans_NOUN,tes_DET bancs_NOUN
1865,1.647395531101381e-08,2.3534221238463715e-09
1866,2.7733993990253225e-08,2.919367858567057e-09
1867,2.717574432153924e-08,2.426405742994575e-09
1868,1.0867722721741302e-08,1.4819622196071691e-09
1869,2.5882651355502162e-08,4.883519144627257e-10
1870,2.408300403544672e-08,1.1468097582678638e-09
1871,2.124235387590545e-08,3.18635318130589e-09
1872,2.297988976884824e-08,6.047339295989218e-10
1873,1.3169209722718733e-08,0.0
1874,2.2106053876314036e-08,1.1949218281515073e-09
1875,1.4875970677508121e-08,2.2886108563824337e-09
1876,1.0882827083946722e-08,1.813804439976252e-09
1877,2.1028373708986692e-08,6.184815992682502e-10
1878,9.662541766708443e-09,1.8117265465633636e-09
1879,1.5884245807562536e-08,6.10932526790009e-10
1880,2.1820676820993867e-08,5.134277003548959e-09
1881,4.183504653809678e-09,5.5780060570498335e-09
1882,1.9966154729544883e-08,5.989846840748214e-09
1883,1.7062214974217227e-08,6.319338941018771e-10
1884,2.9047466654219534e-08,3.300848483434038e-09
1885,1.5469526104539e-08,5.80107206715752e-09
1886,2.1941776617850905e-08,1.0325542199041138e-08
1887,2.546280519766242e-08,1.9586774424595887e-09
1888,1.7119660356001987e-08,9.510921827882157e-09
1889,1.3156787381785051e-08,4.385595886446936e-09
1890,3.015017774332662e-08,3.2771931834929546e-09
1891,2.4222036598686714e-08,2.5496880162734215e-09
1892,2.3820346362057876e-08,6.268512375839919e-10
1893,1.1085149798084615e-08,1.847525021858587e-09
1894,2.3315696040526745e-08,6.301539290376468e-10
1895,1.745398137131815e-08,1.2037228991346183e-09
1896,1.1204355165883584e-08,5.89702897624278e-10
1897,1.9228155068162778e-08,1.7480140668268973e-09
1898,1.4711722506888236e-08,0.0
1899,8.291367592505594e-09,3.3165470370022376e-09
1900,7.267474400052265e-09,1.038210628578895e-09
1901,2.794369402536745e-09,2.235495566438317e-09
1902,7.856454153909453e-09,1.4730852093691738e-09
1903,9.720396931811592e-09,5.400220270956879e-10
1904,1.5048950530172078e-08,1.0749250378694342e-09
1905,2.528772019561032e-08,5.160759042333041e-10
1906,1.6461390472954918e-08,2.0576738091193647e-09
1907,2.0571373937627868e-08,4.6285588695127444e-09
1908,1.1787333775714615e-08,3.437972351250096e-09
1909,1.1552065415365576e-08,5.500983557560346e-10
1910,7.481811059584231e-09,5.344150677544235e-10
1911,1.1172786140711821e-08,5.320374141248863e-10
1912,7.814131564032323e-09,2.0837684910901544e-09
1913,1.6969567750990677e-08,5.30298971401777e-10
1914,1.875088229130739e-08,1.808120764223986e-08
1915,1.2958838335741518e-08,5.772573175022444e-08
1916,8.789969863087777e-09,1.0657838345196069e-07
1917,9.8697816586224e-09,1.414668702182098e-07
1918,1.2635013924011673e-08,1.5851199464123056e-07
1919,2.4861190661695787e-08,5.800944435918609e-08
1920,9.086677632552664e-09,2.2716695191604686e-09
1921,2.4232791773215467e-08,1.5145494858259667e-09
1922,2.0658220023506146e-08,5.164555005876537e-09
1923,5.095655097875351e-08,1.0615948120573648e-09
1924,3.0939897754933554e-08,1.289162443462999e-09
1925,3.409435223034052e-08,8.798542339150117e-09
1926,2.7865347029809584e-08,6.687683296036084e-09
1927,1.0034302388994831e-08,3.3447675740205796e-09
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,1.4482528065684619e-08,1.1140406375176326e-09
1930,1.575540553577781e-08,2.100720708497761e-09
1931,1.710803587684495e-08,0.0
1932,1.6439305028370654e-08,2.1919073223131136e-09
1933,5.735331320977366e-09,3.4411986593596566e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,2.7700460591972842e-08,2.5182236296217297e-09
1938,5.963998717106733e-08,6.482607339819424e-09
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,8.854507793643052e-09,0.0
1942,2.1239482173029955e-08,0.0
1943,1.7419411024732767e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,3.6194869323935563e-08,4.1763312808029696e-09
1947,9.536696765621855e-09,1.1920871401116528e-08
1948,4.348755133776194e-09,2.174377566888097e-09
1949,2.2579119018928395e-08,4.908504269707237e-09
1950,4.892266147749069e-08,8.508289184305795e-09
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,1.3708244983590134e-08,2.1089607837865287e-09
1953,1.4005975934594517e-08,2.1547654771580937e-09
1954,8.795282502305213e-09,7.818028890937967e-09
1955,6.569925492527773e-09,4.6928039232341234e-09
1956,1.3953826760726429e-08,8.72114158667614e-10
1957,8.835037590415595e-09,4.417518795207798e-09
1958,1.3235589513271862e-08,8.272243445794913e-10
1959,1.9376869886400527e-08,0.0
1960,1.5225833038812198e-08,3.460416619915918e-09
1961,1.598076693198891e-08,2.08444772553662e-09
1962,9.512934440181198e-09,1.2683912808952869e-09
1963,1.0992290189193454e-08,2.5864212993553792e-09
1964,9.125952216137989e-09,4.258777774879263e-09
1965,2.3529786119524942e-08,2.73602163147757e-09
1966,2.381802199913352e-08,1.1078149508847446e-09
1967,2.8102913107730387e-08,1.9721342336964653e-09
1968,3.0092486724697665e-08,2.6948494546985557e-09
1969,1.090021850558287e-08,9.083515606356229e-10
1970,1.195668489217816e-08,9.197450023812337e-10
1971,2.2095109963871096e-08,5.138397485282553e-10
1972,1.539044047760285e-08,1.5390440033513642e-09
1973,1.5988290802404492e-08,3.3079223804577396e-09
1974,6.750686232237513e-09,1.6876715580593782e-09
1975,1.1994108817248161e-08,3.4268881066168433e-09
1976,1.8854638683674096e-08,0.0
1977,1.1753563289307323e-08,1.7630346071939584e-09
1978,1.3069301196821925e-08,1.1881182704343018e-09
1979,5.851973239323627e-09,5.851973350345929e-10
1980,6.253665585376211e-09,2.8425752862659692e-09
1981,8.855769562110538e-09,6.325549528618524e-10
1982,8.690503427999374e-09,1.8622506869903077e-09
1983,5.052252838311233e-09,1.2630632095778083e-09
1984,9.278413259927731e-09,5.799008495621649e-10
1985,1.0828004270990732e-08,6.015558051686298e-10
1986,1.3187867686781374e-08,5.994485463567401e-10
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,1.9788627514394364e-08,1.1993107618124554e-09
1989,8.232183490441969e-09,5.488122178931576e-10
1990,1.6345952147389653e-08,5.44865097484859e-10
1991,9.37834432335194e-09,0.0
1992,1.2121877335236064e-08,0.0
1993,6.64704896680135e-09,1.661762283333701e-09
1994,8.43988251508776e-09,0.0
1995,5.964695848348356e-09,1.626735190995987e-09
1996,9.074756945892659e-09,1.067618438099771e-09
1997,1.054876808126437e-08,1.917957792585412e-09
1998,1.382757464085671e-08,9.536258449571733e-10
1999,1.1882523409667556e-08,4.570201161957499e-10
2000,9.277866475088103e-09,8.836062992401139e-10
2001,1.1829271423513532e-08,8.762423564512289e-10
2002,1.1391176002462089e-08,1.3143663935011318e-09
2003,5.0003075569016175e-09,1.2500769308587678e-09
2004,1.5416770082765652e-08,1.3214374039449694e-09
2005,1.170974872621855e-08,4.5037495954858286e-10
2006,1.1118302722934459e-08,1.6471559671771274e-09
2007,1.1583990655594789e-08,2.7961355453243186e-09
2008,1.404955063399882e-08,8.514879357157668e-10
2009,9.53638501499654e-09,9.53638501499654e-10
2010,7.558068837454357e-09,9.447586046817946e-10
2011,5.7359579308524644e-09,7.64794394481072e-10
2012,8.851057275993668e-09,1.3617010852229328e-09
2013,6.4149877077035455e-09,1.3945624655065103e-09
2014,8.012147389990787e-09,8.661780737106994e-10
2015,7.093041445860315e-09,2.438232948875907e-09
2016,9.11389658186934e-09,1.4499380585064614e-09
2017,2.7671724911471074e-09,1.7609279368002717e-08
2018,8.26069346260283e-09,1.8070267504555204e-09
2019,9.693753078021672e-09,2.04079020349468e-09
