year,ses_DET arrières_NOUN,ses_DET barrières_NOUN
1904,5.374625189347171e-09,4.568431410945095e-08
1905,5.160759042333041e-10,2.8900251081154238e-08
1906,5.144184633820714e-09,5.24706820215215e-08
1907,4.6285588695127444e-09,3.959989314239465e-08
1908,4.911389073214423e-09,4.4202501214840595e-08
1909,6.60118004702781e-09,4.1257376182102234e-08
1910,1.068830135508847e-09,5.1303846504424655e-08
1911,8.51259862599818e-09,3.724261787851901e-08
1912,8.335073964360618e-09,3.281935495591526e-08
1913,7.954484737560108e-09,4.719660751106858e-08
1914,1.2723813114234872e-08,5.6252648761301316e-08
1915,1.5314990164938536e-08,2.9451904026700504e-08
1916,9.888715624128963e-09,7.361599330124591e-08
1917,8.773139548168274e-09,5.15421945124217e-08
1918,4.479686666059024e-08,4.364823080749147e-08
1919,2.2098836538475553e-08,1.749491218561161e-08
1920,4.240449769099541e-08,2.8017257847068322e-08
1921,5.300923078266351e-08,3.256281289054641e-08
1922,4.2054233595489876e-08,3.6889677090812256e-08
1923,3.290944050604594e-08,2.441668023323018e-08
1924,2.5783249091304583e-08,4.640984840875717e-08
1925,2.5295809891190402e-08,3.8493624288094e-08
1926,3.901148470930593e-08,5.3501466368288675e-08
1927,4.125213159955621e-08,5.6861046648926106e-08
1928,2.5137291359556002e-08,3.7705934374798744e-08
1929,3.007909676888687e-08,4.56756643618661e-08
1930,2.3107928015519974e-08,4.7266215830177316e-08
1931,6.272946251328904e-08,5.47457119637329e-08
1932,5.2605777511871565e-08,6.02774505864545e-08
1933,5.850037720911416e-08,5.505918010406674e-08
1934,9.824896096688462e-08,5.751158482780738e-08
1935,5.984141893122796e-08,4.4282650435434334e-08
1936,4.122403041151301e-08,4.607391490552004e-08
1937,5.5400921183945684e-08,3.273690651894867e-08
1938,5.575042061334301e-08,6.352954906585495e-08
1939,9.023489866422096e-08,2.5999884911698246e-08
1940,1.8257637179885933e-07,5.325144059042941e-08
1941,1.5052663115966425e-07,4.7224041566096275e-08
1942,1.3047110769548453e-07,3.034211815133858e-08
1943,1.6548440862074187e-07,4.935499831049128e-08
1944,2.763340205547138e-07,4.819779064746399e-08
1945,2.418139501969563e-07,3.0499055725385915e-08
1946,2.143850119651347e-07,4.1763314584386535e-08
1947,3.6120238178227737e-07,2.7418003867296648e-08
1948,1.978683519254787e-07,3.58772298536536e-08
1949,1.9437676712641405e-07,3.337782672474532e-08
1950,1.9250003635562507e-07,5.211327192000681e-08
1951,2.1216188939021663e-07,4.477788728696197e-08
1952,2.1511399728169067e-07,6.115985939914026e-08
1953,1.896193597694662e-07,3.124409886368085e-08
1954,1.895872006052457e-07,3.420387528763058e-08
1955,2.0648337795137195e-07,3.472674947602172e-08
1956,1.6482957665431286e-07,4.3605706823157675e-08
1957,1.9260382377872531e-07,4.770920369878695e-08
1958,2.1011498585465915e-07,4.4670112941957996e-08
1959,1.875680908369759e-07,4.030388822684472e-08
1960,2.1454583687408046e-07,3.252791813679323e-08
1961,1.9037956988654514e-07,4.446821932901912e-08
1962,2.9934034562195677e-07,3.3612370498037336e-08
1963,2.2889827855365752e-07,4.13827423439983e-08
1964,2.8533811535780274e-07,2.8594651924063186e-08
1965,2.155985079355105e-07,3.009623772420866e-08
1966,2.686451330280448e-07,6.092982118843793e-08
1967,2.8300127258296115e-07,4.9796389622880355e-08
1968,3.022722943057943e-07,3.997359995788763e-08
1969,2.815889831309093e-07,5.495526919641058e-08
1970,2.653464412638584e-07,4.276814138948204e-08
1971,2.3893548473097326e-07,3.4941102566854454e-08
1972,2.4676007503998676e-07,4.00151456414477e-08
1973,2.4313228008665533e-07,4.906751233102469e-08
1974,2.576511799468051e-07,3.31908722728258e-08
1975,2.438801920412459e-07,4.512069251561002e-08
1976,2.565373580232233e-07,4.2280099421532213e-08
1977,2.0921343768520728e-07,3.819908300783936e-08
1978,2.3227712730999883e-07,4.158414057542359e-08
1979,2.264713743205249e-07,3.160065631391262e-08
1980,2.3024860462683705e-07,3.013129928897129e-08
1981,2.49226654425172e-07,4.617651327976091e-08
1982,2.4209258331353567e-07,4.034876488479e-08
1983,2.55770296941904e-07,3.789189761960188e-08
1984,2.800920975154497e-07,4.697196942515802e-08
1985,2.4784098018315603e-07,4.391357288913156e-08
1986,2.7634578669832877e-07,4.495864136533356e-08
1987,2.7376459410533016e-07,3.177624918748734e-08
1988,2.638483773687028e-07,4.197587699650285e-08
1989,2.4806311405001225e-07,5.762528165753622e-08
1990,2.9858607830668404e-07,4.0320017546946474e-08
1991,2.6728282015442417e-07,3.223805933316726e-08
1992,2.688852640542194e-07,5.0691487063492247e-08
1993,2.3541632199197693e-07,5.7053837765330684e-08
1994,2.806260961385476e-07,5.749669895749321e-08
1995,2.331653892184704e-07,4.337960540778951e-08
1996,2.412817674546375e-07,4.270473685785703e-08
1997,2.315934088947813e-07,4.315404922294874e-08
1998,2.3983690233819743e-07,4.672766640290149e-08
1999,2.618725354341933e-07,4.753009266722508e-08
2000,2.209015756982069e-07,6.008522790423854e-08
2001,2.273848893619146e-07,5.169829875306675e-08
2002,2.2256604681469838e-07,4.863155717016454e-08
2003,2.470985203117948e-07,5.125315283294185e-08
2004,2.801447149813896e-07,5.021461949028527e-08
2005,2.522099897817043e-07,4.954124577238872e-08
2006,2.511912884362033e-07,5.9297614263265075e-08
2007,2.828091389961429e-07,5.831940086409304e-08
2008,3.3420902845193723e-07,6.343584954549009e-08
2009,2.7226378085387637e-07,6.389377693594156e-08
2010,3.613701675675429e-07,8.172161614083961e-08
2011,4.1566576269858047e-07,8.489217462326337e-08
2012,4.721698600995694e-07,8.953184643667456e-08
2013,4.950697101158141e-07,1.0849696430170752e-07
2014,5.487238101675729e-07,1.1541822697580528e-07
2015,4.688057093638065e-07,1.2036004265469913e-07
2016,4.192392122348565e-07,1.2655887915435926e-07
2017,5.109206542286415e-07,1.6276004899395957e-07
2018,5.204237103484388e-07,1.6831162863439886e-07
2019,4.91320260476158e-07,1.6173262107344044e-07
