year,deux_DET os_NOUN,deux_DET boss_NOUN
1800,7.608878007658859e-07,0.0
1801,5.500531772284489e-07,0.0
1802,4.923248297927785e-07,0.0
1803,6.241085461766716e-07,0.0
1804,4.844827983241373e-07,0.0
1805,1.4157531182945604e-06,0.0
1806,8.356840730527892e-08,0.0
1807,2.5053205376934784e-07,0.0
1808,1.6995554297238868e-07,0.0
1809,1.7168632382436044e-07,0.0
1810,3.486788768825022e-07,0.0
1811,1.6797414570390856e-07,0.0
1812,7.334822456073198e-07,0.0
1813,2.933256455506239e-07,0.0
1814,1.604805350829963e-07,0.0
1815,1.537417375629957e-07,0.0
1816,3.406877606693115e-07,0.0
1817,3.004765680714172e-07,0.0
1818,4.792313212931276e-07,0.0
1819,3.498654805866863e-07,0.0
1820,1.886770490955314e-07,0.0
1821,1.913128704345013e-07,0.0
1822,2.997659294123878e-07,0.0
1823,2.3323140396769304e-07,0.0
1824,2.9137050461258696e-07,0.0
1825,4.631663088616733e-07,0.0
1826,2.7921311485101796e-07,0.0
1827,4.488811948810678e-07,0.0
1828,4.962215118808899e-07,0.0
1829,3.7893438431524373e-07,0.0
1830,2.744887726002787e-07,0.0
1831,3.6171597361800423e-07,0.0
1832,2.43539444610974e-07,0.0
1833,3.7415120957007275e-07,0.0
1834,3.9298374154839166e-07,0.0
1835,7.464767790565929e-07,0.0
1836,4.838939915430274e-07,0.0
1837,5.454986435893261e-07,6.957890930081589e-10
1838,2.3986214614524215e-07,0.0
1839,3.1811213307975095e-07,0.0
1840,2.280348478933547e-07,0.0
1841,2.985555092038794e-07,0.0
1842,2.1466448174578545e-07,0.0
1843,2.9593624351065273e-07,0.0
1844,2.4533869158460675e-07,0.0
1845,2.5780651924378617e-07,0.0
1846,2.125184055401519e-07,0.0
1847,1.1325769389003426e-07,0.0
1848,1.3676876697843454e-07,0.0
1849,2.6897923088853304e-07,0.0
1850,2.0638548114959576e-07,0.0
1851,2.5475282683373734e-07,0.0
1852,2.350306909093547e-07,0.0
1853,2.9561061332117333e-07,0.0
1854,2.0418960744450487e-07,0.0
1855,2.9028946357811947e-07,0.0
1856,1.7757759529501982e-07,0.0
1857,1.747580249400471e-07,0.0
1858,1.2136316263067215e-07,0.0
1859,1.7567998256140527e-07,0.0
1860,1.8491823094990423e-07,0.0
1861,2.1268996386325512e-07,0.0
1862,1.9020721886420233e-07,0.0
1863,1.2936068216617969e-07,0.0
1864,2.095296149917658e-07,0.0
1865,2.8146930297623385e-07,0.0
1866,2.1846601416797284e-07,0.0
1867,2.625370996156562e-07,0.0
1868,2.5637945988421507e-07,0.0
1869,3.144986386871551e-07,0.0
1870,1.594065492938057e-07,0.0
1871,3.239459012149837e-07,0.0
1872,2.098426801211417e-07,0.0
1873,2.418345781407538e-07,0.0
1874,4.008962726231857e-07,0.0
1875,2.099800395782836e-07,0.0
1876,2.0616910934023736e-07,0.0
1877,2.9934510070717124e-07,0.0
1878,2.1197201149902867e-07,0.0
1879,2.1932477523023408e-07,0.0
1880,1.4632689571136837e-07,0.0
1881,1.959274693597024e-07,0.0
1882,2.0565140346207045e-07,0.0
1883,2.3950295080510386e-07,0.0
1884,1.9475005608171614e-07,0.0
1885,2.797405818100174e-07,0.0
1886,1.9553995223020593e-07,0.0
1887,1.9652063532049624e-07,0.0
1888,1.8958438641192288e-07,0.0
1889,1.9421923669327157e-07,0.0
1890,1.900772099716619e-07,0.0
1891,1.2493471746033435e-07,0.0
1892,1.2223599421545828e-07,0.0
1893,2.1246536707764108e-07,0.0
1894,1.2224986001285743e-07,0.0
1895,1.3180765523479465e-07,0.0
1896,1.6865502239227226e-07,0.0
1897,1.2993570663866194e-07,0.0
1898,1.5164391609090444e-07,0.0
1899,1.3653118280387844e-07,0.0
1900,9.136253753538881e-08,0.0
1901,1.4418946081562467e-07,0.0
1902,1.2030195306600433e-07,4.910283846193408e-10
1903,1.4148577598405154e-07,0.0
1904,1.343656315100361e-07,0.0
1905,9.547404244969471e-08,0.0
1906,9.87683423936403e-08,0.0
1907,1.0645685888377443e-07,0.0
1908,1.1197967175746726e-07,0.0
1909,1.270727185698206e-07,0.0
1910,1.1757131446188396e-07,5.344150677544235e-10
1911,1.250287886556123e-07,0.0
1912,1.1200255722876307e-07,0.0
1913,9.068112505339343e-08,0.0
1914,1.292471543123952e-07,0.0
1915,1.696429694497681e-07,0.0
1916,1.1866458748954756e-07,0.0
1917,1.085676025747162e-07,0.0
1918,1.1830967316939223e-07,0.0
1919,7.734592344377234e-08,0.0
1920,1.3478572213898588e-07,0.0
1921,1.6584317485968114e-07,0.0
1922,1.2026034568179966e-07,0.0
1923,6.157249909932716e-08,0.0
1924,9.926550581518256e-08,0.0
1925,1.3527758824238845e-07,0.0
1926,1.092321584295064e-07,0.0
1927,1.0480271428470189e-07,0.0
1928,6.969885102403595e-08,0.0
1929,8.578113241952678e-08,0.0
1930,7.037414473387571e-08,0.0
1931,6.615106862284392e-08,0.0
1932,6.575722233392867e-08,0.0
1933,9.405943357521096e-08,0.0
1934,9.3456325345187e-08,0.0
1935,7.659702205842223e-08,0.0
1936,6.668592966718734e-08,0.0
1937,5.9178256517355976e-08,0.0
1938,7.779128630147625e-08,0.0
1939,6.57644196877527e-08,0.0
1940,1.1157444479437117e-07,0.0
1941,9.444808313219255e-08,0.0
1942,5.765002231150618e-08,0.0
1943,9.870999662098257e-08,0.0
1944,6.747690761699232e-08,0.0
1945,4.7927088520083316e-08,0.0
1946,8.0742407426726e-08,0.0
1947,7.152522485398549e-08,0.0
1948,2.1526338045418925e-07,0.0
1949,3.435953033203987e-08,0.0
1950,1.0209947332029401e-07,0.0
1951,1.2367225998843878e-07,0.0
1952,1.9507887749625752e-07,0.0
1953,6.787511552808212e-08,0.0
1954,6.743050162683062e-08,0.0
1955,7.790054645795408e-08,0.0
1956,3.226822409274632e-08,0.0
1957,9.36513990801302e-08,0.0
1958,8.437688325813042e-08,0.0
1959,9.300897174657763e-08,0.0
1960,7.95895860328244e-08,0.0
1961,6.183861644970534e-08,0.0
1962,6.722473955278474e-08,0.0
1963,4.978860856930112e-08,0.0
1964,7.787479772147776e-08,0.0
1965,6.402290830820334e-08,0.0
1966,7.810095281612917e-08,5.539074754423723e-10
1967,7.444806549017358e-08,0.0
1968,7.141351221484626e-08,0.0
1969,1.094563610859467e-07,0.0
1970,6.85210013173787e-08,0.0
1971,5.652237256015269e-08,0.0
1972,5.848367257144105e-08,0.0
1973,7.167165150256949e-08,0.0
1974,6.469407431985985e-08,1.1251143350321513e-09
1975,5.483020970586949e-08,0.0
1976,4.342280446323343e-08,0.0
1977,5.2891036994573426e-08,0.0
1978,5.168314443082522e-08,5.940591352171509e-10
1979,5.383815571136097e-08,0.0
1980,6.708477551242709e-08,0.0
1981,5.819505433102279e-08,0.0
1982,2.9175260651825852e-08,1.8622506869903077e-09
1983,4.0418024038757494e-08,0.0
1984,6.030968879855436e-08,5.799008495621649e-10
1985,3.4890235589557506e-08,0.0
1986,6.05443031265196e-08,0.0
1987,3.483165472717431e-08,0.0
1988,5.336932984434384e-08,0.0
1989,3.677041737759623e-08,0.0
1990,5.067245267831311e-08,0.0
1991,6.330382112951227e-08,0.0
1992,3.636563050690711e-08,5.509944167592096e-10
1993,3.655877023334142e-08,0.0
1994,3.270454479453733e-08,5.274926606624319e-10
1995,4.717532264830737e-08,0.0
1996,4.9110447042366445e-08,0.0
1997,5.034639150025555e-08,0.0
1998,4.052909763352375e-08,0.0
1999,5.758453447413103e-08,9.140402323914998e-10
2000,4.5947527560485923e-08,0.0
2001,4.9945815927543435e-08,0.0
2002,8.587194111342455e-08,0.0
2003,5.2086536417306206e-08,0.0
2004,4.8012223197169135e-08,0.0
2005,5.989987017507303e-08,0.0
2006,7.371022991975451e-08,4.1178899179428186e-10
2007,5.23276817432361e-08,1.5977917877663117e-09
2008,5.066353092608722e-08,1.7029758714315335e-09
2009,5.531103419720296e-08,1.907277002999308e-09
2010,5.4323620823915064e-08,1.8895172093635892e-09
2011,9.062813410842807e-08,0.0
2012,8.748929181123799e-08,1.0212758416727752e-09
2013,6.303422539488679e-08,5.578250084070646e-10
2014,6.734534840902029e-08,1.2992671383216248e-09
2015,7.780179300809209e-08,6.649726325136385e-10
2016,7.726098405491655e-08,6.214020409345267e-10
2017,6.943087282884619e-08,2.515611330355938e-10
2018,7.641141208658553e-08,1.5488800242380307e-09
2019,7.193785211967452e-08,0.0
