year,nos_DET arts_NOUN,nos_DET barres_NOUN
1913,2.7469486241216146e-07,1.590896969716482e-09
1914,2.1697449303914595e-07,4.018046340092951e-09
1915,2.8038212462888623e-07,0.0
1916,2.9446398785992756e-07,1.0987462051303964e-09
1917,3.476356527087887e-07,0.0
1918,2.7682167580422856e-07,4.594550517822427e-09
1919,2.495326918983132e-07,0.0
1920,2.370108482807609e-07,2.2716695191604686e-09
1921,2.582306929399536e-07,4.543648568500203e-09
1922,2.670812599414596e-07,2.951174193910333e-09
1923,2.0594939131868273e-07,0.0
1924,2.1657929716312196e-07,2.578324886925998e-09
1925,2.3206155774779802e-07,2.1996355847875293e-09
1926,1.6607746755603614e-07,1.1146138456652466e-09
1927,2.2632926510723905e-07,4.4596899506643695e-09
1928,2.3766165035965514e-07,5.713020723163709e-09
1929,1.8604478202455255e-07,0.0
1930,1.8696414416652374e-07,2.100720708497761e-09
1931,1.779235621057751e-07,0.0
1932,1.600092351949911e-07,1.0959536611565568e-09
1933,1.812364562869817e-07,0.0
1934,1.5815686538189766e-07,0.0
1935,1.7952426389911125e-07,0.0
1936,1.4185916663578269e-07,7.274828739411987e-09
1937,1.3976141044480528e-07,0.0
1938,1.750303919578755e-07,0.0
1939,2.3246956271094632e-07,0.0
1940,1.6736167895992082e-07,0.0
1941,2.5382921808869696e-07,2.9515025978810172e-09
1942,2.518395767481252e-07,9.102635090130207e-09
1943,1.9741999435218816e-07,8.709705845433291e-09
1944,1.9279117680071067e-07,0.0
1945,1.4378126955705284e-07,2.178504043826024e-09
1946,2.422272178392859e-07,4.1763312808029696e-09
1947,1.6570010674676894e-07,7.152522574216391e-09
1948,1.435089145296331e-07,5.435944139264848e-09
1949,1.1093219054458814e-07,0.0
1950,1.2868787369058055e-07,5.317680518146517e-09
1951,1.6951628722949863e-07,1.0661401761424827e-09
1952,1.0861147803353788e-07,5.272402070488624e-09
1953,1.1743471595160315e-07,7.54167928107563e-09
1954,1.3388374320300045e-07,2.9317608341017376e-09
1955,1.1638153951665231e-07,9.385607846468247e-10
1956,1.2558443907018102e-07,5.232684952005684e-09
1957,1.1573899194594617e-07,3.534015080575159e-09
1958,8.189520706025633e-08,3.3088973783179654e-09
1959,1.426137536952865e-07,0.0
1960,1.2249874936642868e-07,1.3841666701708277e-09
1961,1.0074831191531075e-07,2.08444772553662e-09
1962,1.4205982745707502e-07,1.9025869768540815e-09
1963,1.5130564090526377e-07,5.819448034571906e-09
1964,1.308053247939256e-07,0.0
1965,1.3023463463213147e-07,2.73602163147757e-09
1966,1.3681514277052997e-07,2.769537488234164e-09
1967,1.355842309536115e-07,9.860671168482327e-10
1968,1.679789585207203e-07,5.838840522187638e-09
1969,1.6168658145687687e-07,4.5417578031781147e-10
1970,1.3336302517874543e-07,4.5987250119061684e-10
1971,1.7624702985941099e-07,5.138397485282553e-10
1972,2.021277903940799e-07,5.643161493651405e-09
1973,1.0750747536647509e-07,1.6539611902288698e-09
1974,9.507215814608116e-08,2.2502286700643026e-09
1975,9.766630881813398e-08,0.0
1976,1.005580738677736e-07,0.0
1977,1.1165885638320105e-07,0.0
1978,9.148510538015131e-08,4.158414057542359e-09
1979,1.4454374586136964e-07,2.3407893401383717e-09
1980,7.333844465051698e-08,5.116635559687666e-09
1981,8.602747048058745e-08,1.2651099057237047e-09
1982,1.173217938355009e-07,6.207502289967692e-10
1983,9.788739774307942e-08,1.2630632095778083e-09
1984,9.974294812309381e-08,5.219107812592938e-09
1985,9.444426463112165e-08,6.015558051686298e-10
1986,9.351397256551763e-08,1.7983456945813714e-09
1987,8.494035141914935e-08,1.8332451112712533e-09
1988,1.0254107141172142e-07,1.1993107618124554e-09
1989,7.90289598207039e-08,5.488122178931576e-10
1990,7.519138423006666e-08,5.44865097484859e-10
1991,8.147436680872033e-08,2.344586080837985e-09
1992,9.642402520881888e-08,5.509944167592096e-10
1993,1.0524494076236124e-07,2.2156829704300662e-09
1994,1.1446590475472362e-07,3.6924485691258724e-09
1995,8.838594756088725e-08,1.626735190995987e-09
1996,6.138805996869223e-08,1.6014276571496566e-09
1997,6.137465113909002e-08,1.438468344439059e-09
1998,7.056831252683082e-08,3.814503379828693e-09
1999,8.54627615343162e-08,4.570201161957499e-10
2000,1.0205652900552309e-07,2.2090156370779823e-09
2001,9.813914303435922e-08,1.7524847129024579e-09
2002,8.543381779801962e-08,5.257465574004527e-09
2003,7.542130342486075e-08,4.1669229178253886e-10
2004,7.135761481702474e-08,2.2023955992267474e-09
2005,8.422011443798283e-08,2.702249757291497e-09
2006,9.306430981403935e-08,3.294311934354255e-09
2007,8.66802076782136e-08,2.7961355453243186e-09
2008,7.493094011934431e-08,2.554463751636149e-09
2009,7.581426020308868e-08,9.53638501499654e-10
2010,7.274641583565611e-08,3.3066551718974324e-09
2011,4.818204557555106e-08,3.4415748029203996e-09
2012,7.693611062120631e-08,7.148930780687124e-09
2013,6.080292508370277e-08,3.0680376017500066e-09
2014,7.795602341431618e-08,3.681256854903836e-09
2015,8.134831741557491e-08,3.546520632724537e-09
2016,1.2303759522325208e-07,8.078226088059637e-09
2017,4.125602554028163e-08,4.2765391228272165e-09
2018,5.550153436839622e-08,8.002547069452248e-09
2019,6.224410059596508e-08,8.16316081397872e-09
