year,grands_ADJ arts_NOUN,grands_ADJ bars_NOUN
1923,1.9108706617032567e-08,2.0170300985000722e-08
1924,2.1915761649893284e-08,2.4494086758863887e-08
1925,5.499089184013428e-09,2.1996356736053713e-08
1926,2.2292276136148814e-08,1.3375366592072169e-08
1927,1.5608915049369898e-08,3.2332753363562006e-08
1928,2.0566874425753667e-08,1.7139061725401916e-08
1929,2.1166771446701205e-08,1.3368487650211591e-08
1930,1.6805765667982087e-08,2.941009036305786e-08
1931,1.4826963656844327e-08,1.2545892325022123e-08
1932,1.4247397484012936e-08,1.2055489939655217e-08
1933,3.4411986149507356e-08,1.4911860191091364e-08
1934,2.036868629318178e-08,1.1981580172459871e-08
1935,1.3165112555668657e-08,2.393656828303392e-09
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,7.554670666820584e-09,6.295559185076627e-09
1938,2.5930429359277696e-08,3.8895642262559704e-09
1939,2.2941076593951948e-08,1.2235240376412548e-08
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,8.709705845433291e-09,8.709705845433291e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.742803190651898e-08,6.535512131478072e-09
1946,1.6705326011390298e-08,8.352662561605939e-09
1947,2.1457568166738383e-08,2.3841741914054637e-09
1948,1.7395020757149382e-08,7.610321262063735e-09
1949,3.2396128224476683e-08,6.8719057111366055e-09
1950,3.509669355139522e-08,2.1270722960764488e-09
1951,2.1322803078760444e-08,2.1322803522849654e-09
1952,3.690681538159879e-08,1.0544804140977249e-08
1953,2.2625037843226892e-08,2.1547654771580937e-09
1954,2.6385848173049453e-08,1.2704297169818801e-08
1955,1.9709776921672528e-08,2.815682353940474e-09
1956,2.7907653077363648e-08,1.744228317335228e-09
1957,3.35731449863097e-08,6.184526224473075e-09
1958,1.4890038535497752e-08,5.790570245522986e-09
1959,3.100299039715537e-08,2.325224457422337e-09
1960,2.2146666722733244e-08,1.3841666701708277e-09
1961,1.32015025577914e-08,3.47407969059077e-09
1962,2.029426049432459e-08,4.43936931660005e-09
1963,2.9743845164631466e-08,3.879631726988464e-09
1964,9.125952438182594e-09,6.083968440151466e-09
1965,1.3132904541635071e-08,1.0944086747954884e-09
1966,2.0494576702390077e-08,1.6617224263271169e-09
1967,1.4297973249810525e-08,4.930335695263466e-09
1968,1.7067380397861598e-08,7.635406973349745e-09
1969,1.816703096291228e-08,7.2668124850849836e-09
1970,1.609553734738256e-08,4.598724956395017e-09
1971,2.1581270104320538e-08,5.138397263237948e-09
1972,1.692948464748767e-08,7.182205497002769e-09
1973,1.2129048487796723e-08,9.37244681864513e-09
1974,1.2376257352286757e-08,1.6876715580593782e-09
1975,1.8847885030481848e-08,3.4268881066168433e-09
1976,1.3712464830284432e-08,1.7140580066410394e-09
1977,1.9981057530760182e-08,2.938390863960194e-09
1978,2.257424647211792e-08,1.0099005187669263e-08
1979,1.0533551808578068e-08,2.925986564150662e-09
1980,1.364436125195212e-08,3.97960553399912e-09
1981,1.8976649196478235e-08,1.2651099057237047e-09
1982,1.1794254684005523e-08,6.207502289967692e-10
1983,1.3893695527400496e-08,6.315316047889041e-10
1984,1.1598016769198694e-08,6.378909400694965e-09
1985,1.3835783185811579e-08,1.8046674155058895e-09
1986,1.6185110141009318e-08,4.196139880008332e-09
1987,1.4054879038383206e-08,3.6664902225425067e-09
1988,1.739000587974715e-08,2.398621523624911e-09
1989,2.359892548042808e-08,2.7440609784434855e-09
1990,1.52562225630426e-08,1.198703181159999e-08
1991,1.1136784217047335e-08,6.4476117778156095e-09
1992,2.3692759532067953e-08,2.2039776670368383e-09
1993,8.308811416668505e-09,2.2156829704300662e-09
1994,1.3714808788645172e-08,2.637463358823311e-09
1995,1.4640617607142303e-08,5.4224509327127635e-09
1996,2.4555223188116315e-08,2.6690460952494277e-09
1997,1.2946214766884623e-08,9.58978896292706e-10
1998,1.2397135762398648e-08,4.7681290027412615e-09
1999,1.3710603319339043e-08,1.0968483010742602e-08
2000,1.0161472552283612e-08,1.7672125984802278e-09
2001,1.0076787404500465e-08,1.270551397425379e-08
2002,1.3143664823189738e-08,3.066854992184176e-09
2003,1.7917768602160322e-08,5.416999737661854e-09
2004,2.8631143678126136e-08,4.404791198453495e-09
2005,9.007498968927052e-09,6.305249655724765e-09
2006,1.2765459078689645e-08,7.823991232669414e-09
2007,1.3181782249072072e-08,4.393927444112933e-09
2008,1.2346575317678798e-08,1.1920831433087642e-08
2009,7.629108011997232e-09,7.1522885392028e-09
2010,9.919965293647692e-09,8.502827775203059e-09
2011,1.0324724186716594e-08,1.7207874236646603e-08
2012,6.468080293586809e-09,9.531907707582832e-09
2013,3.904775169871755e-09,9.761937924679387e-09
2014,8.445236510112863e-09,9.094869746206768e-09
2015,7.093041265449074e-09,1.440773989003219e-08
2016,1.1806638333666797e-08,1.0356700386182638e-08
2017,6.792150397672003e-09,6.037467414898856e-09
2018,1.4714360396794746e-08,1.2132893800753664e-08
2019,8.673358642408147e-09,1.4540630033366142e-08
