year,grands_ADJ ans_NOUN,grands_ADJ bancs_NOUN
1800,0.0,7.231578535993322e-08
1801,9.524730337773235e-09,1.7858869227893592e-07
1802,0.0,9.398928568771225e-08
1803,0.0,2.86699872731333e-07
1804,0.0,1.8291696335381857e-07
1805,0.0,4.5486043376286034e-08
1806,0.0,2.881669125542885e-09
1807,0.0,3.1601200589648215e-07
1808,0.0,1.3823051858707913e-07
1809,0.0,1.355418248749629e-07
1810,2.3401267590372754e-09,1.708292529656319e-07
1811,0.0,1.4541045345595194e-07
1812,2.6672082320544632e-09,9.601949813031752e-08
1813,0.0,7.476928232108548e-08
1814,0.0,9.754699448194515e-08
1815,0.0,1.5104451733805035e-07
1816,0.0,2.1321955046005314e-07
1817,1.556873407970727e-09,4.670620157298799e-08
1818,2.384235475716423e-09,1.513989502655022e-07
1819,0.0,1.1386155307491208e-07
1820,0.0,7.713212824000948e-08
1821,0.0,8.678109963966563e-08
1822,0.0,6.015369535816717e-08
1823,0.0,7.214361374963119e-08
1824,0.0,7.157945702829238e-08
1825,8.805443041381977e-10,6.868245350233337e-08
1826,0.0,1.4533173953168443e-07
1827,9.217273055917019e-10,6.636436467033491e-08
1828,9.172301251858528e-10,1.476740436601176e-07
1829,0.0,8.916103411138465e-08
1830,0.0,6.575206867864836e-08
1831,0.0,9.978371906527173e-08
1832,0.0,1.1094574858816486e-07
1833,1.1583628500844156e-09,1.4479535082045913e-07
1834,0.0,7.187588835222414e-08
1835,0.0,7.714349692378164e-08
1836,0.0,7.661655132551459e-08
1837,0.0,7.51452233771488e-08
1838,0.0,6.690891751759409e-08
1839,0.0,8.319855737681792e-08
1840,0.0,7.070354257621148e-08
1841,6.420548537278137e-10,5.97110982880622e-08
1842,0.0,5.1653639587811995e-08
1843,0.0,6.084118098215185e-08
1844,1.097712254427563e-09,6.805815688792904e-08
1845,0.0,1.1997489934856276e-07
1846,0.0,5.2690513285824636e-08
1847,1.0786447290911383e-09,7.442648808364538e-08
1848,1.6090443422100975e-09,6.033916122305527e-08
1849,8.379414939696517e-10,6.535943697372204e-08
1850,0.0,4.955967014552698e-08
1851,3.2247193804124663e-09,1.0964046026629148e-07
1852,1.3021090872200602e-09,4.427170807730363e-08
1853,0.0,6.389966955566706e-08
1854,1.558699391779328e-09,3.4291385730966795e-08
1855,0.0,1.1516053888271927e-07
1856,0.0,3.572260709461261e-08
1857,4.881509085841174e-10,4.8326938895115745e-08
1858,0.0,8.759680270031822e-08
1859,0.0,8.402085871495046e-08
1860,1.373155145145688e-09,1.0207120060279351e-07
1861,9.431927461278633e-10,3.4426534512022045e-08
1862,0.0,2.2138133104476765e-08
1863,0.0,5.3442441583229083e-08
1864,0.0,4.02757136530596e-08
1865,0.0,6.21303455350386e-08
1866,0.0,5.011581427627476e-08
1867,9.7056229719783e-10,4.464586567110018e-08
1868,4.93987406535723e-10,3.754304245262574e-08
1869,1.953407657850903e-09,1.8703878301717936e-07
1870,5.734048791339319e-10,5.160643912205387e-08
1871,0.0,4.5671061599250606e-08
1872,0.0,6.168286148522384e-08
1873,5.986004469882289e-10,4.549363552541763e-08
1874,5.974609140757536e-10,8.66318359271645e-08
1875,1.1443054281912168e-09,5.435450733948244e-08
1876,6.04601479992084e-10,6.166935406781704e-08
1877,6.184815992682502e-10,5.3807898581226254e-08
1878,2.4156354694326865e-09,6.824170384334138e-08
1879,6.10932526790009e-10,8.797428563411813e-08
1880,6.417846254436199e-10,8.214843205678335e-08
1881,0.0,5.229380728444255e-08
1882,0.0,3.8601232432711186e-08
1883,0.0,9.668588474287532e-08
1884,6.601696966868076e-10,8.450172384044663e-08
1885,0.0,6.058897650262907e-08
1886,0.0,1.2777859126344993e-07
1887,0.0,7.5082636552537e-08
1888,6.340614699951175e-10,8.115986616097359e-08
1889,6.265136742733546e-10,6.453090833913322e-08
1890,0.0,7.47200054052044e-08
1891,6.374220040683554e-10,5.736798058819659e-08
1892,0.0,6.393882667765638e-08
1893,0.0,7.513268251990723e-08
1894,2.520615716150587e-09,4.285046628638156e-08
1895,0.0,5.115822343526588e-08
1896,0.0,4.77659363173899e-08
1897,5.826713556089658e-10,4.544836618158854e-08
1898,0.0,6.224190607362345e-08
1899,0.0,4.5878900678530954e-08
1900,5.191053142894475e-10,1.1212674833060987e-07
1901,0.0,5.924063384288303e-08
1902,0.0,7.169014609731406e-08
1903,5.400220270956879e-10,8.208334878467838e-08
1904,5.374625189347171e-10,9.943056689110108e-08
1905,0.0,8.257214806350888e-08
1906,5.144184522798412e-10,6.32734686867309e-08
1907,0.0,7.559979797733263e-08
1908,4.911389073214423e-10,2.89771957540097e-08
1909,5.500983557560346e-10,3.905698431339033e-08
1910,5.344150677544235e-10,6.199214841462464e-08
1911,0.0,6.27804115360675e-08
1912,0.0,7.136907198557196e-08
1913,0.0,5.886318438230731e-08
1914,0.0,3.6832092042971e-08
1915,1.1780761921542648e-09,3.180805663305364e-08
1916,0.0,5.383856560570166e-08
1917,0.0,4.386569774084137e-08
1918,2.2972752589112133e-09,7.0066895396792e-08
1919,9.207848372660976e-10,3.038589824200244e-08
1920,0.0,5.1491177543994127e-08
1921,0.0,3.104826579169995e-08
1922,0.0,2.951174238319254e-08
1923,1.0615948120573648e-09,4.140219678205881e-08
1924,0.0,4.383152285569736e-08
1925,0.0,8.468597201272132e-08
1926,0.0,5.684530623994988e-08
1927,0.0,7.80445712500466e-08
1928,1.1426041224282812e-09,6.627103821266189e-08
1929,0.0,7.57547624630206e-08
1930,0.0,8.717991306639306e-08
1931,0.0,5.018356930008849e-08
1932,0.0,5.4797681503515605e-08
1933,2.2941324395731044e-09,4.588264967964051e-08
1934,0.0,8.147474517272713e-08
1935,1.196828414151696e-09,2.5133396697185617e-08
1936,0.0,2.9099314957647948e-08
1937,2.5182236296217297e-09,6.673292762826577e-08
1938,0.0,7.90878047496335e-08
1939,0.0,2.9058695893979802e-08
1940,0.0,4.057252622757801e-08
1941,0.0,1.3576912305524047e-07
1942,0.0,4.551317722700787e-08
1943,0.0,7.258088197126256e-08
1944,0.0,4.177142010064472e-08
1945,0.0,3.267755976921194e-08
1946,0.0,3.3410652022780596e-08
1947,0.0,4.649139517809431e-08
1948,0.0,4.783630513927051e-08
1949,0.0,4.908504003253711e-08
1950,0.0,4.2541445921528975e-08
1951,1.0661401761424827e-09,6.716683120799871e-08
1952,0.0,7.803154744578933e-08
1953,0.0,4.3095311319518714e-08
1954,0.0,3.615838517490033e-08
1955,0.0,4.03581155161703e-08
1956,0.0,6.192010459926678e-08
1957,0.0,4.50586910005768e-08
1958,0.0,6.204182501079458e-08
1959,0.0,5.7355532101510676e-08
1960,6.920833350854139e-10,6.436374988538773e-08
1961,0.0,5.211119447068313e-08
1962,6.341956404476434e-10,7.483508657202265e-08
1963,0.0,6.207411029635068e-08
1964,0.0,5.1713731019642495e-08
1965,1.0944086747954884e-09,5.6362048639346796e-08
1966,3.3234448526542337e-09,3.268054049598845e-08
1967,0.0,4.831728994680873e-08
1968,8.982831700699023e-10,5.52444165413668e-08
1969,4.5417578031781147e-10,3.951329241580481e-08
1970,2.2993624781975086e-09,4.736686909367904e-08
1971,0.0,5.755005161311999e-08
1972,5.130146862875051e-10,3.5911027485013847e-08
1973,1.102640756478479e-09,4.9618834874198825e-08
1974,0.0,4.1629230729256506e-08
1975,0.0,6.51108731375416e-08
1976,0.0,6.570555965978997e-08
1977,1.1753563677885381e-09,8.345030133583009e-08
1978,0.0,5.4059383081117574e-08
1979,1.7555920051037788e-09,6.320131218373604e-08
1980,5.685150683554241e-10,7.731804640975781e-08
1981,2.5302198114474095e-09,9.108791410028516e-08
1982,0.0,6.083352044328194e-08
1983,0.0,4.736487069223472e-08
1984,0.0,7.364740906012912e-08
1985,0.0,6.19602493756588e-08
1986,0.0,6.1143752283499e-08
1987,0.0,8.249602778676035e-08
1988,0.0,7.375761157391025e-08
1989,0.0,7.134558810406588e-08
1990,5.44865097484859e-10,9.153733615541171e-08
1991,1.1722930404189924e-09,9.730032513033393e-08
1992,5.509944167592096e-10,8.264916373512676e-08
1993,0.0,7.810282431908178e-08
1994,5.274926606624319e-10,5.696920779563186e-08
1995,0.0,5.5308998936354214e-08
1996,0.0,4.0569500869835906e-08
1997,0.0,7.000545743096609e-08
1998,4.768129224785866e-10,4.1959537178115625e-08
1999,4.570201161957499e-10,5.255731316822221e-08
2000,4.4180314962005696e-10,4.683113363768143e-08
2001,0.0,3.9869027801398005e-08
2002,4.38122149670761e-10,2.7163573779187544e-08
2003,4.1669229178253886e-10,3.875238352435417e-08
2004,0.0,3.479785126714319e-08
2005,0.0,4.683899590407492e-08
2006,8.235779835885637e-10,3.541385384941975e-08
2007,3.994479469415779e-10,4.274093062806017e-08
2008,0.0,5.875266717580985e-08
2009,0.0,7.295334425450051e-08
2010,0.0,4.9127448109587135e-08
2011,0.0,7.265546914103638e-08
2012,0.0,4.595741032176193e-08
2013,0.0,4.0721225114115356e-08
2014,0.0,3.811183668656071e-08
2015,6.649726325136385e-10,4.3444878722320723e-08
2016,0.0,5.0126427592056544e-08
2017,5.031222660711876e-10,3.4966997880525597e-08
2018,0.0,3.9496438952735247e-08
2019,0.0,4.5407582138778935e-08
