year,deux_DET arts_NOUN,deux_DET barres_NOUN
1922,7.451715111628232e-08,2.065821931296341e-07
1923,8.917396732144311e-08,1.6879358177845916e-07
1924,7.73497492723152e-08,2.0497682440279164e-07
1925,8.908524029571652e-08,1.715715767236503e-07
1926,8.693988340358061e-08,1.905989650552442e-07
1927,1.0703256081434631e-07,1.4939961645588085e-07
1928,7.08414584771333e-08,1.8738707208143524e-07
1929,8.35530460374656e-08,1.4928145031234408e-07
1930,1.1764036322858828e-07,1.417986492668888e-07
1931,9.808606460381952e-08,1.9160999098488674e-07
1932,5.698959038014095e-08,1.8412020796887418e-07
1933,6.997103763062285e-08,2.6841348876871507e-07
1934,7.069132657022692e-08,1.6294948501638373e-07
1935,7.77938495843955e-08,1.5558768851064997e-07
1936,4.364897199238271e-08,1.9884531354819046e-07
1937,5.414180659357726e-08,1.9516232629968044e-07
1938,7.779128452511941e-08,1.750304008396597e-07
1939,5.352917753498332e-08,2.0035206471646916e-07
1940,2.7893612752905028e-08,1.8764793763281773e-07
1941,5.607854980382854e-08,2.4202321391442183e-07
1942,1.456421614420833e-07,1.790184995797972e-07
1943,9.00002918857723e-08,2.0032322844976136e-07
1944,1.1888788975511488e-07,1.670856857316494e-07
1945,4.1391576388605245e-08,1.6556631354802676e-07
1946,6.403708052715729e-08,2.1299290153820039e-07
1947,1.060957499632309e-07,2.1815193473884165e-07
1948,8.371353343861188e-08,1.5764237382143165e-07
1949,6.970075983048218e-08,2.0124867639026434e-07
1950,7.232045673433163e-08,1.8186467531933204e-07
1951,8.315893085253379e-08,1.9403751672086855e-07
1952,5.1669539202769954e-08,2.2565879831404345e-07
1953,5.1714371673838855e-08,1.5729787250506888e-07
1954,6.547599351591771e-08,2.0815501766691114e-07
1955,7.977766358635563e-08,1.4359980626821311e-07
1956,5.1454734917300016e-08,1.9273723594892544e-07
1957,5.124322016714089e-08,2.1557491614032642e-07
1958,6.948684561081109e-08,1.5882707504744076e-07
1959,6.433120458559927e-08,1.6974137118097588e-07
1960,7.405291518880475e-08,1.9724375333041166e-07
1961,7.017641134865471e-08,1.9802254191958468e-07
1962,4.566208677836414e-08,2.0928455768398635e-07
1963,6.789356221670317e-08,2.6963441035476876e-07
1964,7.969998305767945e-08,2.2389003984102374e-07
1965,4.9248392031131516e-08,1.844078596491272e-07
1966,4.1543059436932595e-08,1.9552934427125024e-07
1967,6.458739720827111e-08,1.8340848662035114e-07
1968,9.387059130006037e-08,1.4597101394286938e-07
1969,6.585548750770442e-08,1.8394119649656204e-07
1970,6.66815119232389e-08,1.9406619111705936e-07
1971,8.581123500661647e-08,1.834407878931188e-07
1972,6.104874594736742e-08,1.8212021757335606e-07
1973,4.796487346192535e-08,1.7476855873610475e-07
1974,4.050411750444738e-08,1.6426669402491711e-07
1975,5.140332204334186e-08,1.410735670503982e-07
1976,5.1421741309454205e-08,1.6112146239422032e-07
1977,3.9962116504810297e-08,1.0284368134882982e-07
1978,6.831679932872703e-08,2.0019792490444388e-07
1979,5.442335238026175e-08,1.8433715354149172e-07
1980,4.7186750062877536e-08,1.7396561124982668e-07
1981,3.985096119762943e-08,1.1449244663452873e-07
1982,5.0901519110801985e-08,1.458763096984228e-07
1983,7.515226374543715e-08,1.7682884845271474e-07
1984,6.552879394661204e-08,1.4729481057074167e-07
1985,4.9929133605353115e-08,1.5038894485286392e-07
1986,5.454981755192989e-08,1.1149743106564358e-07
1987,5.5608433080500674e-08,1.4421528016228535e-07
1988,7.975416566052829e-08,1.6670419666908742e-07
1989,6.256459261777536e-08,1.2951968697549887e-07
1990,6.15697552941441e-08,1.3240221852228728e-07
1991,6.682070324837142e-08,1.172293023765647e-07
1992,5.179347439820958e-08,1.47115513327023e-07
1993,8.91812389491875e-08,1.4291154748491408e-07
1994,6.857404555304925e-08,1.2976319307966833e-07
1995,7.211859909261875e-08,1.2580086306002158e-07
1996,5.4448540787177535e-08,1.3131706921853947e-07
1997,7.671831503408555e-08,1.246672574062302e-07
1998,6.627699500327822e-08,1.1300466429275957e-07
1999,9.414614271507915e-08,1.2979371621923974e-07
2000,7.73155524047553e-08,1.2193766973922493e-07
2001,5.4765148943536346e-08,1.1873083760605141e-07
2002,7.053766437614684e-08,1.1215926720709035e-07
2003,7.375453814351118e-08,1.2042407249168718e-07
2004,6.871474655945065e-08,1.1188170079279303e-07
2005,5.854874407518196e-08,1.2160123663562672e-07
2006,7.082770936417404e-08,1.1447734227232331e-07
2007,7.190063233686317e-08,1.1144597600321049e-07
2008,6.726754731012363e-08,1.255944694911193e-07
2009,5.292693860958764e-08,1.316021158714875e-07
2010,5.6685517002552643e-08,1.2895954704106316e-07
2011,3.7092529686644227e-08,1.8966901560446559e-07
2012,3.574465295974605e-08,1.8825516789888752e-07
2013,3.5421887201181335e-08,1.7320466527692702e-07
2014,3.529675557389922e-08,1.790823169756095e-07
2015,4.654808366533203e-08,1.6313994244399055e-07
2016,4.2876737493813266e-08,1.741997017745689e-07
2017,2.842640789424422e-08,1.874130388657136e-07
2018,3.149389249390566e-08,1.9361000447304377e-07
2019,4.08158039588713e-08,1.8469151719102683e-07
