year,autres_ADJ ans_NOUN,autres_ADJ bancs_NOUN
2006,4.11788997345397e-09,1.729513776638214e-08
2007,7.988958938831558e-10,1.677681460421354e-08
2008,1.2772318758180745e-09,1.3623806971452268e-08
2009,9.53638501499654e-10,1.0966842545201416e-08
2010,4.723793023408973e-10,2.220182793166714e-08
2011,1.911985902935953e-09,1.4531093661673822e-08
2012,6.808505426114664e-10,1.5319137958158535e-08
2013,1.6734750252211938e-09,1.7013663367038134e-08
2014,8.661780737106994e-10,1.775665126046988e-08
2015,1.329945265027277e-09,2.017083566840938e-08
2016,8.285360175719347e-10,1.8020658743012063e-08
2017,1.509366853724714e-09,1.282961736848165e-08
2018,1.5488800242380307e-09,1.987729447705533e-08
2019,2.04079020349468e-09,1.9387506711154856e-08
