year,autres_ADJ ans_NOUN,autres_ADJ bancs_NOUN
1800,2.5153315874604232e-08,3.772997558826319e-08
1801,9.524730337773235e-09,9.524730160137551e-08
1802,4.475680270843441e-09,8.056224487518193e-08
1803,1.950339223455444e-09,1.560271414291492e-07
1804,2.4718509461507665e-09,7.168367943677367e-08
1805,5.685755422035754e-09,6.538618890772341e-08
1806,8.645007376628655e-09,3.1698359492793315e-08
1807,2.8469551160981155e-09,1.6512339584551228e-07
1808,4.5321479902327155e-09,1.3369836437959748e-07
1809,6.7770917766551975e-09,9.487928309681593e-08
1810,0.0,8.658469141664682e-08
1811,2.5070767684098882e-09,1.42903374467096e-07
1812,0.0,5.867858021701977e-08
1813,5.751483289628823e-09,9.489947672136623e-08
1814,6.293354282149721e-09,1.3845379953636439e-07
1815,5.394447111228828e-09,1.0788894400093341e-07
1816,0.0,8.806894413737609e-08
1817,4.670620334934483e-09,9.652615062805125e-08
1818,4.768470951432846e-09,1.2755660350194375e-07
1819,1.3456364911235141e-08,6.210630232317271e-08
1820,1.4239777357261119e-08,3.085285271708926e-08
1821,1.3806083387635226e-08,4.7335142028259725e-08
1822,2.105379337535851e-08,8.521773509073682e-08
1823,4.941343334508019e-09,5.731958552246397e-08
1824,3.3684450784221553e-09,2.4421225930382207e-08
1825,1.6730341556581152e-08,1.514536194235916e-07
1826,4.403992281964975e-09,1.0921900894800274e-07
1827,5.530363722527909e-09,9.585964022562621e-08
1828,2.2930752408001354e-08,6.420610532131832e-08
1829,6.001223074036943e-09,1.3288422451296356e-07
1830,7.305785310052215e-09,5.114049628218709e-08
1831,2.182768810143898e-08,2.6505050598757407e-08
1832,6.764984683549358e-09,8.523880978827947e-08
1833,4.6334514003376626e-09,7.761030929032131e-08
1834,9.334531148041947e-09,7.374279675786966e-08
1835,1.9664028627630614e-08,6.731148260996633e-08
1836,3.36037508930076e-09,7.796069922960669e-08
1837,3.4789454650407947e-09,6.470838798122713e-08
1838,3.1560809521380406e-09,6.185918977053007e-08
1839,2.09744255297295e-09,6.292327725532232e-08
1840,8.280595042986505e-09,5.350538501147639e-08
1841,5.1364388298225094e-09,6.67737083404063e-08
1842,1.0062397137744483e-08,8.318248490013502e-08
1843,1.1813822142769936e-09,4.430183153658618e-08
1844,1.6465684371524958e-09,5.2141331252641976e-08
1845,3.348136878855712e-09,6.082448322786149e-08
1846,2.9272506640865004e-09,1.042101231973902e-07
1847,8.089835468183537e-09,6.633665350364026e-08
1848,4.022610855525244e-09,1.3918233321419393e-07
1849,8.379414495607307e-09,1.7596771328953764e-07
1850,2.0366988096043315e-09,7.739455298860776e-08
1851,1.096404611544699e-08,1.0899551483589676e-07
1852,1.2370036550635177e-08,4.948014620254071e-08
1853,2.9859659189668264e-09,6.389966955566706e-08
1854,9.352195906586758e-09,2.8576154775805662e-08
1855,1.3798036491152743e-08,9.021793090369101e-08
1856,3.624032518523279e-09,9.16362523639691e-08
1857,7.322263795295214e-09,8.542640728137485e-08
1858,1.468102750479261e-09,6.949019848434546e-08
1859,8.147477359443656e-09,6.212451353349024e-08
1860,8.238931398230065e-09,8.742421186980209e-08
1861,7.545542080045209e-09,5.989274143303192e-08
1862,1.445755604123633e-08,4.608346060308577e-08
1863,6.493007298491449e-09,5.4441368746438457e-08
1864,9.109982990196386e-09,7.192092255081661e-08
1865,6.589581991178761e-09,7.38974534897352e-08
1866,4.865612801552288e-09,4.525020003143254e-08
1867,9.220341823379385e-09,4.31900204489466e-08
1868,6.9158236915001225e-09,1.0719526954972025e-07
1869,9.767038733343725e-09,9.57169774551403e-08
1870,4.013834153937523e-09,6.651496420317926e-08
1871,3.18635318130589e-09,1.4232377054668177e-07
1872,3.0236697590169115e-09,1.0280476914203973e-07
1873,4.1902030178953e-09,1.1972008451266447e-07
1874,9.559374625212058e-09,1.254667978400903e-07
1875,5.149374426860476e-09,1.458989373759323e-07
1876,9.06902175579205e-09,9.55270351710169e-08
1877,1.0514186854493346e-08,8.596894218726447e-08
1878,6.039088784604019e-09,7.911206267863236e-08
1879,1.649517855639715e-08,7.819936342912115e-08
1880,1.4761046163158653e-08,7.765594034481182e-08
1881,6.275256869692214e-09,1.8756045960799383e-07
1882,5.324307883469714e-09,8.851662158804174e-08
1883,6.319339107552224e-09,1.3396999065662385e-07
1884,3.9610181801208455e-09,1.2543223704142292e-07
1885,7.734762830224895e-09,1.3149096389497572e-07
1886,3.2267319372003556e-09,1.0841819175766432e-07
1887,5.223139754040318e-09,1.3971899193165882e-07
1888,2.53624587998047e-09,8.940266837953459e-08
1889,3.132568371366773e-09,7.956723635516028e-08
1890,3.2771931834929546e-09,8.389614691850511e-08
1891,3.1871101313640793e-09,7.202868346212199e-08
1892,1.0656470816883257e-08,9.778879217492431e-08
1893,8.621783287310336e-09,9.360793029600245e-08
1894,6.301539290376468e-09,8.444062871149072e-08
1895,3.611168697403855e-09,9.38903852443218e-08
1896,4.717623180994224e-09,1.1263325205845831e-07
1897,5.244042311502994e-09,1.35762419972707e-07
1898,2.26334195829736e-09,1.6182895024030586e-07
1899,4.9748205555033564e-09,2.061786688045686e-07
1900,3.6337372000261325e-09,1.5261696262314217e-07
1901,2.794369402536745e-09,1.1401027677493403e-07
1902,1.178468167495339e-08,8.200174050898568e-08
1903,4.860198243861191e-09,1.0260418292773466e-07
1904,7.524475265086039e-09,6.557042553367864e-08
1905,6.708986810544104e-09,1.0166695574298501e-07
1906,5.144184633820714e-09,6.12157933232993e-08
1907,4.6285588695127444e-09,6.37712602724605e-08
1908,3.929111258571538e-09,7.219741604558294e-08
1909,5.5009836685826485e-09,6.766209992292715e-08
1910,6.412980702030779e-09,5.7716828649745366e-08
1911,7.44852390877071e-09,6.278041553287039e-08
1912,1.5107321338359014e-08,5.2094211611120045e-08
1913,9.015082513830208e-09,4.8787505591008085e-08
1914,5.357394972094198e-09,1.841604557739629e-07
1915,2.3561523843085297e-09,5.713669679607847e-07
1916,1.0987462051303964e-09,4.032398521758296e-07
1917,6.579854550103903e-09,3.0596325473197794e-07
1918,2.2972752589112133e-09,1.458769816053973e-07
1919,5.524709134618888e-09,9.668240608107226e-08
1920,1.514446346106979e-09,4.846228307542333e-08
1921,3.7863738810983705e-09,6.209653236055601e-08
1922,5.902348387820666e-09,4.205423209668879e-08
1923,1.5923922180860473e-08,9.023555946896522e-08
1924,3.867487330388997e-09,1.2762707513047644e-07
1925,8.798542117105512e-09,1.1658068643782826e-07
1926,4.458455382660986e-09,7.80229711949687e-08
1927,4.4596899506643695e-09,4.4596898618465275e-08
1928,7.998228745975666e-09,7.769708076921233e-08
1929,4.4561625500705304e-09,7.352668518478822e-08
1930,3.1510810627466412e-09,4.516549623190258e-08
1931,3.4216069977333063e-09,8.097803316786667e-08
1932,6.575721966939341e-09,7.562080384104775e-08
1933,3.4411986593596566e-09,4.01473165823063e-08
1934,9.585264137967897e-09,6.350237669039416e-08
1935,3.590485242455088e-09,2.5133395809007197e-08
1936,6.0623572828433225e-09,8.729794842565752e-08
1937,7.554670666820584e-09,6.1696475484041e-08
1938,2.5930428915188486e-09,5.704694316932546e-08
1939,3.058810094103137e-09,5.8117393564316444e-08
1940,3.0429395447839624e-08,5.325144059042941e-08
1941,0.0,3.246652724442356e-08
1942,3.034211770724937e-09,5.76500234217292e-08
1943,5.806470415592457e-09,6.67744117777147e-08
1944,0.0,1.2531425852557732e-07
1945,6.535512131478072e-09,5.8819608739213436e-08
1946,6.960552134671616e-09,5.986074569364064e-08
1947,1.0728784083369192e-08,7.867775053682635e-08
1948,3.2615663503321457e-09,1.315498394660608e-07
1949,2.945102384188658e-09,1.0209688383611137e-07
1950,1.2762433776458693e-08,1.510221352418739e-07
1951,7.462981121975076e-09,8.742349422163898e-08
1952,1.2653764702719172e-08,8.752187596883232e-08
1953,8.619062019654677e-09,9.373229659104254e-08
1954,9.772535891627854e-09,6.547599440409613e-08
1955,6.569925492527773e-09,8.165478959654138e-08
1956,5.232684952005684e-09,6.715278999536167e-08
1957,1.3252556385623393e-08,6.184526313290917e-08
1958,3.3088974338291166e-09,5.873292963087806e-08
1959,2.3252243464000344e-09,1.3408794075076003e-07
1960,8.305000021024966e-09,9.204708106835824e-08
1961,9.727423089245235e-09,5.558527504945232e-08
1962,3.170978202238217e-09,3.7417542841922113e-08
1963,3.233026624194224e-09,8.858492606123036e-08
1964,3.0419841645645818e-09,1.0890303059341022e-07
1965,9.84967779560364e-09,6.840054567192055e-08
1966,7.20079718075084e-09,6.2591546168278e-08
1967,7.395503320850594e-09,4.092178684800274e-08
1968,1.2575964603023237e-08,5.344784881344822e-08
1969,9.991866833924945e-09,5.268439196015606e-08
1970,7.81783243697376e-09,4.6447123480675145e-08
1971,4.110718099248345e-09,5.241165368374823e-08
1972,5.643161493651405e-09,3.9502129567381417e-08
1973,2.756601946707349e-09,3.252790392593852e-08
1974,3.937900283634832e-09,7.256987544224103e-08
1975,4.569184142155791e-09,3.998036035568475e-08
1976,1.7140580066410394e-09,2.971033907783749e-08
1977,0.0,2.9971587878208084e-08
1978,1.1881182704343018e-09,2.5544542481270582e-08
1979,6.437170796402825e-09,3.5697038214266286e-08
1980,5.1166357817322705e-09,4.2638628627855724e-08
1981,3.795329828193417e-09,3.858585273519566e-08
1982,4.345251602977385e-09,3.786576385778062e-08
1983,6.315316269933646e-09,3.6628833299801045e-08
1984,2.3196033982486597e-09,2.3775934110403796e-08
1985,4.210890747202711e-09,2.5265343595037848e-08
1986,4.196139880008332e-09,1.6784559520033326e-08
1987,1.2221633705067347e-09,1.8943532964499354e-08
1988,2.398621523624911e-09,4.497415417858974e-08
1989,5.488122289953878e-09,1.3720305780395847e-08
1990,5.9935161278446e-09,1.5801088437683575e-08
1991,1.1722930404189924e-09,2.1687421636329418e-08
1992,3.3059665005552574e-09,2.8100714644097025e-08
1993,3.323524566667402e-09,1.717154241021035e-08
1994,1.5824779819872958e-09,1.476979427650349e-08
1995,2.7112254663563817e-09,1.3556126887692699e-08
1996,3.736664311304594e-09,2.2419987644184403e-08
1997,8.151320507465698e-09,2.061804593722627e-08
1998,4.7681290027412615e-09,3.814503202193009e-08
1999,3.1991408688814005e-09,2.1479944933844308e-08
2000,3.97622823555821e-09,1.6346715980830595e-08
2001,1.3143635069212678e-09,1.7086726700199506e-08
2002,2.190610692842654e-09,1.8839251936242363e-08
2003,2.083461403401543e-09,1.7084383685528337e-08
2004,5.726228824443069e-09,2.026203915761471e-08
2005,9.007499190971657e-10,1.0808999029165989e-08
