year,vos_DET oies_NOUN,vos_DET bois_NOUN
1800,0.0,2.2323567216986362e-07
1801,0.0,2.905042890688492e-07
1802,2.2378401354217203e-09,7.384872446891677e-08
1803,3.900678446910888e-09,7.216254971353919e-08
1804,0.0,1.3842365831351344e-07
1805,0.0,2.3595885068061762e-07
1806,2.305335300434308e-08,1.0662175498055149e-07
1807,2.8469551160981155e-09,1.1672516109229036e-07
1808,1.1330369531492579e-08,3.4897538370159964e-07
1809,0.0,6.777091510201672e-08
1810,1.6380887757350138e-08,1.0764582869526862e-07
1811,1.504245972228091e-08,8.524061234638225e-08
1812,1.0668832928217853e-08,6.401299401659344e-08
1813,0.0,1.2365688917270745e-07
1814,1.2586708564299443e-08,4.090680150170556e-08
1815,0.0,8.631115289148283e-08
1816,0.0,4.4034473845044886e-08
1817,6.227493631882908e-09,9.808302259273205e-08
1818,0.0,8.464036227451288e-08
1819,4.140420006848444e-09,1.014402908339207e-07
1820,3.5599443393152796e-09,1.9461028966105687e-07
1821,5.9168927535324656e-09,1.0255947735515747e-07
1822,4.010246357211145e-09,7.017931125119503e-08
1823,9.882686891060644e-10,6.324919932243489e-08
1824,1.6842225392110777e-09,2.1473837996666134e-07
1825,5.283265824829186e-09,5.107156786365863e-08
1826,9.688783109140786e-09,1.1978858593941766e-07
1827,6.452091305675367e-09,4.8851547418404806e-08
1828,0.0,6.420610754176437e-08
1829,0.0,6.772809124644397e-08
1830,3.1310507520032616e-09,5.844628048201628e-08
1831,0.0,7.795603096383275e-08
1832,0.0,6.494385385025225e-08
1833,2.3167257001688313e-09,1.6217079590319372e-07
1834,6.534171426153534e-09,7.187588724200111e-08
1835,1.285724948729694e-08,1.1722786297241328e-07
1836,2.016224964762614e-09,6.250297301946262e-08
1837,6.957891152126194e-09,6.54041731884547e-08
1838,1.8936485712828244e-09,4.1029050823482294e-08
1839,9.788065469251706e-09,5.033862038317238e-08
1840,0.0,7.261444912032289e-08
1841,1.2841097074556274e-09,6.163726862240537e-08
1842,3.3541325272778977e-09,3.018719274550108e-08
1843,5.906911071384968e-10,5.375288947284673e-08
1844,2.195424508855126e-09,8.17795653973441e-08
1845,3.348136878855712e-09,8.147133068181489e-08
1846,5.854501328173001e-10,8.430481801546819e-08
1847,3.235934187273415e-09,3.3977308078192436e-08
1848,6.43617736884039e-09,4.022610766707402e-08
1849,4.1897072478036534e-09,3.603148357456121e-08
1850,0.0,5.838536676350259e-08
1851,1.9993260380601896e-08,6.771910854297403e-08
1852,3.2552727180501506e-09,7.226705567298097e-08
1853,6.569124799682413e-09,5.37473876516259e-08
1854,1.558699391779328e-09,3.429138506483298e-08
1855,3.714855978387277e-09,9.977041415254462e-08
1856,5.694908100650764e-09,6.367942917417935e-08
1857,2.4407544874094356e-09,4.735063829919284e-08
1858,1.9574704079872163e-09,7.242640331917016e-08
1859,4.073738679721828e-09,5.041251660564683e-08
1860,2.288591982591015e-09,5.9503392213500206e-08
1861,4.715963730639317e-10,8.3944157402982e-08
1862,1.3553959066214816e-09,6.551080400374332e-08
1863,9.989241656072068e-10,7.29214664763056e-08
1864,0.0,6.760566717556316e-08
1865,1.4120533631256649e-09,9.272483714184432e-08
1866,4.865612801552288e-09,5.0115811334183746e-08
1867,4.367530337390235e-09,5.968958127766655e-08
1868,1.4819622196071691e-09,6.22424130014565e-08
1869,9.767038289254515e-10,7.374113597524712e-08
1870,0.0,1.0837351993586708e-07
1871,2.1242354542039266e-09,3.3987767267262825e-08
1872,1.8142017887967654e-09,5.321658624879433e-08
1873,5.986004469882289e-10,5.507124267722929e-08
1874,2.9873046258899194e-09,8.244960270076263e-08
1875,1.1443054281912168e-09,7.666846124632087e-08
1876,6.04601479992084e-10,6.046014733307459e-08
1877,1.1132669008873108e-08,8.287653618932467e-08
1878,6.039088673581716e-10,4.7708802242141246e-08
1879,4.887460214320072e-09,1.0691319274336308e-07
1880,1.2835692508872398e-09,4.043243251317108e-08
1881,1.3945015142624584e-09,4.9504802035471585e-08
1882,7.986462158271479e-09,8.252677230480288e-08
1883,3.159669414998234e-09,7.077659880394549e-08
1884,0.0,6.46966284989503e-08
1885,3.86738152613475e-09,4.1252068427866107e-08
1886,6.4534639854230136e-09,4.8400980556806417e-08
1887,1.3057849246322917e-09,4.243801043912754e-08
1888,0.0,3.233713385952797e-08
1889,1.2530273485467092e-09,3.884384669472496e-08
1890,3.2771931834929546e-09,3.867087983167039e-08
1891,4.461953917456185e-09,5.864282337508797e-08
1892,1.2537024751679837e-09,5.0148098784674744e-08
1893,1.847525021858587e-09,4.434059919233846e-08
1894,3.780923574225881e-09,5.1042469806361623e-08
1895,0.0,4.513960760732516e-08
1896,0.0,3.243366042404716e-08
1897,3.4960281336537946e-09,4.4865694825979574e-08
1898,5.6583548957434e-10,3.677930848766664e-08
1899,9.39688327150634e-09,2.7637891975018647e-08
1900,1.5573159428683425e-09,5.969710770159509e-08
1901,2.794369402536745e-09,3.968004597121322e-08
1902,4.910283735171106e-09,2.7497589982772297e-08
1903,5.400220270956879e-10,2.970121171230744e-08
1904,0.0,3.708491291831706e-08
1905,1.0321518084666081e-09,4.438252720895264e-08
1906,5.144184633820714e-09,4.166789580040131e-08
1907,1.5428529565042481e-09,5.1428433733846646e-08
1908,9.822778146428846e-10,4.665819597349241e-08
1909,0.0,4.950885185150966e-08
1910,0.0,5.3975920177862236e-08
1911,3.7242617878519013e-09,5.9588189715853446e-08
1912,1.0418842455450772e-09,3.594500763703934e-08
1913,6.363587878865928e-09,3.871182407966245e-08
1914,4.68772043404897e-09,4.8216556081115414e-08
1915,3.534228465440492e-09,2.0027295377644805e-08
1916,0.0,2.4172416956957932e-08
1917,1.0966424435210342e-09,2.631941953268324e-08
1918,0.0,4.3648228142956214e-08
1919,5.524709134618888e-09,4.696002764426055e-08
1920,3.786115865267448e-09,5.149117665581571e-08
1921,2.2718242842501013e-09,6.512562539251476e-08
1922,0.0,5.016996035278609e-08
1923,0.0,7.537322943562685e-08
1924,3.867487219366694e-09,5.672314884463958e-08
1925,0.0,7.038833871320094e-08
1926,1.1146138456652466e-09,4.346994164627915e-08
1927,6.689535148041159e-09,4.4596898618465275e-08
1928,0.0,4.341895820658692e-08
1929,1.1140406375176326e-09,3.676334259239411e-08
1930,1.0503603542488804e-09,3.571225093423891e-08
1931,1.1405356659111021e-09,5.930785285102047e-08
1932,1.4247397928102146e-08,3.1782654730250215e-08
1933,0.0,3.3264919485631594e-08
1934,0.0,2.516131836216573e-08
1935,1.196828414151696e-09,5.864459140525469e-08
1936,1.2124714565686645e-09,2.667437204451062e-08
1937,1.2591118148108649e-09,3.021868266728234e-08
1938,1.2965214457594243e-09,1.8151300906765755e-08
1939,3.058810094103137e-09,2.2941076593951948e-08
1940,0.0,2.7893612752905028e-08
1941,2.9515025978810172e-09,5.607854980382854e-08
1942,3.034211770724937e-09,3.641054280301148e-08
1943,1.4516175816936538e-08,2.9032351855917682e-08
1944,1.2852744646352221e-08,2.5705489292704442e-08
1945,0.0,4.357008087652048e-09
1946,0.0,3.897909195416105e-08
