year,vos_DET oies_NOUN,vos_DET bois_NOUN
1947,2.3841741914054637e-09,5.722018059373113e-08
1948,4.348755133776194e-09,4.1313175103141475e-08
1949,0.0,7.755436826073492e-08
1950,0.0,4.3604980959344175e-08
1951,1.0661401761424827e-09,4.477788728696197e-08
1952,0.0,3.796129521838054e-08
1953,1.0773827385790469e-09,3.555363037310855e-08
1954,0.0,2.3454086450769296e-08
1955,2.815682353940474e-09,2.3464019616170617e-08
1956,3.488456634670456e-09,3.575668117150599e-08
1957,0.0,2.03205861026845e-08
1958,2.4816730892496253e-09,2.9780077070995503e-08
1959,0.0,1.705164542897819e-08
1960,6.2287499602575735e-09,3.0451666299669e-08
1961,6.948159270159238e-10,2.779263663654774e-08
1962,2.5367825617905737e-09,2.917300001570311e-08
1963,0.0,3.556329353227028e-08
1964,3.041984220075733e-09,3.4070222199034106e-08
1965,2.188817349590977e-09,4.596516589572275e-08
1966,5.539074754423723e-10,3.7111800521572036e-08
1967,2.465167847631733e-09,4.240088535834019e-08
1968,2.245707841908029e-09,4.7609006931237374e-08
1969,3.6334062425424918e-09,2.4525491387761278e-08
1970,2.2993624781975086e-09,3.7249672901751296e-08
1971,5.138397485282553e-10,3.5454942981516524e-08
1972,0.0,2.3598675014113724e-08
1973,2.205281512956958e-09,1.2129047988196362e-08
1974,2.812785782069227e-09,1.912694358452427e-08
1975,1.7134440533084216e-09,2.7415104852934746e-08
1976,1.7140580066410394e-09,2.285410793945175e-08
1977,1.1753563677885381e-09,2.4682483612537e-08
1978,1.7821774056514528e-09,2.6138601838532338e-08
1979,2.3407893401383717e-09,2.165230095219073e-08
1980,1.7055452605774235e-09,1.762396628635088e-08
1981,1.2018544381930951e-08,2.4037087986705785e-08
1982,3.1037510339615437e-09,1.9864007883008128e-08
1983,4.4207211225000265e-09,1.136756910824488e-08
1984,1.739702604197646e-09,1.9136728035551442e-08
1985,1.8046674155058895e-09,1.503889479614884e-08
1986,1.7983456945813714e-09,2.2779044428489215e-08
1987,6.110816852533674e-10,1.2221633316489289e-08
1988,0.0,8.395175110642583e-09
1989,1.0976244357863152e-09,3.292873140825492e-08
1990,5.44865097484859e-10,8.172976073694826e-09
1991,1.1722930404189924e-09,1.1722930182145319e-08
1992,5.509944167592096e-10,1.2121877335236064e-08
1993,1.1078414852150331e-09,1.606370148010683e-08
1994,1.0549853213248639e-09,1.318731612798274e-08
1995,1.0844901643380922e-09,1.897857815347237e-08
1996,1.6014276571496566e-09,1.0676184380997711e-08
1997,9.58978896292706e-10,2.7330897878208305e-08
1998,1.43043876743576e-09,1.8118891720320107e-08
1999,1.8280804647829996e-09,1.82808048698746e-08
2000,1.7672125984802278e-09,1.2812291783070862e-08
2001,8.762423564512289e-10,2.672539145542885e-08
2002,2.1906108038649563e-09,1.4458030939135114e-08
2003,2.083461403401543e-09,2.416815281236495e-08
2004,8.809582507929292e-10,1.673820673731008e-08
2005,1.3511248786457486e-09,2.8373621896449208e-08
2006,1.2353669198716943e-09,1.4412615101377924e-08
2007,3.994479469415779e-10,1.2382886716011399e-08
2008,3.405951742863067e-09,1.3198063170127838e-08
2009,4.76819250749827e-10,5.1973297443552724e-08
2010,2.8342759250676863e-09,1.3226620521056276e-08
2011,1.1471915639660324e-09,1.2619107425670961e-08
2012,2.382976926895708e-09,2.2127643328762048e-08
2013,4.741512515948898e-09,2.6496688509958233e-08
2014,3.4647122948427977e-09,1.8622828529268887e-08
2015,4.211493376260478e-09,2.0614150567088707e-08
2016,5.799752234025846e-09,3.5627047534347867e-08
2017,2.264050280587071e-09,1.0062445099379147e-08
2018,4.904786798931582e-09,1.1616600070762928e-08
2019,1.2499840273960672e-08,1.4285531590996214e-08
