year,étais_VERB à_ADP,étais_VERB a_ADP,etais_VERB à_ADP
1849,1.0222886004385145e-07,0.0,1.6758829879393033e-09
1850,1.6225700960603717e-07,0.0,2.7155984128057753e-09
1851,1.4446743534790585e-07,0.0,1.2898877521649865e-09
1852,1.5495098182327638e-07,0.0,3.2552727180501506e-09
1853,1.4392355751624564e-07,5.971931837933653e-10,1.1943863675867306e-09
1854,1.5742863013201713e-07,1.0391328908454511e-09,5.195664454227256e-10
1855,1.9847945509354759e-07,0.0,1.0613874223963649e-09
1856,1.6204602104608057e-07,0.0,1.0354378465748937e-09
1857,1.913551557208848e-07,4.881509085841174e-10,9.763018171682347e-10
1858,2.016194571297092e-07,0.0,1.468102750479261e-09
1859,2.561363316999632e-07,5.092173349652285e-10,1.5276520048956854e-09
1860,2.4579478008490696e-07,0.0,2.288591982591015e-09
1861,1.9146813201587065e-07,9.431927461278633e-10,1.4147891747029462e-09
1862,1.807194536240786e-07,9.035972525772706e-10,9.035972525772706e-10
1863,2.3574609997467633e-07,0.0,1.4983863039219614e-09
1864,1.6493864052335994e-07,4.794727948009836e-10,4.794727948009836e-10
1865,1.99099517317336e-07,1.4120533631256649e-09,2.8241067262513297e-09
1866,1.4645495127751929e-07,9.731225825149181e-10,9.731225825149181e-10
1867,1.94112459439566e-07,0.0,1.94112459439566e-09
1868,1.6894369991860003e-07,9.87974813071446e-10,1.975949626142892e-09
1869,2.3440891538939468e-07,0.0,0.0
1870,1.7144806463420537e-07,0.0,2.2936195165357276e-09
1871,2.411007358205097e-07,1.0621177271019633e-09,1.0621177271019633e-09
1872,2.334273005999421e-07,1.2094678591978436e-09,6.047339295989218e-10
1873,2.3824297556984675e-07,0.0,5.986004469882289e-10
1874,2.8080663128093875e-07,5.974609140757536e-10,0.0
1875,2.5289151039942226e-07,0.0,0.0
1876,2.3398077075853507e-07,0.0,0.0
1877,2.0533589406568353e-07,0.0,1.2369631985365004e-09
1878,2.1861501409148332e-07,0.0,2.4156354694326865e-09
1879,2.6453378154656093e-07,0.0,6.10932526790009e-10
1880,2.3296782103443547e-07,0.0,0.0
1881,2.1614773970668466e-07,0.0,6.972507571312292e-10
1882,2.5956001081794966e-07,0.0,6.655385131892899e-10
1883,2.401348808689363e-07,6.319338941018771e-10,2.5277355764075082e-09
1884,2.4030177314671164e-07,1.9805090900604227e-09,6.601696966868076e-10
1885,2.0174839221454022e-07,0.0,0.0
1886,1.832783738109356e-07,0.0,0.0
1887,2.043553450903346e-07,6.528924623161458e-10,6.528924623161458e-10
1888,2.0543591006116912e-07,0.0,2.53624587998047e-09
1889,2.0800254674213647e-07,6.265136742733546e-10,3.132568426877924e-09
1890,2.012196631540064e-07,6.554386478008212e-10,6.554386478008212e-10
1891,1.9122660432913108e-07,0.0,0.0
1892,2.2127848353648005e-07,0.0,5.641661360300532e-09
1893,2.2108714858859457e-07,1.2316833108982905e-09,1.2316833108982905e-09
1894,2.451298826144921e-07,0.0,6.301539290376468e-10
1895,2.467631929903291e-07,0.0,6.018614495673091e-10
1896,2.3706056140326837e-07,0.0,5.89702897624278e-10
1897,1.922815471289141e-07,5.826713556089658e-10,0.0
1898,1.6578979966652696e-07,0.0,1.6975064687230201e-09
1899,1.7854078748769098e-07,0.0,2.2110313580014918e-09
1900,1.827250741825992e-07,1.038210628578895e-09,0.0
1901,1.5424919297402084e-07,0.0,2.794369402536745e-09
1902,1.2423018347362813e-07,4.910283846193408e-10,4.910283846193408e-10
1903,1.6308665351516538e-07,0.0,1.0800440541913758e-09
1904,1.7413785258213466e-07,5.374625189347171e-10,0.0
1905,1.7340150293421175e-07,0.0,1.0321518084666081e-09
1906,1.568976273347289e-07,0.0,1.0288369045596824e-09
1907,1.938851994509605e-07,0.0,1.5428529565042481e-09
1908,1.8663278922304016e-07,4.911389073214423e-10,2.9468334439286537e-09
1909,1.5347744408700237e-07,0.0,0.0
1910,1.9506150295001135e-07,0.0,1.6032452032632705e-09
1911,1.542908449891911e-07,1.0640748282497725e-09,0.0
1912,1.6618054132777615e-07,0.0,0.0
1913,1.5484729942727427e-07,0.0,2.121195885607108e-09
1914,1.2388976244892547e-07,6.696743715117748e-10,0.0
1915,1.7906758387198352e-07,0.0,1.1780761921542648e-09
1916,1.1097336738430386e-07,0.0,1.0987462051303964e-09
1917,2.0726541549720423e-07,0.0,3.289927441585405e-09
1918,1.6080926457107125e-07,0.0,1.1486376294556067e-09
1919,1.6113735057388112e-07,0.0,0.0
1920,1.4841573658941343e-07,1.514446346106979e-09,0.0
1921,1.5675587405894476e-07,0.0,7.572747429129834e-10
1922,2.7224581344853505e-07,0.0,1.4755870969551665e-09
1923,2.537211685194052e-07,0.0,1.0615948120573648e-09
1924,2.114226447247347e-07,0.0,0.0
1925,2.232630151866033e-07,0.0,0.0
1926,2.719657743455173e-07,0.0,4.458455382660986e-09
1927,2.7984555117654963e-07,0.0,1.1149224876660924e-09
1928,2.4680250021447137e-07,1.1426041224282812e-09,1.1426041224282812e-09
1929,2.428608638638252e-07,0.0,0.0
1930,2.0587063431776187e-07,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.6993980977986212e-07,0.0,0.0
1932,1.8302425530691835e-07,0.0,1.0959536611565568e-09
1933,1.8582473160222435e-07,0.0,6.882397318719313e-09
1934,2.1447029041610222e-07,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.615718332459437e-07,0.0,0.0
1936,1.9884531354819046e-07,0.0,1.2124714565686645e-09
1937,1.4227963163193635e-07,0.0,1.2591118148108649e-09
1938,1.892921375201695e-07,0.0,0.0
1939,1.7435218069294933e-07,0.0,0.0
1940,1.3693227174371714e-07,0.0,0.0
1941,2.036536841387715e-07,0.0,0.0
1942,2.3666851234338537e-07,0.0,3.034211770724937e-09
1943,2.3806528304248786e-07,0.0,0.0
1944,2.3777577951022977e-07,0.0,0.0
1945,2.5488498067716137e-07,0.0,0.0
1946,2.157771206157122e-07,0.0,0.0
1947,2.8967716048100556e-07,0.0,1.1920870957027319e-09
1948,2.1635057123603474e-07,0.0,2.174377566888097e-09
1949,2.02230367563061e-07,0.0,0.0
1950,1.903729724972436e-07,0.0,0.0
1951,2.8572557653205877e-07,0.0,0.0
1952,2.7732835405913647e-07,0.0,0.0
1953,2.0254795174423634e-07,0.0,2.1547654771580937e-09
1954,2.8731255952152424e-07,0.0,0.0
1955,1.820807966623761e-07,0.0,0.0
1956,2.171564261743697e-07,0.0,0.0
1957,2.1027389607297664e-07,0.0,0.0
1958,2.4816731070131937e-07,0.0,0.0
1959,2.3794795822595916e-07,7.750747821333448e-10,7.750747821333448e-10
1960,2.1454583531976823e-07,6.920833350854139e-10,6.920833350854139e-10
1961,2.0149661850155098e-07,6.948159270159238e-10,1.3896318540318475e-09
1962,2.0167421155292686e-07,0.0,6.341956404476434e-10
1963,2.2243223440909787e-07,0.0,3.879631726988464e-09
1964,2.3240758650899807e-07,0.0,1.2167936658258327e-09
1965,1.7948302399872773e-07,0.0,1.0944086747954884e-09
1966,1.7946602781648835e-07,0.0,2.215629901769489e-09
1967,2.2087903062129044e-07,0.0,9.860671168482327e-10
1968,2.092999835667797e-07,0.0,8.982831700699023e-10
1969,1.8348701757986419e-07,0.0,9.083515606356229e-10
1970,1.8762797537874576e-07,1.3796175313274261e-09,2.7592350626548523e-09
1971,1.9885598590008158e-07,0.0,2.569198631618974e-09
1972,1.8571131477074232e-07,0.0,5.130146862875051e-10
1973,1.637421576106135e-07,0.0,1.6539611902288698e-09
1974,1.755178402618185e-07,0.0,1.1251143350321513e-09
1975,1.5306767409128952e-07,0.0,0.0
1976,1.285543476114981e-07,0.0,5.713526873840635e-10
1977,1.6219918563820102e-07,5.876781838942691e-10,1.1753563677885381e-09
1978,1.6455437901186087e-07,0.0,5.940591352171509e-10
1979,1.410325580764038e-07,0.0,5.851973350345929e-10
1980,1.927266026768848e-07,5.685150683554241e-10,5.685150683554241e-10
1981,1.7838050325735821e-07,0.0,1.2651099057237047e-09
1982,1.5084231108630775e-07,0.0,6.207502289967692e-10
1983,1.8882795416175213e-07,0.0,1.2630632095778083e-09
1984,1.9136727757995686e-07,0.0,1.1598016991243298e-09
1985,1.7384962802680093e-07,6.015558051686298e-10,1.2031116103372597e-09
1986,1.9302243003949116e-07,0.0,1.7983456945813714e-09
1987,1.8454666417255794e-07,6.110816852533674e-10,4.888653482026939e-09
1988,2.3086731459898147e-07,1.798966087207532e-09,2.398621523624911e-09
1989,2.173296422824933e-07,0.0,2.1952488715726304e-09
1990,1.863438683358254e-07,0.0,0.0
1991,2.0515128085207834e-07,0.0,5.861465202094962e-10
1992,1.8017517788848636e-07,0.0,2.7549720282848966e-09
1993,2.0882812634681613e-07,0.0,2.7696036575264316e-09
1994,1.8620491459842015e-07,5.274926606624319e-10,5.274926606624319e-10
1995,2.136445687028754e-07,1.0844901643380922e-09,2.7112254663563817e-09
1996,1.8363037668223114e-07,5.338092190498855e-10,1.6014276571496566e-09
1997,1.956316992846041e-07,0.0,3.835915585170824e-09
1998,2.1981075803978456e-07,4.768129224785866e-10,2.86087753487152e-09
1999,2.093152176030344e-07,0.0,1.3710603763428253e-09
2000,2.319466574363105e-07,0.0,2.6508188977203417e-09
2001,2.405285215445474e-07,8.762423564512289e-10,2.6287270138425356e-09
2002,2.6287330001650844e-07,0.0,8.76244299341522e-10
2003,2.5459900143687264e-07,0.0,2.9168460979889232e-09
2004,2.7001371449841827e-07,0.0,2.2023955992267474e-09
2005,2.684234630123683e-07,4.5037495954858286e-10,3.1526248278623825e-09
2006,2.750750525137846e-07,4.1178899179428186e-10,2.0589450144825605e-09
2007,3.279467648553691e-07,0.0,1.997239706952314e-09
2008,3.721002315160149e-07,0.0,2.1287198670449925e-09
2009,4.0863409367375425e-07,4.76819250749827e-10,3.337734755248789e-09
2010,5.139486916050373e-07,0.0,3.3066551718974324e-09
2011,5.560055456044211e-07,0.0,3.82397197240536e-10
2012,6.559994858434948e-07,0.0,0.0
2013,7.717508765381353e-07,0.0,2.789125042035323e-10
2014,8.040298098421772e-07,0.0,0.0
2015,7.926473699626513e-07,0.0,0.0
2016,8.034728011807601e-07,0.0,0.0
2017,8.734202765481314e-07,0.0,5.031222660711876e-10
2018,9.401701959177444e-07,0.0,0.0
2019,8.637644555165025e-07,0.0,0.0
