year,anciens_ADJ ans_NOUN,anciens_ADJ bancs_NOUN
1873,0.0,1.7359413462259e-08
1874,5.974609140757536e-10,4.182226565063729e-09
1875,5.721527140956084e-10,1.3731664694205392e-08
1876,0.0,1.3905833817773328e-08
1877,1.8554447978047506e-09,2.535774612510977e-08
1878,0.0,1.0870359723469392e-08
1879,0.0,6.109325489944695e-09
1880,0.0,8.343199908722454e-09
1881,6.972507571312292e-10,1.2550513517339823e-08
1882,0.0,2.6621540527571597e-09
1883,6.319338941018771e-10,1.0110942305630033e-08
1884,0.0,4.15906917794473e-08
1885,0.0,5.80107206715752e-09
1886,6.453463874400711e-10,3.2267319927115068e-09
1887,6.528924623161458e-10,1.6322312390570914e-08
1888,6.340614699951175e-10,1.3315291091942072e-08
1889,0.0,2.8193115397812107e-08
1890,0.0,2.0974036729626278e-08
1891,0.0,1.7210394887001712e-08
1892,0.0,8.149066310636499e-09
1893,6.158416554491453e-10,1.6627724974682678e-08
1894,0.0,1.5753848003896564e-08
1895,0.0,9.629783193076946e-09
1896,0.0,1.0614652268259306e-08
1897,0.0,6.992056267307589e-09
1898,0.0,1.2448380992680086e-08
1899,0.0,2.7085134135518274e-08
1900,0.0,1.453494924419374e-08
1901,0.0,7.265360757457984e-09
1902,0.0,1.3257766440233354e-08
1903,0.0,1.6200660368781428e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,2.167518786677647e-08
1906,0.0,9.773950537805831e-09
1907,5.142843373384665e-10,1.6457098794830927e-08
1908,9.822778146428846e-10,1.6698722404839828e-08
1909,0.0,1.5402754627302784e-08
1910,0.0,1.0153886620400954e-08
1911,5.320374141248863e-10,9.576673676292558e-09
1912,0.0,6.772247651554153e-09
1913,1.060597942803554e-09,1.484837142129436e-08
1914,6.696743715117748e-10,2.343860217024485e-08
1915,0.0,4.712304768617059e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,0.0,1.0966424213165737e-08
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,0.0,7.572231730534895e-09
1921,0.0,9.087297137000405e-09
1922,0.0,8.853522359686394e-09
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,0.0,5.156649773851996e-09
1925,0.0,6.598906754362588e-09
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,2.0566874425753667e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,2.10072066408884e-08
1931,0.0,9.124285327288817e-09
1932,0.0,2.301502632917618e-08
1933,0.0,5.735331320977366e-09
1934,0.0,1.0783422155213884e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,1.576212937948185e-08
1937,0.0,2.2664012888640173e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,9.176430282309411e-09
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,0.0,7.152522574216391e-09
1948,0.0,7.610321262063735e-09
1949,0.0,2.945102384188658e-09
1950,0.0,6.381216888229346e-09
1951,0.0,1.9190522948520083e-08
1952,2.1089607837865287e-09,2.319856839960721e-08
1953,0.0,2.0470272588113403e-08
1954,0.0,7.818028890937967e-09
1955,0.0,2.2525458831523792e-08
1956,0.0,7.849027205963921e-09
1957,8.835037701437898e-10,2.03205861026845e-08
1958,0.0,1.3235589513271862e-08
1959,0.0,4.030388822684472e-08
1960,0.0,2.0070416439921246e-08
1961,0.0,1.876002997391879e-08
1962,0.0,6.976152100435229e-09
1963,0.0,8.405868889838075e-09
1964,0.0,1.0951143103454797e-08
1965,1.6416130677043839e-09,8.755269398363907e-09
1966,5.539074754423723e-10,8.308612464702492e-09
1967,0.0,5.423369309198733e-09
1968,4.4914158503495116e-10,5.838840522187638e-09
1969,4.5417578031781147e-10,5.450109252791435e-09
1970,4.5987250119061684e-10,5.058597540852361e-09
1971,0.0,8.221435976452085e-09
1972,2.0520587451500205e-09,5.643161493651405e-09
1973,1.102640756478479e-09,3.3079223804577396e-09
1974,0.0,8.438357568252286e-09
1975,0.0,1.1422960355389478e-09
1976,0.0,2.285410749536254e-09
1977,0.0,9.402850942308305e-09
1978,0.0,6.534650598410963e-09
1979,0.0,2.925986564150662e-09
1980,0.0,9.096241093686785e-09
1981,0.0,1.2651099057237047e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,0.0,3.157658134966823e-09
1984,0.0,4.059305780401701e-09
1985,0.0,1.2031116103372597e-09
1986,0.0,1.7983456945813714e-09
1987,0.0,4.277571630240118e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,5.488122178931576e-10,3.2928733073589456e-09
1990,0.0,1.6345953479657283e-09
1991,0.0,3.5168792322792797e-09
1992,5.509944167592096e-10,2.7549720282848966e-09
1993,0.0,4.985286850001103e-09
1994,0.0,2.637463358823311e-09
1995,5.422450821690461e-10,2.7112254663563817e-09
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,0.0,3.835915585170824e-09
1998,0.0,3.814503379828693e-09
1999,0.0,1.8280804647829996e-09
2000,4.4180314962005696e-10,5.3016377954406835e-09
2001,0.0,6.133696661692056e-09
2002,0.0,4.38122149670761e-10
2003,0.0,2.5001538617175356e-09
2004,0.0,8.809582507929292e-10
2005,0.0,1.8014998381943315e-09
2006,0.0,3.294311934354255e-09
2007,0.0,4.393927444112933e-09
2008,0.0,2.1287198670449925e-09
2009,0.0,1.430457752249481e-09
2010,0.0,2.8342759250676863e-09
2011,0.0,4.5887662558641296e-09
2012,2.0425516833455504e-09,7.148930780687124e-09
2013,0.0,3.904775169871755e-09
2014,0.0,3.897801192920269e-09
2015,2.2165753954528356e-10,3.546520632724537e-09
2016,6.214020409345267e-10,3.1070099826280284e-09
2017,0.0,3.5218559180094644e-09
2018,0.0,6.711813327342497e-09
2019,5.1019755087367e-10,6.887666881283394e-09
