year,êtes_VERB aux_ADP,etes_VERB aux_ADP
1998,7.772050736321034e-08,0.0
1999,6.855301393215996e-08,0.0
2000,6.406146013659964e-08,0.0
2001,6.922314810253738e-08,0.0
2002,6.48420765969604e-08,0.0
2003,7.083769304472298e-08,0.0
2004,6.739330871141647e-08,0.0
2005,8.602161472026637e-08,9.007499190971657e-10
2006,8.524032324430664e-08,8.235779835885637e-10
2007,9.70658504684252e-08,0.0
2008,8.429730513626055e-08,4.257439678578834e-10
2009,1.1777435560134109e-07,4.76819250749827e-10
2010,1.388795141110677e-07,0.0
2011,1.5410607545618404e-07,0.0
2012,1.8553177483227046e-07,0.0
2013,1.642794700273953e-07,0.0
2014,2.0290221414143161e-07,0.0
2015,1.6402657365688356e-07,0.0
2016,1.6839994998463226e-07,0.0
2017,1.6904908761716797e-07,0.0
2018,1.719256772503286e-07,0.0
2019,1.650489025450952e-07,0.0
