year,mes_DET oies_NOUN,mes_DET bois_NOUN
1800,3.144164484325529e-09,4.4018303668735825e-08
1801,2.3811825844433088e-09,4.048010400214963e-07
1802,4.475680270843441e-09,8.056224487518193e-08
1803,0.0,9.361628516835196e-08
1804,1.730295728918918e-08,2.32353986717726e-07
1805,8.528633133053631e-09,2.558589926593413e-07
1806,0.0,5.763338322140044e-07
1807,5.693910232196231e-09,3.701041695336471e-08
1808,2.2660739951163578e-09,1.0197332844796847e-07
1809,2.259030518203531e-09,7.454800710071652e-08
1810,1.8721014072298203e-08,1.193464669313471e-07
1811,0.0,1.579458341893769e-07
1812,2.6672082320544632e-09,1.4136203940751102e-07
1813,0.0,5.751483311833283e-08
1814,0.0,1.321604372606089e-07
1815,0.0,7.821948599939788e-08
1816,0.0,4.6352075955269356e-08
1817,0.0,1.183223812262213e-07
1818,4.768470951432846e-09,3.123348459865838e-07
1819,0.0,1.0868602429159324e-07
1820,1.1866481131050932e-09,1.8867704731917456e-07
1821,2.9584463767662328e-09,1.4200543319020653e-07
1822,1.4035862250239006e-08,1.1228689800191205e-07
1823,0.0,1.6899394950087299e-07
1824,0.0,9.936912892527516e-08
1825,0.0,9.950150570148253e-08
1826,2.642395191543301e-09,1.761596831739709e-07
1827,9.217273055917019e-10,1.97249647726494e-07
1828,5.503380862137419e-09,8.988855171310206e-08
1829,1.714635211591542e-09,1.3374155116707698e-07
1830,1.3567886369969528e-08,1.1897992924225775e-07
1831,1.5591206103948707e-09,1.2161141227373662e-07
1832,2.705993873419743e-09,1.055337577327009e-07
1833,0.0,1.8302132787084702e-07
1834,2.8003592777992026e-09,1.512194081065843e-07
1835,1.5882484660778573e-08,8.24376584773745e-08
1836,2.016224964762614e-09,1.3508707857878832e-07
1837,3.478945576063097e-09,8.419048214136637e-08
1838,1.8936485712828244e-09,1.2308715247044688e-07
1839,4.194885327990505e-09,1.0906700964596894e-07
1840,3.821813088222825e-09,5.541629233274392e-08
1841,5.778493683550323e-09,5.971110184077588e-08
1842,6.708265054555795e-10,1.0263645711106051e-07
1843,2.953455480181333e-09,9.628265207339837e-08
1844,4.9397050894128824e-09,8.562155651148373e-08
1845,1.1160455670733427e-08,5.7476347070650746e-08
1846,1.1709002656346001e-09,8.723206779137627e-08
1847,6.47186837454683e-09,5.123562285547223e-08
1848,0.0,6.516629724728773e-08
1849,9.217356655710773e-09,2.0445771853339068e-07
1850,6.788996032014438e-10,5.702756489256444e-08
1851,1.2253933867611977e-08,8.771236936766513e-08
1852,5.859490670445666e-09,8.724130795556562e-08
1853,5.971931837933653e-10,6.927440998616419e-08
1854,9.352196350675968e-09,6.286754195006239e-08
1855,1.0613874223963649e-09,1.0189319255005103e-07
1856,1.5531567143511893e-09,6.575030164768236e-08
1857,1.4644527812635033e-09,8.445010402091668e-08
1858,9.787352039936081e-10,8.514996163722088e-08
1859,2.036869339860914e-09,6.619825221321207e-08
1860,1.8308735638683515e-09,1.1580274938971513e-07
1861,3.3011746669586728e-09,1.7543385055773797e-07
1862,9.035972858839614e-09,2.783079652290965e-07
1863,3.496234635136375e-09,1.5533270070200444e-07
1864,1.3904711160250827e-08,1.424034237196281e-07
1865,7.530950973944073e-09,9.554893765084671e-08
1866,1.0704348518686402e-08,1.0023162566596966e-07
1867,0.0,9.268870115874961e-08
1868,7.903798504571569e-09,1.0620728896348908e-07
1869,9.767038289254515e-10,5.469541575209291e-08
1870,4.013834153937523e-09,7.970327775552732e-08
1871,9.55905954391767e-09,7.116188438516247e-08
1872,6.047339518033823e-09,7.680121205666524e-08
1873,3.591602570907071e-09,7.961386250254776e-08
1874,4.779687312606029e-09,7.34876948182972e-08
1875,5.721527251978387e-09,4.577221685009292e-08
1876,1.874264654588842e-08,1.0882826351199526e-07
1877,1.9172929910382663e-08,9.524616606526592e-08
1878,3.0195443923020093e-09,5.3747889694477635e-08
1879,3.0546627449723474e-09,7.453376582589044e-08
1880,1.9253538763308597e-09,8.728270994851073e-08
1881,4.183504653809678e-09,9.273434820045168e-08
1882,3.9932310791357395e-09,6.855046619236305e-08
1883,8.847074184359371e-09,8.594300693332002e-08
1884,4.621187876807653e-09,7.657968748020494e-08
1885,5.80107206715752e-09,4.640857836912815e-08
1886,2.5813855497602844e-09,4.130216924025376e-08
1887,6.528924623161458e-10,3.656197833379338e-08
1888,5.07249175996094e-09,4.2482120043985105e-08
1889,3.132568426877924e-09,5.0747608226764385e-08
1890,2.6217545912032847e-09,5.505684708140279e-08
1891,1.2748440081367107e-09,3.569563256089481e-08
1892,3.1342561879199593e-09,4.764069250207115e-08
1893,5.542574843531156e-09,6.281585041012505e-08
1894,5.041231432301174e-09,6.427569787526011e-08
1895,1.8055843487019274e-09,4.333402547906928e-08
1896,1.7691086373616827e-09,3.774098544795379e-08
1897,1.1653427112179315e-09,4.3700352225783945e-08
1898,4.52668391659472e-09,4.7530182456512193e-08
1899,1.1055156790007459e-08,6.909473171390346e-08
1900,3.633737311048435e-09,6.904100380289435e-08
1901,3.912117296778206e-09,4.415103660448949e-08
1902,5.4013122863239005e-09,4.95938657363304e-08
1903,4.860198465905796e-09,3.834156347970463e-08
1904,1.0749250378694342e-09,5.697102789525843e-08
1905,2.0643036169332163e-09,6.450948886183028e-08
1906,4.115347618238729e-09,6.275904951280609e-08
1907,3.5999902503469627e-09,8.434263198964231e-08
1908,6.875944702500192e-09,5.4025279583314045e-08
1909,0.0,4.01571786379229e-08
1910,3.740905363258662e-09,6.787071316072257e-08
1911,4.788336838146279e-09,6.916486661179277e-08
1912,7.814131564032323e-09,5.2094213387476884e-08
1913,3.181793939432964e-09,7.265096058084453e-08
1914,6.696743715117748e-10,5.357395088667616e-08
1915,5.890381071793627e-09,5.301342997920955e-08
1916,1.0987462051303964e-09,4.504859418830165e-08
1917,3.289927441585405e-09,4.605898240583883e-08
1918,1.4932289182922887e-08,7.351280828515883e-08
1919,9.207848372660976e-10,7.642513821792818e-08
1920,2.2716695191604686e-09,5.6034515694136644e-08
1921,3.0290989716519334e-09,4.846558276927482e-08
1922,5.164555005876537e-09,3.24629156334133e-08
1923,6.369568872344189e-09,4.989495749896378e-08
1924,5.156649773851996e-09,7.219309594574952e-08
1925,4.399271169575059e-09,8.688560759750885e-08
1926,7.802296586589819e-09,4.346993875969929e-08
1927,7.804457524684949e-09,1.0145794526739138e-07
1928,3.4278122562625413e-09,5.0274580498665955e-08
1929,2.2280812750352652e-09,4.3447585085232276e-08
1930,5.2518016602221e-09,4.621585603103995e-08
1931,4.5621426636444085e-09,5.1324103189642756e-08
1932,2.1919073223131136e-09,5.589363827329663e-08
1933,6.882397318719313e-09,4.244144902187941e-08
1934,1.1981580172459871e-09,5.751158305145054e-08
1935,7.180970484910176e-09,4.188899538348778e-08
1936,0.0,5.941110003959693e-08
1937,1.2591118148108649e-09,3.021868266728234e-08
1938,5.186085783037697e-09,3.5006078036303734e-08
1939,9.176430282309411e-09,3.6705722017416065e-08
1940,0.0,2.028626333583361e-08
1941,0.0,7.378756849973911e-08
1942,0.0,6.675266206457309e-08
1943,0.0,8.709705667797607e-08
1944,6.4263723231761105e-09,6.747690939334916e-08
1945,6.535512131478072e-09,4.574858447625729e-08
1946,0.0,7.79581839083221e-08
1947,3.5762612871081956e-09,6.675688046797745e-08
1948,0.0,8.153915742603601e-08
1949,1.9634016634739737e-09,5.595694652082983e-08
1950,0.0,7.019338865710267e-08
1951,0.0,9.062191552722254e-08
1952,1.2653764258629963e-08,5.483298082253896e-08
1953,3.2321482157371406e-09,8.942276963352924e-08
1954,3.029486217442923e-08,3.713563656582153e-08
1955,2.815682353940474e-09,5.162084226739694e-08
1956,2.616342476002842e-09,4.273359266449006e-08
1957,9.718541527092839e-09,4.5058691722221766e-08
1958,3.1434524760953764e-08,6.369627669755573e-08
1959,8.525822714489095e-09,4.960478605653407e-08
1960,4.152500121534786e-09,4.982999923797138e-08
1961,4.86371165564492e-09,3.7520060613971395e-08
1962,2.5367825617905737e-09,1.0210549705735872e-07
1963,5.819448034571906e-09,7.435961490998011e-08
1964,3.6503808864551957e-09,6.996563839400949e-08
1965,1.6416130677043839e-09,3.283226135408768e-08
1966,9.416427082520329e-09,4.3758689449724386e-08
1967,4.930335584241163e-10,4.7331221386670563e-08
1968,1.616909695023594e-08,4.311759294051143e-08
1969,2.7250546263957176e-09,5.586362195053596e-08
1970,6.898087712148282e-09,3.403056614281752e-08
1971,1.541519245584766e-09,3.288574390580834e-08
1972,4.104117490300041e-09,6.310080902238724e-08
1973,7.167165139154719e-09,3.6938466507763223e-08
1974,5.063014507644681e-09,3.994155872710792e-08
1975,3.998036124386317e-09,3.084199162728396e-08
1976,5.142174241967723e-09,5.2564448571601474e-08
1977,2.3507127355770763e-09,2.5270161796431267e-08
1978,7.128709511583509e-09,5.168314487491443e-08
1979,9.363157582598092e-09,3.4526641545795655e-08
1980,7.95921106799824e-09,3.6384963542079873e-08
1981,2.5302198114474095e-09,2.9097527554089453e-08
1982,4.966001831974154e-09,2.6692258958682658e-08
1983,7.57837881337764e-09,2.7155859783078995e-08
1984,1.739702604197646e-09,1.9136728035551442e-08
1985,1.2031116103372597e-09,1.985134090443097e-08
1986,5.994485463567401e-10,2.577628777089558e-08
1987,2.4443267410134695e-09,1.588812426067676e-08
1988,5.9965538645734284e-09,2.338656024392094e-08
1989,1.6464366536794728e-09,3.073348442406143e-08
1990,3.269190529398003e-09,2.778812002723896e-08
1991,1.0550637363770932e-08,3.2824205853376753e-08
1992,7.713921945651236e-09,2.1488781531964207e-08
1993,2.7696036575264316e-09,1.8279383895425383e-08
1994,6.85740436656701e-09,2.4792155772779267e-08
1995,3.79571546416102e-09,2.6027764554736876e-08
1996,1.6014276571496566e-09,3.309617091495909e-08
1997,2.3974471297094624e-09,1.4384683888479799e-08
1998,2.3840646123929332e-09,4.86349165385036e-08
1999,3.656160929565999e-09,1.6452723627935484e-08
2000,4.418031274155965e-09,3.490244915305141e-08
2001,1.2267393101339508e-08,2.9792239786274877e-08
2002,8.324320788233308e-09,3.899287026598586e-08
2003,9.583922655487243e-09,3.041853702256958e-08
2004,2.642874807889939e-09,2.4226351952316705e-08
2005,6.305249211635555e-09,2.9274373147814003e-08
2006,7.000412693969338e-09,4.570857825569874e-08
2007,2.7961355453243186e-09,2.5564667938127172e-08
2008,2.554463751636149e-09,1.788124590063056e-08
2009,5.721830786953319e-09,2.7655516543489966e-08
2010,6.140930985942816e-09,1.2754241218715379e-08
2011,8.41273803398046e-09,2.0267051925593194e-08
2012,9.531907513293802e-09,4.085103169626514e-08
2013,1.3945625543243523e-08,4.183687440928452e-08
2014,1.6240839117998007e-08,4.2442726666536146e-08
2015,8.866302025900552e-09,5.497106914109651e-08
2016,8.07822619908194e-09,5.944746050978722e-08
2017,7.043711836018929e-09,4.0501341502796606e-08
2018,1.523065362718512e-08,4.181976054340453e-08
2019,1.122434611922074e-08,4.1581098897403024e-08
