year,les_DET ailes_NOUN,les_DET belles_ADJ
1879,6.4447272052348126e-06,7.521801023813168e-06
1880,5.045069087827869e-06,7.747623840259621e-06
1881,5.393931814978714e-06,6.907663305355527e-06
1882,5.219152882318667e-06,7.388143217212928e-06
1883,5.704467241685052e-06,7.334856775287335e-06
1884,5.762621185567696e-06,6.915937547091744e-06
1885,5.4149784318724414e-06,6.4366118976977305e-06
1886,6.601893403512804e-06,6.8000150008629134e-06
1887,5.408561321473826e-06,6.296495030255755e-06
1888,5.855557617451268e-06,6.653206980899995e-06
1889,5.2357749495968164e-06,6.774492476324667e-06
1890,5.7449195765002514e-06,6.444928089877067e-06
1891,6.072719372696156e-06,6.8911693915651995e-06
1892,4.544044543308701e-06,6.628324854318635e-06
1893,5.423101754331583e-06,6.4570995732537995e-06
1894,5.593876494458527e-06,6.623548017614667e-06
1895,4.609054997217754e-06,6.545845053551602e-06
1896,5.634611056848371e-06,6.5569063281145645e-06
1897,5.100705152472074e-06,6.343543077491631e-06
1898,4.304876341620911e-06,6.263232990022516e-06
1899,4.828339569939999e-06,6.31359984026858e-06
1900,4.5857763097956195e-06,6.504908583337965e-06
1901,4.538615030469373e-06,6.096755157614098e-06
1902,8.705442155587662e-06,5.552057984914427e-06
1903,5.334337743079232e-06,6.019085390107648e-06
1904,4.887683985543845e-06,6.078163607980969e-06
1905,4.4418653430966515e-06,5.991125306081813e-06
1906,4.535113134807034e-06,6.06447900963758e-06
1907,4.642959140710445e-06,5.932784347351117e-06
1908,5.436416529391863e-06,6.4177119725172815e-06
1909,5.786484734926489e-06,6.52636697395792e-06
1910,5.657317956320185e-06,6.703702410959522e-06
1911,6.015747032961372e-06,6.567469654328306e-06
1912,6.1830621689296095e-06,6.391439058006654e-06
1913,6.579419505214901e-06,6.491389513030299e-06
1914,5.2850702445539355e-06,6.471732888257975e-06
1915,4.078499756587917e-06,5.405013808967851e-06
1916,6.885842367410078e-06,5.404732746683294e-06
1917,5.690477564712637e-06,6.313370704447152e-06
1918,5.806363446936302e-06,5.791431021862081e-06
1919,5.415135774455848e-06,6.518236034480651e-06
1920,5.043106170887768e-06,6.4545704390184255e-06
1921,5.203234820783109e-06,6.214196389464632e-06
1922,6.553082414484379e-06,6.134015336556331e-06
1923,5.367423284496908e-06,6.3143661463982426e-06
1924,5.302324922240587e-06,6.554101730671391e-06
1925,5.890624265703082e-06,6.510921252811386e-06
1926,5.092670789963449e-06,6.306485033746867e-06
1927,5.587991495303868e-06,6.748625594354962e-06
1928,5.057165992639057e-06,6.125500647158333e-06
1929,5.737309095366072e-06,6.119425108863652e-06
1930,4.698262046076707e-06,6.054276923350699e-06
1931,5.407279502378515e-06,5.768829225871741e-06
1932,4.512041243742715e-06,5.289072191771993e-06
1933,4.424234504085689e-06,5.274210309380578e-06
1934,4.592539710301935e-06,5.392909315560246e-06
1935,5.10327657821108e-06,5.282800600525661e-06
1936,5.773788927854184e-06,4.912934343792585e-06
1937,4.6700458256054844e-06,4.588203410094138e-06
1938,5.384453743317863e-06,4.727117357106181e-06
1939,5.363623415632901e-06,4.725861572296708e-06
1940,4.29561634973652e-06,4.3590106884039415e-06
1941,6.118464966675674e-06,4.973281704678811e-06
1942,7.251766305671481e-06,5.152091773652501e-06
1943,6.480021113475232e-06,5.350662547698448e-06
1944,6.853726176814234e-06,5.086473663595825e-06
1945,5.925531183947896e-06,4.46157611122544e-06
1946,4.8932682830127305e-06,4.70394127205509e-06
1947,5.03299173715277e-06,4.945969351410895e-06
1948,6.06868792374371e-06,4.701004172602552e-06
1949,5.525012227280968e-06,3.955272632083506e-06
1950,5.932404519626289e-06,4.273288197964575e-06
1951,5.116406612160063e-06,4.075853837548493e-06
1952,5.294545985634613e-06,4.070294210123393e-06
1953,4.480834888909158e-06,3.79454195353901e-06
1954,5.771659743913915e-06,3.82399326781524e-06
1955,4.370877547898999e-06,3.5252343764113903e-06
1956,4.747789489556453e-06,3.895733897252285e-06
1957,4.335352969064843e-06,3.49514090203229e-06
1958,4.18989139916448e-06,3.442907797079897e-06
1959,4.321817016261775e-06,3.3095693083851074e-06
1960,3.379442915729669e-06,3.7462471027538413e-06
1961,3.987548666373186e-06,3.724908225422041e-06
1962,3.853372618323192e-06,3.6998973769186705e-06
1963,3.6778910157408973e-06,3.5737875236918626e-06
1964,3.4368337367141066e-06,3.6491642276814673e-06
1965,3.826052648037148e-06,3.8556017898372374e-06
1966,3.732228663011483e-06,3.95102213701648e-06
1967,3.6854259519714105e-06,3.892499989888165e-06
1968,3.674427262012614e-06,4.520610104918887e-06
1969,3.2164728906991513e-06,3.411768489058886e-06
1970,3.163462849897769e-06,3.5354998431103013e-06
1971,3.1688497301729512e-06,3.8404383815304755e-06
1972,3.2966323431082856e-06,3.714739307270065e-06
1973,3.455124840456847e-06,3.278702223497021e-06
1974,2.590575860494937e-06,2.7407785410105134e-06
1975,2.7712100916232885e-06,2.8317518001585995e-06
1976,3.3195591413459624e-06,2.801342219527214e-06
1977,2.822030552351862e-06,2.6698219244281063e-06
1978,3.095048185741689e-06,3.2988103839670657e-06
1979,3.0617525510479027e-06,3.0137662463403103e-06
1980,3.0478093435704068e-06,2.846554963298331e-06
1981,2.7971580038865795e-06,2.8351113883218204e-06
1982,2.903869471992948e-06,2.6127376315798756e-06
1983,2.9025193555298756e-06,2.497075911378488e-06
1984,2.8380347600887035e-06,2.767286787275225e-06
1985,2.912131691346076e-06,2.827913760938827e-06
1986,3.3359311828462523e-06,2.870159534040795e-06
1987,3.063963475824494e-06,2.680815327948949e-06
1988,2.8675520695742307e-06,2.7500195471930056e-06
1989,2.755037371571234e-06,2.948219275822339e-06
1990,2.722690823020457e-06,2.696537393376275e-06
1991,2.6558299168755184e-06,2.817020174461504e-06
1992,2.867926042426916e-06,2.804010676982216e-06
1993,2.8366281696889928e-06,2.9662455744983163e-06
1994,2.8025685878674267e-06,2.6664754102512234e-06
1995,2.84027984776003e-06,2.963369468034216e-06
1996,2.6460923550075677e-06,2.762996643923543e-06
1997,2.9114600010871072e-06,2.718225715625522e-06
1998,3.015841826936594e-06,2.8971153085421975e-06
1999,2.7188125955035503e-06,2.769541879388271e-06
2000,2.750224552983127e-06,2.67158364408715e-06
2001,2.588858023955254e-06,2.847787641258037e-06
2002,2.7531595776508766e-06,2.927970314203776e-06
2003,2.667247457566191e-06,2.9972675577027985e-06
2004,2.609838929856778e-06,2.8688404540844203e-06
2005,2.448238319630036e-06,2.7837676839226333e-06
2006,2.675804950058591e-06,2.9426441869873088e-06
2007,2.771369793208578e-06,2.9515209973851597e-06
2008,3.00447524637093e-06,3.0734456970549218e-06
2009,2.947219826410219e-06,3.047351810891996e-06
2010,3.3024037406903517e-06,3.037871294964134e-06
2011,3.4216900530736893e-06,3.2064005779375293e-06
2012,3.96799694613037e-06,3.5799120610136015e-06
2013,4.296089230138023e-06,3.4085896345459332e-06
2014,4.241673821070435e-06,3.835869563317829e-06
2015,4.428495998354265e-06,4.276882236808888e-06
2016,4.8181440774897055e-06,4.6257164285634644e-06
2017,4.184970919141051e-06,2.956346321525416e-06
2018,4.351578354544472e-06,3.806888969393185e-06
2019,4.1627017139944655e-06,4.15020204513894e-06
