year,six_DET ailes_NOUN,six_DET belles_NOUN
1800,5.0306631749208464e-08,5.65949598296811e-08
1801,3.5717739876872656e-08,4.0480102825313224e-08
1802,4.2518962573012686e-08,1.7902721083373763e-08
1803,6.046051481689574e-08,1.950339223455444e-09
1804,5.19088700912107e-08,5.6852573315779864e-08
1805,9.665784261869703e-08,3.4114531644036106e-08
1806,8.645007376628655e-09,9.509508203109363e-08
1807,3.9857372513552036e-08,6.263301344233696e-08
1808,8.611080914988634e-08,4.758755522971114e-08
1809,4.0662548883574345e-08,3.388545821714217e-08
1810,3.978215445954447e-08,0.0
1811,1.3287507272252697e-07,2.5070766795920463e-08
1812,3.7340914360584065e-08,5.3344164641089264e-09
1813,3.163315653864629e-08,2.300593315851529e-08
1814,1.2586708564299443e-08,6.293354282149721e-09
1815,1.780167533382837e-07,5.3944470224109864e-08
1816,1.1356259221884102e-07,4.6352077731626196e-09
1817,9.808302792180257e-08,7.784366928831332e-09
1818,6.556647713651387e-08,1.0729059418679299e-08
1819,4.554462107453361e-08,1.6561680027393777e-08
1820,3.0852850052554004e-08,1.4239777357261119e-08
1821,2.2681422962023134e-08,1.0847637454958203e-08
1822,6.015369535816717e-08,2.90742860897808e-08
1823,7.412015112784331e-08,1.680056804787e-08
1824,4.547400767052068e-08,1.2631669044083083e-08
1825,4.490776106536032e-08,1.7610886082763955e-08
1826,4.492072036565986e-08,1.0569580766173203e-08
1827,4.3321183085254233e-08,1.474763688946723e-08
1828,4.219258542548232e-08,1.2841221419535032e-08
1829,5.3153691226270894e-08,1.457439946506156e-08
1830,7.827626546941246e-08,1.3567886369969528e-08
1831,6.080570358335535e-08,2.182768810143898e-08
1832,1.1635773511375902e-07,1.8941957335982806e-08
1833,6.023486887052343e-08,9.266902800675325e-09
1834,4.6672655740209734e-08,6.534171648198139e-09
1835,6.655517381659593e-08,2.2689263801112247e-09
1836,8.400937401287223e-08,2.3522625958172227e-08
1837,4.453050106434375e-08,4.87052354003481e-09
1838,5.680945891484157e-08,1.9567702125300457e-08
1839,4.6842884238174065e-08,1.1885508133246958e-08
1840,3.885510002632486e-08,2.4841786572249447e-08
1841,5.714288064950779e-08,2.3756030032018316e-08
1842,9.794066979651461e-08,1.2074877098200432e-08
1843,1.0041748876865597e-07,1.1813822031747634e-08
1844,1.201994876964818e-07,1.2074834576658589e-08
1845,1.065823534429633e-07,1.0044410636567136e-08
1846,5.620321119614857e-08,2.517435504501009e-08
1847,6.14827504463733e-08,1.4022381478184798e-08
1848,8.849743998728954e-08,2.252662056889676e-08
1849,5.027649052635752e-08,7.54147322368226e-09
1850,1.1201843364005981e-07,3.394498016007219e-09
1851,8.835731080125697e-08,9.02921448719951e-09
1852,8.073076673831281e-08,2.148480060526481e-08
1853,5.673335157219128e-08,1.0152284346531815e-08
1854,8.676759899461928e-08,1.0391328519876453e-08
1855,1.3744967475304293e-07,2.600399184871094e-08
1856,9.267169076565551e-08,1.1907535124588975e-08
1857,8.103304782736132e-08,2.0502337605421417e-08
1858,1.3653356301102093e-07,2.0553439394888073e-08
1859,7.536416868347828e-08,9.165912029374113e-09
1860,8.422018477061144e-08,1.5562425570436744e-08
1861,7.781340072288145e-08,1.3676294763342867e-08
1862,1.1385325415780301e-07,2.3041731189721304e-08
1863,6.942522778885518e-08,1.8979559535114987e-08
1864,1.0452507126501587e-07,2.3014694150447212e-08
1865,1.0307988973501381e-07,1.3649848862318237e-08
1866,5.838735595009581e-08,1.3137154475373336e-08
1867,1.2083500777748668e-07,1.9896527092555516e-08
1868,9.682153234713553e-08,7.409811209058148e-09
1869,6.250904804883106e-08,1.611561317726995e-08
1870,5.447346484999116e-08,1.6055335727571673e-08
1871,8.603153389685758e-08,2.761506068260644e-08
1872,2.9027228509725944e-08,2.8422494358082417e-08
1873,1.2810049554445868e-07,1.1972008939764578e-09
1874,6.930546553318706e-08,4.779687201583727e-09
1875,6.408110192479555e-08,2.8607635982336177e-08
1876,4.776351603119622e-08,1.9951849505872588e-08
1877,7.607323548874945e-08,1.36065949618569e-08
1878,6.220261350442513e-08,2.959153455606156e-08
1879,5.437299321897626e-08,2.5659165459046562e-08
1880,3.5298153511220676e-08,1.7969970178555172e-08
1881,3.834879280795178e-08,8.367008919041297e-09
1882,3.3276926103553706e-08,2.5956001570293097e-08
1883,3.728409936343269e-08,5.687405213450347e-09
1884,3.564916273290919e-08,1.2543224237049344e-08
1885,4.383032248256313e-08,7.090199094506033e-09
1886,5.3563748991791726e-08,1.936039151217983e-08
1887,3.395040970577412e-08,1.1099172247952538e-08
1888,4.2482119155806686e-08,1.3315291091942072e-08
1889,6.077182790331648e-08,1.879540939553337e-08
1890,5.964491833765351e-08,1.1797895993481688e-08
1891,4.2707275382802834e-08,8.923907612867765e-09
1892,5.0148097896496324e-08,8.775916882086676e-09
1893,8.991288247273133e-08,1.3548516308858893e-08
1894,4.7891697274593525e-08,1.3863386882917439e-08
1895,3.7315409429083957e-08,8.426059849853118e-09
1896,3.597187614445829e-08,8.255840455717589e-09
1897,2.155884004650943e-08,2.9133566670225264e-09
1898,3.451596475301244e-08,9.619203211741478e-09
1899,3.205995469102163e-08,9.949641111006713e-09
1900,2.9069897267142153e-08,1.09012117111007e-08
1901,5.0298649023616804e-08,8.383108540677142e-09
1902,4.026432809389746e-08,5.892340837476695e-09
1903,3.67214987306852e-08,9.180374460626695e-09
1904,3.117282609821359e-08,7.524475265086039e-09
1905,3.044847929345451e-08,9.28936660926638e-09
1906,5.761486576716379e-08,2.572092316910357e-09
1907,3.9599894363639976e-08,1.0799971361663552e-08
1908,3.536200066101003e-08,2.2101250385375693e-08
1909,4.400786934866119e-08,1.3752458727367411e-08
1910,3.3668149046484075e-08,9.085056262847502e-09
1911,3.458243114096149e-08,4.788336727123976e-09
1912,2.344239469209697e-08,1.1460726589973547e-08
1913,3.075734078539227e-08,5.833288740930698e-09
1914,2.3438602447800605e-08,5.357394972094198e-09
1915,3.062998032987707e-08,2.3561523843085297e-09
1916,1.4283700444650549e-08,4.394984820521586e-09
1917,2.8512703309502285e-08,1.754627876326964e-08
1918,1.9526840588923733e-08,5.743188147278033e-09
1919,1.8415697411455767e-08,1.8415696745321952e-09
1920,2.4988365154854364e-08,3.028892692213958e-09
1921,2.499006690470651e-08,3.786373714564917e-09
1922,3.9840852394945614e-08,3.6889677978990676e-09
1923,2.866305948145964e-08,9.554353752605493e-09
1924,3.867487285980076e-08,5.156649773851996e-09
1925,5.49908882874206e-08,8.798542117105512e-09
1926,5.238685218955652e-08,1.0031524610987219e-08
1927,3.3447673075670536e-08,1.3379069518926201e-08
1928,2.5137290915466792e-08,1.5996457269906728e-08
1929,5.570203143179242e-08,1.1140405931087116e-08
1930,2.6259009189288918e-08,9.453243188239924e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,2.6302887090601246e-08,7.671675850140502e-09
1933,2.1794258620033702e-08,1.032359597807897e-08
1934,2.6359476379411717e-08,1.677421224144382e-08
1935,2.2739738980703805e-08,1.0771455727365264e-08
1936,2.182448710641438e-08,0.0
1937,3.273690651894867e-08,1.3850230295986421e-08
1938,3.5006078036303734e-08,0.0
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,7.607348528892999e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,3.034211770724937e-09
1943,1.1612940653549231e-07,2.9032352077962287e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,1.5249527862692958e-08
1946,2.5057987684817817e-08,6.960552134671616e-09
1947,2.3841742802233057e-08,8.344609891963728e-09
1948,2.5005341797168512e-08,6.523132700664291e-09
1949,4.810334042204545e-08,1.9634016634739737e-09
1950,2.7651939404904624e-08,5.317680740191122e-09
1951,3.0918066329377325e-08,3.198420528427448e-09
1952,3.057992969957013e-08,2.1089607837865287e-09
1953,2.1547654327491728e-08,5.386913581872932e-09
1954,4.69081733456278e-08,5.863521668203475e-09
1955,4.129667274810345e-08,4.6928039232341234e-09
1956,4.098936523533325e-08,8.721141364631535e-09
1957,2.2971098467827744e-08,1.7670075402875796e-09
1958,4.3015667472445784e-08,6.617794756635931e-09
1959,1.9376869220266713e-08,3.100299128533379e-09
1960,2.906750040665429e-08,6.2287499602575735e-09
1961,4.099413997149526e-08,1.3896318540318475e-09
1962,3.9320129818776195e-08,6.341956293454132e-09
1963,2.0691370394843034e-08,4.526237051827309e-09
1964,4.806335057727651e-08,9.125952438182594e-09
1965,3.009623894545399e-08,4.377634699181954e-09
1966,4.431259659209985e-08,4.985167278981351e-09
1967,4.58521223212216e-08,1.035370456037299e-08
1968,3.997360242813386e-08,6.737123747768692e-09
1969,2.7250546708046386e-08,6.358460813427058e-09
1970,3.2650948611490094e-08,6.438214850135182e-09
1971,3.3913423180820246e-08,3.5968783507200897e-09
1972,2.8215808356435446e-08,5.130146973897354e-09
1973,2.260413545229767e-08,1.102640756478479e-09
1974,2.5315072704756858e-08,2.812785782069227e-09
1975,2.798625331479343e-08,2.2845920710778955e-09
1976,2.3425460682346966e-08,7.4275851025262796e-09
1977,1.116588582705802e-08,2.3507127910882275e-09
1978,3.326731246033887e-08,5.346532216954358e-09
1979,3.394144487689488e-08,3.5111840102075575e-09
1980,3.581644847372445e-08,7.959210845953635e-09
1981,4.4911403263014904e-08,6.3255494731073725e-09
1982,2.9796011546956436e-08,2.483000915987077e-09
1983,1.9577480414589843e-08,2.5261264191556165e-09
1984,3.36342509399401e-08,4.059305780401701e-09
1985,2.947623478632977e-08,4.812446441349039e-09
1986,2.2779045372178786e-08,4.7955883708539204e-09
1987,2.3221103262471843e-08,3.6664902225425067e-09
1988,2.758414818782029e-08,2.398621523624911e-09
1989,3.292873429483478e-08,4.390497743145261e-09
1990,2.1794603677349755e-08,4.90378582185258e-09
1991,2.6962739596569918e-08,9.378344545396544e-09
1992,2.2039776226279173e-08,2.2039776670368383e-09
1993,2.271075000281897e-08,3.323524566667402e-09
1994,2.7957110293463927e-08,4.2199412852994556e-09
1995,2.3858783393393423e-08,7.591431205877797e-09
1996,2.7758080278772468e-08,2.6690460952494277e-09
1997,2.6851409984374186e-08,4.315404922294874e-09
1998,3.862184494440868e-08,3.337690568372409e-09
1999,2.3308025398627308e-08,9.140402323914998e-10
2000,2.2973763336153752e-08,3.5344251969604557e-09
2001,3.680217836032895e-08,3.943090742808408e-09
2002,2.93541845830525e-08,2.6287329535357173e-09
2003,2.375146124222738e-08,3.333538389771462e-09
2004,3.523832958762796e-08,4.404791253964646e-09
2005,2.7022497239848065e-08,2.702249757291497e-09
2006,3.5002065579270436e-08,3.294311934354255e-09
2007,3.3154180567596114e-08,5.192823504529542e-09
2008,2.809910171208685e-08,3.8316958494988285e-09
2009,4.005281795116389e-08,1.907277002999308e-09
2010,3.8262721879789297e-08,9.447586046817946e-10
2011,2.7150200254677515e-08,5.3535606503452016e-09
2012,3.199997491987183e-08,2.3829768713845567e-09
2013,2.565995121939224e-08,3.6258626101570712e-09
2014,3.118241065358518e-08,5.197068442264197e-09
2015,2.8150508257773765e-08,7.093041376471376e-09
2016,3.8941192048724815e-08,7.663958356829426e-09
2017,5.4337203181376026e-08,4.779661694209736e-09
2018,3.7431266364240656e-08,3.872200060595077e-09
2019,3.086695143927898e-08,2.55098775436835e-09
