year,mêmes_ADJ arts_NOUN,mêmes_ADJ barres_NOUN
1858,2.3489644007668176e-08,5.872411001917044e-09
1859,4.68479939286226e-08,1.323965115318515e-08
1860,4.211009141386057e-08,6.865775947773045e-09
1861,1.131831339762357e-08,4.2443675241088386e-09
1862,2.981871105589562e-08,1.1294965851504912e-08
1863,2.7969877081091e-08,1.0988165932701577e-08
1864,1.1986819536957682e-08,7.671564716815737e-09
1865,2.3063536858103362e-08,1.2237795665726026e-08
1866,2.4814625465552353e-08,1.1677471434268227e-08
1867,1.747012134956094e-08,3.396968040192405e-09
1868,2.8157282727647726e-08,9.87974857480367e-09
1869,4.346331894389266e-08,7.813630631403612e-09
1870,2.8096838633473453e-08,4.587239033071455e-09
1871,3.18635318130589e-09,1.274541272522356e-08
1872,2.4794090336399677e-08,3.0236697590169115e-09
1873,1.1972009161809183e-08,2.3944017879529156e-09
1874,8.364453130127458e-09,8.961913877669758e-09
1875,1.3159512146643237e-08,2.8607636259891933e-09
1876,2.6602466007830117e-08,9.069021977836655e-09
1877,3.958282268623492e-08,2.4739263970730008e-09
1878,2.2344627481629686e-08,1.8117265465633636e-09
1879,1.710611030603104e-08,1.3440515367335593e-08
1880,2.8238524407697696e-08,1.9253538763308597e-09
1881,2.370652651961791e-08,4.8807553554297556e-09
1882,2.1962771157291172e-08,1.3310770263785798e-09
1883,3.033282780506852e-08,1.1374810426900694e-08
1884,2.0465260597291035e-08,1.5844072720483382e-08
1885,1.0313017106966527e-08,3.86738152613475e-09
1886,7.744156760303156e-09,1.613365974151293e-08
1887,3.133883863526421e-08,1.9586774424595887e-09
1888,2.1558089535744784e-08,7.60873763994141e-09
1889,1.4409814674820609e-08,2.5060546970934183e-09
1890,1.9007720730712663e-08,1.1797895993481688e-08
1891,1.4023283867459213e-08,2.103492668936724e-08
1892,1.7551833764173352e-08,7.522214851007902e-09
1893,9.853466487186324e-09,7.390100087434348e-09
1894,1.764431090123253e-08,5.041231432301174e-09
1895,5.416753268150387e-09,7.22233739480771e-09
1896,4.717623180994224e-09,2.7126333179694484e-08
1897,1.6897470089816125e-08,1.1070755867592652e-08
1898,8.487532454637403e-09,6.7900258748920805e-09
1899,9.949641111006713e-09,7.185851913504848e-09
1900,8.824790675987515e-09,5.710158568206225e-09
1901,1.2854099118442264e-08,1.4530721514915967e-08
1902,7.365425602756659e-09,1.915010727771005e-08
1903,1.0260418292773466e-08,7.020286574288548e-09
1904,1.0749250378694342e-08,1.289910045443321e-08
1905,6.192911072844254e-09,5.676835002077496e-09
1906,6.173021205313489e-09,5.658602919567102e-09
1907,1.0799970695529737e-08,1.131425531042396e-08
1908,9.331638795018193e-09,4.911389073214423e-09
1909,2.475442606453271e-08,9.901770070541716e-09
1910,1.870452770447173e-08,1.7101282168141552e-08
1911,6.916486494645824e-09,1.0108711201439746e-08
1912,7.293189607793238e-09,1.927485904218429e-08
1913,1.4318072560914885e-08,1.6439267724877027e-08
1914,9.37544131218715e-09,6.696743604095445e-09
1915,1.8849219074468238e-08,1.6493066468115103e-08
1916,8.789969641043172e-09,1.2086208478478966e-08
1917,9.869781991689308e-09,2.9609346086090227e-08
1918,1.1486376294556067e-09,1.1486376294556067e-08
1919,3.6831393490643904e-09,1.1970202606903513e-08
1920,3.786115865267448e-09,3.786115865267448e-09
1921,5.300923255902035e-09,1.1359120755116692e-08
1922,9.591316185719734e-09,2.951174193910333e-09
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,2.7072411756812187e-08,1.2891624656674594e-08
1925,6.598906754362588e-09,6.598906754362588e-09
1926,4.458455382660986e-09,1.114613823460786e-08
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,1.0283437212876834e-08,5.713020723163709e-09
1929,8.912325100141061e-09,3.342121912552898e-09
1930,1.470504518152893e-08,3.1510811737689437e-09
1931,7.983749661377715e-09,6.843213995466613e-09
1932,2.1919073223131136e-09,1.2055489939655217e-08
1933,1.1470662197865522e-08,8.02946331646126e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,1.0771455727365264e-08,2.393656828303392e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,7.779128452511941e-09,5.186085783037697e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,0.0
1942,2.4273694831933312e-08,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,8.714016175304096e-09,4.357008087652048e-09
1946,6.960552134671616e-09,6.960552134671616e-09
1947,1.549713246618012e-08,3.5762612871081956e-09
1948,2.5005341797168512e-08,1.0871887834440486e-09
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,1.701657836861159e-08,8.508289184305795e-09
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,3.754243138587299e-09,6.569925492527773e-09
1956,6.104798888628693e-09,3.488456634670456e-09
1957,1.0602045297236629e-08,5.301022731885041e-09
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,6.975672928177801e-09,3.100299128533379e-09
1960,6.2287499602575735e-09,5.536666680683311e-09
1961,4.16889545107324e-09,4.16889545107324e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,4.867174663303331e-09,3.041984220075733e-09
1965,2.188817405102128e-09,3.2832261354087677e-09
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,1.7749207881223583e-08,2.465167847631733e-09
1968,1.8414804320299183e-08,4.042274071025531e-09
1969,9.991866889436096e-09,2.2708788183223305e-09
1970,1.1496812751810026e-08,3.6789800095249348e-09
1971,9.762954999992246e-09,3.5968783507200897e-09
1972,1.179933784012377e-08,5.130146973897354e-09
1973,1.4885650490015223e-08,3.3079223804577396e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,2.8557400888473694e-09
1976,5.7135269293517865e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,3.511183899185255e-09,5.851973350345929e-10
1980,7.959210845953635e-09,2.2740602734216964e-09
1981,3.1627747087981106e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,6.2075020679230875e-09
1983,6.94684787472255e-09,2.5261264191556165e-09
1984,1.333771981748555e-08,2.3196033982486597e-09
1985,5.4140022465176685e-09,2.4062232206745193e-09
1986,4.7955883708539204e-09,1.7983456945813714e-09
1987,8.55514348252484e-09,6.110816852533674e-10
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,6.585746614717891e-09,1.0976244357863152e-09
1990,4.90378582185258e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,0.0
1993,6.0931280021492285e-09,0.0
1994,8.967375231261343e-09,0.0
1995,9.218166119318028e-09,3.795715741716776e-09
1996,3.2028553142993132e-09,5.338092190498855e-10
1997,8.630810288678958e-09,1.917957792585412e-09
1998,3.337690568372409e-09,2.3840645013706308e-09
1999,8.683382013430219e-09,3.1991407301035224e-09
2000,1.1486882001143783e-08,2.2090156370779823e-09
2001,5.257454110951798e-09,2.6287270138425356e-09
2002,7.00995456126563e-09,1.3143663935011318e-09
2003,4.583615265119079e-09,5.000307723435071e-09
2004,9.250061522303454e-09,1.3214374039449694e-09
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,2.4707338397433887e-09
2007,4.393927444112933e-09,2.3966877371606188e-09
2008,7.237647453584017e-09,1.7029758714315335e-09
2009,6.198650259747751e-09,4.76819250749827e-10
2010,4.2514138876015295e-09,1.8895172093635892e-09
2011,9.177532483972684e-09,3.4415748029203996e-09
2012,6.127654827992046e-09,3.063827413996023e-09
2013,2.2313000336282585e-09,1.6734750252211938e-09
2014,6.712880029624557e-09,2.815078836704288e-09
2015,7.536356344539641e-09,3.103205470367243e-09
2016,5.59261792432153e-09,2.6927420293532123e-09
2017,3.5218559180094644e-09,1.2578056374223934e-09
2018,4.3884935685412074e-09,2.8396134332808742e-09
2019,4.08158040698936e-09,2.04079020349468e-09
