year,gros_ADJ os_NOUN,gros_ADJ boss_NOUN
1800,2.1694735607979965e-07,0.0
1801,1.2382149350287364e-07,0.0
1802,1.7455153056289419e-07,0.0
1803,1.1116933507082649e-07,0.0
1804,1.087614407424553e-07,0.0
1805,1.194008660831969e-07,0.0
1806,1.0085842205853623e-07,0.0
1807,3.701041606518629e-08,0.0
1808,6.345007363961486e-08,0.0
1809,9.03612189517844e-08,0.0
1810,1.2402671245581587e-07,0.0
1811,7.771937760026049e-08,0.0
1812,6.13457871168066e-08,0.0
1813,4.601186631703058e-08,0.0
1814,6.922689976818219e-08,0.0
1815,3.236668177919455e-08,0.0
1816,8.57513455798653e-08,0.0
1817,9.808302792180257e-08,0.0
1818,6.914282835168706e-08,0.0
1819,4.243930362690662e-08,0.0
1820,1.1154492085552192e-07,0.0
1821,3.8459806006585495e-08,0.0
1822,5.9151133768864383e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,1.1789557774477544e-08,0.0
1825,9.862095851076447e-08,0.0
1826,6.694067877788257e-08,0.0
1827,6.267745789045875e-08,0.0
1828,7.521286704559316e-08,0.0
1829,1.208817792530681e-07,0.0
1830,5.635891398014792e-08,0.0
1831,6.392394169552063e-08,0.0
1832,8.929779937716376e-08,0.0
1833,6.718504863556518e-08,0.0
1834,5.600718466780563e-08,0.0
1835,7.865611451052246e-08,0.0
1836,7.258410050781094e-08,0.0
1837,6.401259611266141e-08,0.0
1838,6.312161815458239e-08,0.0
1839,6.292327725532232e-08,0.0
1840,8.471685930544481e-08,0.0
1841,6.099521243640993e-08,0.0
1842,4.628702754416736e-08,0.0
1843,5.316219997553162e-08,0.0
1844,5.3239045172404076e-08,0.0
1845,3.682950477923441e-08,0.0
1846,4.507965911670908e-08,0.0
1847,3.613459753637471e-08,0.0
1848,1.609044275596716e-08,0.0
1849,3.1841775438579134e-08,0.0
1850,3.530277936647508e-08,0.0
1851,5.868989205737307e-08,0.0
1852,4.362065553209504e-08,0.0
1853,6.569125332589465e-08,0.0
1854,5.871100938747986e-08,0.0
1855,5.306937111981824e-08,0.0
1856,4.0899795550330964e-08,0.0
1857,6.443592326377257e-08,0.0
1858,2.7404585267731818e-08,0.0
1859,3.360834455179429e-08,0.0
1860,4.943358788978003e-08,0.0
1861,5.0932406736592384e-08,0.0
1862,6.054101930885736e-08,0.0
1863,2.597202808374277e-08,0.0
1864,5.0824116470948866e-08,0.0
1865,3.812543880599151e-08,0.0
1866,4.2330832172865485e-08,0.0
1867,4.173417877950669e-08,0.0
1868,4.198892966655876e-08,0.0
1869,4.688178378842167e-08,0.0
1870,7.339582452914328e-08,0.0
1871,4.885741589077952e-08,0.0
1872,3.265563108811875e-08,0.0
