year,mes_DET ailes_NOUN,mes_DET belles_ADJ
1800,9.432493897065797e-09,1.5720821977538435e-08
1801,4.5242470436690496e-08,2.1430643926123594e-08
1802,1.3427040812530322e-08,1.7902721083373763e-08
1803,6.826187504138659e-08,7.801356893821776e-09
1804,5.9324420931261557e-08,1.4831105232815389e-08
1805,6.538618890772341e-08,2.842877711017877e-09
1806,1.4408345627714425e-08,2.881669125542885e-08
1807,5.124519120158766e-08,8.540865348294346e-09
1808,6.798221896531231e-08,9.064295980465431e-09
1809,3.840352036377226e-08,9.036122072814123e-09
1810,6.318342204991723e-08,4.9142660163425944e-08
1811,7.771937760026049e-08,2.5070766795920463e-08
1812,8.535066342574282e-08,3.467370746079723e-08
1813,6.614205472210699e-08,5.751483289628823e-09
1814,1.0698702368472368e-07,1.2586708564299443e-08
1815,3.776112933451259e-08,8.091670444798638e-09
1816,4.6352079507983035e-08,2.3176038865813098e-08
1817,5.4490568945908535e-08,1.0898114077839693e-08
1818,7.867976847819591e-08,2.7418708414828075e-08
1819,6.521161566297451e-08,8.280840124719191e-09
1820,4.50926265216367e-08,2.7292905713238724e-08
1821,8.382265148654255e-08,4.141824971881647e-08
1822,6.616906489398389e-08,3.107940926838637e-08
1823,7.807322921493665e-08,2.2730180404550993e-08
1824,8.58953512761218e-08,2.6105449357771704e-08
1825,6.95630033575867e-08,1.0566532093747583e-08
1826,1.2243097557984584e-07,7.046387362485973e-09
1827,1.2719837094721242e-07,2.3043182473259094e-08
1828,5.0447657884422625e-08,1.0089531543577834e-08
1829,5.401101077495696e-08,4.372319750700626e-08
1830,9.393152566872232e-08,3.339787424394558e-08
1831,8.41925122951892e-08,4.2096257146795324e-08
1832,5.276687886635045e-08,2.705993829010822e-08
1833,1.0077757117699093e-07,9.498575193056524e-08
1834,1.4281832871887445e-07,2.6136686592792557e-08
1835,7.033671778344797e-08,4.764745398233572e-08
1836,1.3307085777736205e-07,3.629204881061554e-08
1837,1.1897993212883762e-07,2.922314168429807e-08
1838,5.933432078997214e-08,2.019891853777267e-08
1839,9.438491588298348e-08,2.516931107976461e-08
1840,9.93671420701503e-08,1.9109066329292546e-08
1841,1.1685398293437288e-07,3.9165345189218215e-08
1842,1.402027431929298e-07,2.951636668413471e-08
1843,8.683159569145005e-08,2.7171790151214736e-08
1844,6.75093048130293e-08,2.5247381074677833e-08
1845,6.752075681903946e-08,4.185171009751798e-08
1846,9.074477080872612e-08,3.219975752699611e-08
1847,5.824681448274305e-08,2.6426795862732888e-08
1848,7.079795238951192e-08,1.9308531884476565e-08
1849,5.195237151589538e-08,3.603148357456121e-08
1850,8.622025315929704e-08,5.838536587532417e-08
1851,9.609663820242531e-08,4.966067979061961e-08
1852,7.552232506036205e-08,1.9531637196479323e-08
1853,6.927440954207498e-08,3.6428785765707516e-08
1854,1.0755025536823837e-07,3.6889218124613876e-08
1855,1.3214273053563375e-07,4.776243400783642e-08
1856,1.2477026478663333e-07,3.1580852932755477e-08
1857,1.3472964877081495e-07,2.880090343992947e-08
1858,1.3898039963322617e-07,3.7191937085623294e-08
1859,1.726246736666326e-07,2.4951649857385405e-08
1860,1.2999202692043355e-07,3.707518914097818e-08
1861,1.3063218906594898e-07,3.5369728479395235e-08
1862,1.15208650619536e-07,4.382446849859889e-08
1863,1.018902651139797e-07,2.0477944673302773e-08
1864,1.7596651524787177e-07,4.2193605054308136e-08
1865,1.1202289429412815e-07,3.388927982683754e-08
1866,1.610517834649272e-07,3.162648393173484e-08
1867,1.319964777479754e-07,2.8631587767335986e-08
1868,1.2300286478250655e-07,3.3591144088518377e-08
1869,1.0255390081592708e-07,2.3440892005233138e-08
1870,9.174478332596436e-08,2.121598052795548e-08
1871,7.965882931060264e-08,4.142259002470894e-08
1872,1.536024214487952e-07,2.7213026498884574e-08
1873,6.405024810529625e-08,3.7113228712470914e-08
1874,8.424198760792478e-08,3.82374970575583e-08
1875,1.0413179074575396e-07,5.3210200690045895e-08
1876,1.3482612981619013e-07,5.018192439365521e-08
1877,1.0019402063576877e-07,1.731748500155561e-08
1878,7.488469644378881e-08,1.8117265798700544e-08
1879,8.553055286242284e-08,3.360128797424977e-08
1880,9.626769403858759e-08,1.0910338632541539e-08
1881,8.645909566062926e-08,3.695429129368932e-08
1882,8.785108374098627e-08,2.3959385586636017e-08
1883,1.143800352210178e-07,4.1707635567433954e-08
1884,8.780256877116699e-08,3.234831513765357e-08
1885,6.703461097323782e-08,2.384885200434894e-08
1886,1.0325542376676822e-07,1.871504506922861e-08
1887,6.071900005011344e-08,3.3297514967500774e-08
1888,8.940266660317775e-08,7.60873763994141e-09
1889,8.896494207988326e-08,2.4434033019105073e-08
1890,4.915789908466195e-08,1.114245701261396e-08
1891,5.4818293016012376e-08,3.569563311600632e-08
1892,6.393882401312112e-08,1.817868611198037e-08
1893,5.296238136942577e-08,1.4780199508734881e-08
1894,7.75089308291399e-08,2.0164925063070882e-08
1895,1.2518718284226793e-07,2.7685626902140825e-08
1896,6.427761745086968e-08,3.597187836490434e-08
1897,4.3117681536308794e-08,1.981082575763793e-08
1898,5.997856289408077e-08,2.3765090784166887e-08
1899,1.0944605399743068e-07,3.8140289149168893e-08
1900,7.942311508468691e-08,1.76495800197074e-08
1901,6.147612996443286e-08,2.6267072517072165e-08
1902,6.825294263101966e-08,2.0623191598900803e-08
1903,5.940242253643646e-08,1.7280704867062013e-08
1904,5.4283715300584845e-08,1.6123874679863093e-08
1905,5.36718952059978e-08,1.80626569257214e-08
1906,5.555719384542357e-08,2.8807433771760316e-08
1907,8.074263879720434e-08,3.754275529344042e-08
1908,7.121514244978755e-08,1.4734166997598663e-08
1909,7.811396374179935e-08,2.805501675418043e-08
1910,9.566029790519792e-08,2.672075272158736e-08
1911,6.490856641061526e-08,2.340964555536118e-08
1912,1.1721197656910931e-07,2.70889900511051e-08
1913,8.802963158416333e-08,2.1211959744249498e-08
1914,8.236994686328103e-08,9.37544086809794e-09
1915,5.301343009023185e-08,7.068457152925589e-09
1916,8.899843972898225e-08,1.9777432136436346e-08
1917,1.250172432243346e-07,2.3029490536785602e-08
1918,1.1830967761028433e-07,2.6418665477478953e-08
1919,1.4456321739686473e-07,2.2098836149897494e-08
1920,7.420787184742039e-08,1.741613209205184e-08
1921,9.541661505352295e-08,2.3475516253146367e-08
1922,8.410846596973443e-08,2.6560567967237603e-08
1923,1.0191310151341781e-07,2.866306081372727e-08
1924,9.410885493110754e-08,2.9650736532715882e-08
1925,7.25879756302561e-08,3.959344208048776e-08
1926,9.02837182792382e-08,2.452150482668003e-08
1927,1.2487131284544262e-07,2.6758140592164636e-08
1928,6.969885268937048e-08,5.141718339984891e-08
1929,7.798284240578823e-08,4.790374763530281e-08
1930,8.612954793818517e-08,2.941009080714707e-08
1931,8.211856616924251e-08,1.3686427990933225e-08
1932,9.644392173768779e-08,1.8631212572728373e-08
1933,7.800050472184239e-08,2.064719195615794e-08
1934,5.032263672433146e-08,2.2765002327673756e-08
1935,1.0532089955717083e-07,1.3165112555668657e-08
1936,7.39607575184209e-08,4.4861445225308216e-08
1937,8.058315748016298e-08,2.7700460591972842e-08
1938,8.816345520301638e-08,2.7226950471970213e-08
1939,5.964679683501117e-08,2.2941075705773528e-08
1940,4.817987386829259e-08,2.5357829169792012e-09
1941,1.1806010391524069e-07,3.8369533328364014e-08
1942,6.675265740163638e-08,2.730790527039062e-08
1943,1.1322617177178529e-07,3.7742058811574e-08
1944,1.1888789153147172e-07,1.927911696952833e-08
1945,1.3506725027312427e-07,3.0499056169475125e-08
1946,1.0719250465029972e-07,4.5939644088832665e-08
1947,1.1563245116974485e-07,5.245183265500941e-08
1948,1.0437012631925313e-07,3.8051608086675515e-08
1949,8.344457302911223e-08,4.908504003253711e-08
1950,7.232045717842084e-08,2.4461331626923766e-08
1951,7.036524873882399e-08,3.944718685033877e-08
1952,6.221434634134937e-08,3.9015773722894664e-08
1953,5.925604940060225e-08,1.939288907237824e-08
1954,1.1238416575132248e-07,3.2249368731029904e-08
1955,9.104039877527725e-08,2.2525459275613002e-08
1956,8.721141675493982e-08,2.3547082061980973e-08
1957,7.509782307124624e-08,2.47381048978923e-08
1958,8.603133494489157e-08,2.316228081555849e-08
1959,5.425523630364637e-08,2.2477168570844697e-08
1960,8.235791915112145e-08,2.1454584109292796e-08
1961,8.61571773924652e-08,2.501337359461786e-08
1962,8.815319096910912e-08,2.4099433559854333e-08
1963,8.79383241780829e-08,2.5217606669514225e-08
1964,7.969998616630392e-08,3.407022375334634e-08
1965,1.0889366031108239e-07,3.0643443338362886e-08
1966,6.148373010717023e-08,1.717113162769124e-08
1967,1.0403007877357595e-07,3.69775179365206e-08
1968,1.0779397818794223e-07,4.446501788990531e-08
1969,6.94888928620685e-08,1.7258679596565685e-08
1970,9.565347847129146e-08,2.2993625670153506e-08
1971,8.581123500661647e-08,3.1858064186707225e-08
1972,6.97699973351007e-08,2.5650735091531374e-08
1973,8.765993753101498e-08,2.260413545229767e-08
1974,6.80694168808671e-08,1.518904335640059e-08
1975,7.367809073954845e-08,2.341706872854843e-08
1976,7.25617903540865e-08,2.856763448022548e-08
1977,6.111853290136082e-08,2.2331771321049132e-08
1978,7.782174993309354e-08,2.257424647211792e-08
1979,8.251282124227544e-08,3.3941445654050995e-08
1980,8.470874623967006e-08,2.7857238404926932e-08
1981,9.108791498846358e-08,2.4037087431594273e-08
1982,8.504278126153508e-08,2.6071510283998123e-08
1983,8.841442156182211e-08,5.1785590926556324e-08
1984,1.0380224946260341e-07,1.9716629218180515e-08
1985,7.098358212331846e-08,2.3460676956688076e-08
1986,8.27238979539402e-08,2.457739034511519e-08
1987,5.988600415562928e-08,2.199894089116583e-08
1988,7.615623287549056e-08,1.9188971744910077e-08
1989,9.329807326707851e-08,2.0854864946073803e-08
1990,7.682597935598778e-08,2.179460434348357e-08
1991,1.0726481391998277e-07,1.4067516040938699e-08
1992,8.59551292364813e-08,2.589673808728321e-08
1993,7.42253831731432e-08,2.3818591987634363e-08
1994,9.125623190442411e-08,2.2682184130928817e-08
1995,1.0031534003474007e-07,1.9520822736041055e-08
1996,1.4199325093500192e-07,2.402141485724485e-08
1997,1.2370827739971446e-07,2.205651483677684e-08
1998,9.154807756317496e-08,2.3840646790063147e-08
1999,9.825932734131015e-08,2.3765045042978272e-08
2000,1.0647455894741142e-07,2.1648354886494303e-08
2001,9.901538877699068e-08,2.541102794850758e-08
2002,9.463438654933043e-08,2.3220473099883066e-08
2003,8.458853573145575e-08,2.2084691408963408e-08
2004,1.0307211439908315e-07,2.070251925445632e-08
2005,8.602161516435558e-08,1.891574785695127e-08
2006,1.1694807433570986e-07,2.635449458665562e-08
2007,1.438012677823508e-07,3.1156939250820415e-08
2008,2.2436706714756838e-07,3.278228533076799e-08
2009,1.9835680298285752e-07,3.9099178117396605e-08
2010,1.955650361651351e-07,3.59008271999528e-08
2011,3.227432401331498e-07,3.097417211606057e-08
2012,3.2272315309000987e-07,4.936166231317429e-08
2013,3.79878816403334e-07,6.359205073636076e-08
2014,3.367267176201949e-07,5.760084142991673e-08
2015,2.600043007561226e-07,6.472400038148862e-08
2016,3.517135453989795e-07,6.690428389077852e-08
2017,3.997306379233123e-07,4.528100561174142e-08
2018,5.436568741856718e-07,6.815072239874098e-08
2019,3.9106641125385977e-07,6.224409965227551e-08
