year,trois_DET ailes_NOUN,trois_DET belles_ADJ
1930,3.4661891690213054e-08,1.2289215867156145e-07
1931,2.5091784650044247e-08,1.1861571103111146e-07
1932,1.6439305028370654e-08,8.110057425625428e-08
1933,3.785318369864399e-08,1.0782422776856038e-07
1934,2.875579241390369e-08,1.389863300005345e-07
1935,2.5133395809007197e-08,8.01875064126989e-08
1936,3.273672799508631e-08,1.0063513400382362e-07
1937,2.6441348666139675e-08,8.687871311252593e-08
1938,2.3337385357535823e-08,6.223302762009553e-08
1939,2.141167065872196e-08,6.423501108798746e-08
1940,5.325144059042941e-08,6.339457403470306e-08
1941,4.132103725851266e-08,8.559357755899555e-08
1942,2.1239483061208375e-08,9.406056733496371e-08
1943,3.1935586841669306e-08,9.87099983973394e-08
1944,3.855823393905666e-08,7.711646432539965e-08
1945,1.74280327946974e-08,8.278315277721049e-08
1946,2.227376771912759e-08,7.935029611161326e-08
1947,1.3112957830685446e-08,7.986983341368159e-08
1948,5.65338156288675e-08,6.196975910199853e-08
1949,2.9451024730065e-08,8.54079740264524e-08
1950,2.6588403478911005e-08,7.976520777219775e-08
1951,1.5992102864181845e-08,6.503455107775835e-08
1952,3.0579932142060784e-08,8.224947123380844e-08
1953,2.2625037843226892e-08,6.356558124309686e-08
1954,3.5181128898997827e-08,7.036226268297696e-08
1955,2.4402580400817442e-08,7.414630154300994e-08
1956,1.744228228517386e-08,5.4943193106282706e-08
1957,2.0320586824329467e-08,6.626278459265222e-08
1958,2.9780076182817083e-08,6.121460227603848e-08
1959,1.7051645984089703e-08,7.750747599288843e-08
1960,2.6991250123842292e-08,7.751333175320951e-08
1961,1.5980766210343944e-08,6.322824841475949e-08
1962,2.6002021535909137e-08,8.561640862936315e-08
1963,3.2330266463986845e-08,6.272071750856867e-08
1964,3.589541280879516e-08,6.631525173439456e-08
1965,2.6813013420667886e-08,7.660860390501512e-08
1966,3.821961513938987e-08,6.702280419546014e-08
1967,3.3033247026637014e-08,7.001076518520222e-08
1968,2.155879605392208e-08,8.758261138552825e-08
1969,3.1338128952951294e-08,7.312229843847717e-08
1970,2.6672605901723045e-08,6.070316871387149e-08
1971,3.1858063742618015e-08,7.450676298148551e-08
1972,4.052815893995643e-08,6.310080902238724e-08
1973,3.30792239155997e-08,6.39531647639302e-08
1974,2.1377172976233538e-08,4.894247274123131e-08
1975,2.8557401776652114e-08,5.8257096924307916e-08
1976,2.171140245366132e-08,5.4278506578242514e-08
1977,2.5270162185009326e-08,5.876781727920388e-08
1978,3.623760613802318e-08,6.475244518355794e-08
1979,1.9311512389208474e-08,5.0912169147210307e-08
1980,4.3775660651945714e-08,5.230338739892204e-08
1981,3.4790523462113754e-08,5.8195054108978184e-08
1982,1.8001757084995518e-08,6.952402475945973e-08
1983,2.715585867285597e-08,4.547027643297952e-08
1984,2.7835240168361253e-08,6.78483971228161e-08
1985,3.849957019852468e-08,6.015557918459535e-08
1986,3.237022050406324e-08,5.634816258037745e-08
1987,4.827545296848257e-08,4.460896363411848e-08
1988,2.6384837426007834e-08,4.857208657504941e-08
1989,4.939309894425037e-08,3.4575170948514256e-08
1990,3.3781636821217376e-08,5.121731749824221e-08
1991,3.634108436401107e-08,4.9236307475553076e-08
1992,3.361066092111287e-08,6.171137556520989e-08
1993,3.157348393845183e-08,6.259304452527203e-08
1994,4.11444278647366e-08,4.1144428086781204e-08
1995,3.795715630694474e-08,6.073144831475474e-08
1996,3.896807143632941e-08,4.750902027339521e-08
1997,2.8289877107567918e-08,5.32233297434459e-08
1998,3.051602637249573e-08,5.8171175876253756e-08
1999,4.707307321716314e-08,4.61590332623274e-08
2000,2.2090157703047453e-08,4.9040150607027044e-08
2001,3.329721010025821e-08,4.3812116379271515e-08
2002,2.6287329091267964e-08,3.7678505204752355e-08
2003,3.79189990518114e-08,4.333599745720562e-08
2004,2.6428746663365033e-08,4.845270451525607e-08
2005,2.972474733020647e-08,5.269386926798347e-08
2006,2.800165077587735e-08,5.641509348564e-08
2007,3.23552832581786e-08,5.152878390646265e-08
2008,2.554463884862912e-08,7.620817310538541e-08
2009,2.8609154822945015e-08,6.103286231962102e-08
2010,2.5508482270897304e-08,7.652544908864911e-08
2011,2.982698177333987e-08,9.062813255411584e-08
2012,3.302125151094515e-08,1.0927651405978622e-07
2013,2.67756004035391e-08,8.506831683519067e-08
2014,2.1654452286856696e-08,8.705089360461216e-08
2015,2.393901504804674e-08,1.0129749306031499e-07
2016,2.4234678819290423e-08,1.1744498351617949e-07
2017,1.5345229670282734e-08,8.427297615298812e-08
2018,2.1684320561377035e-08,8.131619910756172e-08
2019,2.346908778427803e-08,8.724377931201843e-08
