year,es_VERB au_ADP,es_VERB beau_ADV
1930,7.037414206934045e-08,1.0503603542488804e-09
1931,5.7026781519198266e-08,0.0
1932,4.822195975862087e-08,1.0959536611565568e-09
1933,2.867665571670841e-08,3.4411986593596566e-09
1934,3.9539216345474415e-08,0.0
1935,2.752705441366743e-08,1.196828414151696e-09
1936,3.8799086610197264e-08,1.2124714565686645e-09
1937,1.7627565185307503e-08,0.0
1938,5.4453899167583586e-08,1.2965214457594243e-09
1939,5.505858169385647e-08,1.5294050470515685e-09
1940,5.325144059042941e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0
1942,5.461581054078124e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,7.189063211399116e-08,0.0
1946,6.12528623378239e-08,0.0
1947,8.225401160188994e-08,0.0
1948,5.218506160531433e-08,5.435944139264848e-09
1949,5.988375306742455e-08,3.9268033269479474e-09
1950,5.317680873417885e-08,2.1270722960764488e-09
1951,5.010858927789741e-08,2.1322803522849654e-09
1952,4.74516177462192e-08,1.0544803918932644e-09
1953,5.0636987936059086e-08,0.0
1954,5.765796373680132e-08,0.0
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,6.45364508500279e-08,0.0
1957,4.240818185508033e-08,0.0
1958,5.542403158642628e-08,1.6544486891589827e-09
1959,4.8829711829512235e-08,7.750747821333448e-10
1960,4.982999968206059e-08,2.076250060767393e-09
1961,5.280601200752244e-08,0.0
1962,4.439369405417892e-08,1.2683912808952869e-09
1963,4.073613624200334e-08,1.2932106496776896e-09
1964,4.806334885643082e-08,2.4335873316516654e-09
1965,5.034279837445865e-08,1.0944086747954884e-09
1966,5.4836839069594134e-08,5.539074754423723e-10
1967,5.275459002973548e-08,0.0
1968,4.5363300671397155e-08,2.6948494546985557e-09
1969,3.951329219376021e-08,1.3625273131978588e-09
1970,5.5184699476740207e-08,9.197450023812337e-10
1971,5.1897814046242274e-08,3.083038491169532e-09
1972,3.642404422521395e-08,5.130146862875051e-10
1973,3.804110448868414e-08,1.102640756478479e-09
1974,5.0630145409513716e-08,0.0
1975,5.8257096924307916e-08,0.0
1976,4.399415587386102e-08,1.7140580066410394e-09
1977,4.9364967225074e-08,1.1753563677885381e-09
1978,4.81187889533885e-08,1.1881182704343018e-09
1979,5.383815349091492e-08,1.7555920051037788e-09
1980,4.77552646316326e-08,5.685150683554241e-10
1981,4.1748627666038374e-08,6.325549528618524e-10
1982,3.1037512115972277e-08,1.2415004579935385e-09
1983,4.736487113632393e-08,1.89459470334441e-09
1984,6.204938785003833e-08,5.799008495621649e-10
1985,4.2108904807491854e-08,6.015558051686298e-10
1986,6.054430201629657e-08,0.0
1987,5.1330861339238254e-08,6.110816852533674e-10
1988,4.737277592425926e-08,5.996553809062277e-10
1989,4.006329135108899e-08,3.841685636274406e-09
1990,3.923028657482064e-08,5.44865097484859e-10
1991,4.396098773895574e-08,2.344586080837985e-09
1992,3.526364267258941e-08,1.65298330578878e-09
1993,4.154405530698568e-08,1.1078414852150331e-09
1994,4.272690645734656e-08,0.0
1995,3.904164458390369e-08,1.626735190995987e-09
1996,3.3629980578098184e-08,0.0
1997,5.5620777317244574e-08,0.0
1998,6.198568058835008e-08,9.536258449571733e-10
1999,6.672493668702373e-08,0.0
2000,5.2132772765389745e-08,8.836062992401139e-10
2001,3.8992784112679146e-08,1.7524847129024579e-09
2002,4.9069679874946814e-08,2.1906108038649563e-09
2003,5.875361352991604e-08,0.0
2004,4.8893184612097684e-08,8.809582507929292e-10
2005,5.4945743954704085e-08,9.007499190971657e-10
2006,5.1061835648624765e-08,1.6471559671771274e-09
2007,8.148737862256894e-08,1.1983438685803094e-09
2008,8.429730513626055e-08,2.1287198670449925e-09
2009,7.962881198864125e-08,0.0
2010,1.2518052017185255e-07,4.723793023408973e-10
2011,1.3957497912997496e-07,7.64794394481072e-10
2012,1.6170200467513496e-07,2.7234021704458655e-09
2013,1.7125228168879403e-07,4.183687618564136e-09
2014,1.764837804785202e-07,1.5158115873603606e-09
2015,1.9084714608652575e-07,7.314698624583116e-09
2016,2.0216279494889022e-07,1.86420612280358e-09
2017,2.3168780671767308e-07,3.773417134311785e-09
2018,2.312994240583066e-07,4.3884935685412074e-09
2019,2.380071606467027e-07,5.3570743396846865e-09
