year,aies_VERB eu_VERB,aies_VERB bu_VERB
2001,1.8839211080035057e-08,1.7524847129024579e-09
2002,1.62105191492401e-08,1.3143663935011318e-09
2003,2.2918076325595393e-08,3.7502307925763034e-09
2004,1.3654853248112886e-08,8.809582507929292e-10
2005,1.7564623533417034e-08,9.007499190971657e-10
2006,2.3471972809829822e-08,0.0
2007,3.914589896680809e-08,7.988958938831558e-10
2008,5.492097088222181e-08,1.7029758714315335e-09
2009,6.389377915638761e-08,9.53638501499654e-10
2010,8.975207066441726e-08,1.4171379625338432e-09
2011,8.833374920413917e-08,1.911985902935953e-09
2012,1.1234033792106857e-07,5.446804340891731e-09
2013,1.2104803204238124e-07,1.9523875849358774e-09
2014,1.3360796913275408e-07,4.114345752981308e-09
2015,1.336594976919514e-07,3.768178213903184e-09
2016,1.4354387189996487e-07,3.72841224560716e-09
2017,1.4087423494402174e-07,1.509366853724714e-09
2018,1.7605603375159262e-07,4.3884935685412074e-09
2019,1.6045713380208326e-07,3.826481798085979e-09
