year,sois_VERB aux_ADP,sois_VERB beau_ADV
1987,9.166224945733603e-09,3.0554083707556856e-09
1988,5.996553698039975e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,6.538381391862913e-09,3.814055737905164e-09
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,3.856960972825618e-09,1.1019888335184191e-09
1993,1.2186256725943423e-08,3.877445031719162e-09
1994,5.274926717646622e-09,5.274926606624319e-10
1995,1.5182862966867106e-08,1.626735190995987e-09
1996,6.4057106285986265e-09,2.135236876199542e-09
1997,3.3564262480467733e-09,3.3564262480467733e-09
1998,1.0013071261028017e-08,4.768129224785866e-10
1999,5.0272213059088244e-09,2.285100553223174e-09
2000,5.3016375733960786e-09,0.0
2001,6.133696300869573e-09,8.762423564512289e-10
2002,2.6287329535357173e-09,2.1906108038649563e-09
2003,5.416999737661854e-09,1.6667691671301554e-09
2004,6.166707589017051e-09,4.845270407116686e-09
2005,4.503749373441224e-09,2.251874686720612e-09
2006,6.1768350434476815e-09,2.8825228870488218e-09
2007,4.393927444112933e-09,2.7961355453243186e-09
2008,5.108927669805752e-09,4.6831836186811415e-09
2009,5.721831008997924e-09,2.860915504498962e-09
2010,1.1809482725055886e-08,1.8895172093635892e-09
2011,7.647943611743813e-09,1.529588788962144e-09
2012,1.463828702696901e-08,4.425528388196653e-09
2013,9.761937258545572e-09,4.183687618564136e-09
2014,1.9489007255235613e-08,4.980523993225461e-09
2015,1.4186082364364694e-08,5.54143841924315e-09
2016,1.4085112409745193e-08,5.59261792432153e-09
2017,1.408742333897095e-08,4.2765391228272165e-09
2018,1.9877293866432666e-08,5.937373259712331e-09
2019,1.7091617454667585e-08,5.612172948588068e-09
