year,toutes_DET ailes_NOUN,toutes_DET belles_NOUN
1871,0.0,1.911811908783534e-08
1872,1.8142017887967654e-09,3.205089882385437e-08
1873,2.9930022904522957e-09,1.616221290134945e-08
1874,2.9873046258899194e-09,2.091113165958447e-08
1875,6.865832347102696e-09,3.5473468384950024e-08
1876,5.441413541973361e-09,3.3857681103199866e-08
1877,3.0924081073635534e-09,2.535774612510977e-08
1878,1.2078177347163432e-09,4.5293164330217905e-08
1879,2.443730107160036e-09,2.7491964260661916e-08
1880,7.059631101924424e-09,3.401458670282409e-08
1881,2.091752326904839e-09,2.4403776777148778e-08
1882,6.655385131892899e-10,1.7304001787010748e-08
1883,5.687405213450347e-09,1.8326083761621703e-08
1884,1.9805090900604227e-09,2.5746618170785496e-08
1885,0.0,2.578254254537171e-08
1886,1.2906927748801422e-09,1.5488313243050555e-08
1887,4.570247291724172e-09,1.2404957061562527e-08
1888,6.340614699951175e-09,1.5851536971922542e-08
1889,6.891650361495749e-09,3.195219644425151e-08
1890,6.554386478008212e-10,1.3764211992395303e-08
1891,4.461953917456185e-09,2.4222035377441387e-08
1892,8.149066088591894e-09,1.9432388143059143e-08
1893,1.847525021858587e-09,2.2170299374124625e-08
1894,1.8904617871129403e-09,2.9617235108858608e-08
1895,1.5648398132839247e-08,2.106515029076661e-08
1896,5.307326134129653e-09,2.3588116571104933e-08
1897,3.4960281336537946e-09,1.4566784223291052e-08
1898,9.619203211741478e-09,2.1501747937691107e-08
1899,5.527578395003729e-09,1.4371703827009696e-08
1900,9.863001082521805e-09,1.2977633190303095e-08
1901,1.0618603774048552e-08,2.4031576784100395e-08
1902,4.419255628107521e-09,2.7988617645746672e-08
1903,4.320176216765503e-09,2.7541123825969294e-08
1904,1.0749250378694342e-08,1.5586412160928376e-08
1905,8.257214467732865e-09,1.4966200723165457e-08
1906,6.6874399351490865e-09,1.594697174311932e-08
1907,9.771402353919711e-09,1.7485668024619372e-08
1908,2.9468334439286537e-09,2.7012639014500905e-08
1909,1.0451868703853506e-08,2.640472107628966e-08
1910,1.7101282168141552e-08,3.099607326362275e-08
1911,1.0108711090417444e-08,2.819798339270818e-08
1912,1.5107321338359014e-08,2.031674206648404e-08
1913,3.181793939432964e-09,2.598464954317592e-08
1914,1.0045115850232378e-08,3.884111371421639e-08
1915,0.0,1.0602685840410686e-08
1916,3.2962386153911893e-09,1.7579939726175553e-08
1917,2.1932848426331475e-08,2.1932848093264568e-08
1918,1.8378202071289707e-08,1.378365155346728e-08
1919,5.524709134618888e-09,3.130668446704732e-08
1920,1.590168707821249e-08,2.953170330499688e-08
1921,1.6660044011018726e-08,1.3630945261411398e-08
1922,3.6889677978990676e-09,2.2133805899215986e-08
1923,4.246379248229459e-09,3.6094224498128824e-08
1924,7.734974438733389e-09,1.933743654092268e-08
1925,8.798542339150117e-09,2.0896537833436923e-08
1926,1.2260752413340015e-08,1.3375366592072169e-08
1927,8.919379901328739e-09,3.790736458064714e-08
1928,1.4853853258500749e-08,3.19929166492372e-08
1929,4.4561625500705304e-09,2.339485272173647e-08
1930,1.05036033204442e-08,3.886333388436469e-08
1931,1.0264820993199919e-08,1.596749932275543e-08
1932,6.575722188983946e-09,1.2055489939655217e-08
1933,5.735331320977366e-09,2.2941325283909464e-08
1934,1.677421224144382e-08,1.7972370258689807e-08
1935,1.6755597798123745e-08,2.39365673948555e-08
1936,9.699771652549316e-09,2.3036957230715416e-08
1937,6.295559185076627e-09,3.1477795925383134e-08
1938,7.779128452511941e-09,1.4261736125398272e-08
1939,7.647025235257843e-09,1.988226472349197e-08
1940,2.2822046474857416e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,3.246652724442356e-08
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,5.806470415592457e-09,4.6451763546784264e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,8.714016175304096e-09,1.089252021913012e-08
1946,1.2528993842408909e-08,2.7842209426864883e-08
1947,2.861009096299938e-08,4.410722120873345e-08
1948,1.6307831529616124e-08,2.3918154123947488e-08
1949,1.0798709482173763e-08,2.4542519905246252e-08
1950,1.3825969702452312e-08,1.3825970146541522e-08
1951,1.1727541604500402e-08,2.665350451458437e-08
1952,1.2653764258629963e-08,2.1089607393776078e-08
1953,1.0773827163745864e-08,1.4005975934594517e-08
1954,8.795282724349818e-09,1.9545073115523337e-08
1955,2.1586897602787758e-08,1.783265446420046e-08
1956,1.657016923672927e-08,2.093073958597813e-08
1957,6.184526224473075e-09,1.325255621908994e-08
1958,1.0753916868111446e-08,2.5643953849296963e-08
1959,1.0075972611822692e-08,1.3951346078400206e-08
1960,1.5225833038812198e-08,2.07624992754063e-08
1961,6.25334317660986e-09,1.9454845900934714e-08
1962,1.0147130080628841e-08,2.6002021535909137e-08
1963,1.0992290633282664e-08,2.7804029745226444e-08
1964,5.475571496216247e-09,1.3993127101485925e-08
1965,1.0944087081021792e-08,1.8604947471523303e-08
1966,4.985167390003653e-09,2.4925837394107475e-08
1967,1.3804939802408711e-08,1.6763140597841897e-08
1968,1.122853987567396e-08,2.8745061442236874e-08
1969,7.72098829315837e-09,1.7712855404639072e-08
1970,1.0577067222072856e-08,2.6212733317265702e-08
1971,9.249115362486293e-09,2.4150468291850302e-08
1972,3.5911027485013847e-09,3.1806910438803015e-08
1973,7.1671650836435674e-09,2.4258097364171505e-08
1974,5.625571564138454e-09,1.8001828694380606e-08
1975,5.711480177694739e-09,1.3707552426467373e-08
1976,8.57029019973865e-09,9.141642942633865e-09
1977,7.05213826224238e-09,8.227494796564372e-09
1978,1.0099005298691566e-08,1.0693064322886414e-08
1979,9.948355028654987e-09,2.4578287183274483e-08
1980,1.1938816213419301e-08,1.1370301367108482e-08
1981,1.5181318924195608e-08,1.2018543993352893e-08
1982,1.3656504593839713e-08,1.489800538490016e-08
1983,1.136756910824488e-08,1.3893695083311286e-08
1984,1.1598016769198694e-08,1.5077422532705498e-08
1985,1.1429560076159362e-08,2.045289804186723e-08
1986,1.1389522214244607e-08,2.9372978049835297e-08
1987,7.94406213033838e-09,2.1387859316934765e-08
1988,1.739000587974715e-08,1.3192418490959312e-08
1989,7.683371050504206e-09,1.5915554429923873e-08
1990,5.448650863826288e-09,2.3974064622400704e-08
1991,1.875668920181539e-08,1.4653662727681649e-08
1992,8.264915862810085e-09,3.30596661157756e-08
1993,9.416652346772025e-09,1.827938511667071e-08
1994,1.4769794054458885e-08,2.004472132721702e-08
1995,8.133675954979935e-09,2.3316537756112865e-08
1996,8.540947060708959e-09,1.9750941548934975e-08
1997,1.102825741838842e-08,1.726162068838022e-08
1998,1.0013071261028017e-08,1.716526476513991e-08
1999,1.0968483010742602e-08,1.4167623740846125e-08
2000,1.4579503826439577e-08,1.0161472663305915e-08
2001,1.0514908582726079e-08,1.0076787404500465e-08
2002,1.4458030939135114e-08,2.1906106872915387e-08
2003,8.333845613606172e-09,2.708499824422006e-08
2004,8.80958239690699e-09,1.6738207264666016e-08
2005,9.908248665979613e-09,3.0625497693392845e-08
2006,1.6883348052942893e-08,2.1001238081908014e-08
2007,1.2382886188655462e-08,2.6763012028752087e-08
2008,1.3623806971452268e-08,2.2990173986769946e-08
2009,1.0490023516496194e-08,1.9072769807948475e-08
2010,1.5588516810716158e-08,2.0312309889636282e-08
2011,1.529588788962144e-08,2.944458343812073e-08
2012,2.655317032917992e-08,3.029784934049928e-08
2013,1.7292575704708213e-08,3.346949939420085e-08
2014,2.9233510501214255e-08,4.200963754641407e-08
2015,2.0614151829967398e-08,3.7460125223987006e-08
2016,2.0506267184305926e-08,3.997686293111258e-08
2017,1.685459594114036e-08,3.119358105152514e-08
2018,1.7295827436925038e-08,4.130346686892494e-08
2019,1.6581421125039242e-08,2.9591457284539047e-08
