year,mes_DET oeufs_NOUN,mes_DET boeufs_NOUN
1992,3.856960972825618e-09,2.2039776670368383e-09
1993,1.2186256448387667e-08,2.2156829704300662e-09
1994,3.6924485691258724e-09,5.8024192117756e-09
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,4.270473752399084e-09,3.2028553142993132e-09
1997,4.794894259418925e-09,5.274384040632185e-09
1998,1.43043876743576e-09,5.2449422582867555e-09
1999,1.8280804647829996e-09,4.570201106446348e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,2.6287270138425356e-09,3.5049694258049158e-09
2002,2.1906108038649563e-09,4.381221607729913e-09
2003,1.6667691671301554e-09,1.6667692226413067e-09
2004,1.7619165015858584e-09,4.404791253964646e-10
2005,3.602999676388663e-09,1.3511248786457486e-09
2006,3.706100981659688e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,2.3966877371606188e-09
2008,0.0,5.108927669805752e-09
2009,9.53638501499654e-10,2.860915504498962e-09
2010,0.0,1.4171379625338432e-09
2011,1.529588788962144e-09,1.1471915639660324e-09
2012,6.808505426114664e-10,2.0425516833455504e-09
2013,3.0680376017500066e-09,4.183687618564136e-09
2014,4.547434873103384e-09,2.165445156521173e-09
2015,1.10828768384863e-09,3.989835573037226e-09
2016,0.0,4.142679976837371e-09
2017,5.031222660711876e-10,8.04995595182767e-09
2018,1.5488800242380307e-09,1.2907333535316923e-09
2019,1.7856913725466939e-09,4.846876677788714e-09
