year,ces_DET arrières_NOUN,ces_DET barrières_NOUN
1844,0.0,3.4468165033274545e-07
1845,1.674068439427856e-09,4.051245596770059e-07
1846,0.0,3.3956106904042826e-07
1847,2.6966118227278457e-09,3.1604289851827616e-07
1848,0.0,4.360510068579515e-07
1849,0.0,2.3210979449572733e-07
1850,4.073397619208663e-09,3.4352321165442845e-07
1851,7.739326735034524e-09,2.998989074853853e-07
1852,6.510545436100301e-10,2.9883404017994053e-07
1853,1.1943863675867306e-09,3.248731008653749e-07
1854,2.597832282624779e-09,3.507073369490854e-07
1855,5.306937111981824e-10,3.2903009383744575e-07
1856,5.177189232874468e-10,2.324557968336194e-07
1857,4.881509085841174e-10,2.889853352172622e-07
1858,4.893676019968041e-10,2.2315162340191819e-07
1859,0.0,3.1062256411473754e-07
1860,0.0,4.1606601186572334e-07
1861,1.8863854922557266e-09,2.659803648441539e-07
1862,9.035972525772706e-10,2.3538708582293566e-07
1863,6.992469048228145e-09,3.2714765829666703e-07
1864,4.794727948009836e-09,3.5145357202281957e-07
1865,0.0,2.6311260192812824e-07
1866,4.865612912574591e-10,2.710146329576446e-07
1867,6.79393608038481e-09,2.90198128638508e-07
1868,0.0,3.052842068029804e-07
1869,9.767038289254515e-10,3.096151033332717e-07
1870,0.0,3.021843717476713e-07
1871,5.3105884134652115e-09,2.3366589285700456e-07
1872,0.0,2.388698963073921e-07
1873,5.986004469882289e-10,2.849338009980329e-07
1874,1.1949218281515073e-09,2.670650367520011e-07
1875,1.716458086775674e-09,2.2256740805914887e-07
1876,4.232210137899983e-09,2.1826114071643588e-07
1877,0.0,2.0286196544816448e-07
1878,2.4156354139215352e-09,2.1076419898236054e-07
1879,6.10932526790009e-10,2.749196479356897e-07
1880,6.417846254436199e-10,2.6377347950301555e-07
1881,6.9725074602899895e-09,2.168449881878587e-07
1882,3.9932310791357395e-09,2.0698248004435982e-07
1883,0.0,1.7630955095881973e-07
1884,2.6406787867472303e-09,2.086136241530312e-07
1885,8.379326343899152e-09,2.1012771611594872e-07
1886,8.38950281467632e-09,1.5423778609857663e-07
1887,0.0,1.4820658833514244e-07
1888,1.268122939990235e-09,1.635878632555432e-07
1889,1.8795409673089125e-09,1.6414657721952608e-07
1890,1.9663159434024635e-09,1.7696842746772745e-07
1891,0.0,1.8867690698698425e-07
1892,0.0,2.0874146855476283e-07
1893,1.8475249663474358e-09,1.8290497116879578e-07
1894,6.301539290376468e-10,2.2496494977986004e-07
1895,6.018614495673091e-10,2.0342916862148286e-07
1896,0.0,1.9342254908849554e-07
1897,0.0,2.01021613577268e-07
1898,2.26334195829736e-09,1.8106736199285933e-07
1899,5.527578395003729e-10,1.5477219150739074e-07
1900,0.0,1.9518359195558332e-07
1901,1.676621730339889e-09,2.207551847988043e-07
1902,4.910283846193408e-10,2.0132163491837218e-07
1903,0.0,2.0358829821987e-07
1904,0.0,1.805874134674923e-07
1905,0.0,1.801104874132875e-07
1906,5.144184522798412e-10,1.8776273069676108e-07
1907,0.0,1.7022812137668097e-07
1908,4.911389073214423e-10,1.5569103162249576e-07
1909,5.500983557560346e-10,1.9528491712605955e-07
1910,1.068830135508847e-09,1.9452708599487778e-07
1911,2.128149656499545e-09,1.4471418197103958e-07
1912,5.209421227725386e-10,1.9379047078160738e-07
1913,1.060597942803554e-09,1.2886264944000914e-07
1914,6.696743715117748e-10,1.7411534081190894e-07
1915,0.0,1.0249263038275558e-07
1916,0.0,1.9118184257926885e-07
1917,1.0966424435210342e-09,1.952023556128779e-07
1918,3.44591288836682e-09,1.8952521685378088e-07
1919,0.0,1.6574127137403138e-07
1920,3.028892692213958e-09,1.771902162772676e-07
1921,7.572747762196741e-09,1.9537688089599214e-07
1922,2.21338064543275e-09,1.711681019145317e-07
1923,0.0,1.6667038860163075e-07
1924,1.289162443462999e-09,1.314945654584676e-07
1925,0.0,1.5947357923096206e-07
1926,3.343841648018042e-09,1.6050439644033077e-07
1927,1.1149224876660924e-09,2.3413372041147795e-07
1928,1.1426041224282812e-09,1.4511072343736942e-07
1929,3.342121912552898e-09,1.860447937929166e-07
1930,1.0503603542488804e-09,1.8171233762132033e-07
1931,1.1405356659111021e-09,1.8248569944034898e-07
1932,2.1919073223131136e-09,1.6439305561277706e-07
1933,3.4411986593596566e-09,2.2023672130444538e-07
1934,8.38710612072191e-09,1.5935501451735945e-07
1935,3.590485242455088e-09,1.1728918103415253e-07
1936,1.2124714565686645e-09,1.4670904846525445e-07
1937,5.0364472592434595e-09,1.1961562496054512e-07
1938,1.2965214457594243e-09,1.4521040725412604e-07
1939,3.058810094103137e-09,1.71293361717062e-07
1940,0.0,1.5468276437502482e-07
1941,2.9515025978810172e-09,1.2101160429267566e-07
1942,3.034211770724937e-09,1.4867638320481547e-07
1943,0.0,1.3064558235242885e-07
1944,6.4263723231761105e-09,1.7351204739668447e-07
1945,1.089252066321933e-08,1.8517283884023072e-07
1946,2.7842208538686464e-09,1.7958223885727875e-07
1947,1.1920870957027319e-09,1.1205618832832442e-07
1948,3.2615663503321457e-09,1.739502106801183e-07
1949,9.817008317369869e-10,1.9241335813546812e-07
1950,2.5524867552917385e-08,1.722928626435305e-07
1951,2.1322803522849654e-09,1.9830207698134927e-07
1952,4.2179215675730575e-09,1.8453406802620975e-07
1953,1.0773827385790469e-09,1.5729787428142572e-07
1954,1.07497895029951e-08,1.7590565271063952e-07
1955,3.754243138587299e-09,1.3233707463200517e-07
1956,6.104799332717903e-09,1.8837665649584778e-07
1957,0.0,1.7051622158703594e-07
1958,3.3088973783179654e-09,1.2408365002158916e-07
1959,6.200598479111363e-09,1.9609392509778445e-07
1960,4.152500121534786e-09,1.571029129010526e-07
1961,4.86371165564492e-09,1.7856769396473737e-07
1962,2.536782617301725e-09,1.6552506121314536e-07
1963,1.2932106496776896e-09,2.0044765491888938e-07
1964,4.867174663303331e-09,1.6365875232793314e-07
1965,1.0944086747954884e-09,1.6361409294063378e-07
1966,4.431259803538978e-09,1.766964778937563e-07
1967,1.4791006197611978e-09,2.0115769672202077e-07
1968,3.1439910674890825e-09,2.0256285715447575e-07
1969,4.087582022860303e-09,2.1618767576114806e-07
1970,4.5987250119061684e-09,1.6463435414948435e-07
1971,2.569198631618974e-09,1.8189926898060094e-07
1972,2.565073486948677e-09,1.4364410816369855e-07
1973,6.0645241051204835e-09,1.7807647978429486e-07
1974,5.063014563155832e-09,1.7495527870892147e-07
1975,1.1422960355389478e-09,2.0846902160087666e-07
1976,4.570821499072508e-09,1.931172093350142e-07
1977,4.11374712072643e-09,1.827679092514245e-07
1978,4.158414057542359e-09,1.7999991541728377e-07
1979,3.5111840102075575e-09,1.9370032333654308e-07
1980,6.2536656408873625e-09,2.0750800189262009e-07
1981,6.325549417596221e-09,1.7964561038752436e-07
1982,6.2075020679230875e-09,1.5704980782516031e-07
1983,1.2630632095778083e-09,1.5661983532311297e-07
1984,2.3196033982486597e-09,1.9890599389782437e-07
1985,7.820225356169885e-09,1.9249785765396155e-07
1986,1.1988970927134801e-09,2.1280424178371504e-07
1987,4.27757174126242e-09,1.5460366675768e-07
1988,7.795519785247507e-09,2.3746353505771367e-07
1989,3.841685636274406e-09,2.40928560657494e-07
1990,2.724325431913144e-09,1.863438647831117e-07
1991,5.275318515352012e-09,1.8580844241000705e-07
1992,3.3059665005552574e-09,1.6640031219594675e-07
1993,6.093128224193833e-09,2.110438046543095e-07
1994,6.329911927949183e-09,1.9991972166621963e-07
1995,3.253470381991974e-09,1.9249700144996496e-07
1996,3.2028553142993132e-09,2.1245606518505156e-07
1997,5.753873155711631e-09,2.0378301712753455e-07
1998,2.3840645013706308e-09,1.8214252861525893e-07
1999,5.941261621567051e-09,2.024599083938483e-07
2000,2.6508188977203417e-09,2.3194665033088313e-07
2001,3.943090742808408e-09,2.0986004400924685e-07
2002,6.133709873346049e-09,2.2125168541720086e-07
2003,3.7502307925763034e-09,1.9709545995283406e-07
2004,3.523833003171717e-09,1.964536959775387e-07
2005,1.3511248786457486e-09,2.1392810367615311e-07
2006,4.117890028965121e-09,1.955997745994864e-07
2007,2.3966877371606188e-09,2.2169360747170685e-07
2008,2.128719839289417e-09,2.0265413169795465e-07
2009,2.384096253749135e-09,2.3507189084170932e-07
2010,4.723793023408973e-10,1.955650361651351e-07
2011,3.441574775164824e-09,2.019057241398059e-07
2012,4.085103366691101e-09,2.372764207336786e-07
2013,3.068037490727704e-09,2.0332721817339916e-07
2014,3.0316233551319627e-09,2.0203603412483062e-07
2015,2.2165753260638965e-09,1.8907387833166922e-07
2016,3.314144070287739e-09,1.9698444297944206e-07
2017,3.270294757218295e-09,1.8816773206253856e-07
2018,2.0651733656507076e-09,2.1426174257044295e-07
2019,2.5509878653906526e-09,2.045892237845237e-07
