year,longues_ADJ ailes_NOUN
1975,3.369773438066659e-08
1976,3.428116102099921e-08
1977,3.584836960612847e-08
1978,5.940591307762588e-08
1979,4.330460257051527e-08
1980,4.77552646316326e-08
1981,4.364629191400127e-08
1982,5.0280767993626796e-08
1983,6.378468953016636e-08
1984,4.407246478876914e-08
1985,4.692135391337615e-08
1986,7.433161641756669e-08
1987,5.255302326645506e-08
1988,3.957725525083333e-08
1989,3.6221607047082216e-08
1990,4.413407239667322e-08
1991,4.278869525364826e-08
1992,4.848750734254281e-08
1993,3.545092752688106e-08
1994,4.958431176760314e-08
1995,4.9886548225686056e-08
1996,3.5231408901381656e-08
1997,5.03463937207016e-08
1998,3.909865853302108e-08
1999,3.838968964942069e-08
2000,4.329670844072098e-08
2001,4.030714961800186e-08
2002,4.644094886430139e-08
2003,4.7086228249781925e-08
2004,4.801222530659288e-08
2005,3.783149793434859e-08
2006,5.0650047711542356e-08
2007,3.9545348329284025e-08
2008,4.853481172517604e-08
2009,5.197329855377575e-08
2010,4.393127639445993e-08
2011,5.850677098351298e-08
2012,8.612759216930499e-08
2013,8.227918613101792e-08
2014,9.333069073136357e-08
2015,1.0018920448828794e-07
2016,1.0563834251797743e-07
2017,8.729170986043755e-08
2018,1.053238420922753e-07
2019,9.540693923781873e-08
