year,ses_DET os_NOUN,ses_DET boss_NOUN
1800,8.552127290784028e-07,0.0
1801,9.072305573454287e-07,0.0
1802,7.563899941942509e-07,0.0
1803,9.08858091008824e-07,0.0
1804,9.689655620093163e-07,0.0
1805,9.864785930346898e-07,0.0
1806,8.443290759885258e-07,0.0
1807,6.120953521815409e-07,0.0
1808,6.752900318929278e-07,0.0
1809,5.512034633170515e-07,0.0
1810,6.248138575415396e-07,0.0
1811,6.342904299572183e-07,0.0
1812,9.948686425786946e-07,0.0
1813,5.607696256237915e-07,0.0
1814,6.167487032193719e-07,0.0
1815,7.255531357941436e-07,0.0
1816,7.50903652146917e-07,0.0
1817,8.126879436076706e-07,0.0
1818,9.513099641367262e-07,0.0
1819,6.6246719043761e-07,0.0
1820,8.342136208483453e-07,0.0
1821,8.530187258770638e-07,0.0
1822,9.664693578770311e-07,0.0
1823,8.014859353977499e-07,0.0
1824,1.1099026053784655e-06,0.0
1825,1.1226939804487301e-06,0.0
1826,8.552552621665654e-07,0.0
1827,5.834533851611923e-07,0.0
1828,9.906085551847355e-07,0.0
1829,7.827309715935371e-07,0.0
1830,8.088547573947835e-07,0.0
1831,8.24774804897288e-07,0.0
1832,8.726830209582204e-07,1.3529969367098715e-09
1833,1.0170425888134105e-06,0.0
1834,1.210688665764792e-06,0.0
1835,1.101941954573249e-06,0.0
1836,1.413373730940748e-06,0.0
1837,1.0075026182221336e-06,0.0
1838,9.77753888520283e-07,0.0
1839,7.389989367112548e-07,0.0
1840,1.0427180185956786e-06,0.0
1841,9.784915988575449e-07,0.0
1842,9.525736395232798e-07,0.0
1843,9.8881692522923e-07,0.0
1844,9.69828791497207e-07,0.0
1845,9.413844423988849e-07,0.0
1846,7.786486833083472e-07,0.0
1847,7.000404274037919e-07,5.393223645455691e-10
1848,6.162640051599055e-07,0.0
1849,7.960444108334741e-07,0.0
1850,8.404777069870306e-07,0.0
1851,8.971169123128675e-07,0.0
1852,6.705861785860634e-07,0.0
1853,8.856375011134787e-07,0.0
1854,9.284652158214612e-07,0.0
1855,8.936882238685939e-07,0.0
1856,8.381869101015127e-07,0.0
1857,8.977095333762009e-07,0.0
1858,8.16754530674757e-07,0.0
1859,8.677063121353967e-07,0.0
1860,7.30060826015233e-07,0.0
1861,9.214993141881678e-07,0.0
1862,8.828145059425196e-07,0.0
1863,8.440909287088516e-07,0.0
1864,9.690144935348144e-07,0.0
1865,8.444078716252079e-07,0.0
1866,8.587806696880307e-07,0.0
1867,9.987086322382766e-07,0.0
1868,7.093659117884954e-07,0.0
1869,8.096875028229533e-07,0.0
1870,8.297168356818929e-07,0.0
1871,1.0047634111387538e-06,0.0
1872,7.565221338268202e-07,0.0
1873,6.63847885107316e-07,0.0
1874,6.6796130759883e-07,0.0
1875,6.368059501937751e-07,0.0
1876,6.680846080797664e-07,0.0
1877,6.716710103660262e-07,0.0
1878,6.03304947333072e-07,0.0
1879,6.976849711293198e-07,0.0
1880,5.564272607117005e-07,0.0
1881,4.929562908984053e-07,0.0
1882,6.628763546956407e-07,0.0
1883,6.104481347080082e-07,0.0
1884,5.558629077029309e-07,0.0
1885,5.356323349303693e-07,0.0
1886,5.653234165237109e-07,0.0
1887,5.373304947653423e-07,0.0
1888,5.62412552085334e-07,0.0
1889,5.538380651870511e-07,0.0
1890,4.961670612146918e-07,0.0
1891,4.347218087730198e-07,0.0
1892,5.058689342973821e-07,0.0
1893,4.920574685485235e-07,0.0
1894,3.875446683565542e-07,0.0
1895,3.767652572150837e-07,0.0
1896,4.2340667505413876e-07,0.0
1897,4.1894070257342264e-07,0.0
1898,4.158890973826601e-07,0.0
1899,4.206487194124975e-07,0.0
1900,4.261854495979378e-07,0.0
1901,3.6159140126557077e-07,0.0
1902,4.483089188767053e-07,0.0
1903,4.098767121263336e-07,2.1600881083827517e-09
1904,3.8159837956186493e-07,0.0
1905,3.46803011197494e-07,0.0
1906,3.8890034659289086e-07,0.0
1907,4.433131088887876e-07,0.0
1908,4.1353896307327886e-07,4.911389073214423e-10
1909,3.9992150124845693e-07,0.0
1910,4.7402616587532975e-07,0.0
1911,4.0807268675280284e-07,0.0
1912,3.8185057249506826e-07,0.0
1913,3.8658795986634686e-07,0.0
1914,4.1118005622564624e-07,0.0
1915,4.0643628151926237e-07,0.0
1916,3.515987738733628e-07,0.0
1917,4.167241378638664e-07,0.0
1918,3.354021984591782e-07,0.0
1919,3.9133355222986665e-07,0.0
1920,3.982993845852434e-07,0.0
1921,4.945003961864813e-07,0.0
1922,4.2423128299162727e-07,0.0
1923,5.39290178735996e-07,0.0
1924,4.550743426534609e-07,0.0
1925,5.059161800602396e-07,0.0
1926,4.6925241825590547e-07,0.0
1927,6.031730599431739e-07,0.0
1928,4.307617444965217e-07,0.0
1929,3.8880018493614443e-07,0.0
1930,4.1594270427935953e-07,0.0
1931,4.1629552072208753e-07,0.0
1932,3.419375360635968e-07,0.0
1933,3.074137371328334e-07,0.0
1934,3.318897636717111e-07,0.0
1935,4.428265256706254e-07,0.0
1936,3.6374143341788567e-07,0.0
1937,3.903246525993609e-07,0.0
1938,4.278520897571525e-07,0.0
1939,3.8388065526362425e-07,0.0
1940,3.829032255708853e-07,2.5357829169792012e-09
1941,4.3682237205189267e-07,0.0
1942,4.156870030413984e-07,0.0
1943,4.6451762791832607e-07,0.0
1944,4.1128784111776895e-07,0.0
1945,3.8123821965996285e-07,0.0
1946,4.900228738335954e-07,0.0
1947,5.912752030212687e-07,0.0
1948,4.903221295649018e-07,0.0
1949,3.386867843957475e-07,0.0
1950,5.445305006901435e-07,0.0
1951,4.6590326618911604e-07,0.0
1952,5.188043488146832e-07,0.0
1953,4.36339997023083e-07,0.0
1954,3.781971598115774e-07,0.0
1955,4.2141380518501137e-07,9.385607846468247e-10
1956,4.831512487868395e-07,0.0
1957,4.1524676497317614e-07,0.0
1958,3.714237415408661e-07,0.0
1959,3.704857487463187e-07,0.0
1960,4.32552070606107e-07,6.920833350854139e-10
1961,4.3148068318288324e-07,0.0
1962,4.090561986913599e-07,0.0
1963,4.90126828012194e-07,0.0
1964,4.970602063281149e-07,0.0
1965,4.372162614174613e-07,0.0
1966,4.807917015625662e-07,0.0
1967,5.137409413435989e-07,0.0
1968,4.6171754775059526e-07,0.0
1969,4.955057892885861e-07,0.0
1970,4.709094429955485e-07,0.0
1971,4.6605264181209805e-07,0.0
1972,4.1502886638511427e-07,0.0
1973,4.074257606845322e-07,0.0
1974,3.341589600580619e-07,0.0
1975,3.266966537296412e-07,1.1422960355389478e-09
1976,3.6680841830616373e-07,5.713526873840635e-10
1977,3.3145050082339367e-07,5.876781838942691e-10
1978,4.021780437568623e-07,0.0
1979,4.236828718973129e-07,0.0
1980,3.655551950032532e-07,5.685150683554241e-10
1981,4.883324127291644e-07,6.325549528618524e-10
1982,4.01625406709627e-07,0.0
1983,3.6944599557386937e-07,0.0
1984,4.0535069967262416e-07,5.799008495621649e-10
1985,3.687537049046341e-07,0.0
1986,4.2980460257524555e-07,0.0
1987,3.7031549382504636e-07,1.2221633705067347e-09
1988,4.1256291005709045e-07,5.996553809062277e-10
1989,3.918519144718857e-07,0.0
1990,3.639698764601462e-07,0.0
1991,3.880290062596714e-07,0.0
1992,4.435505083222324e-07,5.509944167592096e-10
1993,3.949455003038338e-07,0.0
1994,4.557536463778433e-07,1.0549853213248639e-09
1995,3.7957156528989344e-07,0.0
1996,4.0729643302483964e-07,0.0
1997,3.9366083548486586e-07,0.0
1998,4.1578086396043545e-07,0.0
1999,4.314270043437318e-07,0.0
2000,4.5152282979188385e-07,4.4180314962005696e-10
2001,3.912422261720394e-07,4.3812117822561447e-10
2002,5.051548530587979e-07,8.76244299341522e-10
2003,4.796128401096666e-07,0.0
2004,4.184551816166504e-07,0.0
2005,4.6748920112804626e-07,4.5037495954858286e-10
2006,4.7026303562347493e-07,8.235779835885637e-10
2007,4.921198737406485e-07,1.1983438685803094e-09
2008,5.807147509528932e-07,1.7029758714315335e-09
2009,6.198650446265219e-07,2.860915504498962e-09
2010,7.775363215500875e-07,4.723793023408973e-10
2011,9.494922679209594e-07,2.2943831279320648e-09
2012,1.2153182211704916e-06,1.0212758416727752e-09
2013,1.4570389623713709e-06,1.9523875849358774e-09
2014,1.4140356654479547e-06,1.7323561474213989e-09
2015,1.3399198195429562e-06,2.21657536769726e-09
2016,1.4497308598038217e-06,1.86420612280358e-09
2017,1.6628191303880158e-06,2.5156112748447867e-09
2018,1.557657057560391e-06,5.6792268665617485e-09
2019,1.4997256627680144e-06,5.867272001580659e-09
