year,nos_DET eaux_NOUN,nos_DET beaux_ADJ
1838,2.670044372266034e-07,2.7016053749662206e-07
1839,2.7126923396458835e-07,2.384093011897903e-07
1840,2.223021389191615e-07,1.9937125017577273e-07
1841,3.5698249689630757e-07,3.030498962885986e-07
1842,2.5223075894587055e-07,2.7906382982223477e-07
1843,3.538239612410621e-07,2.6935515773374163e-07
1844,3.507190520779524e-07,2.1240731840066474e-07
1845,3.1026068048056743e-07,2.176288980137997e-07
1846,3.2199757704631793e-07,2.4764540285104886e-07
1847,2.1518961723643315e-07,2.3136929705458442e-07
1848,2.244616927882248e-07,2.373340386441214e-07
1849,4.7678869941059077e-07,2.857380430043577e-07
1850,2.0706437897644037e-07,2.1860567755993543e-07
1851,3.3021126988330707e-07,2.753910379738045e-07
1852,5.462347409945778e-07,2.6758342919208644e-07
1853,5.303075720775041e-07,2.137951611302924e-07
1854,3.7720523471396206e-07,2.2185486692194445e-07
1855,3.0886374702276953e-07,2.7118450063312594e-07
1856,2.7335559593666403e-07,1.9259143524408273e-07
1857,3.8075769914769353e-07,3.651368700730018e-07
1858,3.2445070619058214e-07,3.029185506875365e-07
1859,2.7344970776610467e-07,2.693759810767915e-07
1860,3.7212506143191604e-07,2.718847227356491e-07
1861,3.437937690087267e-07,2.523040656399189e-07
1862,3.3930077683597126e-07,2.231885165571157e-07
1863,4.1255567762021883e-07,2.5622404642433594e-07
1864,3.015883973667144e-07,3.188494233086203e-07
1865,3.751355008851931e-07,2.9841392112928133e-07
1866,3.5129725728388905e-07,2.20898820568749e-07
1867,4.682963172797372e-07,3.076682517644258e-07
1868,4.954693952896605e-07,2.5242756773735664e-07
1869,3.750542578728755e-07,2.5638474809852596e-07
1870,6.748975378556565e-07,2.45417286492966e-07
1871,3.016414447110094e-07,2.527840123889291e-07
1872,5.140238581446965e-07,2.225420896451169e-07
1873,4.561335344988038e-07,2.2447517444845744e-07
1874,4.098581971589965e-07,2.043316307265286e-07
1875,5.321020166704216e-07,2.609016487298277e-07
1876,3.845265357238503e-07,3.0350993185379593e-07
1877,4.490176337412777e-07,3.4078336064169434e-07
1878,3.2973425279081425e-07,2.1438765163139806e-07
1879,4.765273846629725e-07,2.504823370941267e-07
1880,3.5426511679759187e-07,2.5671384484837745e-07
1881,3.186436088320477e-07,3.012123350742968e-07
1882,4.166271019290235e-07,2.921714177261947e-07
1883,3.791603362945928e-07,2.0853818227806187e-07
1884,3.307450313627669e-07,2.2445770397894194e-07
1885,5.143617218816843e-07,2.2108531094744421e-07
1886,4.175391046246091e-07,1.800516473693392e-07
1887,4.119751542130956e-07,1.5277682940961768e-07
1888,4.6793736685479814e-07,2.0987434190544718e-07
1889,3.6024536420597997e-07,1.929662154509515e-07
1890,4.155481057033228e-07,1.573052763603755e-07
1891,3.129742042196071e-07,1.829401110597928e-07
1892,3.91782009945274e-07,1.3790726960394295e-07
1893,4.27394099777878e-07,1.822891295688578e-07
1894,3.1444679748915405e-07,1.5753848181532248e-07
1895,3.141716815591167e-07,1.9981799681545453e-07
1896,3.408482802669255e-07,1.5980949008564949e-07
1897,3.589255677116654e-07,1.6256531409908348e-07
1898,3.3271127719558535e-07,1.9691075436867322e-07
1899,3.742170449072546e-07,1.8351560449048065e-07
1900,3.389757836647078e-07,1.4483038413004579e-07
1901,3.576792846349264e-07,1.6542667502505992e-07
1902,3.3439032454118944e-07,1.3012252075839115e-07
1903,4.741393360152557e-07,1.976480579202189e-07
1904,4.3158239471097204e-07,1.6446352812948817e-07
1905,4.051195880983016e-07,1.68240744002901e-07
1906,3.8375617172903276e-07,1.5689763266379941e-07
1907,3.455990824074995e-07,1.938851994509605e-07
1908,2.93209934998373e-07,1.4193914488203063e-07
1909,3.11905774097454e-07,1.8978393256929849e-07
1910,3.04082187874144e-07,1.9132059314586058e-07
1911,2.9262058276469105e-07,1.862131000507361e-07
1912,2.938113508044182e-07,2.042093107945675e-07
1913,5.531018267834753e-07,2.1052869492166337e-07
1914,2.765755140465842e-07,1.4531933167916122e-07
1915,2.81560214587806e-07,1.7199912427656727e-07
1916,3.812649200796159e-07,2.9666148471108045e-07
1917,5.549011046213081e-07,2.54421040679631e-07
1918,4.812791596364718e-07,2.0560613478437517e-07
1919,2.771562306325137e-07,2.440079764909342e-07
1920,2.3549641259279497e-07,1.9612080137676458e-07
1921,2.983662596989234e-07,2.423279106267273e-07
1922,1.741192794391111e-07,2.051066001484969e-07
1923,1.85779090333682e-07,1.8577908633687912e-07
1924,2.2560342816113632e-07,1.482536862162931e-07
1925,2.694553526971788e-07,1.5727394497844216e-07
1926,2.7642423017226747e-07,1.8836973403324464e-07
1927,1.6612345454802835e-07,2.2744419148068573e-07
1928,1.553941626486477e-07,1.771036348685584e-07
1929,2.1723792831274125e-07,1.771324580346345e-07
1930,2.405325290055771e-07,1.8801450529792874e-07
1931,2.2354499051857601e-07,1.7336141411306016e-07
1932,2.2795836351896526e-07,1.8850403371573066e-07
1933,1.3535381349072395e-07,1.410891488085042e-07
1934,2.671892360694983e-07,1.294010694152803e-07
1935,2.6330223867887526e-07,1.6755597442852377e-07
1936,2.303695834093844e-07,1.5883376214276268e-07
1937,2.669316977454983e-07,1.1835650770564143e-07
1938,1.7243734884431206e-07,1.2835562479551754e-07
1939,2.707046968808413e-07,1.7129336349341884e-07
1940,2.738645619171365e-07,7.100192167541763e-08
1941,2.597322330544216e-07,1.534781350898129e-07
1942,1.8508691357332907e-07,2.0025798264100558e-07
1943,2.4967822320753896e-07,2.4387175479034795e-07
1944,2.6348126702657737e-07,1.7672523888734304e-07
1945,2.2438591429363441e-07,1.6338779751379207e-07
1946,3.020879564274992e-07,1.9907179549250031e-07
1947,2.4914621166161055e-07,1.7762098281082217e-07
1948,1.9895554714821628e-07,1.2176514552209028e-07
1949,3.54393992818558e-07,1.2369430102410206e-07
1950,3.2437852026667713e-07,1.2975140961657416e-07
1951,1.9936821149535433e-07,1.2793682380163318e-07
1952,2.2882223937870094e-07,1.1599284466257131e-07
1953,3.092088525225023e-07,1.271311615980153e-07
1954,1.6320135864944518e-07,1.3388374320300045e-07
1955,1.3796843267854797e-07,9.854887972338133e-08
1956,2.206448850294862e-07,1.3953826893953192e-07
1957,3.0834280984048945e-07,1.289915543267739e-07
1958,1.6958099247066372e-07,1.1581141112770865e-07
1959,2.6740080061316007e-07,1.2246181313457782e-07
1960,1.930912449932265e-07,1.2526708026427968e-07
1961,1.7022990411730277e-07,1.2993058184918027e-07
1962,1.636224816192744e-07,1.4713339346883458e-07
1963,1.4483959220878972e-07,1.0668987737716407e-07
1964,1.782602789823784e-07,1.5331600433654557e-07
1965,1.1764892937637939e-07,1.329706593722335e-07
1966,1.2241355173969737e-07,1.273987226824147e-07
1967,1.6220804321953608e-07,1.7798510931754663e-07
1968,1.7741092078749077e-07,1.7067380220225914e-07
1969,2.011998722628583e-07,1.208107569539152e-07
1970,2.1338084646438382e-07,1.632547359520231e-07
1971,1.7265015805900674e-07,1.9474525814189292e-07
1972,1.6929484125682848e-07,1.1286323342574178e-07
1973,1.5822894761097217e-07,1.1798255794559509e-07
1974,1.3838906975927046e-07,9.732238748227928e-08
1975,1.3936011811210847e-07,1.0394894012222267e-07
1976,1.3941006160589353e-07,1.0512889137004322e-07
1977,1.1283420953134282e-07,8.051190869551306e-08
1978,1.44356371079013e-07,9.920787569228651e-08
1979,1.293286091552659e-07,1.135282863273801e-07
1980,2.0693947977434846e-07,1.171141059685965e-07
1981,1.3916208974062982e-07,1.1006456279716303e-07
1982,1.4711780194076596e-07,9.807853285082047e-08
1983,1.3514776053824562e-07,9.472973694357734e-08
1984,1.7628986359596865e-07,8.176602150911094e-08
1985,1.906931972328607e-07,8.903026005313563e-08
1986,1.1809136313267743e-07,9.351397300960684e-08
1987,1.1732768312455732e-07,9.349549845438787e-08
1988,1.007421059906477e-07,6.896036763848201e-08
1989,1.5202097858324493e-07,9.768857589520508e-08
1990,1.1496653717912864e-07,8.33643607478507e-08
1991,1.1840159991338695e-07,7.561289994129083e-08
1992,9.917899335132319e-08,9.697501646144246e-08
1993,1.1521551146476128e-07,1.1521551357418502e-07
1994,1.2079581757085123e-07,1.0233357938815857e-07
1995,6.235818150734929e-08,8.242125115742738e-08
1996,8.434185394534666e-08,9.341661399986378e-08
1997,9.445941828722937e-08,9.158248737151098e-08
1998,6.389293227826442e-08,8.821039232387307e-08
1999,9.231806299969669e-08,1.1516906806008365e-07
2000,7.819915959217383e-08,9.587128158017322e-08
2001,7.754744640875444e-08,1.0252035664848336e-07
2002,7.448076444482865e-08,1.0252058491033722e-07
2003,7.042099459120266e-08,9.500584541299872e-08
2004,8.325055622648847e-08,8.941726115097026e-08
2005,7.070886676174837e-08,1.0358624003004024e-07
2006,6.382729184073455e-08,1.0747692869017555e-07
2007,9.347081686428282e-08,1.0225867574931158e-07
2008,1.0132706734777841e-07,9.281218460444052e-08
2009,7.10460670294566e-08,9.965522096422319e-08
2010,7.038451477203722e-08,1.1384340936615445e-07
2011,7.265547086188207e-08,1.066888195566662e-07
2012,7.285101005782835e-08,1.2868075582872507e-07
2013,6.666008856015537e-08,1.1630651641780787e-07
2014,9.09486965322559e-08,1.4811645376866522e-07
2015,7.846676788880735e-08,1.389792778638821e-07
2016,1.0128852867552496e-07,1.7482109626598685e-07
2017,7.270116775259794e-08,9.4335427025527e-08
2018,7.641141158698517e-08,1.1926376419779672e-07
2019,7.372354449142193e-08,1.2499840007507146e-07
