year,cents_ADJ ans_NOUN,cents_ADJ bancs_NOUN
1800,4.904896400148573e-07,0.0
1801,3.881327472754492e-07,0.0
1802,7.026818025224202e-07,0.0
1803,4.797834662895184e-07,0.0
1804,4.053835596096178e-07,2.4718509461507665e-09
1805,7.192480779849575e-07,0.0
1806,5.763338322140044e-07,0.0
1807,5.209927849136875e-07,2.8469551160981155e-09
1808,5.551881372412026e-07,0.0
1809,4.969867291038099e-07,0.0
1810,4.820661274607119e-07,0.0
1811,4.888799480795569e-07,0.0
1812,6.214594918674266e-07,0.0
1813,4.457399427337805e-07,0.0
1814,5.2234838676668e-07,0.0
1815,8.253504120148136e-07,0.0
1816,5.330488761501329e-07,0.0
1817,9.123278346123698e-07,0.0
1818,7.093100293786847e-07,0.0
1819,9.999114354286576e-07,0.0
1820,5.577246042776096e-07,0.0
1821,8.323096380991046e-07,0.0
1822,5.875010629097233e-07,0.0
1823,6.957411642360967e-07,0.0
1824,5.103194098410313e-07,0.0
1825,7.044354219942761e-07,0.0
1826,6.45625277684303e-07,0.0
1827,7.152603984650341e-07,0.0
1828,6.429783070416306e-07,0.0
1829,7.510102477681357e-07,0.0
1830,8.203352876989811e-07,0.0
1831,7.99828853814688e-07,0.0
1832,7.306183533728472e-07,0.0
1833,6.660586109319411e-07,0.0
1834,7.084909157129005e-07,9.334530925997342e-10
1835,7.290816483873641e-07,7.563087933704082e-10
1836,6.277180659708392e-07,0.0
1837,7.19445949926012e-07,0.0
1838,6.173294195832568e-07,3.787297142565649e-09
1839,5.579196908911399e-07,0.0
1840,6.337839977277326e-07,0.0
1841,7.248799533954298e-07,3.2102742686390684e-09
1842,6.486892516477383e-07,0.0
1843,1.1382617230992764e-06,0.0
1844,7.837665521037707e-07,0.0
1845,8.816759873297997e-07,5.580227946389016e-10
1846,7.757214461889816e-07,0.0
1847,6.3370379166372e-07,0.0
1848,7.763638905089465e-07,0.0
1849,6.737049602634215e-07,0.0
1850,7.990648214217799e-07,0.0
1851,7.919910558484844e-07,0.0
1852,9.017105639941292e-07,1.3021090872200602e-09
1853,9.119140145230631e-07,5.971931837933653e-10
1854,7.050516614981461e-07,0.0
1855,8.724604754206666e-07,0.0
1856,8.029820719457348e-07,0.0
1857,6.995202284088009e-07,4.881509085841174e-10
1858,7.736902034594095e-07,0.0
1859,8.157661568475305e-07,5.092173349652285e-10
1860,8.783616181062825e-07,0.0
1861,7.932251264719525e-07,0.0
1862,7.386907441286894e-07,4.517986262886353e-10
1863,1.0278929494234035e-06,0.0
1864,1.0150439493372687e-06,0.0
1865,8.39230324345408e-07,4.706844358715045e-10
1866,8.84568407855113e-07,9.731225603104576e-09
1867,8.235221002905746e-07,0.0
1868,7.10847871232545e-07,0.0
1869,7.530386483267648e-07,0.0
1870,6.961135454730538e-07,5.734048791339319e-10
1871,5.225619474913401e-07,1.0621177271019633e-09
1872,7.414038236674969e-07,0.0
1873,5.878256388314185e-07,1.1972008939764578e-09
1874,5.168037091607403e-07,0.0
1875,6.705629971293092e-07,0.0
1876,6.584110110452457e-07,0.0
1877,5.819911734761263e-07,0.0
1878,5.839798973283905e-07,0.0
1879,7.42283020827017e-07,0.0
1880,5.64128697533306e-07,0.0
1881,5.480391109813354e-07,0.0
1882,5.304341925693734e-07,0.0
1883,4.5499240286517306e-07,0.0
1884,5.690662874258123e-07,0.0
1885,4.4797167220167466e-07,6.445635691854079e-10
1886,4.1302169506707287e-07,7.098810428374236e-09
1887,5.11867710883962e-07,0.0
1888,4.305277343519265e-07,6.340614699951175e-10
1889,5.187533247408282e-07,0.0
1890,4.515972307217453e-07,0.0
1891,4.3918376491092204e-07,0.0
1892,4.50079198799358e-07,0.0
1893,4.97600069593318e-07,0.0
1894,4.3228558865848754e-07,0.0
1895,4.1648812043604266e-07,0.0
1896,4.369698558548407e-07,1.7691086373616827e-09
1897,3.3736671412043506e-07,0.0
1898,3.8363646126526874e-07,5.6583548957434e-10
1899,3.5100123341180733e-07,0.0
1900,4.220326275117259e-07,5.191053142894475e-10
1901,3.8003423696864047e-07,0.0
1902,2.700656125398382e-07,0.0
1903,3.283333853687509e-07,0.0
1904,3.1280319490178954e-07,0.0
1905,3.411261673136323e-07,1.0321518084666081e-09
1906,3.153385250698193e-07,0.0
1907,2.8285637654335005e-07,0.0
1908,2.882985370433744e-07,0.0
1909,3.14106159748917e-07,0.0
1910,3.2332110322386143e-07,0.0
1911,2.931526239535742e-07,5.320374141248863e-10
1912,2.875600557672442e-07,0.0
1913,3.568912063656171e-07,0.0
1914,2.9666574619113817e-07,0.0
1915,2.8038212462888623e-07,0.0
1916,3.3182135439346894e-07,0.0
1917,3.235095107356756e-07,0.0
1918,2.77970315210041e-07,0.0
1919,3.176707821239688e-07,0.0
1920,2.74114796638969e-07,0.0
1921,2.9912351351413236e-07,0.0
1922,3.032331505892216e-07,0.0
1923,2.887537959850306e-07,0.0
1924,2.823265674578579e-07,0.0
1925,2.9475117457877786e-07,1.0998177923937646e-09
1926,2.8979960120523174e-07,0.0
1927,2.887649372951273e-07,0.0
1928,3.1307354220189154e-07,0.0
1929,3.007909583629953e-07,0.0
1930,2.3423035599989817e-07,0.0
1931,2.9767980436190555e-07,0.0
1932,3.1782656151335686e-07,0.0
1933,2.9020776537436177e-07,0.0
1934,2.7797267421192373e-07,0.0
1935,3.027975878922007e-07,0.0
1936,2.1581992371011438e-07,0.0
1937,2.3545391059087706e-07,0.0
1938,2.593043006982043e-07,0.0
1939,2.6305767164558347e-07,0.0
1940,2.637214322476211e-07,0.0
1941,1.534781404188834e-07,0.0
1942,2.912843228841666e-07,0.0
1943,3.483882267119043e-07,0.0
1944,2.538417049890995e-07,0.0
1945,3.1152606538853433e-07,0.0
1946,2.770299829535361e-07,0.0
1947,4.053096063216799e-07,0.0
1948,2.968025398786267e-07,1.0871887834440486e-09
1949,2.1793758264720964e-07,0.0
1950,2.520580721920851e-07,1.0635361480382244e-09
1951,2.8785785843865597e-07,0.0
1952,2.836552255303104e-07,0.0
1953,3.0382193472178187e-07,1.0773827385790469e-09
1954,2.8828981157857925e-07,9.772536113672459e-10
1955,3.1535643074676045e-07,9.385607846468247e-10
1956,2.703554002891906e-07,0.0
1957,2.6328413582632493e-07,0.0
1958,2.539578645155416e-07,0.0
1959,2.4724886316107586e-07,0.0
1960,2.3669250026614463e-07,0.0
1961,3.5018723565372056e-07,0.0
1962,2.860222423350933e-07,0.0
1963,2.5928872560143645e-07,0.0
1964,3.3157627399305056e-07,0.0
1965,2.610164813177107e-07,0.0
