year,des_DET eaux_NOUN,des_DET beaux_ADJ
1850,6.721785084096155e-06,7.067344629518857e-07
1851,7.5155312018182485e-06,5.862539822487634e-07
1852,8.450037128682197e-06,7.050920522999604e-07
1853,7.715138671926525e-06,7.076739052536141e-07
1854,8.09380572519558e-06,6.889451036329319e-07
1855,8.42688534419267e-06,7.530543904010756e-07
1856,7.945431899969435e-06,8.490590310827884e-07
1857,8.011532955265466e-06,7.703021225324846e-07
1858,7.1614053993585e-06,7.903286629584727e-07
1859,8.112850899522073e-06,8.249320799791349e-07
1860,7.203114428477875e-06,6.467560726974853e-07
1861,7.572423086799063e-06,6.970194164068744e-07
1862,7.998191151159517e-06,7.757382682882508e-07
1863,7.627784853525554e-06,7.277162588081865e-07
1864,7.602041137033666e-06,7.676359246033826e-07
1865,7.054618528457013e-06,6.716667115824748e-07
1866,7.208892000676315e-06,7.001616975088609e-07
1867,7.036091247414333e-06,7.59950289364042e-07
1868,7.288290028384381e-06,6.797266856040096e-07
1869,6.767580892130809e-06,7.462017279635802e-07
1870,7.1973782382883655e-06,5.934740521240656e-07
1871,6.624428294799145e-06,6.02220726619862e-07
1872,6.733107710488184e-06,7.764783553909638e-07
1873,8.112831608286797e-06,7.141303406399402e-07
1874,7.736521247636574e-06,6.201644104919524e-07
1875,7.623934770606411e-06,7.037478155780263e-07
1876,7.904559844007508e-06,6.505511755960924e-07
1877,7.546712389228105e-06,8.058815268441322e-07
1878,7.1859116275163615e-06,7.385805513848709e-07
1879,7.152798069398614e-06,7.392283443152792e-07
1880,7.279762776590815e-06,7.066048866022356e-07
1881,7.238857200775328e-06,6.386816870929124e-07
1882,7.0413976160921266e-06,7.640382371221222e-07
1883,7.053014144275949e-06,7.368349219660786e-07
1884,6.847280161537128e-06,6.753536254677783e-07
1885,7.208154563898006e-06,2.5002619938874204e-06
1886,6.695468691475526e-06,4.12763542634309e-06
1887,7.375726312375264e-06,1.7131898601974171e-06
1888,6.678569661744405e-06,7.494606499847123e-07
1889,6.352222271743813e-06,7.092134950426043e-07
1890,6.851300383914349e-06,6.554386668966572e-07
1891,6.857385699277074e-06,6.253109710030458e-07
1892,7.3040705999005695e-06,5.792105426394301e-07
1893,6.971327501048563e-06,1.8456773904773627e-06
1894,7.339402820605301e-06,2.0820286277256628e-06
1895,6.161255665659837e-06,1.8820207330350058e-06
1896,6.510909507539964e-06,2.44785683278792e-06
1897,6.841144177371916e-06,1.1391224568058078e-06
1898,6.608392482121417e-06,6.880559517696838e-07
1899,6.924950255893236e-06,5.466774890550141e-07
1900,6.856861965331973e-06,5.839934900109256e-07
1901,6.472318631267626e-06,5.449020372694235e-07
1902,6.062236636239504e-06,5.209810982620411e-07
1903,7.404242083453028e-06,7.949124238848526e-07
1904,6.919829928619947e-06,5.079020839460213e-07
1905,6.729629639323775e-06,1.7536258773986901e-06
1906,6.96574034719788e-06,2.496987226763281e-06
1907,6.356554379749468e-06,1.9249662663867184e-06
1908,6.3288159140029165e-06,1.574591360409272e-06
1909,6.2133607130476776e-06,5.36895997882425e-07
1910,7.122683996385604e-06,6.760350625967249e-07
1911,6.413179164610483e-06,6.538740056072356e-07
1912,6.157015072005834e-06,5.032300709473247e-07
1913,5.958439423636719e-06,5.960560649498348e-07
1914,5.755851248068211e-06,6.053856047572026e-07
1915,5.268356662924134e-06,6.420515523686277e-07
1916,4.6861523514962755e-06,2.2634171061852726e-06
1917,4.420565666407583e-06,7.161075012973583e-07
1918,4.654279464944011e-06,4.962114772411041e-07
1919,4.755853723281689e-06,6.104803524920044e-07
1920,5.151389402158202e-06,6.890730901432107e-07
1921,5.319097759581837e-06,6.300525701163906e-07
1922,5.0915132021600584e-06,6.551606510640795e-07
1923,5.053191209469787e-06,6.709279425365366e-07
1924,5.75997785290383e-06,8.276423013597878e-07
1925,5.5727766365976095e-06,6.917853951904362e-07
1926,5.224195156472433e-06,5.807138121483035e-07
1927,5.202228344103332e-06,6.009431938736043e-07
1928,5.289114298534514e-06,5.850132875906411e-07
1929,5.342938777630479e-06,5.703887921981732e-07
1930,4.97450676562039e-06,5.713960327113909e-07
1931,4.785687728769972e-06,5.85094817040499e-07
1932,5.736221488916726e-06,5.403051517305357e-07
1933,4.8887962478261215e-06,5.689448379087025e-07
1934,4.89088120048109e-06,5.811066188243785e-07
1935,4.832793294440307e-06,6.857826981843118e-07
1936,5.008719377030957e-06,6.935336767099898e-07
1937,4.882835717978651e-06,6.371105785163422e-07
1938,5.153672823610123e-06,5.613937936743696e-07
1939,5.677151669658542e-06,4.297628235505613e-07
1940,5.773977530765251e-06,4.665840656059572e-07
1941,5.776090482356722e-06,3.718893371029708e-07
1942,5.291665118534183e-06,4.82439659776901e-07
1943,6.21001997913595e-06,4.7032409966618616e-07
1944,4.4920344279830715e-06,4.1128781447241636e-07
1945,4.028054089388888e-06,5.293764981928462e-07
1946,4.195820942243245e-06,4.412990115554294e-07
1947,3.857593902978351e-06,5.471679731527956e-07
1948,4.4379048134146615e-06,5.501175053268526e-07
1949,4.915376095482316e-06,5.350269400850038e-07
1950,4.415802159485338e-06,4.987984798532352e-07
1951,4.885054256220656e-06,4.200592265135583e-07
1952,5.54867567714723e-06,4.2601008409803853e-07
1953,5.548521041731647e-06,4.5034598805671067e-07
1954,5.312350786823572e-06,5.15989905025549e-07
1955,5.132050361567053e-06,4.176595638227809e-07
1956,4.85767606051013e-06,4.7181374629445827e-07
1957,5.200303036190235e-06,3.6842107142831537e-07
1958,5.048550388409012e-06,4.1692106478308233e-07
1959,4.817864891037971e-06,3.828869505895227e-07
1960,4.924864803967921e-06,4.277074889813548e-07
1961,4.858153069164928e-06,4.2453252113716644e-07
1962,4.328385351470843e-06,4.1920332360945167e-07
1963,4.393036736161093e-06,4.080079705204298e-07
1964,4.560542503639908e-06,4.1857703081404907e-07
1965,4.31798943267836e-06,3.994591626366173e-07
1966,5.06160660762589e-06,4.630666534666261e-07
1967,5.0047836275268764e-06,5.162061178509703e-07
1968,4.77662083397945e-06,5.192076635296416e-07
1969,4.685277286142764e-06,3.778742385662781e-07
1970,4.679662534812223e-06,8.645602989076906e-07
1971,4.647680352576344e-06,4.5988657326745397e-07
1972,4.618158200742073e-06,4.873639394276097e-07
1973,4.508698193461669e-06,3.9088616077265215e-07
1974,4.984256406714849e-06,3.6341191567146325e-07
1975,4.726249731135113e-06,3.192717521471877e-07
1976,4.724515587639644e-06,3.6566570571494594e-07
1977,4.3552831421322935e-06,3.490808353490138e-07
1978,3.976631784752271e-06,3.849503098507512e-07
1979,4.152560173054098e-06,3.7042990541635845e-07
1980,4.253629711570284e-06,3.5759599015250387e-07
1981,3.919943097230316e-06,3.8269574176297283e-07
1982,4.038600888378596e-06,3.7927839713347566e-07
1983,3.4879489696493238e-06,3.347117640828401e-07
1984,3.709045756750129e-06,3.3634249874126e-07
1985,4.073134419968483e-06,3.5792570951542757e-07
1986,3.33952788267311e-06,3.9563602705072753e-07
1987,3.661601468252229e-06,3.4953871619336496e-07
1988,3.44262155849151e-06,3.939735915281517e-07
1989,3.4772741805966234e-06,4.297199707181676e-07
1990,3.6582242799454434e-06,3.677839330862298e-07
1991,3.1874648271923434e-06,3.956489056378132e-07
1992,3.114220390898481e-06,4.2040873893256503e-07
1993,3.0160983719440537e-06,4.4978365743020277e-07
1994,3.1296139688663516e-06,3.803222181630872e-07
1995,3.113028970602727e-06,4.603660848090385e-07
1996,3.033103904925838e-06,4.339868890923526e-07
1997,2.9220088073600436e-06,4.267456112927448e-07
1998,2.8899631168144424e-06,4.243635149947522e-07
1999,3.118248304900817e-06,4.5244990687365316e-07
2000,2.7762909446948925e-06,4.2148019119281344e-07
2001,2.794336861455804e-06,4.2278692902186776e-07
2002,2.485466890078669e-06,4.5345642618599413e-07
2003,2.755586173464053e-06,4.4961097778184467e-07
2004,2.3332178891166677e-06,4.056812823449718e-07
2005,2.4833675205115924e-06,4.557794479609356e-07
2006,2.58891749460588e-06,4.887935372011043e-07
2007,2.371921908661534e-06,5.180840023655264e-07
2008,2.570216256714275e-06,5.849721897988047e-07
2009,2.640624948924142e-06,6.913879389003341e-07
2010,2.650992591668455e-06,5.370952500527437e-07
2011,3.1027709646025414e-06,4.963515642941729e-07
2012,2.6028916657594436e-06,5.249357624137474e-07
2013,2.386096483064648e-06,4.959064305865013e-07
2014,2.5058532671096145e-06,5.430936269590347e-07
2015,2.4663834317095734e-06,6.150996689768817e-07
2016,2.929910493776333e-06,5.745897269093803e-07
2017,2.845408030083263e-06,4.81488001469188e-07
2018,2.4431000227309596e-06,5.924466357498659e-07
2019,2.2912971751054556e-06,5.487174643548087e-07
