year,suis_VERB aux_ADP,suis_VERB beau_ADV
1800,5.973912209356058e-08,1.2576657937302116e-08
1801,7.143547975374531e-08,2.3811825844433088e-09
1802,6.265952379180817e-08,0.0
1803,8.581492494386112e-08,2.5354410126965377e-08
1804,1.1123329102247226e-07,1.2359254952798437e-08
1805,1.5920115004064428e-07,8.528632911009026e-09
1806,1.7290014397985942e-07,5.76333825108577e-09
1807,4.555128185756985e-08,0.0
1808,1.1330369886763947e-07,2.2660739951163578e-09
1809,1.1295152546608733e-07,2.259030518203531e-09
1810,9.594519667643908e-08,1.1700633351097167e-08
1811,5.264861258069686e-08,5.0141535368197765e-09
1812,5.601137331723294e-08,2.400487453257938e-08
1813,6.901780125190271e-08,5.751483289628823e-09
1814,1.604805390797992e-07,1.5733386149463513e-08
1815,6.74305908887618e-08,2.1577788444915313e-08
1816,3.7081662185300956e-08,2.3176038865813098e-09
1817,7.005930058312515e-08,6.227493631882908e-09
1818,1.3828565670337412e-07,7.152706427149269e-09
1819,9.937008371707634e-08,2.173720581311045e-08
1820,2.183432457059098e-07,5.933240565525466e-09
1821,2.0807740952477616e-07,4.930744257336528e-09
1822,1.59407292699143e-07,5.012807946513931e-09
1823,1.4922856905741355e-07,3.261286707356703e-08
1824,7.073734309415158e-08,1.6842225392110777e-08
1825,8.629334047327575e-08,1.4969252504215547e-08
1826,7.574866600634778e-08,1.4092774947016551e-08
1827,8.848581956044654e-08,1.3825909306319772e-08
1828,1.412534373912422e-07,1.0089530988466322e-08
1829,1.1230860508248952e-07,2.3147574523818548e-08
1830,1.5133412034629146e-07,9.39315203396518e-09
1831,2.104812892866903e-07,6.236482441579483e-09
1832,1.2312271735481772e-07,1.352996914505411e-08
1833,1.308950032807843e-07,4.9809603552830595e-08
1834,1.1948199585276598e-07,3.360431222176885e-08
1835,1.4369867074037757e-07,2.0420337421001022e-08
1836,1.1828520030121581e-07,1.8818100855355624e-08
1837,1.4611570975375798e-07,1.461157062010443e-08
1838,1.4265485503983655e-07,3.092959488526503e-08
1839,1.132618976384947e-07,1.11863602825224e-08
1840,9.745623685830651e-08,1.4013314952876499e-08
1841,1.2199042487281986e-07,2.247191943638427e-08
1842,1.1336967986608215e-07,2.1466448174578545e-08
1843,1.0514301607145171e-07,1.8902115428431898e-08
1844,8.068185053389243e-08,1.1525978393933656e-08
1845,7.92392356174787e-08,1.2834524554250493e-08
1846,1.0830827790186959e-07,1.1123552745573306e-08
1847,1.0570718700364523e-07,1.4022381478184798e-08
1848,2.4537925469303445e-07,1.528592186161859e-08
1849,3.2344541978091e-07,6.703531951757213e-09
1850,1.9280749086192372e-07,6.788996032014438e-09
1851,1.3479326810283965e-07,1.2253933867611977e-08
1852,7.291811243703705e-08,1.3021090872200602e-08
1853,1.176470547648023e-07,5.3747388761848924e-09
1854,1.283329140733258e-07,7.79349651480743e-09
1855,1.1887539130839286e-07,2.865746040470185e-08
1856,1.423726985194662e-07,1.2942972915652717e-08
1857,1.2643108959764504e-07,1.4644527368545823e-08
1858,1.7372549621086364e-07,2.6425849952715907e-08
1859,1.6091267696083378e-07,2.5970084749360467e-08
1860,1.6432090887974482e-07,1.2358396972445007e-08
1861,1.362913479852068e-07,4.33868656557479e-08
1862,1.6535830127395457e-07,1.2198563048571032e-08
1863,1.5483324489196093e-07,2.0477944673302773e-08
1864,1.8172019622397784e-07,1.6302074357099627e-08
1865,1.6521023837867688e-07,1.4120533187167439e-08
1866,1.7224269299731532e-07,1.4596838404656864e-08
1867,1.4558435168510186e-07,1.7955402498159856e-08
1868,1.8129337320260674e-07,1.0867722721741302e-08
1869,1.958291164783077e-07,3.369628132077196e-08
1870,1.605533697102146e-07,2.2362790730312554e-08
1871,2.0923718579979322e-07,5.3105884134652115e-09
1872,2.545929760344734e-07,1.9351485747165498e-08
1873,2.687716005311813e-07,1.3767810003173508e-08
1874,2.2225546558729548e-07,8.364453130127458e-09
1875,2.5003072323670494e-07,2.5174719198162165e-08
1876,2.454682146435516e-07,1.209202959984168e-08
1877,1.5400192410197633e-07,7.421779191219002e-09
1878,1.7513356453946471e-07,2.2344627481629686e-08
1879,1.5823152921257133e-07,1.1607718342077078e-08
1880,1.5980437240159517e-07,2.631317030932223e-08
1881,1.9104670911929134e-07,2.5798277292210514e-08
1882,1.9100954773421108e-07,9.317538740560849e-09
1883,1.8452469419116824e-07,8.21514056781325e-09
1884,1.3533478693261713e-07,2.0465261485469455e-08
1885,1.4180398011376383e-07,1.0957580620640783e-08
1886,1.4778431989270757e-07,7.744156427236248e-09
1887,1.7562807386184431e-07,1.5016526688782506e-08
1888,1.616856764030672e-07,1.2047167707862627e-08
1889,1.8482153052445938e-07,1.8795409673089125e-08
1890,1.4354105815073126e-07,3.2771931834929546e-09
1891,1.5871808045631042e-07,1.8485238229004608e-08
1892,1.673692793247028e-07,2.0686091062316336e-08
1893,1.3240595819752343e-07,8.621783287310336e-09
1894,1.4367509493240505e-07,5.671385139294216e-09
1895,1.5106722628388525e-07,4.814891596538473e-09
1896,1.2324790077400394e-07,9.435246361988447e-09
1897,1.4275448734224483e-07,4.661370844871726e-09
1898,1.5617060000749916e-07,2.4896761985360172e-08
1899,1.5974701739196462e-07,1.0502398950507086e-08
1900,1.3237185214620695e-07,9.863001082521805e-09
1901,1.4698383665745496e-07,1.620734302321125e-08
1902,1.2423018347362813e-07,1.4239823542538943e-08
1903,1.2204498034407152e-07,5.940242076007962e-09
1904,1.4941457493478083e-07,1.2361637935498493e-08
1905,1.3676012144969718e-07,1.651442893546573e-08
1906,1.21917167916763e-07,1.594697174311932e-08
1907,1.4039962081824342e-07,1.5942815068115124e-08
1908,1.3997458836456644e-07,2.1118973236866623e-08
1909,1.2707272389889113e-07,1.5952851484257735e-08
1910,1.464297270103998e-07,3.7943468811363346e-08
1911,1.3194528492022073e-07,1.3300935464144459e-08
1912,1.437800278836221e-07,1.0418842677495377e-08
1913,1.1560517521047586e-07,2.1211958411981868e-08
1914,1.3393487563462259e-07,3.3483718020477227e-09
1915,1.1427339074998599e-07,1.6493066468115103e-08
1916,9.229468389548856e-08,1.4283700444650549e-08
1917,8.992468281121546e-08,3.070598708632133e-08
1918,1.1141784739265859e-07,8.040463406189247e-09
1919,1.2062281484759296e-07,1.2890987832747669e-08
1920,9.313845339420368e-08,1.817335615328375e-08
1921,1.2192123222121154e-07,2.7261890522822796e-08
1922,1.4534532510879217e-07,1.770704471937279e-08
1923,1.6560879601001943e-07,1.6985516992917837e-08
1924,1.6888027687400609e-07,4.383152329978657e-08
1925,1.4077667742640187e-07,2.3096173862313663e-08
1926,1.2929520210036571e-07,1.114613823460786e-08
1927,1.0703256236865855e-07,4.0137209111890115e-08
1928,1.2682906458394427e-07,1.3711249025050165e-08
1929,1.1920234754825287e-07,2.4508894469477127e-08
1930,1.2079144084964355e-07,2.7309368988426286e-08
1931,1.4712910001435375e-07,1.710803587684495e-08
1932,1.1178727277183498e-07,1.0959536389520963e-08
1933,1.0323596200123575e-07,6.882397318719313e-09
1934,1.365900175187562e-07,1.677421224144382e-08
1935,9.813992818408224e-08,1.4361940969820353e-08
1936,8.366053094732706e-08,1.8187071404440758e-08
1937,8.184226629737168e-08,8.813782592653752e-09
1938,8.557041297763135e-08,1.6854778905894818e-08
1939,8.411727492330101e-08,1.2235240376412548e-08
1940,5.5787225505810056e-08,0.0
1941,5.312704587367989e-08,5.9030051957620344e-09
1942,1.2440268903901597e-07,3.034211815133858e-08
1943,8.129058670647282e-08,3.774205836748479e-08
1944,9.960876923287287e-08,1.2852744646352221e-08
1945,9.149717072887142e-08,1.5249527862692958e-08
1946,1.1554516277101357e-07,2.0881657292193267e-08
1947,1.215928904230168e-07,3.814678706248742e-08
1948,1.2502671609126992e-07,2.6092530802657166e-08
1949,9.915178367236877e-08,2.6505922789965553e-08
1950,1.4570444761830004e-07,1.808011518278363e-08
1951,1.3326751968634198e-07,2.3455083209000804e-08
1952,1.0439355691005403e-07,2.1089608281954497e-08
1953,7.649417455013463e-08,2.9089333608567358e-08
1954,1.504970583710019e-07,2.6385848173049453e-08
1955,1.1450441661509103e-07,2.2525458831523792e-08
1956,1.1860752380243866e-07,1.831439710997529e-08
1957,1.1397198562690392e-07,2.738861759610245e-08
1958,9.264912392836777e-08,3.4743422361316334e-08
1959,1.007597205671118e-07,2.2477168570844697e-08
1960,9.758375085766602e-08,2.7683332959327345e-08
1961,1.1603425775774667e-07,2.640300600376122e-08
1962,1.0654486715111489e-07,2.0928455413127267e-08
1963,1.1638896069143811e-07,2.5217607557692645e-08
1964,1.192457830256899e-07,2.1293889318485526e-08
1965,9.466634764976334e-08,2.407699106754535e-08
1966,8.862519962349324e-08,1.9940669560014612e-08
1967,1.0698828134536598e-07,3.254021407883556e-08
1968,1.2620878919733514e-07,2.380450325745187e-08
1969,1.1308976866075682e-07,2.2254612375149918e-08
1970,1.0071207867667908e-07,2.0694262303777577e-08
1971,1.0482330736749645e-07,2.569198720436816e-08
1972,1.0875911016228201e-07,1.7955514408640738e-08
1973,9.868634975873647e-08,1.8193572870472963e-08
1974,1.0013517481866074e-07,1.1813700240281833e-08
1975,7.767613396936213e-08,2.227477224892027e-08
1976,8.113207883297946e-08,1.8283285996290033e-08
1977,7.992423434188822e-08,1.8218024422367307e-08
1978,8.198016132610064e-08,1.6633656230169436e-08
1979,1.1001709765423584e-07,2.63338808537128e-08
1980,7.902359300260287e-08,1.989802811408481e-08
1981,1.1069711547406769e-07,2.0241758491579276e-08
1982,7.759378206628753e-08,3.3520510811513304e-08
1983,1.0925496951585956e-07,2.652432762317858e-08
1984,8.814492957753828e-08,2.8995042811175153e-08
1985,9.143648327381015e-08,1.7445119127046382e-08
1986,1.0010790418846227e-07,1.6784559520033326e-08
1987,9.655090593696514e-08,1.8943532964499354e-08
1988,1.0913728232253561e-07,1.9788627625416666e-08
1989,9.933501132763922e-08,1.8659616074501173e-08
1990,1.0297950581161786e-07,1.8525414091641323e-08
1991,8.909427151593263e-08,1.934283488935762e-08
1992,1.0523993410060939e-07,1.7631821336294706e-08
1993,1.1410767086772466e-07,3.489700617365088e-08
1994,1.1552089063116e-07,2.4264663167627987e-08
1995,9.76041150124729e-08,2.4943274112843028e-08
1996,9.661946620553863e-08,2.5622842514394506e-08
1997,9.062350869726288e-08,2.205651483677684e-08
1998,1.3160037326542806e-07,2.0979769033147022e-08
1999,1.1105588981763503e-07,3.3362468343511864e-08
2000,1.2193767418011703e-07,2.5182780305499364e-08
2001,1.0558720475728478e-07,2.6287271026603776e-08
2002,1.0646368053812694e-07,3.1544793444027164e-08
2003,1.2084076672636002e-07,2.541822929913451e-08
2004,1.2421511996763002e-07,2.8631143678126136e-08
2005,1.1169299085622697e-07,2.612174831995162e-08
2006,1.2600743559687544e-07,2.84134404893166e-08
2007,1.438012589005666e-07,3.6349764087617586e-08
2008,1.6050547912982438e-07,3.5762493411084506e-08
2009,1.902508870443853e-07,3.4330987830344384e-08
2010,2.413858339878061e-07,3.023227534981743e-08
2011,2.2370235797097848e-07,4.1298896746866376e-08
2012,2.7846786565532966e-07,4.629783845189195e-08
2013,2.9787855737595237e-07,5.271446212873343e-08
2014,3.137730004709738e-07,6.79949820892034e-08
2015,3.712763714247558e-07,5.585770068705642e-08
2016,3.722198016475886e-07,5.737611985523472e-08
2017,3.491668394417502e-07,6.36449684066065e-08
2018,4.579521828418365e-07,7.77021469389183e-08
2019,4.0101528497871186e-07,6.173390687536084e-08
