year,ses_DET eaux_NOUN,ses_DET beaux_ADJ
1936,2.0769636392969915e-06,1.5483260682458422e-06
1937,1.9440685932181623e-06,1.5764080103508604e-06
1938,2.1094404232258057e-06,1.8682874127762261e-06
1939,1.858227179241112e-06,1.6211693747436584e-06
1940,2.0260905699842624e-06,1.3363575845914966e-06
1941,1.7000654892740386e-06,1.6794049457757865e-06
1942,1.8387323379442932e-06,1.744671720871338e-06
1943,1.6577472834455875e-06,1.7709735331550291e-06
1944,1.783318339221296e-06,1.7158413783135984e-06
1945,1.8735134901248784e-06,1.7253751565249331e-06
1946,1.7234327032156216e-06,1.6705325123211878e-06
1947,1.5330240614730428e-06,1.6415039212347438e-06
1948,1.5677261941959841e-06,1.703624818105709e-06
1949,1.8554145384541698e-06,1.715031380911114e-06
1950,1.976050256757844e-06,1.6729423606420823e-06
1951,1.6365252193395463e-06,1.486199352029871e-06
1952,1.5732847913341175e-06,1.516342848617569e-06
1953,1.616074058574668e-06,1.4436928630345847e-06
1954,1.5655602823017034e-06,1.5665375627804679e-06
1955,1.4294280532567427e-06,1.2623642149378611e-06
1956,1.5654448972668433e-06,1.4416047378063013e-06
1957,1.4162565378228464e-06,1.3809163519340473e-06
1958,1.6072968875846527e-06,1.3756740671055923e-06
1959,1.2881742819104147e-06,1.3153019295941704e-06
1960,1.353022931027681e-06,1.5461141416039936e-06
1961,1.3423843441273675e-06,1.4966335015742516e-06
1962,1.3108823324614605e-06,1.3926935764629889e-06
1963,1.252474504553902e-06,1.476199997796357e-06
1964,1.482663080309976e-06,1.3317806377699526e-06
1965,1.319309681946379e-06,1.3855213651936538e-06
1966,1.3615045659776115e-06,1.5165986368970152e-06
1967,1.3188647791650965e-06,1.540236830521735e-06
1968,1.6663153132867592e-06,1.6797894986098072e-06
1969,1.4615376286997162e-06,1.1999324271982914e-06
1970,1.5516098272883028e-06,1.279365250184128e-06
1971,1.2311600414705026e-06,1.4079209051942598e-06
1972,1.3800095075566787e-06,1.4579877856135681e-06
1973,1.226687846411778e-06,1.1335146687940778e-06
1974,1.2229992556456182e-06,9.304695325340617e-07
1975,1.2930791015719478e-06,1.035491372647357e-06
1976,1.1124236749537886e-06,1.0112942270268377e-06
1977,1.1160008810406907e-06,9.602661563690162e-07
1978,1.3057420282791554e-06,1.393662763859993e-06
1979,1.1212380819358714e-06,1.1861949857916443e-06
1980,1.391156338570454e-06,1.0261697056535013e-06
1981,1.22019844894794e-06,1.1683289713459999e-06
1982,1.0589999241972237e-06,1.1341106116447008e-06
1983,1.0496054976272262e-06,1.088129000237359e-06
1984,1.101811591297519e-06,1.16386097204213e-06
1985,1.1940882806982245e-06,1.1393466969877863e-06
1986,9.878912443639365e-07,1.1515406725948196e-06
1987,1.0467829305582654e-06,1.1292789494632416e-06
1988,9.50453763692849e-07,1.0715841618491595e-06
1989,1.2298881983952015e-06,1.082806491581323e-06
1990,1.0777432066788606e-06,1.0957236753483812e-06
1991,1.041582315508549e-06,1.0427546328628523e-06
1992,1.056807288790651e-06,1.095927860461643e-06
1993,1.1050718882188448e-06,1.1737580649651136e-06
1994,1.2522676300363855e-06,1.0238632022208094e-06
1995,1.0329769111194764e-06,1.1501017880277686e-06
1996,1.050002737201794e-06,1.094308917259923e-06
1997,1.0798102181297509e-06,1.1023462214154733e-06
1998,9.397982623227108e-07,1.1605626752952958e-06
1999,1.1420932963801533e-06,1.3381548811253197e-06
2000,9.98033311105928e-07,1.2078898130596372e-06
2001,1.0506145642352749e-06,1.1789841067866291e-06
2002,1.0339682354754132e-06,1.2604773793611912e-06
2003,1.0467310360695592e-06,1.1946568108101019e-06
2004,9.373395570833054e-07,1.1875317085241477e-06
2005,9.782144125836112e-07,1.2070049066892352e-06
2006,1.122124949404224e-06,1.3691983795638407e-06
2007,1.0421596847720593e-06,1.4571861512990836e-06
2008,1.1908058326071114e-06,1.56801505823978e-06
2009,1.2955178974038972e-06,1.788072147235198e-06
2010,1.2584184929664843e-06,1.9462027580630092e-06
2011,1.4829362982027305e-06,2.074122420481217e-06
2012,1.6663816495565698e-06,2.4823810633733956e-06
2013,1.2525960357834265e-06,2.7648595590790137e-06
2014,1.4077558816438795e-06,2.926815682258166e-06
2015,1.7109745584775737e-06,3.2186891587571154e-06
2016,2.066575945036675e-06,3.4404957602873765e-06
2017,1.3310100044350293e-06,2.539761169373378e-06
2018,1.5052531807668856e-06,3.0975018034951063e-06
2019,1.4831442882723422e-06,3.108123564743437e-06
